"('date', '')","('open', 'CWH')","('high', 'CWH')","('low', 'CWH')","('close', 'CWH')","('volume', 'CWH')"
2016-10-07 00:00:00+00:00,15.703923649258085,16.10065460421077,14.566629422155126,14.877401351928711,11437700
2016-10-10 00:00:00+00:00,14.950142264556536,15.20140459806005,14.54679880325442,14.71871566772461,946200
2016-10-11 00:00:00+00:00,14.652591272089467,14.748468187996805,14.282309532759925,14.348431587219238,713700
2016-10-12 00:00:00+00:00,14.295530340170922,14.414548492688782,13.951696758658123,14.15006160736084,742700
2016-10-13 00:00:00+00:00,14.216183253696986,14.216183253696986,13.773167259995326,13.885574340820312,665600
2016-10-14 00:00:00+00:00,13.918636769163294,14.008563455951666,13.786393941319577,13.925249099731445,285300
2016-10-17 00:00:00+00:00,13.90541280661409,13.90541280661409,13.52190647738896,13.568191528320312,321000
2016-10-18 00:00:00+00:00,13.607861590751314,14.123611902894739,13.55496421985246,13.984755516052246,283800
2016-10-19 00:00:00+00:00,14.064102701850965,14.25585520522111,13.931858639326636,14.123612403869629,373400
2016-10-20 00:00:00+00:00,14.3814872616738,14.3814872616738,13.98475632635857,14.33520221710205,295000
2016-10-21 00:00:00+00:00,14.249249055652717,14.66581715044239,14.23602565260378,14.493900299072266,314300
2016-10-24 00:00:00+00:00,14.645979172167058,15.208014752200432,14.546796719496065,14.857568740844727,384000
2016-10-25 00:00:00+00:00,14.811287932972503,15.188182118040435,14.811287932972503,15.04932689666748,155000
2016-10-26 00:00:00+00:00,15.227850715809948,15.227850715809948,14.844344333263528,15.003036499023438,142000
2016-10-27 00:00:00+00:00,15.088997465951598,15.10222213118165,14.54679880325442,14.71871566772461,239600
2016-10-28 00:00:00+00:00,14.606301930703065,15.009645209614915,14.599689601078108,14.784831047058105,191100
2016-10-31 00:00:00+00:00,14.85095182096182,14.996420550365004,14.645974647279878,14.784831047058105,163300
2016-11-01 00:00:00+00:00,14.685646064483793,14.87078749408264,14.480668908938046,14.507118225097656,273200
2016-11-02 00:00:00+00:00,14.513733244532864,14.903851901993338,14.21618468844503,14.269082069396973,467800
2016-11-03 00:00:00+00:00,14.249247048250938,14.459514891774404,14.156676934082478,14.321981430053711,175200
2016-11-04 00:00:00+00:00,14.321982005700345,14.65259101093105,14.282309278201176,14.566633224487305,254500
2016-11-07 00:00:00+00:00,14.645974711216116,14.71540228082185,14.070715904235838,14.07071590423584,109200
2016-11-08 00:00:00+00:00,14.024430893995422,14.216184688175737,13.816148165910928,13.89218807220459,166800
2016-11-09 00:00:00+00:00,13.693819409608956,14.53356628008446,13.56157661232933,14.507118225097656,168700
2016-11-10 00:00:00+00:00,14.652586453934434,14.850951290911516,14.500506661507147,14.725320816040039,231900
2016-11-11 00:00:00+00:00,14.94683060364902,16.12049214565182,14.758383599552635,15.915514945983887,1044000
2016-11-14 00:00:00+00:00,16.19983673095703,16.510608655038855,16.014695285723842,16.19983673095703,526800
2016-11-15 00:00:00+00:00,16.186619501642525,16.27257856470369,15.254302040277537,15.856010437011719,225600
2016-11-16 00:00:00+00:00,16.001474360441534,16.07420747491642,15.49894858387188,15.869230270385742,99300
2016-11-17 00:00:00+00:00,16.027921006387274,16.30563256204235,15.82294381995731,15.862616539001465,121600
2016-11-18 00:00:00+00:00,15.836174700284909,16.014702636693688,15.52870816928438,15.856010437011719,91500
2016-11-21 00:00:00+00:00,16.080822702793945,16.084129499286334,15.796498740768955,15.935355186462402,100100
2016-11-22 00:00:00+00:00,15.935357325595277,16.715594927655467,15.935357325595277,16.682533264160156,326500
2016-11-23 00:00:00+00:00,16.517218043805848,17.421763888564058,16.517218043805848,17.264394760131836,276300
2016-11-25 00:00:00+00:00,17.277623140220395,17.897184492986717,17.132155656510967,17.799985885620117,89200
2016-11-28 00:00:00+00:00,17.8330414124222,17.870731558898395,17.47069514192101,17.74708366394043,137800
2016-11-29 00:00:00+00:00,18.150429068541687,18.441363991761047,17.819820169378254,18.295896530151367,423300
2016-11-30 00:00:00+00:00,18.434754312839313,18.65956849748627,18.295899160590157,18.447978973388672,215900
2016-12-01 00:00:00+00:00,18.514099279860954,18.639731020959857,17.852881448437348,18.375244140625,244900
2016-12-02 00:00:00+00:00,18.421530751063717,18.444011160391796,17.641293441952403,17.899168014526367,193400
2016-12-05 00:00:00+00:00,18.025169835082917,18.31033644446132,17.73337129700838,17.93232536315918,212600
2016-12-06 00:00:00+00:00,17.899168176885315,18.157807106985267,17.766533379487672,18.045066833496094,189500
