"('date', '')","('open', 'BIRK')","('high', 'BIRK')","('low', 'BIRK')","('close', 'BIRK')","('volume', 'BIRK')"
2024-01-02 00:00:00+00:00,48.43000030517578,48.54999923706055,46.75,47.380001068115234,1159900
2024-01-03 00:00:00+00:00,46.7400016784668,47.689998626708984,45.91999816894531,46.290000915527344,690600
2024-01-04 00:00:00+00:00,46.0,46.525001525878906,45.54999923706055,46.189998626708984,319000
2024-01-05 00:00:00+00:00,45.599998474121094,46.40999984741211,45.58000183105469,45.70000076293945,302800
2024-01-08 00:00:00+00:00,45.70000076293945,47.89500045776367,45.70000076293945,47.43000030517578,782000
2024-01-09 00:00:00+00:00,47.22999954223633,47.650001525878906,46.59000015258789,46.63999938964844,552600
2024-01-10 00:00:00+00:00,46.5099983215332,48.0,46.45500183105469,47.650001525878906,945500
2024-01-11 00:00:00+00:00,47.83000183105469,47.880001068115234,46.88999938964844,47.540000915527344,1124200
2024-01-12 00:00:00+00:00,48.38999938964844,48.689998626708984,46.9900016784668,47.880001068115234,1668900
2024-01-16 00:00:00+00:00,47.119998931884766,49.779998779296875,47.11000061035156,49.43000030517578,1247300
2024-01-17 00:00:00+00:00,48.61000061035156,50.189998626708984,47.880001068115234,49.97999954223633,2443200
2024-01-18 00:00:00+00:00,43.95000076293945,47.720001220703125,43.0,46.119998931884766,4588000
2024-01-19 00:00:00+00:00,47.16999816894531,47.16999816894531,44.310001373291016,46.31999969482422,1369100
2024-01-22 00:00:00+00:00,46.459999084472656,49.2400016784668,46.459999084472656,47.599998474121094,1008100
2024-01-23 00:00:00+00:00,47.59000015258789,48.029998779296875,45.099998474121094,45.61000061035156,827600
2024-01-24 00:00:00+00:00,46.65999984741211,46.65999984741211,44.77000045776367,44.79999923706055,523100
2024-01-25 00:00:00+00:00,44.709999084472656,46.435001373291016,44.709999084472656,46.400001525878906,616500
2024-01-26 00:00:00+00:00,46.720001220703125,47.369998931884766,46.25,46.529998779296875,332600
2024-01-29 00:00:00+00:00,46.599998474121094,48.7599983215332,46.459999084472656,48.41999816894531,662700
2024-01-30 00:00:00+00:00,48.5,48.540000915527344,47.43000030517578,47.5,311000
2024-01-31 00:00:00+00:00,47.59000015258789,48.439998626708984,46.290000915527344,46.38999938964844,475100
2024-02-01 00:00:00+00:00,46.470001220703125,46.915000915527344,45.41999816894531,46.66999816894531,701200
2024-02-02 00:00:00+00:00,46.56999969482422,46.7599983215332,45.599998474121094,46.09000015258789,448200
2024-02-05 00:00:00+00:00,45.58000183105469,45.97999954223633,44.005001068115234,45.150001525878906,715200
2024-02-06 00:00:00+00:00,45.34000015258789,47.0,45.08000183105469,46.40999984741211,404000
2024-02-07 00:00:00+00:00,46.880001068115234,46.88999938964844,45.650001525878906,45.90999984741211,296200
2024-02-08 00:00:00+00:00,46.040000915527344,48.75,45.70000076293945,48.0,489500
2024-02-09 00:00:00+00:00,47.790000915527344,48.380001068115234,47.36000061035156,47.86000061035156,322100
2024-02-12 00:00:00+00:00,48.0,51.09000015258789,48.0,50.70000076293945,606200
2024-02-13 00:00:00+00:00,49.040000915527344,49.349998474121094,47.849998474121094,48.130001068115234,297900
2024-02-14 00:00:00+00:00,49.400001525878906,50.279998779296875,48.470001220703125,49.849998474121094,475700
2024-02-15 00:00:00+00:00,50.5,50.81700134277344,48.779998779296875,49.779998779296875,434100
2024-02-16 00:00:00+00:00,49.720001220703125,50.5,49.099998474121094,49.25,443500
2024-02-20 00:00:00+00:00,49.0,50.04999923706055,48.630001068115234,49.2400016784668,488000
2024-02-21 00:00:00+00:00,49.02000045776367,52.94499969482422,49.02000045776367,51.97999954223633,1509400
2024-02-22 00:00:00+00:00,53.2599983215332,55.0,50.88999938964844,51.29999923706055,1137400
2024-02-23 00:00:00+00:00,51.16999816894531,52.099998474121094,50.439998626708984,52.0,413600
2024-02-26 00:00:00+00:00,52.0,53.18000030517578,50.81999969482422,51.0,527700
2024-02-27 00:00:00+00:00,50.970001220703125,51.86000061035156,50.7599983215332,51.45000076293945,719000
2024-02-28 00:00:00+00:00,50.880001068115234,52.130001068115234,49.45000076293945,51.22999954223633,939800
2024-02-29 00:00:00+00:00,47.779998779296875,50.040000915527344,44.75,50.0099983215332,2512300
2024-03-01 00:00:00+00:00,50.5,50.880001068115234,47.58000183105469,47.83000183105469,613900
2024-03-04 00:00:00+00:00,48.470001220703125,51.404998779296875,48.20000076293945,50.2400016784668,971800
2024-03-05 00:00:00+00:00,50.38999938964844,50.459999084472656,48.005001068115234,48.36000061035156,618700
2024-03-06 00:00:00+00:00,48.54999923706055,49.040000915527344,47.77000045776367,48.189998626708984,185100
2024-03-07 00:00:00+00:00,48.29999923706055,49.15999984741211,48.29999923706055,48.400001525878906,182600
2024-03-08 00:00:00+00:00,48.689998626708984,48.90999984741211,46.709999084472656,47.18000030517578,433800
2024-03-11 00:00:00+00:00,47.18000030517578,47.650001525878906,46.20000076293945,47.43000030517578,538900
2024-03-12 00:00:00+00:00,47.43000030517578,47.43000030517578,46.25,47.029998779296875,287200
2024-03-13 00:00:00+00:00,46.970001220703125,48.06999969482422,46.64500045776367,46.849998474121094,530900
2024-03-14 00:00:00+00:00,46.93000030517578,46.94300079345703,45.90999984741211,46.43000030517578,406600
2024-03-15 00:00:00+00:00,46.08000183105469,47.34000015258789,46.08000183105469,47.09000015258789,598100
2024-03-18 00:00:00+00:00,46.790000915527344,47.275001525878906,45.900001525878906,46.400001525878906,710400
2024-03-19 00:00:00+00:00,45.97999954223633,46.40999984741211,44.810001373291016,45.869998931884766,973900
2024-03-20 00:00:00+00:00,46.060001373291016,46.16999816894531,45.189998626708984,45.95000076293945,615400
2024-03-21 00:00:00+00:00,46.34000015258789,47.439998626708984,45.66999816894531,46.75,659200
2024-03-22 00:00:00+00:00,46.45000076293945,47.189998626708984,46.04999923706055,46.75,549300
2024-03-25 00:00:00+00:00,46.779998779296875,47.060001373291016,45.43000030517578,45.66999816894531,375000
2024-03-26 00:00:00+00:00,46.11000061035156,46.6349983215332,45.775001525878906,46.2599983215332,202800
2024-03-27 00:00:00+00:00,46.459999084472656,47.189998626708984,45.720001220703125,47.029998779296875,589300
2024-03-28 00:00:00+00:00,47.22999954223633,48.439998626708984,46.84000015258789,47.25,391500
2024-04-01 00:00:00+00:00,47.380001068115234,47.584999084472656,46.58000183105469,46.59000015258789,244000
2024-04-02 00:00:00+00:00,46.65999984741211,46.849998474121094,44.7400016784668,45.189998626708984,670400
2024-04-03 00:00:00+00:00,44.97999954223633,45.36000061035156,43.279998779296875,43.36000061035156,684400
2024-04-04 00:00:00+00:00,43.5,43.96099853515625,41.779998779296875,41.9900016784668,1319800
2024-04-05 00:00:00+00:00,42.0,44.650001525878906,42.0,44.040000915527344,1330100
2024-04-08 00:00:00+00:00,44.63999938964844,45.060001373291016,44.220001220703125,44.54999923706055,418200
2024-04-09 00:00:00+00:00,44.63999938964844,45.33000183105469,44.0099983215332,45.209999084472656,351700
2024-04-10 00:00:00+00:00,44.54999923706055,46.349998474121094,43.20500183105469,43.41999816894531,1090400
2024-04-11 00:00:00+00:00,43.369998931884766,44.349998474121094,42.9900016784668,43.810001373291016,464100
2024-04-12 00:00:00+00:00,43.11000061035156,43.88999938964844,41.95500183105469,43.029998779296875,692200
2024-04-15 00:00:00+00:00,43.119998931884766,43.22999954223633,41.810001373291016,42.15999984741211,771400
2024-04-16 00:00:00+00:00,41.869998931884766,42.43000030517578,41.0,42.150001525878906,899900
2024-04-17 00:00:00+00:00,42.400001525878906,42.7400016784668,41.790000915527344,42.290000915527344,654300
2024-04-18 00:00:00+00:00,42.400001525878906,42.63999938964844,41.630001068115234,42.02000045776367,736500
2024-04-19 00:00:00+00:00,42.029998779296875,43.22999954223633,42.029998779296875,42.66999816894531,852700
2024-04-22 00:00:00+00:00,42.689998626708984,44.81100082397461,42.68000030517578,43.900001525878906,986000
2024-04-23 00:00:00+00:00,43.970001220703125,45.130001068115234,43.970001220703125,44.84000015258789,386100
2024-04-24 00:00:00+00:00,44.75,45.48500061035156,44.5099983215332,45.040000915527344,566000
2024-04-25 00:00:00+00:00,44.45000076293945,45.59000015258789,43.42499923706055,44.84000015258789,603400
2024-04-26 00:00:00+00:00,45.130001068115234,46.119998931884766,45.040000915527344,45.45000076293945,392800
2024-04-29 00:00:00+00:00,45.83000183105469,45.880001068115234,44.58000183105469,44.61000061035156,407500
2024-04-30 00:00:00+00:00,44.209999084472656,45.15999984741211,44.209999084472656,44.77000045776367,350000
2024-05-01 00:00:00+00:00,44.68000030517578,45.439998626708984,43.650001525878906,44.47999954223633,294900
2024-05-02 00:00:00+00:00,44.849998474121094,45.084999084472656,43.97999954223633,44.61000061035156,320600
2024-05-03 00:00:00+00:00,45.2599983215332,45.560001373291016,44.27000045776367,44.79999923706055,475100
2024-05-06 00:00:00+00:00,44.95000076293945,45.2400016784668,44.529998779296875,44.900001525878906,331900
2024-05-07 00:00:00+00:00,45.06999969482422,45.41999816894531,44.439998626708984,44.7400016784668,375400
2024-05-08 00:00:00+00:00,44.52000045776367,44.95000076293945,44.45000076293945,44.88999938964844,294500
2024-05-09 00:00:00+00:00,44.95000076293945,46.875,44.790000915527344,46.18000030517578,452500
2024-05-10 00:00:00+00:00,46.029998779296875,46.5,45.34000015258789,45.4900016784668,250200
2024-05-13 00:00:00+00:00,45.470001220703125,47.89500045776367,45.43000030517578,47.439998626708984,623000
2024-05-14 00:00:00+00:00,48.040000915527344,48.70000076293945,47.63999938964844,48.25,675300
2024-05-15 00:00:00+00:00,48.25,48.30500030517578,46.70000076293945,46.97999954223633,486000
2024-05-16 00:00:00+00:00,46.939998626708984,47.02000045776367,45.90999984741211,46.130001068115234,444900
2024-05-17 00:00:00+00:00,46.29999923706055,47.7599983215332,46.25,47.20000076293945,466900
2024-05-20 00:00:00+00:00,47.290000915527344,48.36000061035156,47.290000915527344,48.0099983215332,503900
2024-05-21 00:00:00+00:00,47.86000061035156,48.0099983215332,47.150001525878906,47.599998474121094,445600
2024-05-22 00:00:00+00:00,47.369998931884766,47.880001068115234,46.27000045776367,46.34000015258789,411000
2024-05-23 00:00:00+00:00,46.54999923706055,46.70000076293945,45.94499969482422,46.290000915527344,233200
2024-05-24 00:00:00+00:00,46.63999938964844,48.130001068115234,46.36000061035156,48.11000061035156,757500
2024-05-28 00:00:00+00:00,48.400001525878906,49.4900016784668,48.3650016784668,49.18000030517578,797400
2024-05-29 00:00:00+00:00,48.90999984741211,50.630001068115234,48.779998779296875,49.9900016784668,1432500
2024-05-30 00:00:00+00:00,57.0,57.650001525878906,54.0099983215332,55.81999969482422,4801700
2024-05-31 00:00:00+00:00,56.0,58.665000915527344,55.606998443603516,57.0,1852100
2024-06-03 00:00:00+00:00,57.0,58.849998474121094,56.369998931884766,58.72999954223633,1480900
2024-06-04 00:00:00+00:00,58.08000183105469,59.47999954223633,57.380001068115234,58.02000045776367,595400
2024-06-05 00:00:00+00:00,58.22999954223633,59.400001525878906,57.91999816894531,59.290000915527344,600700
2024-06-06 00:00:00+00:00,59.72999954223633,59.77000045776367,58.41999816894531,58.59000015258789,552100
2024-06-07 00:00:00+00:00,58.599998474121094,58.70000076293945,57.540000915527344,57.880001068115234,717400
2024-06-10 00:00:00+00:00,57.88999938964844,58.90999984741211,57.560001373291016,58.77000045776367,843900
2024-06-11 00:00:00+00:00,58.810001373291016,59.71500015258789,58.49300003051758,59.13999938964844,881200
2024-06-12 00:00:00+00:00,58.689998626708984,60.599998474121094,58.439998626708984,58.790000915527344,1167800
2024-06-13 00:00:00+00:00,60.0,60.38999938964844,59.34000015258789,59.95000076293945,965600
2024-06-14 00:00:00+00:00,59.22999954223633,61.03900146484375,58.97999954223633,59.66999816894531,818400
2024-06-17 00:00:00+00:00,59.54999923706055,61.11000061035156,59.165000915527344,60.099998474121094,748000
2024-06-18 00:00:00+00:00,60.119998931884766,60.400001525878906,58.90999984741211,60.11000061035156,899400
