"('date', '')","('open', 'ALCO')","('high', 'ALCO')","('low', 'ALCO')","('close', 'ALCO')","('volume', 'ALCO')"
2024-01-02 00:00:00+00:00,28.680114902231832,29.104930719171563,28.482524660207613,28.996257781982422,19300
2024-01-03 00:00:00+00:00,28.98637976123042,29.40131778603913,28.67023686315908,29.302522659301758,33900
2024-01-04 00:00:00+00:00,29.470474909032415,29.539630935020792,29.19384892071853,29.332162857055664,18700
2024-01-05 00:00:00+00:00,29.17408753670508,29.34203867086435,28.650474733888508,28.7591495513916,22100
2024-01-08 00:00:00+00:00,28.788788466551214,28.788788466551214,27.534096620754084,27.869997024536133,22500
2024-01-09 00:00:00+00:00,27.78108285890071,28.15650205721171,27.603252018094373,28.008310317993164,30700
2024-01-10 00:00:00+00:00,27.790959765612055,28.433127088477868,27.76132254935434,27.87987518310547,29000
2024-01-11 00:00:00+00:00,27.67241092714979,27.67241092714979,27.287111988074418,27.306869506835938,30000
2024-01-12 00:00:00+00:00,27.553856658806133,28.03795073380453,27.435304007650828,27.939157485961914,27500
2024-01-16 00:00:00+00:00,28.01819068173063,28.156502723693848,27.484698146683513,27.66252899169922,38800
2024-01-17 00:00:00+00:00,27.54397636385019,28.561563000209805,27.54397636385019,28.23554039001465,20100
2024-01-18 00:00:00+00:00,28.294814950119658,28.640596941642208,28.28493524929213,28.551681518554688,31600
2024-01-19 00:00:00+00:00,28.729514257396307,29.332162857055664,28.383732243094048,29.332162857055664,27400
2024-01-22 00:00:00+00:00,29.440832122686068,29.90516861229811,29.39143550583209,29.855770111083984,32600
2024-01-23 00:00:00+00:00,30.013844797832473,30.013844797832473,29.440835312192025,29.57914924621582,27300
2024-01-24 00:00:00+00:00,29.737220523972574,30.083002530462092,29.440835139398562,29.470474243164062,38900
2024-01-25 00:00:00+00:00,29.766854596230928,30.37938281876846,29.766854596230928,30.11263656616211,48200
2024-01-26 00:00:00+00:00,30.300348795924947,30.349745415380312,29.638423919677734,29.638423919677734,20900
2024-01-29 00:00:00+00:00,29.64830351601725,29.806374958949974,29.638423815288927,29.687820434570312,16300
2024-01-30 00:00:00+00:00,29.638423919677734,29.776735961640952,29.638423919677734,29.638423919677734,16300
2024-01-31 00:00:00+00:00,29.638422682313923,29.816253519905434,29.075292952847587,29.085172653198242,24900
2024-02-01 00:00:00+00:00,29.29264033496982,29.361796352184808,28.769029413564823,28.867822647094727,44400
2024-02-02 00:00:00+00:00,28.749269772088944,28.91722090578592,27.978670120239258,27.978670120239258,42700
2024-02-05 00:00:00+00:00,27.81072163969355,27.81072163969355,27.01048469543457,27.01048469543457,29100
2024-02-06 00:00:00+00:00,27.04012371980219,28.482526155477245,26.941328593603554,28.41337013244629,35700
2024-02-07 00:00:00+00:00,28.21577985952892,28.245418962675043,27.840360641479492,27.840360641479492,19500
2024-02-08 00:00:00+00:00,28.07746754389722,29.0061387055931,28.037948740081944,28.561561584472656,44400
2024-02-09 00:00:00+00:00,28.363971148017345,29.24324568353538,27.88975681150711,28.660356521606445,47600
2024-02-12 00:00:00+00:00,28.56156082692375,30.08300081497307,28.56156082692375,29.944686889648438,45100
2024-02-13 00:00:00+00:00,29.49023205898547,30.14227723186127,27.84035972534877,27.919395446777344,45100
2024-02-14 00:00:00+00:00,28.077464513959953,28.304691958296036,27.603250225512458,28.166379928588867,31900
2024-02-15 00:00:00+00:00,28.13674143313086,29.11480913069176,28.13674143313086,28.857942581176758,32200
2024-02-16 00:00:00+00:00,28.63071876827585,29.08517560878645,28.551683041799272,28.7492733001709,34200
2024-02-20 00:00:00+00:00,28.48252716430297,29.085175759535648,28.05770942565438,28.284936904907227,29400
2024-02-21 00:00:00+00:00,28.186143379021107,28.35409453252769,27.58349478978684,27.86012077331543,26600
2024-02-22 00:00:00+00:00,27.731686261061487,28.472646892408807,27.346387335756184,27.80084228515625,30200
2024-02-23 00:00:00+00:00,27.692167682504607,27.8206000217963,26.86229167433612,27.079639434814453,29000
2024-02-26 00:00:00+00:00,27.277231707974774,27.830481793131437,26.76349854386341,27.030244827270508,47700
2024-02-27 00:00:00+00:00,26.99072383023408,27.316746410916462,26.743736969585,27.178434371948242,48400
2024-02-28 00:00:00+00:00,27.04012424785313,27.543975821021025,26.822774589099573,26.970966339111328,24100
2024-02-29 00:00:00+00:00,27.306866320370762,27.563732877900463,27.158674582969827,27.376022338867188,11800
2024-03-01 00:00:00+00:00,27.257469986549246,27.50445684624298,27.168554566310686,27.435300827026367,16900
2024-03-04 00:00:00+00:00,27.24759072934789,27.820600177785625,27.24759072934789,27.395782470703125,23800
2024-03-05 00:00:00+00:00,27.494577281095317,27.82059986212174,26.76349639892578,26.76349639892578,16700
2024-03-06 00:00:00+00:00,26.77337701735252,27.050001105064325,26.68446159362793,26.68446159362793,12100
2024-03-07 00:00:00+00:00,26.91169042304743,26.97096674707668,26.674583242570048,26.773378372192383,12000
2024-03-08 00:00:00+00:00,26.75361849818178,27.069761399916693,26.704221876420824,26.812894821166992,8700
2024-03-11 00:00:00+00:00,26.872171144511427,26.872171144511427,26.388075240264303,26.3979549407959,18500
2024-03-12 00:00:00+00:00,26.5263899622844,26.931448274478562,26.50663056062609,26.78325653076172,13600
2024-03-13 00:00:00+00:00,26.90180597671138,27.000601088908244,26.457230798365558,26.85240936279297,17800
2024-03-14 00:00:00+00:00,26.822773449718092,27.158675740468407,26.635062902684616,26.78325653076172,22600
2024-03-15 00:00:00+00:00,26.664704319960872,27.889759063720703,26.664704319960872,27.889759063720703,45000
2024-03-18 00:00:00+00:00,27.75144352131935,27.909514959722948,27.32662582397461,27.32662582397461,32200
2024-03-19 00:00:00+00:00,27.336504685877916,28.2552960711402,27.336504685877916,27.978670120239258,30500
2024-03-20 00:00:00+00:00,27.840360089415697,28.857944780570467,27.840360089415697,28.709753036499023,24800
2024-03-21 00:00:00+00:00,28.69987329525043,29.20372673187236,28.65047667541623,29.124691009521484,22100
2024-03-22 00:00:00+00:00,28.57143947784235,28.581319178171125,28.255296604762183,28.3046932220459,7800
2024-03-25 00:00:00+00:00,28.610959513857942,28.650478319481238,28.166384256758075,28.284936904907227,11200
2024-03-26 00:00:00+00:00,28.265178127304683,28.670236445097167,27.731685581318313,28.354093551635742,34400
2024-03-27 00:00:00+00:00,28.641098326915507,29.15572615474722,28.62130444070882,29.046863555908203,16300
2024-03-28 00:00:00+00:00,28.809342489311895,29.799014144594075,28.769754717029148,28.97758674621582,18800
2024-04-01 00:00:00+00:00,28.74995760224592,29.017169372199756,28.462953836022244,28.99737548828125,14600
2024-04-02 00:00:00+00:00,28.680684549627422,29.08644978340129,28.166054828082892,28.334299087524414,24200
