"('date', '')","('open', 'CFBK')","('high', 'CFBK')","('low', 'CFBK')","('close', 'CFBK')","('volume', 'CFBK')"
1999-01-28 00:00:00+00:00,194.12682331707742,197.59337883961956,194.12682331707742,195.2823486328125,2863
1999-01-29 00:00:00+00:00,197.59334012159795,197.59334012159795,194.1267852783203,194.1267852783203,1647
1999-02-01 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,199
1999-02-02 00:00:00+00:00,194.1268183379974,194.1268183379974,192.9713134765625,192.9713134765625,257
1999-02-03 00:00:00+00:00,191.8157958984375,191.8157958984375,191.8157958984375,191.8157958984375,163
1999-02-04 00:00:00+00:00,192.9713212309689,192.9713212309689,191.8157958984375,191.8157958984375,217
1999-02-05 00:00:00+00:00,191.8157958984375,191.8157958984375,191.8157958984375,191.8157958984375,275
1999-02-08 00:00:00+00:00,191.8157958984375,191.8157958984375,191.8157958984375,191.8157958984375,4
1999-02-09 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,36
1999-02-10 00:00:00+00:00,189.50472273194933,190.66024780273438,189.50472273194933,190.66024780273438,112
1999-02-11 00:00:00+00:00,190.6602909905695,191.8157958984375,189.5047656580381,191.8157958984375,1600
1999-02-12 00:00:00+00:00,192.9713134765625,192.9713134765625,192.9713134765625,192.9713134765625,33
1999-02-16 00:00:00+00:00,192.97128514936676,192.97128514936676,189.50473022460938,189.50473022460938,76
1999-02-17 00:00:00+00:00,189.50475804293262,192.9713134765625,189.50475804293262,192.9713134765625,308
1999-02-18 00:00:00+00:00,192.97131842600544,195.2823486328125,189.50476290346327,195.2823486328125,1111
1999-02-19 00:00:00+00:00,197.59337377162728,197.59337377162728,192.9713134765625,192.9713134765625,43
1999-02-22 00:00:00+00:00,191.8157555243549,194.1267852783203,191.8157555243549,194.1267852783203,778
1999-02-23 00:00:00+00:00,198.74886988240922,198.74886988240922,189.50473022460938,189.50473022460938,833
1999-02-24 00:00:00+00:00,189.5047257703895,194.1267852783203,189.5047257703895,194.1267852783203,1115
1999-02-25 00:00:00+00:00,194.12678984117952,194.12678984117952,189.50473022460938,189.50473022460938,434
1999-02-26 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-03-01 00:00:00+00:00,189.50472273194933,190.66024780273438,189.50472273194933,190.66024780273438,398
1999-03-02 00:00:00+00:00,189.50475804293262,192.9713134765625,189.50475804293262,192.9713134765625,416
1999-03-03 00:00:00+00:00,192.9713134765625,192.9713134765625,192.9713134765625,192.9713134765625,7
1999-03-04 00:00:00+00:00,192.9713134765625,192.9713134765625,192.9713134765625,192.9713134765625,0
1999-03-05 00:00:00+00:00,192.9713212309689,192.9713212309689,191.8157958984375,191.8157958984375,36
1999-03-08 00:00:00+00:00,192.9713134765625,192.9713134765625,192.9713134765625,192.9713134765625,43
1999-03-09 00:00:00+00:00,189.50473022460938,192.97128514936676,189.50473022460938,189.50473022460938,268
1999-03-10 00:00:00+00:00,191.8157958984375,191.8157958984375,191.8157958984375,191.8157958984375,4
1999-03-11 00:00:00+00:00,192.97128061366718,194.1267852783203,191.8157555243549,194.1267852783203,348
1999-03-12 00:00:00+00:00,191.81576003289445,191.81576003289445,189.50473022460938,189.50473022460938,738
1999-03-15 00:00:00+00:00,194.12678984117952,194.12678984117952,189.50473022460938,189.50473022460938,221
1999-03-16 00:00:00+00:00,189.50472273194933,190.66024780273438,189.50472273194933,190.66024780273438,568
1999-03-17 00:00:00+00:00,189.50473022460938,190.66025534108172,188.34920510813706,189.50473022460938,539
1999-03-18 00:00:00+00:00,189.50473022460938,190.66025534108172,189.50473022460938,189.50473022460938,181
1999-03-19 00:00:00+00:00,194.1267852783203,198.7488652109102,194.1267852783203,194.1267852783203,290
1999-03-22 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,905
1999-03-23 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,0
1999-03-24 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,290
1999-03-25 00:00:00+00:00,194.12678984117952,194.12678984117952,189.50473022460938,189.50473022460938,76
1999-03-26 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-03-29 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,11
1999-03-30 00:00:00+00:00,189.50472273194933,190.66024780273438,189.50472273194933,190.66024780273438,308
1999-03-31 00:00:00+00:00,189.5047257703895,194.1267852783203,189.5047257703895,194.1267852783203,275
1999-04-01 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,0
1999-04-05 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,109
1999-04-06 00:00:00+00:00,191.8157555243549,194.1267852783203,191.8157555243549,194.1267852783203,597
1999-04-07 00:00:00+00:00,191.8157958984375,191.8157958984375,191.8157958984375,191.8157958984375,7
1999-04-08 00:00:00+00:00,191.81576003289445,194.12678984117952,189.50473022460938,189.50473022460938,749
1999-04-09 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,109
1999-04-12 00:00:00+00:00,194.12678984117952,194.12678984117952,189.50473022460938,189.50473022460938,72
1999-04-13 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-14 00:00:00+00:00,194.12678984117952,194.12678984117952,189.50473022460938,189.50473022460938,40
1999-04-15 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-16 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-19 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,264
1999-04-20 00:00:00+00:00,191.81575244886062,191.81575244886062,189.50472273194933,190.66024780273438,210
1999-04-21 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,11
1999-04-22 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-23 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,4
1999-04-26 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-27 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-28 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,25
1999-04-29 00:00:00+00:00,189.50473022460938,189.50473022460938,189.50473022460938,189.50473022460938,0
1999-04-30 00:00:00+00:00,196.43783569335938,196.43783569335938,191.8157557552068,196.43783569335938,72
1999-05-03 00:00:00+00:00,196.43783569335938,196.43783569335938,196.43783569335938,196.43783569335938,0
1999-05-04 00:00:00+00:00,196.43783569335938,196.43783569335938,196.43783569335938,196.43783569335938,0
1999-05-05 00:00:00+00:00,196.43783569335938,196.43783569335938,196.43783569335938,196.43783569335938,0
1999-05-06 00:00:00+00:00,196.43787680389968,196.43787680389968,190.6602909905695,191.8157958984375,83
1999-05-07 00:00:00+00:00,191.8157958984375,191.8157958984375,191.8157958984375,191.8157958984375,0
1999-05-10 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,40
1999-05-11 00:00:00+00:00,195.2823486328125,195.2823486328125,195.2823486328125,195.2823486328125,14
1999-05-12 00:00:00+00:00,195.2823486328125,195.2823486328125,195.2823486328125,195.2823486328125,0
1999-05-13 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,22
1999-05-14 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,0
1999-05-17 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,0
1999-05-18 00:00:00+00:00,191.8157555243549,194.1267852783203,191.8157555243549,194.1267852783203,163
1999-05-19 00:00:00+00:00,191.8157555243549,195.28231036763256,191.8157555243549,194.1267852783203,80
1999-05-20 00:00:00+00:00,195.2823486328125,195.2823486328125,195.2823486328125,195.2823486328125,326
1999-05-21 00:00:00+00:00,195.2823486328125,195.2823486328125,195.2823486328125,195.2823486328125,0
1999-05-24 00:00:00+00:00,195.2823486328125,195.2823486328125,195.2823486328125,195.2823486328125,0
1999-05-25 00:00:00+00:00,198.7489070442991,198.7489070442991,191.8157958984375,191.8157958984375,778
1999-05-26 00:00:00+00:00,194.1268183379974,194.1268183379974,191.815788190465,192.9713134765625,923
1999-05-27 00:00:00+00:00,194.1267852783203,194.1267852783203,194.1267852783203,194.1267852783203,87
1999-05-28 00:00:00+00:00,190.66025085970176,195.28231036763256,190.66025085970176,194.1267852783203,235
1999-06-01 00:00:00+00:00,203.37097167968753,203.37097167968753,203.37097167968753,203.3709716796875,22
1999-06-02 00:00:00+00:00,203.37097167968753,203.37097167968753,203.37097167968753,203.3709716796875,0
1999-06-03 00:00:00+00:00,203.37097167968753,203.37097167968753,203.37097167968753,203.3709716796875,0
1999-06-04 00:00:00+00:00,198.74886432263753,206.8374786376953,198.74886432263753,206.8374786376953,145
1999-06-07 00:00:00+00:00,206.8374786376953,206.8374786376953,206.8374786376953,206.8374786376953,0
1999-06-08 00:00:00+00:00,207.9930419921875,207.9930419921875,207.9930419921875,207.9930419921875,47
1999-06-09 00:00:00+00:00,198.74894886661383,210.3041229248047,198.74894886661383,210.3041229248047,257
1999-06-10 00:00:00+00:00,209.14859734911852,210.3041229248047,209.14859734911852,210.3041229248047,112
1999-06-11 00:00:00+00:00,210.3041229248047,210.3041229248047,203.3710103200231,210.3041229248047,148
1999-06-14 00:00:00+00:00,210.3041229248047,210.3041229248047,210.3041229248047,210.3041229248047,0
1999-06-15 00:00:00+00:00,210.3041229248047,210.3041229248047,210.3041229248047,210.3041229248047,0
1999-06-16 00:00:00+00:00,209.14846801757812,209.14846801757812,209.14846801757812,209.14846801757812,14
1999-06-17 00:00:00+00:00,210.30399287872018,210.30399287872018,209.14846801757812,209.14846801757812,33
1999-06-18 00:00:00+00:00,210.30399287872018,210.30399287872018,209.14846801757812,209.14846801757812,152
1999-06-21 00:00:00+00:00,203.37097167968753,203.37097167968753,198.74891110446637,203.3709716796875,148
1999-06-22 00:00:00+00:00,203.37097167968753,203.37097167968753,203.37097167968753,203.3709716796875,29
1999-06-23 00:00:00+00:00,203.37097167968753,203.37097167968753,203.37097167968753,203.3709716796875,0
1999-06-24 00:00:00+00:00,201.0599365234375,201.0599365234375,201.0599365234375,201.0599365234375,72
1999-06-25 00:00:00+00:00,201.0598552635491,209.14846801757812,201.0598552635491,209.14846801757812,478
1999-06-28 00:00:00+00:00,209.1485492723035,211.45957946777344,209.1485492723035,211.45957946777344,586
1999-06-29 00:00:00+00:00,214.92617797851562,214.92617797851562,214.92617797851562,214.92617797851562,51
1999-06-30 00:00:00+00:00,217.23714713290062,240.34748801821468,217.23714713290062,224.17025756835938,228
1999-07-01 00:00:00+00:00,240.34737714135736,240.34737714135736,231.10324096679688,231.10324096679688,65
1999-07-02 00:00:00+00:00,226.4813537597656,226.4813537597656,226.4813537597656,226.48135375976562,293
1999-07-06 00:00:00+00:00,226.4813537597656,228.7923844387495,226.4813537597656,226.48135375976562,246
1999-07-07 00:00:00+00:00,228.7923615480426,229.94788698425774,225.3258056640625,225.3258056640625,87
1999-07-08 00:00:00+00:00,228.79234313964844,228.79234313964844,228.79234313964844,228.79234313964844,54
1999-07-09 00:00:00+00:00,229.94787812636898,236.88096920259233,229.94787812636898,233.41441345214844,80
1999-07-12 00:00:00+00:00,236.8810234122969,243.8141364998125,236.8810234122969,240.3475799560547,69
1999-07-13 00:00:00+00:00,240.34751694700574,246.12510286373805,234.56993103027344,234.56993103027344,134
1999-07-14 00:00:00+00:00,234.56993103027344,234.56993103027344,234.56993103027344,234.56993103027344,0
1999-07-15 00:00:00+00:00,244.96964173128566,244.96964173128566,240.34757995605472,240.3475799560547,7
1999-07-16 00:00:00+00:00,244.9694692616958,244.9694692616958,242.65844000114947,243.81396484375,217
1999-07-19 00:00:00+00:00,243.81400280571953,280.79051758103316,242.65847778320312,242.65847778320312,456
1999-07-20 00:00:00+00:00,250.7470916668441,250.7470916668441,242.65847778320312,242.65847778320312,253
1999-07-21 00:00:00+00:00,242.65862003859635,242.65862003859635,239.1920633634823,239.76983642578125,402
1999-07-22 00:00:00+00:00,240.34757995605472,240.34757995605472,240.34757995605472,240.3475799560547,127
1999-07-23 00:00:00+00:00,239.19191153029396,239.19191153029396,235.72535705566406,235.72535705566406,185
1999-07-26 00:00:00+00:00,240.34736979105185,244.96942752465432,232.25875854492188,232.25875854492188,681
1999-07-27 00:00:00+00:00,233.41432754746313,238.03640698852195,225.90346632731735,235.72535705566406,974
1999-07-28 00:00:00+00:00,240.34739371070185,244.9694519042969,231.10325689885846,244.96945190429688,800
1999-07-29 00:00:00+00:00,244.96943501631165,244.96943501631165,231.10324096679688,231.10324096679688,40
1999-07-30 00:00:00+00:00,233.41428599565597,244.9694519042969,233.41428599565597,244.96945190429688,33
1999-08-02 00:00:00+00:00,240.34739371070185,248.4360057618198,240.34739371070185,244.96945190429688,985
1999-08-03 00:00:00+00:00,244.9694519042969,244.9694519042969,242.65842280749936,244.96945190429688,4851
1999-08-04 00:00:00+00:00,244.96958567051846,247.2806160292596,233.41441345214844,233.41441345214844,8362
1999-08-05 00:00:00+00:00,233.41441345214844,233.41441345214844,233.41441345214844,233.41441345214844,40
1999-08-06 00:00:00+00:00,238.03641489739996,238.03641489739996,236.88088989257812,236.88088989257812,87
1999-08-09 00:00:00+00:00,236.88088989257812,236.88088989257812,236.88088989257812,236.88088989257812,0
1999-08-10 00:00:00+00:00,235.72529884175117,235.72529884175117,229.94773671038425,231.10324096679688,36
1999-08-11 00:00:00+00:00,226.4813537597656,226.4813537597656,226.4813537597656,226.48135375976562,72
1999-08-12 00:00:00+00:00,226.4813537597656,226.4813537597656,226.4813537597656,226.48135375976562,0
1999-08-13 00:00:00+00:00,226.4813537597656,226.4813537597656,226.4813537597656,226.48135375976562,0
1999-08-16 00:00:00+00:00,226.4813537597656,226.4813537597656,226.4813537597656,226.48135375976562,0
1999-08-17 00:00:00+00:00,226.4813537597656,226.4813537597656,226.4813537597656,226.48135375976562,355
1999-08-18 00:00:00+00:00,231.10324096679688,231.10324096679688,231.10324096679688,231.10324096679688,4
1999-08-19 00:00:00+00:00,231.10324096679688,231.10324096679688,231.10324096679688,231.10324096679688,7
1999-08-20 00:00:00+00:00,233.41440366329223,233.41440366329223,226.48131287782655,228.79234313964844,217
1999-08-23 00:00:00+00:00,228.79234313964844,228.79234313964844,228.79234313964844,228.79234313964844,0
1999-08-24 00:00:00+00:00,231.10337340147032,231.10337340147032,228.79234313964844,228.79234313964844,25
1999-08-25 00:00:00+00:00,228.79234313964844,228.79234313964844,228.79234313964844,228.79234313964844,0
1999-08-26 00:00:00+00:00,228.79234313964844,228.79234313964844,228.79234313964844,228.79234313964844,0
1999-08-27 00:00:00+00:00,228.79234313964844,228.79234313964844,228.79234313964844,228.79234313964844,0
1999-08-30 00:00:00+00:00,228.79234313964844,228.79234313964844,228.79234313964844,228.79234313964844,0
1999-08-31 00:00:00+00:00,228.79227426295625,228.79227426295625,227.63674926757812,227.63674926757812,181
1999-09-01 00:00:00+00:00,228.79227426295625,228.79227426295625,227.63674926757812,227.63674926757812,724
1999-09-02 00:00:00+00:00,227.6368361118275,229.94788698425774,224.17030065251265,225.3258056640625,688
1999-09-03 00:00:00+00:00,225.3258056640625,225.3258056640625,225.3258056640625,225.3258056640625,0
1999-09-07 00:00:00+00:00,225.3258056640625,225.3258056640625,225.3258056640625,225.3258056640625,185
1999-09-08 00:00:00+00:00,225.3257875345838,228.79234313964844,225.3257875345838,228.79234313964844,43
1999-09-09 00:00:00+00:00,225.3258056640625,225.3258056640625,225.3258056640625,225.3258056640625,76
1999-09-10 00:00:00+00:00,225.3258056640625,225.3258056640625,225.3258056640625,225.3258056640625,4
1999-09-13 00:00:00+00:00,225.32576235782827,225.32576235782827,224.17025756835938,224.17025756835938,366
1999-09-14 00:00:00+00:00,226.48133110027763,226.48133110027763,225.3258056640625,225.3258056640625,40
1999-09-15 00:00:00+00:00,225.3258056640625,225.3258056640625,225.3258056640625,225.3258056640625,0
1999-09-16 00:00:00+00:00,225.3258056640625,225.3258056640625,225.3258056640625,225.3258056640625,0
1999-09-17 00:00:00+00:00,219.54815673828125,219.54815673828125,219.54815673828125,219.54815673828125,25
1999-09-20 00:00:00+00:00,219.54815673828125,219.54815673828125,219.54815673828125,219.54815673828125,0
1999-09-21 00:00:00+00:00,219.54815673828125,219.54815673828125,219.54815673828125,219.54815673828125,0
1999-09-22 00:00:00+00:00,203.37100426439463,214.92617797851562,199.90444806522493,214.92617797851562,18
1999-09-23 00:00:00+00:00,214.92617797851562,214.92617797851562,214.92617797851562,214.92617797851562,0
1999-09-24 00:00:00+00:00,198.7489429486131,214.92617797851562,198.7489429486131,214.92617797851562,7
1999-09-27 00:00:00+00:00,214.92617797851562,214.92617797851562,214.92617797851562,214.92617797851562,0
1999-09-28 00:00:00+00:00,199.60740661621094,199.60740661621094,199.60740661621094,199.60740661621094,7
1999-09-29 00:00:00+00:00,199.60743961854166,204.2494659423828,199.60743961854166,204.2494659423828,25
1999-09-30 00:00:00+00:00,222.81753166383135,228.62007326031747,208.8914359348419,218.17550659179688,355
1999-10-01 00:00:00+00:00,213.53345128887565,228.62004089355472,213.53345128887565,228.6200408935547,123
1999-10-04 00:00:00+00:00,228.62004089355472,228.62004089355472,228.62004089355472,228.6200408935547,0
1999-10-05 00:00:00+00:00,227.4595949166761,227.4595949166761,220.4965362548828,220.4965362548828,76
1999-10-06 00:00:00+00:00,220.4965362548828,220.4965362548828,220.4965362548828,220.4965362548828,0
1999-10-07 00:00:00+00:00,220.4965362548828,220.4965362548828,220.4965362548828,220.4965362548828,7
1999-10-08 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,11
1999-10-11 00:00:00+00:00,227.45965576171875,227.45965576171875,227.45965576171875,227.45965576171875,7
1999-10-12 00:00:00+00:00,220.49659832466884,222.81761169433594,220.49659832466884,222.81761169433594,304
1999-10-13 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-14 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-15 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-18 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-19 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-20 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-21 00:00:00+00:00,222.81761169433594,222.81761169433594,222.81761169433594,222.81761169433594,0
1999-10-22 00:00:00+00:00,227.45965576171875,227.45965576171875,227.45965576171875,227.45965576171875,22
1999-10-25 00:00:00+00:00,227.45965576171875,227.45965576171875,227.45965576171875,227.45965576171875,0
1999-10-26 00:00:00+00:00,227.45965576171875,227.45965576171875,227.45965576171875,227.45965576171875,0
1999-10-27 00:00:00+00:00,232.10154724121094,232.10154724121094,232.10154724121094,232.10154724121094,72
1999-10-28 00:00:00+00:00,232.10154724121094,232.10154724121094,232.10154724121094,232.10154724121094,7
1999-10-29 00:00:00+00:00,242.54624938964844,242.54624938964844,242.54624938964844,242.54624938964844,7
1999-11-01 00:00:00+00:00,236.74361456085398,248.34869712480804,234.42260215064016,240.2251434326172,217
1999-11-02 00:00:00+00:00,241.38575645465784,250.66983032226562,241.38575645465784,250.66983032226562,275
1999-11-03 00:00:00+00:00,246.02781524716997,246.02781524716997,241.38578796386722,241.3857879638672,156
1999-11-04 00:00:00+00:00,241.38578796386722,241.38578796386722,241.38578796386722,241.3857879638672,0
1999-11-05 00:00:00+00:00,250.66983032226562,250.66983032226562,250.66983032226562,250.66983032226562,4
1999-11-08 00:00:00+00:00,250.66983032226562,250.66983032226562,250.66983032226562,250.66983032226562,0
1999-11-09 00:00:00+00:00,250.66983032226562,250.66983032226562,250.66983032226562,250.66983032226562,0
1999-11-10 00:00:00+00:00,250.66983032226562,250.66983032226562,250.66983032226562,250.66983032226562,0
1999-11-11 00:00:00+00:00,250.66983032226562,250.66983032226562,250.66983032226562,250.66983032226562,0
1999-11-12 00:00:00+00:00,246.02764859185746,264.59578617309165,246.02764859185746,261.1142578125,2357
1999-11-15 00:00:00+00:00,262.2748527704504,264.59588623046875,262.2748527704504,264.59588623046875,112
1999-11-16 00:00:00+00:00,264.5958092750475,283.163927964589,262.2747764900816,275.0403747558594,1310
1999-11-17 00:00:00+00:00,278.5218811035156,278.5218811035156,278.5218811035156,278.5218811035156,282
1999-11-18 00:00:00+00:00,278.5218811035156,278.5218811035156,278.5218811035156,278.5218811035156,36
1999-11-19 00:00:00+00:00,279.68243408203125,279.68243408203125,279.68243408203125,279.68243408203125,14
1999-11-22 00:00:00+00:00,279.68243408203125,279.68243408203125,279.68243408203125,279.68243408203125,4
1999-11-23 00:00:00+00:00,279.68243408203125,279.68243408203125,279.68243408203125,279.68243408203125,130
1999-11-24 00:00:00+00:00,279.68243408203125,279.68243408203125,279.68243408203125,279.68243408203125,0
1999-11-26 00:00:00+00:00,276.2008972167969,276.2008972167969,276.2008972167969,276.2008972167969,109
1999-11-29 00:00:00+00:00,276.2008972167969,276.2008972167969,276.2008972167969,276.2008972167969,0
1999-11-30 00:00:00+00:00,269.2378845214844,269.2378845214844,269.2378845214844,269.2378845214844,7
1999-12-01 00:00:00+00:00,271.5589599609375,271.5589599609375,271.5589599609375,271.5589599609375,36
1999-12-02 00:00:00+00:00,280.8429870605469,280.8429870605469,280.8429870605469,280.8429870605469,76
1999-12-03 00:00:00+00:00,280.842935939939,286.6454772949219,280.842935939939,286.6454772949219,116
1999-12-06 00:00:00+00:00,290.1270088204618,290.1270088204618,283.1639709472656,283.1639709472656,80
1999-12-07 00:00:00+00:00,290.1270431726534,290.1270431726534,287.8060302734375,287.8060302734375,83
1999-12-08 00:00:00+00:00,285.4849173618405,285.4849173618405,278.5218811035156,278.5218811035156,65
1999-12-09 00:00:00+00:00,278.5218811035156,278.5218811035156,278.5218811035156,278.5218811035156,0
1999-12-10 00:00:00+00:00,278.5218811035156,278.5218811035156,278.5218811035156,278.5218811035156,0
1999-12-13 00:00:00+00:00,278.5219456984682,283.1639709472656,278.5219456984682,283.1639709472656,62
1999-12-14 00:00:00+00:00,292.44813962532123,292.44813962532123,287.80609231335364,290.1271057128906,174
1999-12-15 00:00:00+00:00,290.1271057128906,290.1271057128906,290.1271057128906,290.1271057128906,0
1999-12-16 00:00:00+00:00,287.8060067077329,287.8060067077329,269.2378845214844,269.2378845214844,217
1999-12-17 00:00:00+00:00,269.2378845214844,269.2378845214844,269.2378845214844,269.2378845214844,0
1999-12-20 00:00:00+00:00,269.2378845214844,269.2378845214844,269.2378845214844,269.2378845214844,0
1999-12-21 00:00:00+00:00,289.0019226074219,289.0019226074219,289.0019226074219,289.0019226074219,14
1999-12-22 00:00:00+00:00,298.32464599609375,298.32464599609375,298.32464599609375,298.32464599609375,7
1999-12-23 00:00:00+00:00,314.63915912592574,314.63915912592574,307.6471883399454,312.3085021972656,206
1999-12-27 00:00:00+00:00,305.3164562627274,305.3164562627274,268.0259108705673,270.3565673828125,152
1999-12-28 00:00:00+00:00,268.02606201171875,268.02606201171875,268.02606201171875,268.02606201171875,11
1999-12-29 00:00:00+00:00,258.703320546276,258.703320546276,251.7113494873047,251.7113494873047,14
1999-12-30 00:00:00+00:00,251.7113494873047,251.7113494873047,251.7113494873047,251.7113494873047,0
1999-12-31 00:00:00+00:00,251.7113494873047,251.7113494873047,251.7113494873047,251.7113494873047,0
2000-01-03 00:00:00+00:00,263.3645306112503,263.3645306112503,261.03387451171875,261.03387451171875,69
2000-01-04 00:00:00+00:00,284.34051513671875,284.34051513671875,284.34051513671875,284.34051513671875,18
2000-01-05 00:00:00+00:00,284.34051513671875,284.34051513671875,284.34051513671875,284.34051513671875,0
2000-01-06 00:00:00+00:00,293.6632385253906,293.6632385253906,293.6632385253906,293.6632385253906,65
2000-01-07 00:00:00+00:00,289.00201411694763,293.66335054663017,286.6713562011719,286.6713562011719,98
2000-01-10 00:00:00+00:00,265.6953152381201,272.6872863769531,265.6953152381201,272.6872863769531,112
2000-01-11 00:00:00+00:00,279.6791645042011,279.6791645042011,261.03387451171875,261.03387451171875,250
2000-01-12 00:00:00+00:00,261.0339805474415,272.6872863769531,261.0339805474415,272.6872863769531,18
2000-01-13 00:00:00+00:00,279.6792297363281,279.6792297363281,279.6792297363281,279.6792297363281,4
2000-01-14 00:00:00+00:00,279.6792297363281,279.6792297363281,279.6792297363281,279.6792297363281,0
2000-01-18 00:00:00+00:00,279.67930735544405,279.67930735544405,265.6953430175781,265.6953430175781,206
2000-01-19 00:00:00+00:00,261.03387451171875,261.03387451171875,261.03387451171875,261.03387451171875,36
2000-01-20 00:00:00+00:00,261.03387451171875,261.03387451171875,261.03387451171875,261.03387451171875,145
2000-01-21 00:00:00+00:00,261.0339775659331,261.0339775659331,251.7113494873047,251.7113494873047,83
2000-01-24 00:00:00+00:00,249.3807220458984,249.3807220458984,249.3807220458984,249.38072204589844,11
2000-01-25 00:00:00+00:00,249.3807220458984,249.3807220458984,249.3807220458984,249.38072204589844,0
2000-01-26 00:00:00+00:00,249.3807220458984,249.3807220458984,249.3807220458984,249.38072204589844,0
