"('date', '')","('open', 'BKT')","('high', 'BKT')","('low', 'BKT')","('close', 'BKT')","('volume', 'BKT')"
2024-01-02 00:00:00+00:00,10.441269881261194,10.509681084478682,10.38996107108514,10.432718276977539,40700
2024-01-03 00:00:00+00:00,10.398512505038822,10.475475311279297,10.389960900895245,10.475475311279297,32700
2024-01-04 00:00:00+00:00,10.45837383748942,10.509682655334473,10.415617440732202,10.509682655334473,54400
2024-01-05 00:00:00+00:00,10.569540851026924,10.57809245544619,10.389961235851729,10.398512840270996,85400
2024-01-08 00:00:00+00:00,10.44982132746044,10.518232529643008,10.441269723306155,10.458372116088867,64700
2024-01-09 00:00:00+00:00,10.44982020833714,10.50967979995476,10.44982020833714,10.501128196716309,54700
2024-01-10 00:00:00+00:00,10.543885386068794,10.543885386068794,10.509679788677463,10.518231391906738,59700
2024-01-11 00:00:00+00:00,10.585412029116863,10.602638480447746,10.525121092263593,10.55957317352295,62800
2024-01-12 00:00:00+00:00,10.576801064213084,10.60264074673257,10.568188658109175,10.594027519226074,39500
2024-01-16 00:00:00+00:00,10.59402897478209,10.611254610759193,10.490672694711373,10.507898330688477,67200
2024-01-17 00:00:00+00:00,10.499281650699828,10.550960184448892,10.47344279452651,10.516508102416992,49500
2024-01-18 00:00:00+00:00,10.576800487901204,10.576800487901204,10.387314421498601,10.430378913879395,77100
2024-01-19 00:00:00+00:00,10.44760465889153,10.490669969752089,10.335635179215068,10.36147403717041,61600
2024-01-22 00:00:00+00:00,10.41315173707911,10.456217044476444,10.378699655441725,10.438990592956543,60000
2024-01-23 00:00:00+00:00,10.421766516037914,10.473444235494526,10.378701202222379,10.404540061950684,31700
2024-01-24 00:00:00+00:00,10.47344399218468,10.47344399218468,10.43899190621312,10.44760513305664,31500
2024-01-25 00:00:00+00:00,10.51651123695265,10.576802193128099,10.404541731624906,10.421768188476562,115100
2024-01-26 00:00:00+00:00,10.387316096175924,10.447607052351373,10.344250775449458,10.421768188476562,37600
2024-01-29 00:00:00+00:00,10.447604892339758,10.525122289340368,10.39592635387185,10.490670204162598,36500
2024-01-30 00:00:00+00:00,10.525120735168457,10.56818604063214,10.490668655077986,10.525120735168457,88400
2024-01-31 00:00:00+00:00,10.490669844086248,10.57679964337315,10.421765676095738,10.482056617736816,72500
2024-02-01 00:00:00+00:00,10.568189586596752,10.688771496671285,10.568189586596752,10.645706176757812,92700
2024-02-02 00:00:00+00:00,10.59402897478209,10.602642203471989,10.473446237331572,10.507898330688477,94600
2024-02-05 00:00:00+00:00,10.421765443742412,10.421765443742412,10.283956289431371,10.327021598815918,73200
2024-02-06 00:00:00+00:00,10.266731722578449,10.413153296819784,10.266731722578449,10.378701210021973,92200
2024-02-07 00:00:00+00:00,10.387313842773438,10.438991559312202,10.309796446562796,10.387313842773438,58900
2024-02-08 00:00:00+00:00,10.361474284597039,10.361474284597039,10.27534448222167,10.292570114135742,33400
2024-02-09 00:00:00+00:00,10.283957254195709,10.395926740538691,10.258118394701954,10.275344848632812,52000
2024-02-12 00:00:00+00:00,10.327022795760271,10.335636022915981,10.258118621319703,10.283957481384277,46900
2024-02-13 00:00:00+00:00,10.206440809131985,10.249505301717,10.137536635312909,10.154762268066406,56100
2024-02-14 00:00:00+00:00,10.179059617996339,10.239804784421908,10.179059617996339,10.23112678527832,56600
2024-02-15 00:00:00+00:00,10.291870991682265,10.326582160230386,10.248482651681769,10.309226989746094,55100
2024-02-16 00:00:00+00:00,10.257160393006135,10.265838392520186,10.222449222529516,10.239805221557617,58400
2024-02-20 00:00:00+00:00,10.161704881090328,10.283194391548287,10.161704881090328,10.239805221557617,32600
2024-02-21 00:00:00+00:00,10.265838241113437,10.300549411078116,10.18773790179802,10.196415901184082,46900
2024-02-22 00:00:00+00:00,10.196416131506671,10.274516472586265,10.196416131506671,10.22244930267334,46200
2024-02-23 00:00:00+00:00,10.274515151977539,10.283193150444221,10.265837153510859,10.274515151977539,41100
2024-02-26 00:00:00+00:00,10.283194239885562,10.283194239885562,10.161704731219404,10.196415901184082,50600
2024-02-27 00:00:00+00:00,10.196415981208144,10.205093980662312,10.161704810971043,10.179059982299805,41400
2024-02-28 00:00:00+00:00,10.161703702926074,10.239804034338285,10.161703702926074,10.213770866394043,39800
2024-02-29 00:00:00+00:00,10.213772940849955,10.30055046081543,10.213772940849955,10.30055046081543,31900
2024-03-01 00:00:00+00:00,10.283193588256836,10.317904756021926,10.274515589420684,10.283193588256836,100400
2024-03-04 00:00:00+00:00,10.239804705086245,10.26583787473576,10.222448706933537,10.248482704162598,76700
2024-03-05 00:00:00+00:00,10.248481780873687,10.31790411207115,10.239803782579138,10.2918701171875,72200
2024-03-06 00:00:00+00:00,10.317904423199959,10.413359924579991,10.300548426087502,10.37864875793457,87800
2024-03-07 00:00:00+00:00,10.387328377226291,10.422039549287698,10.369972377405777,10.413361549377441,46000
2024-03-08 00:00:00+00:00,10.36129526290068,10.500140790590713,10.36129526290068,10.474106788635254,78500
2024-03-11 00:00:00+00:00,10.482783317565918,10.491461316999398,10.465428146278535,10.482783317565918,31300
2024-03-12 00:00:00+00:00,10.491459566228931,10.543525898982045,10.482781568243599,10.52617073059082,62600
2024-03-13 00:00:00+00:00,10.569560929656953,10.57823810091395,10.500138594123863,10.50881576538086,50300
2024-03-14 00:00:00+00:00,10.489584656496639,10.5595151541823,10.428395679431008,10.454619407653809,52300
