"('date', '')","('open', 'BN')","('high', 'BN')","('low', 'BN')","('close', 'BN')","('volume', 'BN')"
1983-12-30 00:00:00+00:00,0.23751255841350752,0.23751255841350752,0.2365548312664032,0.2365548312664032,86992
1984-01-03 00:00:00+00:00,0.23799149658037247,0.23847036033475838,0.23751264810562134,0.23751264810562134,177331
1984-01-04 00:00:00+00:00,0.23751254451714116,0.23847025632858274,0.23751254451714116,0.23847025632858276,66917
1984-01-05 00:00:00+00:00,0.24038547252003095,0.24134319969780724,0.23942774534225464,0.23942774534225464,324549
1984-01-06 00:00:00+00:00,0.2394277606300607,0.24230092706721587,0.2384702931448504,0.24134321510791779,260977
1984-01-09 00:00:00+00:00,0.2427796419534957,0.2432585052795957,0.24230077862739566,0.24230077862739563,80301
1984-01-10 00:00:00+00:00,0.24469529056673742,0.24517415430495482,0.2442164421081543,0.2442164421081543,177331
1984-01-11 00:00:00+00:00,0.24661068627592206,0.24804726186582907,0.2451740954063844,0.24708954989910126,997067
1984-01-12 00:00:00+00:00,0.24900501959611965,0.2499627469597259,0.24804729223251343,0.24804729223251343,431616
1984-01-13 00:00:00+00:00,0.2523569623504169,0.25475126464735637,0.24996266005347742,0.25379353761672974,970300
1984-01-16 00:00:00+00:00,0.25379353761672974,0.25570899167798306,0.25379353761672974,0.25379353761672974,287744
1984-01-17 00:00:00+00:00,0.25379356827682403,0.2576244768621321,0.25283585641012607,0.25666674971580505,140526
1984-01-18 00:00:00+00:00,0.25666674971580505,0.2576244768621321,0.25666674971580505,0.25666674971580505,86992
1984-01-19 00:00:00+00:00,0.2566668091924647,0.2566668091924647,0.25379362708768943,0.2547513544559479,100376
1984-01-20 00:00:00+00:00,0.2547513544559479,0.2566668091924647,0.2547513544559479,0.2547513544559479,150564
1984-01-23 00:00:00+00:00,0.2547512483810237,0.2547512483810237,0.2499626440929059,0.2518780827522278,274361
1984-01-24 00:00:00+00:00,0.24804729223251343,0.2499627469597259,0.2461318527849334,0.24804729223251343,123797
1984-01-25 00:00:00+00:00,0.24804724666136532,0.24996270103667126,0.2461318075656891,0.2461318075656891,153910
1984-01-26 00:00:00+00:00,0.24134306725481672,0.24230077862739566,0.24038534060261665,0.24230077862739563,284398
1984-01-27 00:00:00+00:00,0.24230077862739566,0.24230077862739566,0.24230077862739566,0.24230077862739563,187368
1984-01-30 00:00:00+00:00,0.24230092706721587,0.24613182074329962,0.24134321510791779,0.24134321510791779,2920938
1984-01-31 00:00:00+00:00,0.23751254451714116,0.23942772366597428,0.23559709033500173,0.23847025632858276,732744
1984-02-01 00:00:00+00:00,0.23080854046163016,0.23655487381866738,0.22601991914434463,0.22793537378311157,337932
1984-02-02 00:00:00+00:00,0.2303297072580147,0.2317662984270477,0.22889313136861547,0.2308085709810257,244248
1984-02-03 00:00:00+00:00,0.23080852554958406,0.23176625280709082,0.2279353590566946,0.22889308631420135,257631
1984-02-06 00:00:00+00:00,0.22601996362209323,0.22793541863779643,0.22410452388602478,0.2260199636220932,97030
1984-02-07 00:00:00+00:00,0.22506210151720854,0.22601981310765196,0.22314664777707247,0.2241043746471405,224173
1984-02-08 00:00:00+00:00,0.22506205586298902,0.2260197672591591,0.22314660251140594,0.22314660251140594,227519
1984-02-09 00:00:00+00:00,0.22218908414995636,0.22601996362209323,0.22123135664210475,0.2260199636220932,468421
1984-02-10 00:00:00+00:00,0.228893101102495,0.228893101102495,0.22793537378311154,0.22793537378311157,36804
1984-02-13 00:00:00+00:00,0.22601981310765196,0.22793526684778803,0.2241043746471405,0.2241043746471405,110413
1984-02-14 00:00:00+00:00,0.22601991914434463,0.22793537378311154,0.22314675246582602,0.22793537378311157,107068
1984-02-15 00:00:00+00:00,0.2279353886338041,0.2279353886338041,0.22697766125202176,0.2269776612520218,210789
1984-02-16 00:00:00+00:00,0.22697769112994481,0.22697769112994481,0.22601996362209323,0.2260199636220932,50188
1984-02-17 00:00:00+00:00,0.22506216168403628,0.22506216168403628,0.22506216168403628,0.22506216168403625,60226
1984-02-21 00:00:00+00:00,0.2231468408178404,0.2231468408178404,0.22218912839889526,0.22218912839889526,30113
1984-02-22 00:00:00+00:00,0.2212312051321935,0.2212312051321935,0.21835803985595706,0.21835803985595703,317857
1984-02-23 00:00:00+00:00,0.21931576670791064,0.2202734782802399,0.21740031300400348,0.21835803985595703,110413
1984-02-24 00:00:00+00:00,0.22123141586780545,0.22218914363204967,0.22027368810356127,0.22123141586780548,63571
1984-02-27 00:00:00+00:00,0.2212314007003123,0.22218912839889526,0.2212314007003123,0.22218912839889526,26767
1984-02-28 00:00:00+00:00,0.22123141586780545,0.22123141586780545,0.22123141586780545,0.22123141586780548,10038
1984-02-29 00:00:00+00:00,0.2231468408178404,0.2231468408178404,0.22218912839889526,0.22218912839889526,16729
1984-03-01 00:00:00+00:00,0.22218912839889526,0.22410456851642335,0.2212314007003123,0.22218912839889526,133834
1984-03-02 00:00:00+00:00,0.22218889111523588,0.22314660251140594,0.22218889111523588,0.22314660251140594,163947
1984-03-05 00:00:00+00:00,0.2241043291871975,0.2241043291871975,0.22314660251140594,0.22314660251140594,40150
1984-03-06 00:00:00+00:00,0.22410443455793497,0.22506216168403628,0.22410443455793497,0.22506216168403625,97030
1984-03-07 00:00:00+00:00,0.22506205586298902,0.22506205586298902,0.22314660251140594,0.22314660251140594,107068
1984-03-08 00:00:00+00:00,0.22314660251140594,0.22314660251140594,0.22218889111523588,0.22314660251140594,43496
1984-03-09 00:00:00+00:00,0.22410456851642335,0.22410456851642335,0.22218912839889526,0.22218912839889526,26767
1984-03-12 00:00:00+00:00,0.22123126845925972,0.22506216168403628,0.22123126845925972,0.22506216168403625,86992
1984-03-13 00:00:00+00:00,0.22506219256380514,0.23080852554958406,0.22506219256380514,0.22889308631420135,274361
1984-03-14 00:00:00+00:00,0.2298506647348404,0.2298506647348404,0.2298506647348404,0.2298506647348404,46842
1984-03-15 00:00:00+00:00,0.2298508438816017,0.23368173839183265,0.2298508438816017,0.23272401094436646,80301
1984-03-16 00:00:00+00:00,0.23272401094436646,0.23463946583929884,0.23272401094436646,0.23272401094436646,127143
1984-03-19 00:00:00+00:00,0.23176626861095428,0.23176626861095428,0.23080854128814127,0.23176626861095428,103722
1984-03-20 00:00:00+00:00,0.23080852554958406,0.23080852554958406,0.2279353590566946,0.22889308631420135,80301
1984-03-21 00:00:00+00:00,0.2298507982920773,0.23080852554958406,0.22889308631420135,0.22889308631420135,190714
1984-03-22 00:00:00+00:00,0.22793537378311154,0.22793537378311154,0.22793537378311154,0.22793537378311157,63571
1984-03-23 00:00:00+00:00,0.22793537378311154,0.22793537378311154,0.2269776464637281,0.22793537378311157,83647
1984-03-26 00:00:00+00:00,0.22601993387023941,0.22697766125202176,0.22601993387023941,0.2269776612520218,133834
1984-03-27 00:00:00+00:00,0.22697763179918787,0.22889308631420135,0.22697763179918787,0.22889308631420135,130489
1984-03-28 00:00:00+00:00,0.22793537378311154,0.22793537378311154,0.22793537378311154,0.22793537378311157,50188
1984-03-29 00:00:00+00:00,0.22985090249414356,0.2336817979812622,0.22985090249414356,0.2336817979812622,244248
1984-03-30 00:00:00+00:00,0.23368176804220472,0.2346394956111908,0.23368176804220472,0.2346394956111908,43496
1984-04-02 00:00:00+00:00,0.2336817979812622,0.2346395256729513,0.2336817979812622,0.2336817979812622,157256
1984-04-03 00:00:00+00:00,0.2317662677810136,0.2317662677810136,0.22793537378311154,0.22793537378311157,66917
1984-04-04 00:00:00+00:00,0.22793537378311154,0.228893101102495,0.22793537378311154,0.22793537378311157,204098
1984-04-05 00:00:00+00:00,0.2279353277827115,0.2279353277827115,0.22506216168403628,0.22506216168403625,408195
1984-04-06 00:00:00+00:00,0.22506217431383088,0.22506217431383088,0.21740038743432197,0.21931584179401398,287744
1984-04-09 00:00:00+00:00,0.21931584179401398,0.21931584179401398,0.21931584179401398,0.21931584179401398,40150
1984-04-10 00:00:00+00:00,0.22027367300172931,0.22218912839889526,0.22027367300172931,0.22218912839889526,170639
1984-04-11 00:00:00+00:00,0.22314664777707247,0.2241043746471405,0.22314664777707247,0.2241043746471405,53534
1984-04-12 00:00:00+00:00,0.2241043746471405,0.2241043746471405,0.22314664777707247,0.2241043746471405,60226
1984-04-13 00:00:00+00:00,0.22601996362209323,0.22601996362209323,0.22601996362209323,0.2260199636220932,16729
1984-04-16 00:00:00+00:00,0.2250622513938764,0.22601996362209323,0.2250622513938764,0.2260199636220932,23421
1984-04-17 00:00:00+00:00,0.22697766125202176,0.22697766125202176,0.22697766125202176,0.2269776612520218,56880
1984-04-18 00:00:00+00:00,0.22697766125202176,0.22697766125202176,0.22697766125202176,0.2269776612520218,36804
1984-04-19 00:00:00+00:00,0.22601993387023941,0.22697766125202176,0.22601993387023941,0.2269776612520218,26767
1984-04-23 00:00:00+00:00,0.22601996362209323,0.22697769112994481,0.2250622513938764,0.2260199636220932,66917
1984-04-24 00:00:00+00:00,0.22697766125202176,0.22697766125202176,0.22697766125202176,0.2269776612520218,20075
1984-04-25 00:00:00+00:00,0.22410452388602478,0.22697769112994481,0.22410452388602478,0.2260199636220932,10204879
1984-04-26 00:00:00+00:00,0.22697766125202176,0.22697766125202176,0.22697766125202176,0.2269776612520218,117105
1984-04-27 00:00:00+00:00,0.22601996362209323,0.22601996362209323,0.22601996362209323,0.2260199636220932,70263
1984-04-30 00:00:00+00:00,0.22506210151720854,0.22506210151720854,0.2241043746471405,0.2241043746471405,26767
1984-05-01 00:00:00+00:00,0.22218912839889526,0.22218912839889526,0.22218912839889526,0.22218912839889526,66917
1984-05-02 00:00:00+00:00,0.2212314007003123,0.22410456851642335,0.2212314007003123,0.22218912839889526,267669
1984-05-03 00:00:00+00:00,0.22218897862880432,0.22218897862880432,0.22027352452278134,0.22027352452278137,204098
1984-05-04 00:00:00+00:00,0.21931582625230508,0.21931582625230508,0.21740037202835083,0.21740037202835083,50188
1984-05-07 00:00:00+00:00,0.21740037202835083,0.21740037202835083,0.21740037202835083,0.21740037202835083,46842
1984-05-08 00:00:00+00:00,0.21931576670791064,0.21931576670791064,0.21835803985595706,0.21835803985595703,73609
1984-05-09 00:00:00+00:00,0.21644272750167443,0.2174004396318361,0.21356980502605438,0.21356980502605438,137180
