"('date', '')","('open', 'BN')","('high', 'BN')","('low', 'BN')","('close', 'BN')","('volume', 'BN')"
1984-05-10 00:00:00+00:00,0.2145274430513382,0.2145274430513382,0.2145274430513382,0.2145274430513382,140526
1984-05-11 00:00:00+00:00,0.21452753243584927,0.21452753243584927,0.21356980502605438,0.21356980502605438,40150
1984-05-14 00:00:00+00:00,0.21356980502605438,0.21356980502605438,0.21356980502605438,0.21356980502605438,40150
1984-05-15 00:00:00+00:00,0.21356975971846967,0.2145274869250883,0.21261204779148102,0.21261204779148102,167293
1984-05-16 00:00:00+00:00,0.2126120928958927,0.21452753243584927,0.2126120928958927,0.21356980502605438,20075
1984-05-17 00:00:00+00:00,0.21452754711015928,0.21452754711015928,0.21165437996387482,0.21165437996387482,30113
1984-05-18 00:00:00+00:00,0.21165429019375678,0.2126120172628569,0.21069656312465668,0.21069656312465668,210789
1984-05-21 00:00:00+00:00,0.20973885133518436,0.21069656312465668,0.20973885133518436,0.21069656312465668,97030
1984-05-22 00:00:00+00:00,0.20878109285173785,0.20878109285173785,0.20782336592674258,0.20782336592674255,13383
1984-05-23 00:00:00+00:00,0.2087811976671219,0.2087811976671219,0.2087811976671219,0.2087811976671219,33459
1984-05-24 00:00:00+00:00,0.20782356251349957,0.20878129034443932,0.1972886174917221,0.1972886174917221,130489
1984-05-25 00:00:00+00:00,0.19633083892082967,0.19633083892082967,0.19154249131679535,0.19154249131679535,220827
1984-05-29 00:00:00+00:00,0.19154249131679535,0.19154249131679535,0.18962703614994816,0.19154249131679535,60226
1984-05-30 00:00:00+00:00,0.18771150805816886,0.18962694704532623,0.1857960690710115,0.18962694704532623,217481
1984-05-31 00:00:00+00:00,0.1905846741787193,0.1905846741787193,0.18866923519156195,0.18962694704532623,63571
1984-06-01 00:00:00+00:00,0.18866920033226411,0.19824616430413955,0.18866920033226411,0.19537299871444702,314511
1984-06-04 00:00:00+00:00,0.19537299871444702,0.19728843734770005,0.19537299871444702,0.19537299871444702,829774
1984-06-05 00:00:00+00:00,0.19633083892082967,0.19633083892082967,0.19154249131679535,0.19154249131679535,110413
1984-06-06 00:00:00+00:00,0.1915424174078363,0.1925001293420792,0.1915424174078363,0.19250012934207916,30113
1984-06-07 00:00:00+00:00,0.19154240131211236,0.19154240131211236,0.18962694704532623,0.18962694704532623,16729
1984-06-08 00:00:00+00:00,0.1896269014341577,0.1896269014341577,0.18866918981075287,0.18866918981075287,23421
1984-06-11 00:00:00+00:00,0.1877115813595877,0.1877115813595877,0.18579614162445068,0.18579614162445068,56880
1984-06-12 00:00:00+00:00,0.18483832439548126,0.18483832439548126,0.18388059735298157,0.18388059735298157,83647
1984-06-13 00:00:00+00:00,0.18388070181544283,0.18388070181544283,0.18292297422885895,0.18292297422885895,16729
1984-06-14 00:00:00+00:00,0.18292285416683018,0.18388058112480676,0.18196514248847961,0.18196514248847961,66917
1984-06-15 00:00:00+00:00,0.18100735545158386,0.18100735545158386,0.17909191745101785,0.18100735545158386,20075
1984-06-18 00:00:00+00:00,0.18196508209167733,0.18196508209167733,0.1800496288114904,0.18100735545158386,66917
1984-06-19 00:00:00+00:00,0.1819652619219111,0.18292297422885895,0.1819652619219111,0.18292297422885895,20075
1984-06-20 00:00:00+00:00,0.18292285416683018,0.18292285416683018,0.18196514248847961,0.18196514248847961,26767
1984-06-21 00:00:00+00:00,0.18196514248847961,0.18292285416683018,0.18196514248847961,0.18196514248847961,73609
1984-06-22 00:00:00+00:00,0.18196508209167733,0.18196508209167733,0.18100735545158386,0.18100735545158386,371391
1984-06-25 00:00:00+00:00,0.18196521682827374,0.18196521682827374,0.1800497621297836,0.18004976212978363,26767
1984-06-26 00:00:00+00:00,0.1800497621297836,0.1800497621297836,0.1800497621297836,0.18004976212978363,26767
1984-06-27 00:00:00+00:00,0.18004965376768356,0.18004965376768356,0.1743033236898814,0.17526105046272278,2134660
1984-06-28 00:00:00+00:00,0.1752611252194249,0.17621885240077972,0.1743033980380701,0.17621885240077972,16729
1984-06-29 00:00:00+00:00,0.1743033236898814,0.17526105046272278,0.1743033236898814,0.17526105046272278,13383
1984-07-02 00:00:00+00:00,0.17526105046272278,0.17526105046272278,0.17526105046272278,0.17526105046272278,0
1984-07-03 00:00:00+00:00,0.17430339753627777,0.17430339753627777,0.17430339753627777,0.17430339753627777,16729
1984-07-05 00:00:00+00:00,0.1743033665071985,0.1743033665071985,0.17238792777061462,0.17238792777061462,33459
1984-07-06 00:00:00+00:00,0.17238792777061462,0.17238792777061462,0.17238792777061462,0.17238792777061462,36804
1984-07-09 00:00:00+00:00,0.17238788239087144,0.17238788239087144,0.17143015563488007,0.17143015563488007,16729
1984-07-10 00:00:00+00:00,0.17143015563488007,0.17143015563488007,0.17143015563488007,0.17143015563488007,13383
1984-07-11 00:00:00+00:00,0.1704728152896559,0.1704728152896559,0.16951510310173035,0.16951510310173035,20075
1984-07-12 00:00:00+00:00,0.16855724155902863,0.16855724155902863,0.16855724155902863,0.16855724155902863,13383
1984-07-13 00:00:00+00:00,0.17047272622585297,0.1714301934394018,0.16951501453828569,0.17047272622585297,30113
1984-07-16 00:00:00+00:00,0.16951497715610742,0.17143015563488007,0.16951497715610742,0.17143015563488007,23421
1984-07-17 00:00:00+00:00,0.17143015563488007,0.17238788239087144,0.170472688632476,0.17143015563488007,130489
1984-07-18 00:00:00+00:00,0.17238789855475098,0.17430333696671121,0.17238789855475098,0.1733456254005432,271015
1984-07-19 00:00:00+00:00,0.17143020076250928,0.17238792777061462,0.17143020076250928,0.17238792777061462,70263
1984-07-20 00:00:00+00:00,0.1704728152896559,0.1704728152896559,0.1675996481666109,0.16951510310173035,53534
1984-07-23 00:00:00+00:00,0.17047272622585297,0.17047272622585297,0.16951501453828569,0.17047272622585297,113759
1984-07-24 00:00:00+00:00,0.1704727335080596,0.17238792777061462,0.1704727335080596,0.17238792777061462,80301
1984-07-25 00:00:00+00:00,0.17238789855475098,0.1733456254005432,0.1704727046167782,0.1733456254005432,180677
1984-07-26 00:00:00+00:00,0.16855725040011604,0.17143015563488007,0.16855725040011604,0.17143015563488007,43496
1984-07-27 00:00:00+00:00,0.16951496826478576,0.16951496826478576,0.16855724155902863,0.16855724155902863,110413
1984-07-30 00:00:00+00:00,0.16855724155902863,0.1704726796909209,0.16855724155902863,0.16855724155902863,20075
1984-07-31 00:00:00+00:00,0.16759958863258362,0.16759958863258362,0.16759958863258362,0.16759958863258362,10038
1984-08-01 00:00:00+00:00,0.16855725040011604,0.17143015563488007,0.16855725040011604,0.17143015563488007,83647
1984-08-02 00:00:00+00:00,0.17334568563730962,0.17430339753627777,0.17334568563730962,0.17430339753627777,23421
1984-08-03 00:00:00+00:00,0.17621889861489243,0.18771156668663025,0.17621889861489243,0.18771156668663025,511917
1984-08-06 00:00:00+00:00,0.18866927974161501,0.19154244654059985,0.18866927974161501,0.1905847191810608,548721
1984-08-07 00:00:00+00:00,0.1905846741787193,0.1905846741787193,0.18962694704532623,0.18962694704532623,46842
1984-08-08 00:00:00+00:00,0.19154244654059985,0.19154244654059985,0.19058471918106076,0.1905847191810608,6692
1984-08-09 00:00:00+00:00,0.18962699182152168,0.19250015862050654,0.18962699182152168,0.1905847191810608,63571
1984-08-10 00:00:00+00:00,0.1925000181101694,0.19537293833802294,0.1925000181101694,0.19441521167755127,170639
1984-08-13 00:00:00+00:00,0.19345757365226746,0.19345757365226746,0.19250010630668069,0.19345757365226746,20075
1984-08-14 00:00:00+00:00,0.19345759680224067,0.19345759680224067,0.1925001293420792,0.19250012934207916,97030
1984-08-15 00:00:00+00:00,0.19250020362058298,0.19345767145019485,0.19154249131679535,0.19154249131679535,76955
1984-08-16 00:00:00+00:00,0.19058466738777458,0.19345757365226746,0.19058466738777458,0.19345757365226746,120451
1984-08-17 00:00:00+00:00,0.19537299871444702,0.19537299871444702,0.19537299871444702,0.19537299871444702,63571
1984-08-20 00:00:00+00:00,0.19537302785080182,0.19537302785080182,0.19345757365226746,0.19345757365226746,50188
1984-08-21 00:00:00+00:00,0.193457472227878,0.19633063673973083,0.193457472227878,0.19633063673973083,60226
1984-08-22 00:00:00+00:00,0.19537299871444702,0.19537299871444702,0.19537299871444702,0.19537299871444702,63571
1984-08-23 00:00:00+00:00,0.19441530075153465,0.19441530075153465,0.19345757365226746,0.19345757365226746,237556
1984-08-24 00:00:00+00:00,0.19441527175800752,0.19537299871444702,0.19441527175800752,0.19537299871444702,43496
1984-08-27 00:00:00+00:00,0.19537293833802294,0.19537293833802294,0.1944152116775513,0.19441521167755127,16729
1984-08-28 00:00:00+00:00,0.19441519882503572,0.1972883633368885,0.19441519882503572,0.19633063673973083,86992
1984-08-29 00:00:00+00:00,0.19824610763344191,0.2030347104875159,0.19824610763344191,0.19920381903648376,73609
1984-08-30 00:00:00+00:00,0.19920381903648376,0.19920381903648376,0.19920381903648376,0.19920381903648376,30113
1984-08-31 00:00:00+00:00,0.19920381903648376,0.19920381903648376,0.19920381903648376,0.19920381903648376,3346
1984-09-04 00:00:00+00:00,0.19824627041816714,0.20016171007668543,0.19824627041816714,0.19824627041816711,20075
1984-09-05 00:00:00+00:00,0.19728837637934496,0.19728837637934496,0.1944152116775513,0.19441521167755127,53534
1984-09-06 00:00:00+00:00,0.19345759680224067,0.19345759680224067,0.1925001293420792,0.19250012934207916,30113
1984-09-07 00:00:00+00:00,0.19154247642061323,0.19154247642061323,0.18675385415554047,0.18675385415554047,63571
1984-09-10 00:00:00+00:00,0.1867538538522018,0.1867538538522018,0.18388068660967885,0.18579614162445068,60226
1984-09-11 00:00:00+00:00,0.18579614192623375,0.18771158166448199,0.18579614192623375,0.18675385415554047,1308232
1984-09-12 00:00:00+00:00,0.18579614162445068,0.18579614162445068,0.18579614162445068,0.18579614162445068,20075
1984-09-13 00:00:00+00:00,0.18388068660967885,0.18579614162445068,0.18388068660967885,0.18579614162445068,66917
1984-09-14 00:00:00+00:00,0.18771150805816886,0.1905846741787193,0.18771150805816886,0.18962694704532623,267669
1984-09-17 00:00:00+00:00,0.1877115813595877,0.1877115813595877,0.18579614162445068,0.18579614162445068,46842
1984-09-18 00:00:00+00:00,0.18579605143798097,0.18579605143798097,0.18388059735298157,0.18388059735298157,53534
1984-09-19 00:00:00+00:00,0.18388058112480676,0.18388058112480676,0.18196514248847961,0.18196514248847961,100376
1984-09-20 00:00:00+00:00,0.18388052009224334,0.18388052009224334,0.18100735545158386,0.18100735545158386,66917
1984-09-21 00:00:00+00:00,0.17909199269973777,0.18579605143798097,0.17909199269973777,0.18388059735298157,230864
1984-09-24 00:00:00+00:00,0.18483833968639374,0.18483833968639374,0.18483833968639374,0.18483833968639374,20075
1984-09-25 00:00:00+00:00,0.18483832439548126,0.18579605143798097,0.18292287031048188,0.18388059735298157,40150
1984-09-26 00:00:00+00:00,0.18196524717010248,0.18675385415554047,0.18196524717010248,0.18675385415554047,93684
1984-09-27 00:00:00+00:00,0.18388068660967885,0.1867538538522018,0.18388068660967885,0.18579614162445068,341278
1984-09-28 00:00:00+00:00,0.18579614162445068,0.18579614162445068,0.18579614162445068,0.18579614162445068,117105
1984-10-01 00:00:00+00:00,0.18483832439548126,0.18579605143798097,0.18388059735298157,0.18388059735298157,97030
1984-10-02 00:00:00+00:00,0.18388059735298157,0.18388059735298157,0.18388059735298157,0.18388059735298157,13383
1984-10-03 00:00:00+00:00,0.1819651406582936,0.1819651406582936,0.17909197509288788,0.17909197509288788,56880
1984-10-04 00:00:00+00:00,0.18100735545158386,0.18196508209167733,0.18100735545158386,0.18100735545158386,120451
1984-10-05 00:00:00+00:00,0.1819652619219111,0.18292297422885895,0.1819652619219111,0.18292297422885895,10038
1984-10-08 00:00:00+00:00,0.18100735545158386,0.18100735545158386,0.18100735545158386,0.18100735545158386,13383
1984-10-09 00:00:00+00:00,0.18196508209167733,0.18196508209167733,0.18100735545158386,0.18100735545158386,56880
1984-10-10 00:00:00+00:00,0.18100735545158386,0.18100735545158386,0.18100735545158386,0.18100735545158386,3346
1984-10-11 00:00:00+00:00,0.181007415530503,0.18196514248847961,0.181007415530503,0.18196514248847961,56880
1984-10-12 00:00:00+00:00,0.18292285416683018,0.18292285416683018,0.18196514248847961,0.18196514248847961,26767
1984-10-15 00:00:00+00:00,0.18196514248847961,0.18196514248847961,0.18196514248847961,0.18196514248847961,16729
1984-10-16 00:00:00+00:00,0.18388059735298157,0.18388059735298157,0.18388059735298157,0.18388059735298157,3346
1984-10-17 00:00:00+00:00,0.1838806125646652,0.18579606680812225,0.1838806125646652,0.18483833968639374,33459
1984-10-18 00:00:00+00:00,0.18388070181544283,0.1857961569886106,0.18292297422885895,0.18292297422885895,70263
1984-10-19 00:00:00+00:00,0.18483829747825814,0.1896269014341577,0.18483829747825814,0.18866918981075287,143872
1984-10-22 00:00:00+00:00,0.18771156668663025,0.18771156668663025,0.18771156668663025,0.18771156668663025,43496
1984-10-23 00:00:00+00:00,0.18771158166448199,0.18771158166448199,0.18675385415554047,0.18675385415554047,200752
1984-10-24 00:00:00+00:00,0.187711490243353,0.187711490243353,0.18388059735298157,0.18388059735298157,73609
1984-10-25 00:00:00+00:00,0.18579614192623375,0.18675385415554047,0.18483841441729223,0.18675385415554047,66917
1984-10-26 00:00:00+00:00,0.18388059735298157,0.18388059735298157,0.18388059735298157,0.18388059735298157,26767
1984-10-29 00:00:00+00:00,0.18388059735298157,0.18388059735298157,0.18388059735298157,0.18388059735298157,6692
1984-10-30 00:00:00+00:00,0.18292297422885895,0.18292297422885895,0.18292297422885895,0.18292297422885895,10038
1984-10-31 00:00:00+00:00,0.18100735545158386,0.18100735545158386,0.18100735545158386,0.18100735545158386,33459
1984-11-01 00:00:00+00:00,0.17909197509288788,0.17909197509288788,0.17909197509288788,0.17909197509288788,36804
1984-11-02 00:00:00+00:00,0.17909195591604812,0.17909195591604812,0.1733456254005432,0.1733456254005432,371391
1984-11-05 00:00:00+00:00,0.17334565477871997,0.17334565477871997,0.17238792777061462,0.17238792777061462,220827
1984-11-06 00:00:00+00:00,0.17430335515729403,0.1781342476606369,0.17430335515729403,0.1781342476606369,36804
1984-11-07 00:00:00+00:00,0.178134248144544,0.17909197509288788,0.178134248144544,0.17909197509288788,20075
1984-11-08 00:00:00+00:00,0.17717656430250497,0.17717656430250497,0.1752611252194249,0.17621885240077972,63571
1984-11-09 00:00:00+00:00,0.17621880952748212,0.17909197509288788,0.17621880952748212,0.17909197509288788,501879
1984-11-12 00:00:00+00:00,0.17909197509288788,0.17909197509288788,0.17909197509288788,0.17909197509288788,10038
1984-11-13 00:00:00+00:00,0.17909194227446523,0.17909194227446523,0.17526105046272278,0.17526105046272278,40150
1984-11-14 00:00:00+00:00,0.1743033236898814,0.17621877723556417,0.1743033236898814,0.17526105046272278,60226
1984-11-15 00:00:00+00:00,0.17526105046272278,0.17526105046272278,0.17526105046272278,0.17526105046272278,36804
1984-11-16 00:00:00+00:00,0.17621885240077972,0.1790920186652146,0.17621885240077972,0.17621885240077972,107068
1984-11-19 00:00:00+00:00,0.1743033665071985,0.1743033665071985,0.17143020076250928,0.17238792777061462,93684
1984-11-20 00:00:00+00:00,0.1704727335080596,0.17238792777061462,0.1704727335080596,0.17238792777061462,40150
1984-11-21 00:00:00+00:00,0.17430339753627777,0.17430339753627777,0.17430339753627777,0.17430339753627777,10038
1984-11-23 00:00:00+00:00,0.17621885240077972,0.17621885240077972,0.17621885240077972,0.17621885240077972,30113
1984-11-26 00:00:00+00:00,0.1762188518934731,0.1762188518934731,0.17238795845871197,0.17430339753627777,73609
1984-11-27 00:00:00+00:00,0.17334568563730962,0.1762188518934731,0.17334568563730962,0.17430339753627777,147218
1984-11-28 00:00:00+00:00,0.17238787334886146,0.17238787334886146,0.16855724155902863,0.16855724155902863,93684
1984-11-29 00:00:00+00:00,0.1685573157599435,0.1685573157599435,0.16759958863258362,0.16759958863258362,150564
1984-11-30 00:00:00+00:00,0.16664186120033264,0.16664186120033264,0.16664186120033264,0.16664186120033264,76955
1984-12-03 00:00:00+00:00,0.16759956060389883,0.17047272622585297,0.16759956060389883,0.17047272622585297,699285
1984-12-04 00:00:00+00:00,0.16951501453828569,0.17334564737378866,0.16951501453828569,0.17047272622585297,73609
1984-12-05 00:00:00+00:00,0.17047272622585297,0.17238792040659523,0.17047272622585297,0.17047272622585297,1000413
1984-12-06 00:00:00+00:00,0.1714301934394018,0.1714301934394018,0.17047272622585297,0.17047272622585297,56880
1984-12-07 00:00:00+00:00,0.16951510310173035,0.17143028300343535,0.16951510310173035,0.16951510310173035,100376
1984-12-10 00:00:00+00:00,0.17143028300343535,0.17143028300343535,0.16951510310173035,0.16951510310173035,86992
1984-12-11 00:00:00+00:00,0.17143014664310435,0.17143014664310435,0.16855724155902863,0.16855724155902863,100376
1984-12-12 00:00:00+00:00,0.16759958863258362,0.16951504288730337,0.16759958863258362,0.16759958863258362,43496
1984-12-13 00:00:00+00:00,0.16951510310173035,0.16951510310173035,0.16951510310173035,0.16951510310173035,33459
1984-12-14 00:00:00+00:00,0.16951496826478576,0.16951496826478576,0.16855724155902863,0.16855724155902863,13383
1984-12-17 00:00:00+00:00,0.16951497715610742,0.17143015563488007,0.16951497715610742,0.17143015563488007,177331
1984-12-18 00:00:00+00:00,0.17143015563488007,0.17238788239087144,0.17143015563488007,0.17143015563488007,799661
1984-12-19 00:00:00+00:00,0.17238788239087144,0.17238788239087144,0.16951497715610742,0.17143015563488007,1224586
1984-12-20 00:00:00+00:00,0.17238792777061462,0.17238792777061462,0.1704727335080596,0.17238792777061462,1070676
