"('date', '')","('open', 'BXC')","('high', 'BXC')","('low', 'BXC')","('close', 'BXC')","('volume', 'BXC')"
2004-12-14 00:00:00+00:00,98.94513702392578,102.60977221562254,98.57867284716176,98.94513702392578,740433
2004-12-15 00:00:00+00:00,98.94512690929668,99.67804861195862,98.94512690929668,99.31158447265625,189806
2004-12-16 00:00:00+00:00,99.38487384586881,100.77743485957852,98.94512085119635,99.0184097290039,43888
2004-12-17 00:00:00+00:00,99.16498660821522,99.38486637699845,95.28047909806801,97.11279296875,106816
2004-12-20 00:00:00+00:00,97.47926928844858,97.84573342375228,95.28049105256902,96.16000366210938,39408
2004-12-21 00:00:00+00:00,96.23328740137015,97.40596862611407,95.28048596124769,97.33267974853516,14676
2004-12-22 00:00:00+00:00,97.4792675696314,97.84573169847339,96.01341763020608,96.37987518310547,23790
2004-12-23 00:00:00+00:00,96.74634669340453,98.79854071074182,96.4531779983401,98.43208312988281,17311
2004-12-27 00:00:00+00:00,98.79854283943249,99.09171811675671,96.7463487778791,97.84574127197266,18028
2004-12-28 00:00:00+00:00,97.8457272513549,99.60475235947114,97.55255859198296,99.45816802978516,13818
2004-12-29 00:00:00+00:00,99.60475546880342,100.77743671884072,99.31158022433722,100.41097259521484,24637
2004-12-30 00:00:00+00:00,100.77743813793784,105.39488089989037,100.04450988036535,103.70914459228516,33810
2004-12-31 00:00:00+00:00,103.70915787332247,107.74025723025274,103.70915787332247,106.05452728271484,54931
2005-01-03 00:00:00+00:00,106.78744356810041,106.78744356810041,103.34268202078856,103.41597747802734,17475
2005-01-04 00:00:00+00:00,103.342697984603,103.70916217552094,101.1439194150391,101.51038360595703,8973
2005-01-05 00:00:00+00:00,100.77745216071082,103.34269484321499,100.04452380115434,100.48428344726562,9279
2005-01-06 00:00:00+00:00,100.77742943511798,100.77742943511798,95.28048112990865,98.57865142822266,10749
2005-01-07 00:00:00+00:00,98.94511552536221,99.38486849636448,98.35877165475051,98.57865142822266,3246
2005-01-10 00:00:00+00:00,99.67804861195862,100.7041521475709,98.94512690929668,99.31158447265625,13630
2005-01-11 00:00:00+00:00,98.94512357924322,101.51036589208229,98.57865945227441,100.33768463134766,4657
2005-01-12 00:00:00+00:00,99.60477370725114,100.11782225908225,97.0395309480956,98.06562805175781,12960
2005-01-13 00:00:00+00:00,97.84573286161623,99.23829393739281,97.84573286161623,97.99231719970703,5386
2005-01-14 00:00:00+00:00,97.47926438373672,99.5314581774263,97.47926438373672,99.0184097290039,6656
2005-01-18 00:00:00+00:00,99.31157092875674,99.38486637699845,96.01340727671756,97.11279296875,10960
2005-01-19 00:00:00+00:00,97.1128173306708,97.84574569318426,95.28050300033068,96.74635314941406,7185
2005-01-20 00:00:00+00:00,96.16001208614938,96.74634949324688,95.57366810310859,96.013427734375,5116
2005-01-21 00:00:00+00:00,96.013427734375,97.47927782806205,95.94013227051616,96.013427734375,6492
2005-01-24 00:00:00+00:00,97.11281294257695,98.94513376606622,96.7463487778791,97.84574127197266,24308
2005-01-25 00:00:00+00:00,98.57867079022537,102.17001044125529,98.57867079022537,101.21720886230469,19251
2005-01-26 00:00:00+00:00,101.51037588534918,101.51037588534918,99.31159090707527,99.82464599609375,7397
2005-01-27 00:00:00+00:00,99.45817176884073,100.33768435596346,99.31158085770149,100.19109344482422,7503
2005-01-28 00:00:00+00:00,100.41097209585898,101.07060488472813,99.67804385225217,100.70414733886719,2622
2005-01-31 00:00:00+00:00,100.41097351117588,101.8768300190511,99.31158113026946,100.33768463134766,7973
2005-02-01 00:00:00+00:00,99.82465277607257,104.44208970736115,99.751357308108,103.34269714355469,26037
2005-02-02 00:00:00+00:00,104.07560034100777,106.6408424600181,103.855720566252,105.90792083740234,23732
2005-02-03 00:00:00+00:00,106.640851550249,110.3054862794752,105.90792986515785,109.20610046386719,31834
2005-02-04 00:00:00+00:00,109.93903136199867,112.13780975341797,108.8396454542606,112.13780975341797,30341
2005-02-07 00:00:00+00:00,111.77135359261571,111.77135359261571,109.49928615188576,110.6719741821289,18404
2005-02-08 00:00:00+00:00,110.67196842100695,111.03843258938838,109.20611174748122,109.93903350830078,10090
2005-02-09 00:00:00+00:00,110.37878816549127,110.37878816549127,108.18000969925957,109.64586639404297,7668
2005-02-10 00:00:00+00:00,109.9390196642266,110.15889945275576,107.08060871711754,109.57255554199219,6339
2005-02-11 00:00:00+00:00,109.57255953334295,111.03842265161947,108.03341410945808,110.45207214355469,17170
2005-02-14 00:00:00+00:00,109.93904033356003,110.37879341735261,108.61977450623857,110.08562469482422,5657
2005-02-15 00:00:00+00:00,109.57257172662075,110.08562025834128,108.473185773473,109.49928283691406,4716
2005-02-16 00:00:00+00:00,109.49927065179189,110.81853627913814,109.27939085525327,110.45207214355469,6115
2005-02-17 00:00:00+00:00,110.45207858649343,112.87073676167628,109.4992770391514,110.96513366699219,12983
2005-02-18 00:00:00+00:00,110.67196457758497,111.62476612153311,109.93902969033222,110.74524688720703,8832
2005-02-22 00:00:00+00:00,110.74523678757687,111.77133369945628,109.27938687458163,109.57255554199219,10078
2005-02-23 00:00:00+00:00,109.7191489314023,109.7924378119401,108.32658786581518,109.20610046386719,11925
2005-02-24 00:00:00+00:00,108.47315979003906,109.13279251910934,107.373767524294,108.47315979003906,8996
2005-02-25 00:00:00+00:00,107.74024869409625,115.72915130948317,107.74024869409625,113.16390228271484,10231
2005-02-28 00:00:00+00:00,113.60365565463164,113.60365565463164,111.771335021782,112.79743194580078,19086
2005-03-01 00:00:00+00:00,112.870726668435,118.66085720025795,112.870726668435,115.06951141357422,8608
2005-03-02 00:00:00+00:00,117.2682895616974,119.76022968374053,115.80243314740078,118.66085052490234,26707
2005-03-03 00:00:00+00:00,118.7341540057475,119.83354651259664,116.90184631288557,118.88074493408203,20051
2005-03-04 00:00:00+00:00,120.34660346956584,124.52428716901726,119.98013929495325,123.71806335449219,21227
2005-03-07 00:00:00+00:00,124.59755812443228,129.7280561013253,123.86464299390462,128.3354949951172,43724
2005-03-08 00:00:00+00:00,129.06841452240198,133.75913942939724,128.4087817433522,131.92681884765625,43418
2005-03-09 00:00:00+00:00,131.92681884765625,132.65974708035264,128.9951190687554,131.92681884765625,26954
