"('date', '')","('open', 'AQST')","('high', 'AQST')","('low', 'AQST')","('close', 'AQST')","('volume', 'AQST')"
2024-01-02 00:00:00+00:00,2.0199999809265137,2.049999952316284,1.9500000476837158,2.009999990463257,325900
2024-01-03 00:00:00+00:00,2.0,2.0999999046325684,1.9800000190734863,2.0899999141693115,468500
2024-01-04 00:00:00+00:00,2.0899999141693115,2.259999990463257,2.069999933242798,2.259999990463257,1121300
2024-01-05 00:00:00+00:00,2.2799999713897705,2.4000000953674316,2.257999897003174,2.3399999141693115,814700
2024-01-08 00:00:00+00:00,2.3499999046325684,2.630000114440918,2.299999952316284,2.5,1784900
2024-01-09 00:00:00+00:00,2.4800000190734863,2.7799999713897705,2.319999933242798,2.7200000286102295,1829500
2024-01-10 00:00:00+00:00,2.809999942779541,2.809999942779541,2.380000114440918,2.559999942779541,1561200
2024-01-11 00:00:00+00:00,2.559999942779541,2.559999942779541,2.319999933242798,2.509999990463257,676500
2024-01-12 00:00:00+00:00,2.4800000190734863,2.740000009536743,2.4749999046325684,2.630000114440918,867600
2024-01-16 00:00:00+00:00,2.700000047683716,2.809999942779541,2.5,2.6549999713897705,1437200
2024-01-17 00:00:00+00:00,2.609999895095825,2.680000066757202,2.5299999713897705,2.625,554400
2024-01-18 00:00:00+00:00,2.6600000858306885,2.6600000858306885,2.4210000038146973,2.4800000190734863,968300
2024-01-19 00:00:00+00:00,2.450000047683716,2.5,2.369999885559082,2.440000057220459,688200
2024-01-22 00:00:00+00:00,2.4600000381469727,2.5399999618530273,2.4100000858306885,2.509999990463257,558900
2024-01-23 00:00:00+00:00,2.509999990463257,2.5899999141693115,2.4649999141693115,2.5,458400
2024-01-24 00:00:00+00:00,2.490000009536743,2.509999990463257,2.380000114440918,2.390000104904175,438700
2024-01-25 00:00:00+00:00,2.4100000858306885,2.4700000286102295,2.319999933242798,2.369999885559082,635800
2024-01-26 00:00:00+00:00,2.380000114440918,2.4200000762939453,2.3299999237060547,2.390000104904175,242000
2024-01-29 00:00:00+00:00,2.4100000858306885,2.4700000286102295,2.359999895095825,2.4600000381469727,413500
2024-01-30 00:00:00+00:00,2.450000047683716,2.4600000381469727,2.369999885559082,2.380000114440918,368200
2024-01-31 00:00:00+00:00,2.4000000953674316,2.4600000381469727,2.359999895095825,2.390000104904175,292400
2024-02-01 00:00:00+00:00,2.450000047683716,2.740000009536743,2.4000000953674316,2.6700000762939453,1155200
2024-02-02 00:00:00+00:00,2.680000066757202,2.759999990463257,2.559999942779541,2.630000114440918,699700
2024-02-05 00:00:00+00:00,2.6500000953674316,2.7249999046325684,2.571000099182129,2.700000047683716,340200
2024-02-06 00:00:00+00:00,2.7300000190734863,2.950000047683716,2.7269999980926514,2.7899999618530273,921000
2024-02-07 00:00:00+00:00,2.799999952316284,2.799999952316284,2.630000114440918,2.640000104904175,527700
2024-02-08 00:00:00+00:00,2.640000104904175,2.7100000381469727,2.5999999046325684,2.680000066757202,1096200
2024-02-09 00:00:00+00:00,2.680000066757202,2.8299999237060547,2.680000066757202,2.75,374600
2024-02-12 00:00:00+00:00,2.75,2.8399999141693115,2.7200000286102295,2.7699999809265137,418300
2024-02-13 00:00:00+00:00,2.7300000190734863,2.75,2.619999885559082,2.6500000953674316,564800
2024-02-14 00:00:00+00:00,2.700000047683716,2.7300000190734863,2.630000114440918,2.680000066757202,344300
2024-02-15 00:00:00+00:00,2.680000066757202,2.75,2.609999895095825,2.7200000286102295,619700
2024-02-16 00:00:00+00:00,2.7300000190734863,2.742000102996826,2.6600000858306885,2.694999933242798,499500
2024-02-20 00:00:00+00:00,2.7300000190734863,2.9100000858306885,2.609999895095825,2.6500000953674316,1401500
2024-02-21 00:00:00+00:00,2.6600000858306885,2.696000099182129,2.450000047683716,2.509999990463257,1170000
2024-02-22 00:00:00+00:00,2.6500000953674316,2.7799999713897705,2.559999942779541,2.630000114440918,2260200
2024-02-23 00:00:00+00:00,2.700000047683716,2.7699999809265137,2.569999933242798,2.569999933242798,4593900
2024-02-26 00:00:00+00:00,2.630000114440918,2.940000057220459,2.630000114440918,2.8499999046325684,2475600
2024-02-27 00:00:00+00:00,3.0,3.380000114440918,2.9700000286102295,3.200000047683716,3524600
2024-02-28 00:00:00+00:00,3.299999952316284,3.700000047683716,3.1080000400543213,3.6500000953674316,3521100
2024-02-29 00:00:00+00:00,3.7200000286102295,3.950000047683716,3.450000047683716,3.6700000762939453,3462600
2024-03-01 00:00:00+00:00,3.7100000381469727,4.389999866485596,3.690000057220459,4.239999771118164,3704800
2024-03-04 00:00:00+00:00,4.920000076293945,4.960000038146973,4.0,4.179999828338623,5364000
2024-03-05 00:00:00+00:00,4.320000171661377,4.610000133514404,4.010000228881836,4.190000057220459,3855000
2024-03-06 00:00:00+00:00,4.099999904632568,5.190000057220459,3.5999999046325684,5.03000020980835,7072100
2024-03-07 00:00:00+00:00,5.119999885559082,5.75,4.829999923706055,5.679999828338623,5841800
2024-03-08 00:00:00+00:00,5.599999904632568,5.610000133514404,4.829999923706055,4.880000114440918,3570000
2024-03-11 00:00:00+00:00,5.019999980926514,5.300000190734863,4.699999809265137,4.940000057220459,2963100
2024-03-12 00:00:00+00:00,4.960000038146973,5.21999979019165,4.889999866485596,5.099999904632568,1682300
2024-03-13 00:00:00+00:00,5.050000190734863,5.489999771118164,4.940999984741211,5.440000057220459,2250000
2024-03-14 00:00:00+00:00,5.46999979019165,5.659999847412109,5.150000095367432,5.25,3180800
2024-03-15 00:00:00+00:00,5.409999847412109,6.179999828338623,5.349999904632568,6.090000152587891,6320500
2024-03-18 00:00:00+00:00,6.230000019073486,6.230000019073486,5.510000228881836,5.510000228881836,2660900
2024-03-19 00:00:00+00:00,5.425000190734863,5.619999885559082,5.110000133514404,5.340000152587891,2845600
2024-03-20 00:00:00+00:00,4.599999904632568,4.699999809265137,4.360000133514404,4.505000114440918,10546300
2024-03-21 00:00:00+00:00,4.5,4.570000171661377,4.235000133514404,4.380000114440918,3083400
2024-03-22 00:00:00+00:00,4.429999828338623,4.550000190734863,4.340000152587891,4.380000114440918,2129900
2024-03-25 00:00:00+00:00,4.380000114440918,4.519999980926514,4.019999980926514,4.179999828338623,3562400
2024-03-26 00:00:00+00:00,4.199999809265137,4.335000038146973,4.039999961853027,4.059999942779541,1994200
2024-03-27 00:00:00+00:00,4.130000114440918,4.2170000076293945,3.990000009536743,4.099999904632568,2407200
2024-03-28 00:00:00+00:00,4.269999980926514,4.480000019073486,4.21999979019165,4.260000228881836,7207800
2024-04-01 00:00:00+00:00,4.289999961853027,4.359000205993652,4.065000057220459,4.130000114440918,1940300
2024-04-02 00:00:00+00:00,4.059999942779541,4.25,4.010000228881836,4.139999866485596,2467000
2024-04-03 00:00:00+00:00,4.159999847412109,4.510000228881836,4.059999942779541,4.380000114440918,4068300
2024-04-04 00:00:00+00:00,4.239999771118164,4.329999923706055,3.9000000953674316,4.159999847412109,3560300
2024-04-05 00:00:00+00:00,4.190000057220459,4.295000076293945,3.990000009536743,4.099999904632568,2215800
2024-04-08 00:00:00+00:00,4.099999904632568,4.150000095367432,3.9600000381469727,4.070000171661377,1373300
2024-04-09 00:00:00+00:00,4.059999942779541,4.164999961853027,3.930000066757202,4.090000152587891,1662200
2024-04-10 00:00:00+00:00,4.0,4.144999980926514,3.9839999675750732,4.070000171661377,1186900
2024-04-11 00:00:00+00:00,4.340000152587891,4.380000114440918,4.074999809265137,4.090000152587891,2848100
2024-04-12 00:00:00+00:00,4.070000171661377,4.110000133514404,3.75,3.9100000858306885,3511900
2024-04-15 00:00:00+00:00,4.050000190734863,4.099999904632568,3.8299999237060547,3.940000057220459,1344800
2024-04-16 00:00:00+00:00,3.880000114440918,3.890000104904175,3.7200000286102295,3.8499999046325684,1887000
2024-04-17 00:00:00+00:00,3.940000057220459,4.050000190734863,3.819999933242798,3.9200000762939453,2447900
2024-04-18 00:00:00+00:00,4.0,4.510000228881836,3.930000066757202,4.5,5784900
2024-04-19 00:00:00+00:00,4.380000114440918,4.539999961853027,4.050000190734863,4.105000019073486,2340700
2024-04-22 00:00:00+00:00,4.179999828338623,4.389999866485596,4.010000228881836,4.380000114440918,1826000
2024-04-23 00:00:00+00:00,4.380000114440918,4.5,4.239999771118164,4.28000020980835,1699500
2024-04-24 00:00:00+00:00,4.25,4.28000020980835,3.9000000953674316,3.9000000953674316,2147700
2024-04-25 00:00:00+00:00,3.930000066757202,4.010000228881836,3.7750000953674316,3.930000066757202,1935900
2024-04-26 00:00:00+00:00,4.0,4.25,3.950000047683716,4.070000171661377,2986600
2024-04-29 00:00:00+00:00,3.9100000858306885,3.950000047683716,3.240000009536743,3.734999895095825,7647500
2024-04-30 00:00:00+00:00,3.5899999141693115,3.6500000953674316,3.059999942779541,3.359999895095825,4010900
2024-05-01 00:00:00+00:00,3.3499999046325684,3.4700000286102295,3.200000047683716,3.365000009536743,2104100
2024-05-02 00:00:00+00:00,3.4000000953674316,3.4100000858306885,3.2049999237060547,3.2799999713897705,1679500
2024-05-03 00:00:00+00:00,3.299999952316284,3.5399999618530273,3.259999990463257,3.5199999809265137,1705600
2024-05-06 00:00:00+00:00,3.559999942779541,3.5999999046325684,3.4100000858306885,3.5,1067500
2024-05-07 00:00:00+00:00,3.440000057220459,3.5,3.2950000762939453,3.380000114440918,1575300
2024-05-08 00:00:00+00:00,3.180000066757202,3.2300000190734863,2.9100000858306885,3.0850000381469727,2748300
