"('date', '')","('open', 'APGE')","('high', 'APGE')","('low', 'APGE')","('close', 'APGE')","('volume', 'APGE')"
2024-01-02 00:00:00+00:00,27.450000762939453,28.739999771118164,27.270000457763672,28.510000228881836,331600
2024-01-03 00:00:00+00:00,28.860000610351562,29.729999542236328,27.360000610351562,27.649999618530273,210800
2024-01-04 00:00:00+00:00,27.829999923706055,28.790000915527344,27.34000015258789,28.25,161600
2024-01-05 00:00:00+00:00,27.75,28.799999237060547,27.190000534057617,27.559999465942383,117400
2024-01-08 00:00:00+00:00,27.280000686645508,29.600000381469727,27.049999237060547,29.540000915527344,98700
2024-01-09 00:00:00+00:00,29.059999465942383,31.489999771118164,29.059999465942383,30.75,234400
2024-01-10 00:00:00+00:00,30.729999542236328,32.54999923706055,30.139999389648438,32.290000915527344,476500
2024-01-11 00:00:00+00:00,31.770000457763672,32.7400016784668,30.87700080871582,31.850000381469727,567000
2024-01-12 00:00:00+00:00,32.779998779296875,33.775001525878906,31.65999984741211,31.950000762939453,242900
2024-01-16 00:00:00+00:00,31.5,33.01499938964844,30.84000015258789,32.56999969482422,290400
2024-01-17 00:00:00+00:00,31.899999618530273,32.900001525878906,30.979999542236328,31.600000381469727,295000
2024-01-18 00:00:00+00:00,31.780000686645508,32.36000061035156,31.06999969482422,32.189998626708984,162300
2024-01-19 00:00:00+00:00,32.58000183105469,34.05500030517578,31.7450008392334,33.689998626708984,583500
2024-01-22 00:00:00+00:00,34.09000015258789,34.869998931884766,33.33000183105469,34.41999816894531,383800
2024-01-23 00:00:00+00:00,35.02000045776367,35.279998779296875,33.540000915527344,34.75,332500
2024-01-24 00:00:00+00:00,35.099998474121094,36.29999923706055,34.685001373291016,34.900001525878906,446300
2024-01-25 00:00:00+00:00,35.66999816894531,36.33000183105469,34.849998474121094,36.09000015258789,425600
2024-01-26 00:00:00+00:00,36.5099983215332,36.935001373291016,35.625,36.5,344900
2024-01-29 00:00:00+00:00,36.7400016784668,37.310001373291016,35.650001525878906,37.150001525878906,363500
2024-01-30 00:00:00+00:00,37.43000030517578,37.43000030517578,33.95000076293945,34.400001525878906,533200
2024-01-31 00:00:00+00:00,34.09000015258789,36.0,33.119998931884766,33.5,777600
2024-02-01 00:00:00+00:00,34.119998931884766,34.3650016784668,33.18600082397461,33.9900016784668,220300
2024-02-02 00:00:00+00:00,33.16999816894531,35.22999954223633,32.779998779296875,34.79999923706055,200600
2024-02-05 00:00:00+00:00,34.20000076293945,36.68000030517578,33.65999984741211,36.0,341000
2024-02-06 00:00:00+00:00,35.79999923706055,36.380001068115234,35.20500183105469,35.939998626708984,152100
2024-02-07 00:00:00+00:00,36.2400016784668,37.02000045776367,35.79999923706055,36.849998474121094,270400
2024-02-08 00:00:00+00:00,37.2400016784668,37.56999969482422,36.334999084472656,37.0,180500
2024-02-09 00:00:00+00:00,37.33000183105469,38.064998626708984,35.290000915527344,35.849998474121094,498800
2024-02-12 00:00:00+00:00,35.310001373291016,37.25,34.654998779296875,35.5099983215332,458600
2024-02-13 00:00:00+00:00,33.97999954223633,36.2599983215332,33.97999954223633,35.79999923706055,611800
2024-02-14 00:00:00+00:00,36.75,36.75,34.959999084472656,35.119998931884766,206200
2024-02-15 00:00:00+00:00,35.779998779296875,36.064998626708984,34.689998626708984,35.7400016784668,368200
2024-02-16 00:00:00+00:00,35.66999816894531,37.150001525878906,35.47999954223633,35.91999816894531,249400
2024-02-20 00:00:00+00:00,35.45000076293945,36.130001068115234,33.13999938964844,34.5,368200
2024-02-21 00:00:00+00:00,34.45000076293945,34.75,33.70000076293945,34.599998474121094,213900
2024-02-22 00:00:00+00:00,34.939998626708984,36.314998626708984,34.61000061035156,35.11000061035156,317500
2024-02-23 00:00:00+00:00,34.970001220703125,35.72999954223633,34.61000061035156,34.90999984741211,317500
2024-02-26 00:00:00+00:00,34.81999969482422,36.08000183105469,34.41999816894531,34.900001525878906,218500
