"('date', '')","('open', 'AGRO')","('high', 'AGRO')","('low', 'AGRO')","('close', 'AGRO')","('volume', 'AGRO')"
2025-09-26 00:00:00+00:00,8.079999923706055,8.118800163269043,8.010000228881836,8.050000190734863,339532
