"('date', '')","('open', 'AWP')","('high', 'AWP')","('low', 'AWP')","('close', 'AWP')","('volume', 'AWP')"
2025-09-26 00:00:00+00:00,3.9200000762939453,3.9395999908447266,3.890000104904175,3.9000000953674316,344237
