"('date', '')","('open', 'AMBQ')","('high', 'AMBQ')","('low', 'AMBQ')","('close', 'AMBQ')","('volume', 'AMBQ')"
2025-09-26 00:00:00+00:00,30.399999618530273,31.0,29.210399627685547,30.079999923706055,180109
