"('date', '')","('open', 'BRFS')","('high', 'BRFS')","('low', 'BRFS')","('close', 'BRFS')","('volume', 'BRFS')"
2000-10-20 00:00:00+00:00,0.7985631662429962,0.8021566867828369,0.7985631662429962,0.8021566867828369,3600
2000-10-23 00:00:00+00:00,0.798563539981842,0.798563539981842,0.798563539981842,0.798563539981842,1200
2000-10-24 00:00:00+00:00,0.7914338404040439,0.7914338404040439,0.7843035882144213,0.7878971099853516,103200
2000-10-25 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-10-26 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-10-27 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-10-30 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-10-31 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-01 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-02 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-03 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-06 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-07 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-08 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-09 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-10 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-13 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-14 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-15 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-16 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-17 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-20 00:00:00+00:00,0.7878971099853516,0.7878971099853516,0.7878971099853516,0.7878971099853516,0
2000-11-21 00:00:00+00:00,0.7272635102272034,0.7272635102272034,0.7272635102272034,0.7272635102272034,121200
2000-11-22 00:00:00+00:00,0.7130031111458905,0.720133364200592,0.7130031111458905,0.720133364200592,48000
2000-11-24 00:00:00+00:00,0.720133364200592,0.720133364200592,0.720133364200592,0.720133364200592,0
2000-11-27 00:00:00+00:00,0.720133364200592,0.720133364200592,0.720133364200592,0.720133364200592,0
