"('date', '')","('open', 'BRT')","('high', 'BRT')","('low', 'BRT')","('close', 'BRT')","('volume', 'BRT')"
1973-05-03 00:00:00+00:00,4.0081151286760965,4.2052355448404946,3.942408323287964,3.942408323287964,400
1973-05-04 00:00:00+00:00,3.942407915147684,4.139528310905068,3.876701116561889,3.8767011165618896,300
1973-05-07 00:00:00+00:00,3.8767014289724413,4.073821840615108,3.8109946250915527,3.8109946250915527,300
1973-05-08 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,600
1973-05-09 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,0
1973-05-10 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,100
1973-05-11 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,0
1973-05-14 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,0
1973-05-15 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,300
1973-05-16 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,100
1973-05-17 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,100
1973-05-18 00:00:00+00:00,3.8109946250915527,4.073821840615108,3.8109946250915527,3.8109946250915527,400
1973-05-21 00:00:00+00:00,3.810995025294168,4.073822268417904,3.6795814037323,3.6795814037323,200
1973-05-22 00:00:00+00:00,3.6795814037323,4.205235889979772,3.6795814037323,3.6795814037323,300
1973-05-23 00:00:00+00:00,3.6795834235425264,3.6795834235425264,3.416756036146632,3.4824628829956055,1000
1973-05-24 00:00:00+00:00,3.4824628829956055,3.4824628829956055,3.416756036146632,3.4824628829956055,200
1973-05-25 00:00:00+00:00,3.4824628829956055,3.548169729844579,3.4824628829956055,3.4824628829956055,600
1973-05-29 00:00:00+00:00,3.4824609713894983,3.6795814037323,3.4824609713894983,3.6795814037323,500
1973-05-30 00:00:00+00:00,3.6795814037323,3.6795814037323,3.613874592951366,3.6795814037323,100
1973-05-31 00:00:00+00:00,3.6795814037323,3.6795814037323,3.6795814037323,3.6795814037323,200
1973-06-01 00:00:00+00:00,3.6795814037323,3.6795814037323,3.6795814037323,3.6795814037323,200
1973-06-04 00:00:00+00:00,3.613874340057373,3.613874340057373,3.2853403091430664,3.2853403091430664,900
1973-06-05 00:00:00+00:00,3.219632863998413,3.219632863998413,3.1539260708555883,3.219632863998413,600
1973-06-06 00:00:00+00:00,3.3510477542877197,3.3510477542877197,3.3510477542877197,3.3510477542877197,200
1973-06-07 00:00:00+00:00,3.351047115325928,3.48246072769165,3.2853403091430664,3.2853403091430664,300
1973-06-08 00:00:00+00:00,3.2853415379157433,3.416755199432373,3.2196347071574283,3.416755199432373,600
1973-06-11 00:00:00+00:00,3.5481677055358887,3.5481677055358887,3.5481677055358887,3.5481677055358887,200
1973-06-12 00:00:00+00:00,3.5481677055358887,3.6138745148976645,3.5481677055358887,3.5481677055358887,100
1973-06-13 00:00:00+00:00,3.613874054791635,3.8109944577802692,3.613874054791635,3.7452876567840576,400
1973-06-14 00:00:00+00:00,3.810994317976095,3.876701116561889,3.810994317976095,3.8767011165618896,100
1973-06-15 00:00:00+00:00,3.876701517899831,3.942408323287964,3.876701517899831,3.942408323287964,200
1973-06-18 00:00:00+00:00,3.876701258776481,3.876701258776481,3.7452876567840576,3.7452876567840576,200
1973-06-19 00:00:00+00:00,3.7452876567840576,3.7452876567840576,3.7452876567840576,3.7452876567840576,0
1973-06-20 00:00:00+00:00,3.7452876567840576,3.8109944577802692,3.7452876567840576,3.7452876567840576,100
1973-06-21 00:00:00+00:00,3.6795814037323,3.6795814037323,3.6795814037323,3.6795814037323,0
1973-06-22 00:00:00+00:00,3.679579544067383,3.7452863216400147,3.613872766494751,3.613872766494751,200
1973-06-25 00:00:00+00:00,3.613872766494751,3.613872766494751,3.5481659889221193,3.613872766494751,200
1973-06-26 00:00:00+00:00,3.613872766494751,3.613872766494751,3.5481659889221193,3.613872766494751,100
1973-06-27 00:00:00+00:00,3.7452878212106637,3.8109946250915527,3.7452878212106637,3.8109946250915527,1000
1973-06-28 00:00:00+00:00,3.8109946250915527,3.8109946250915527,3.8109946250915527,3.8109946250915527,200
1973-06-29 00:00:00+00:00,3.8109946250915527,3.8109946250915527,3.8109946250915527,3.8109946250915527,400
1973-07-02 00:00:00+00:00,3.679579544067383,3.679579544067383,3.613872766494751,3.613872766494751,400
1973-07-03 00:00:00+00:00,3.6795814037323,3.6795814037323,3.6795814037323,3.6795814037323,0
1973-07-05 00:00:00+00:00,3.6795813242594404,3.6795813242594404,3.5481677055358887,3.5481677055358887,200
1973-07-06 00:00:00+00:00,3.5481677055358887,3.5481677055358887,3.5481677055358887,3.5481677055358887,200
1973-07-09 00:00:00+00:00,3.5481677055358887,3.5481677055358887,3.4824608961741133,3.5481677055358887,300
1973-07-10 00:00:00+00:00,3.613874592951366,3.6795814037323,3.613874592951366,3.6795814037323,200
1973-07-11 00:00:00+00:00,3.679581017329775,3.8109946250915527,3.679581017329775,3.8109946250915527,700
1973-07-12 00:00:00+00:00,3.810994317976095,3.876701116561889,3.810994317976095,3.8767011165618896,200
1973-07-13 00:00:00+00:00,3.8109944577802692,3.8109944577802692,3.7452876567840576,3.7452876567840576,700
1973-07-16 00:00:00+00:00,3.7452878212106637,3.8109946250915527,3.679581017329775,3.8109946250915527,700
1973-07-17 00:00:00+00:00,3.810994317976095,3.876701116561889,3.7452875193903,3.8767011165618896,400
1973-07-18 00:00:00+00:00,3.876701517899831,3.942408323287964,3.8109947125116985,3.942408323287964,300
1973-07-19 00:00:00+00:00,3.8767014289724413,3.8767014289724413,3.8109946250915527,3.8109946250915527,200
1973-07-20 00:00:00+00:00,3.810994317976095,3.942407915147684,3.810994317976095,3.8767011165618896,200
1973-07-23 00:00:00+00:00,3.8767014289724413,3.8767014289724413,3.8109946250915527,3.8109946250915527,200
