"('date', '')","('open', 'CIMO')","('high', 'CIMO')","('low', 'CIMO')","('close', 'CIMO')","('volume', 'CIMO')"
2024-08-22 00:00:00+00:00,23.066409020156065,23.066409020156065,22.92938119623976,22.93851661682129,236200
2024-08-23 00:00:00+00:00,22.975054567392103,23.112082379443514,22.9385146306332,22.984189987182617,87800
2024-08-26 00:00:00+00:00,23.048136893816764,23.249112650597258,23.007028374693775,23.22170639038086,39800
2024-08-27 00:00:00+00:00,23.221707950598695,23.221707950598695,23.112084644770956,23.14862632751465,17400
2024-08-28 00:00:00+00:00,23.157758278214853,23.157758278214853,23.011595053948028,23.130352020263672,27700
2024-08-29 00:00:00+00:00,23.11208152770996,23.157758624979234,23.11208152770996,23.11208152770996,12200
2024-08-30 00:00:00+00:00,23.139489776863904,23.139489776863904,23.029866476389373,23.066408157348633,9900
2024-09-03 00:00:00+00:00,23.15776174989526,23.15776174989526,23.03900302337291,23.057273864746094,15300
2024-09-04 00:00:00+00:00,23.111170928951395,23.112083948271472,23.066408588621655,23.093814849853516,16300
2024-09-05 00:00:00+00:00,23.093814766683522,23.148625546546565,23.048137664794922,23.048137664794922,29700
2024-09-06 00:00:00+00:00,23.09381243120535,23.11208152770996,23.07554159229764,23.11208152770996,10200
2024-09-09 00:00:00+00:00,23.212570561929237,23.979928410456086,23.212570561929237,23.559709548950195,72900
2024-09-10 00:00:00+00:00,23.61908708527957,23.733277220183147,23.568843147137486,23.605384826660156,49000
2024-09-11 00:00:00+00:00,23.587115032457127,23.696738333481292,23.424508733140936,23.641925811767578,26400
2024-09-12 00:00:00+00:00,23.705876096374606,23.78809314466658,23.568846520952363,23.669334411621094,12600
2024-09-13 00:00:00+00:00,23.669334411621094,23.7789577234782,23.623659048082633,23.669334411621094,8500
2024-09-16 00:00:00+00:00,23.778953704816693,23.778953704816693,23.715005767305296,23.744239807128906,13200
2024-09-17 00:00:00+00:00,23.742413427711575,23.77895510844651,23.587114769394592,23.705873489379883,8500
2024-09-18 00:00:00+00:00,23.69673806919615,23.705873489379883,23.66110940775862,23.705873489379883,3000
2024-09-19 00:00:00+00:00,23.724140601484088,23.797222214433322,23.724140601484088,23.75154685974121,16700
2024-09-20 00:00:00+00:00,23.75154685974121,23.797222214433322,23.75154685974121,23.75154685974121,6400
2024-09-23 00:00:00+00:00,23.797222214433322,23.797222214433322,23.75154685974121,23.75154685974121,5900
2024-09-24 00:00:00+00:00,23.788088537417373,23.797222214433322,23.70769754349105,23.75154685974121,12800
2024-09-25 00:00:00+00:00,23.788088537417373,23.797222214433322,23.75154685974121,23.75154685974121,9100
2024-09-26 00:00:00+00:00,23.797224044799805,23.797224044799805,23.778954946959644,23.797224044799805,7300
2024-09-27 00:00:00+00:00,23.788090367081338,23.797224044799805,23.751548686594568,23.797224044799805,4700
2024-09-30 00:00:00+00:00,23.751549978084608,23.79539930009175,23.696739196777344,23.696739196777344,22700
2024-10-01 00:00:00+00:00,23.696738335793352,23.796311454830768,23.696738335793352,23.733278274536133,7800
2024-10-02 00:00:00+00:00,23.797224651907634,23.797224651907634,23.623656892377138,23.650148391723633,11400
2024-10-03 00:00:00+00:00,23.65106017725817,23.72414179388055,23.5003301052759,23.5140323638916,25100
2024-10-04 00:00:00+00:00,23.605385606428886,23.715007163811723,23.38614074925997,23.614521026611328,18300
2024-10-07 00:00:00+00:00,23.660198300212816,23.67846914205657,23.367871800326242,23.523170471191406,13500
2024-10-08 00:00:00+00:00,23.74241377432469,23.74241377432469,23.56884427310632,23.596250534057617,2300
2024-10-09 00:00:00+00:00,23.567019794655067,23.59625209616305,23.41354716253225,23.523170471191406,6400
2024-10-10 00:00:00+00:00,23.53230328314184,23.53230328314184,23.38614004940333,23.46835708618164,7100
2024-10-11 00:00:00+00:00,23.55057638453145,23.628224847610255,23.45922391907147,23.541440963745117,7900
