"('date', '')","('open', 'CWEN-A')","('high', 'CWEN-A')","('low', 'CWEN-A')","('close', 'CWEN-A')","('volume', 'CWEN-A')"
2013-07-17 00:00:00+00:00,6.764036576682275,7.006783078400202,6.700821281573095,6.890467166900635,31385540
2013-07-18 00:00:00+00:00,6.913224596392022,7.118042014086411,6.827251757894244,7.080112934112549,3125000
2013-07-19 00:00:00+00:00,7.067472479237142,7.105401572150242,6.986556470116054,7.049771785736084,1246492
2013-07-22 00:00:00+00:00,7.006783999684558,7.105400200981603,6.93092582849713,6.953683376312256,832892
2013-07-23 00:00:00+00:00,6.9283971042393295,7.052299040099106,6.9283971042393295,7.029541492462158,1110970
2013-07-24 00:00:00+00:00,6.989082336425782,7.011839879501678,6.95368192821634,6.989082336425781,418842
2013-07-25 00:00:00+00:00,6.981497229721624,7.141052280805038,6.953682346003397,7.080112934112549,432114
2013-07-26 00:00:00+00:00,7.082644222082609,7.4467645854884825,7.069192061181763,7.330448150634766,253874
2013-07-29 00:00:00+00:00,7.249529409972006,7.3961888621345215,7.145856373906833,7.161027908325195,296086
2013-07-30 00:00:00+00:00,7.2697615924241346,7.302633345675905,7.180450760148511,7.236889839172363,521924
2013-07-31 00:00:00+00:00,7.158500161232377,7.231830137909257,7.034598235880064,7.206543922424316,230016
2013-08-01 00:00:00+00:00,7.216658601536071,7.332974517554568,7.047241584769757,7.206543922424316,556978
2013-08-02 00:00:00+00:00,7.332976408822823,7.340562420113168,7.080115153346174,7.257118225097656,244152
2013-08-05 00:00:00+00:00,7.25711730305081,7.340561487464392,7.107929142690996,7.2166595458984375,438460
2013-08-06 00:00:00+00:00,7.307686829360081,7.322858362675765,7.206542470098273,7.259643077850342,136736
2013-08-07 00:00:00+00:00,7.254585752386798,7.302629018494786,7.143326723247786,7.231828212738037,195790
2013-08-08 00:00:00+00:00,7.269758750934967,7.269758750934967,7.1155132804939605,7.186314582824707,794786
2013-08-09 00:00:00+00:00,7.110456901513634,7.219186808491588,7.102870892159356,7.173672199249268,517330
2013-08-12 00:00:00+00:00,7.2318310553792395,7.272288812370058,7.181258617993462,7.254588603973389,520550
2013-08-13 00:00:00+00:00,7.269758771782024,7.269758771782024,7.130685318630917,7.155971050262451,587940
2013-08-14 00:00:00+00:00,7.080113377293241,7.231830188979843,7.080113377293241,7.128157138824463,314398
2013-08-15 00:00:00+00:00,7.181254400790072,7.221712134022021,7.077581399096425,7.1155104637146,752114
2013-08-16 00:00:00+00:00,7.080115280802225,7.1812596883547695,7.044714858732479,7.120573043823242,234758
2013-08-19 00:00:00+00:00,7.143328196378782,7.221715025615192,7.0854229641323405,7.1357421875,509018
2013-08-20 00:00:00+00:00,7.110456015276675,7.110456015276675,7.042436108739569,7.064940929412842,641232
2013-08-21 00:00:00+00:00,7.052298136079488,7.052298136079488,6.890467135667746,6.938510894775391,728752
2013-08-22 00:00:00+00:00,6.989084706146535,7.072528898285963,6.963798967306053,7.001728057861328,211646
2013-08-23 00:00:00+00:00,7.047242182408829,7.105400145350145,6.963798001838184,7.029541492462158,248220
2013-08-26 00:00:00+00:00,7.155971099609451,7.155971099609451,7.05482672550258,7.067470073699951,345700
2013-08-27 00:00:00+00:00,7.062414675617749,7.107929777049865,6.9890846828005495,7.027014255523682,414702
2013-08-28 00:00:00+00:00,7.059885528942121,7.085171748286592,6.953683793530958,7.024485111236572,445466
2013-08-29 00:00:00+00:00,7.042185795236203,7.145858867478444,7.004256704807623,7.027014255523682,569992
2013-08-30 00:00:00+00:00,7.0548262622497235,7.092755339762398,7.021094592791076,7.044712066650391,119222
2013-09-03 00:00:00+00:00,7.105399617281777,7.1104569568906815,7.044712988858268,7.090228080749512,657902
2013-09-04 00:00:00+00:00,7.123099303285351,7.1939006057547275,7.067470018534394,7.163557052612305,677220
2013-09-05 00:00:00+00:00,7.201487575681985,7.229302464779487,7.150915620034586,7.153444290161133,393390
2013-09-06 00:00:00+00:00,7.2545843437068696,7.264698535867745,7.067467206935549,7.1155104637146,973116
2013-09-09 00:00:00+00:00,7.161027806053595,7.512504655874648,7.095283848120453,7.355731010437012,928642
2013-09-10 00:00:00+00:00,7.403778114255016,7.477082551997492,7.353205667644358,7.368377208709717,433480
2013-09-11 00:00:00+00:00,7.396189649226303,7.5226202415207695,7.373432104029744,7.459404945373535,649530
2013-09-12 00:00:00+00:00,7.4644632238687825,7.608594040049472,7.4149021592278865,7.479634761810303,606408
2013-09-13 00:00:00+00:00,7.472047811685209,7.512505562635883,7.241944172292834,7.459404945373535,979220
2013-09-16 00:00:00+00:00,7.522622081805982,7.608594944181614,7.424006350025807,7.5554938316345215,606004
2013-09-17 00:00:00+00:00,7.583308723077978,7.649052705029612,7.491773075331475,7.5554938316345215,449008
2013-09-18 00:00:00+00:00,7.5403221121707515,7.831112442195363,7.5403221121707515,7.760311603546143,720474
2013-09-19 00:00:00+00:00,7.820995816505111,7.904439980659231,7.7855954081653005,7.803295612335205,542316
2013-09-20 00:00:00+00:00,7.841226745257041,7.8462840855723055,7.63893747329712,7.638937473297119,2037738
2013-09-23 00:00:00+00:00,7.638936932316737,7.778010887370354,7.504945878827871,7.724909782409668,745746
2013-09-24 00:00:00+00:00,7.73502406496229,7.810882231244037,7.489748877176482,7.606064796447754,466662
2013-09-25 00:00:00+00:00,7.5858359199529914,7.707209178921569,7.360789608661946,7.606064796447754,654610
2013-09-26 00:00:00+00:00,7.603536514717876,7.79950385619416,7.54032121215814,7.727438449859619,532482
2013-09-27 00:00:00+00:00,7.697094913249962,7.833639707799555,7.585835852372715,7.70720911026001,577102
2013-09-30 00:00:00+00:00,7.659165382385255,7.686979784256581,7.441704613004482,7.659165382385254,2906664
2013-10-01 00:00:00+00:00,7.689508699773245,8.020756721496582,7.689508699773245,8.020756721496582,579014
2013-10-02 00:00:00+00:00,7.992940887635552,8.134542510433189,7.871567172405203,8.028341293334961,532418
2013-10-03 00:00:00+00:00,7.998001384011213,8.24833397173367,7.879156766292847,8.20029067993164,317576
2013-10-04 00:00:00+00:00,8.205344745581845,8.240745153262218,8.063742150271588,8.08397102355957,640268
2013-10-07 00:00:00+00:00,8.061214457694108,8.228103285411782,8.020756706215412,8.043514251708984,495992
2013-10-08 00:00:00+00:00,8.0662737041271,8.177532788143175,8.04857349395752,8.04857349395752,588890
2013-10-09 00:00:00+00:00,8.04857259728108,8.124431252506723,7.934784855589864,7.977771282196045,266728
2013-10-10 00:00:00+00:00,8.071331089825255,8.089031300093506,7.9727153570195375,7.9954729080200195,313518
2013-10-11 00:00:00+00:00,7.987884996007129,8.028342747647942,7.901912153196792,7.990413665771484,243386
2013-10-14 00:00:00+00:00,7.975244030295359,8.05110221212827,7.917085576442598,7.992944240570068,362576
2013-10-15 00:00:00+00:00,7.997999749943297,7.997999749943297,7.793182307706465,7.881683826446533,307188
2013-10-16 00:00:00+00:00,7.912025060311744,8.008112078365833,7.664220784140876,7.717321872711182,700780
2013-10-17 00:00:00+00:00,7.704678447109883,7.949954051548315,7.603534091704806,7.914553165435791,344324
2013-10-18 00:00:00+00:00,7.97777222173908,8.645225448225302,7.896856699137899,8.521424293518066,2797190
2013-10-21 00:00:00+00:00,8.559350965877146,8.888071287244765,8.498664819949113,8.549237251281738,1311022
2013-10-22 00:00:00+00:00,8.8197955815459,8.96392633372322,8.594749353219509,8.91335391998291,872166
2013-10-23 00:00:00+00:00,8.893127268816755,9.33563433537018,8.86531334917375,9.168745994567871,761174
2013-10-24 00:00:00+00:00,9.158632189550415,9.381149332019834,9.07013019836451,9.310348510742188,465124
2013-10-25 00:00:00+00:00,9.302762956513766,9.350806233011507,9.148517483825172,9.348278045654297,323608
2013-10-28 00:00:00+00:00,9.391267009572696,9.47976902901998,9.123234692237126,9.18897819519043,244628
2013-10-29 00:00:00+00:00,9.224374837892023,9.224374837892023,8.974042834089518,9.09035873413086,280920
2013-10-30 00:00:00+00:00,9.100472494284059,9.100472494284059,8.922963101296475,9.011970520019531,338508
2013-10-31 00:00:00+00:00,8.984160451696951,9.095420025818736,8.799571843691197,8.956345558166504,593462
2013-11-01 00:00:00+00:00,8.925999685086053,8.968986588351042,8.748996661726276,8.847613334655762,445516
2013-11-04 00:00:00+00:00,8.834966624648208,8.946226127721467,8.787049723251801,8.923468589782715,326974
2013-11-05 00:00:00+00:00,8.905772285030928,9.03978842007262,8.80462741337634,8.809684753417969,202770
2013-11-06 00:00:00+00:00,8.857728057656614,8.938618490020394,8.726240110033567,8.78945541381836,195986
2013-11-07 00:00:00+00:00,8.802099289488261,8.923472557600649,8.693368889277142,8.731297492980957,198278
2013-11-08 00:00:00+00:00,8.718656325614422,8.96140290918583,8.544207478851595,8.943702697753906,452052
2013-11-11 00:00:00+00:00,8.913357945700087,9.280006905178599,8.573259298394257,8.64532470703125,398664
2013-11-12 00:00:00+00:00,8.4708479830384,9.206673843876994,8.394989835809522,8.70095157623291,1157066
2013-11-13 00:00:00+00:00,8.69083963418404,8.991745095456979,8.668082086395238,8.860257148742676,935024
2013-11-14 00:00:00+00:00,8.872900110893976,9.006916246748855,8.694632490553591,8.741412162780762,372362
2013-11-15 00:00:00+00:00,8.726240062672277,8.888072049737756,8.70853985487572,8.852670669555664,372262
