"('date', '')","('open', 'AIO')","('high', 'AIO')","('low', 'AIO')","('close', 'AIO')","('volume', 'AIO')"
2024-01-02 00:00:00+00:00,15.0723410162667,15.14155950800562,14.899293961769885,14.95120906829834,176700
2024-01-03 00:00:00+00:00,14.951211575715359,14.951211575715359,14.79546953060906,14.821425437927246,119500
2024-01-04 00:00:00+00:00,14.804125348457937,15.072346902406306,14.795472827324161,15.02043342590332,192000
2024-01-05 00:00:00+00:00,15.055040025510294,15.10262806079708,14.959865605236187,15.037734985351562,65800
2024-01-08 00:00:00+00:00,15.10695476363533,15.479004906777483,15.07234633071259,15.418438911437988,147000
2024-01-09 00:00:00+00:00,15.323257958615422,15.522262573242188,15.323257958615422,15.522262573242188,107100
2024-01-10 00:00:00+00:00,15.57417862036653,15.695310592651367,15.496307595240749,15.695310592651367,120700
2024-01-11 00:00:00+00:00,15.651687934591937,15.782554553859125,15.551356804351782,15.677860260009766,154400
2024-01-12 00:00:00+00:00,15.616788939040351,15.7738295443364,15.616788939040351,15.72148323059082,104900
2024-01-16 00:00:00+00:00,15.712763685075014,15.834905678281263,15.621157190170326,15.76511001586914,113400
2024-01-17 00:00:00+00:00,15.738931916302619,15.747654914855957,15.616788303785704,15.747654914855957,125600
2024-01-18 00:00:00+00:00,15.904701741945232,15.991946738176408,15.76511041359931,15.826181411743164,80700
2024-01-19 00:00:00+00:00,15.9657706285918,16.14026059797759,15.8087316530162,16.105361938476562,241500
2024-01-22 00:00:00+00:00,16.25367705941585,16.314749710334446,16.114085756863947,16.22750473022461,165300
2024-01-23 00:00:00+00:00,16.271125935508273,16.279850599682455,16.138513702556004,16.236228942871094,107400
2024-01-24 00:00:00+00:00,16.349646249016352,16.39326956988725,16.210054950348553,16.236228942871094,166600
2024-01-25 00:00:00+00:00,16.34091806269698,16.34091806269698,16.210051456410543,16.26239776611328,77800
2024-01-26 00:00:00+00:00,16.26240257811184,16.297301237612867,16.09663893766098,16.105361938476562,148800
2024-01-29 00:00:00+00:00,16.148982893168576,16.358369827270508,16.148110926026906,16.358369827270508,106200
2024-01-30 00:00:00+00:00,16.48051467220594,16.497964002448143,16.38629061858164,16.44561767578125,221700
2024-01-31 00:00:00+00:00,16.393269983020122,16.463065634112965,16.255422615277496,16.297300338745117,181800
2024-02-01 00:00:00+00:00,16.34091898507087,16.489234924316406,16.279848009627287,16.489234924316406,189000
2024-02-02 00:00:00+00:00,16.48924053940878,16.672455192189016,16.441255709774435,16.62883186340332,121700
2024-02-05 00:00:00+00:00,16.655003188488763,16.698624846215807,16.5215189855349,16.61138153076172,117500
2024-02-06 00:00:00+00:00,16.75097311276589,16.91673674615115,16.62010480927491,16.881839752197266,291900
2024-02-07 00:00:00+00:00,16.925461324250712,17.05632796301402,16.890564330474973,17.02143096923828,84500
2024-02-08 00:00:00+00:00,17.117398694339872,17.27443764480661,17.01270439663597,17.265714645385742,127700
2024-02-09 00:00:00+00:00,17.353624019766063,17.388789210067817,17.063517906850844,17.12505531311035,150500
2024-02-12 00:00:00+00:00,17.195383399310447,17.300877289657947,17.151428589780615,17.18659210205078,109900
2024-02-13 00:00:00+00:00,16.96681558319057,17.098683372174598,16.861323364125656,16.931652069091797,113100
2024-02-14 00:00:00+00:00,17.019565649201386,17.054729168010187,16.949236934814966,16.96681785583496,98100
2024-02-15 00:00:00+00:00,17.001980483316608,17.054726591947084,16.95802567225264,16.984397888183594,107700
2024-02-16 00:00:00+00:00,17.028352473733506,17.05472468671835,16.86132119216652,16.887693405151367,78300
2024-02-20 00:00:00+00:00,16.887696513698064,16.92286170650861,16.509680751596814,16.58000946044922,171500
2024-02-21 00:00:00+00:00,16.518468582004928,16.57121468337884,16.41297470248877,16.474512100219727,172900
2024-02-22 00:00:00+00:00,16.694294603510826,16.861325932031768,16.60198847857906,16.63275718688965,279100
2024-02-23 00:00:00+00:00,16.790994935473694,16.87890623732019,16.597589736057675,16.738248825073242,231400
2024-02-26 00:00:00+00:00,16.747036890939782,16.887694290124475,16.747036890939782,16.870113372802734,101200
2024-02-27 00:00:00+00:00,16.905282012107016,16.975610733032227,16.843744590893575,16.975610733032227,128900
2024-02-28 00:00:00+00:00,17.010771780883115,17.054726591947084,16.89472933583493,16.984397888183594,177800
2024-02-29 00:00:00+00:00,17.0547300510148,17.151432667091186,17.028357829734986,17.089895248413086,150100
2024-03-01 00:00:00+00:00,17.177803397055776,17.459118217283866,17.141759579400727,17.450326919555664,129600
2024-03-04 00:00:00+00:00,17.582193386609163,17.801970803941778,17.45911856946886,17.722850799560547,170200
2024-03-05 00:00:00+00:00,17.670105023843163,17.70966502678366,17.256922398293806,17.336042404174805,154300
