"('date', '')","('open', 'CNF')","('high', 'CNF')","('low', 'CNF')","('close', 'CNF')","('volume', 'CNF')"
2019-02-05 00:00:00+00:00,56.099998474121094,57.900001525878906,56.0,56.599998474121094,500
2019-02-06 00:00:00+00:00,56.70000076293945,56.900001525878906,55.5,56.900001525878906,700
2019-02-07 00:00:00+00:00,56.29999923706055,56.29999923706055,55.0,55.0,280
2019-02-08 00:00:00+00:00,55.0,55.0,55.0,55.0,10
2019-02-11 00:00:00+00:00,53.20000076293945,55.70000076293945,53.20000076293945,55.70000076293945,60
2019-02-12 00:00:00+00:00,54.0,58.0,54.0,56.0,460
2019-02-13 00:00:00+00:00,58.79999923706055,59.29999923706055,58.599998474121094,58.900001525878906,200
2019-02-14 00:00:00+00:00,58.5,58.5,58.5,58.5,50
2019-02-15 00:00:00+00:00,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,80
2019-02-19 00:00:00+00:00,60.099998474121094,60.099998474121094,58.400001525878906,58.400001525878906,180
2019-02-20 00:00:00+00:00,58.0,58.29999923706055,56.5,57.0,280
2019-02-21 00:00:00+00:00,56.5,56.5,47.5,53.5,800
2019-02-22 00:00:00+00:00,53.599998474121094,54.0,49.0,49.5,1080
2019-02-25 00:00:00+00:00,50.79999923706055,51.900001525878906,49.5,51.099998474121094,640
2019-02-26 00:00:00+00:00,51.20000076293945,51.20000076293945,49.400001525878906,49.400001525878906,160
2019-02-27 00:00:00+00:00,49.0,51.599998474121094,49.0,50.70000076293945,520
2019-02-28 00:00:00+00:00,50.0,53.29999923706055,50.0,52.0,790
2019-03-01 00:00:00+00:00,52.5,52.70000076293945,52.5,52.70000076293945,30
2019-03-04 00:00:00+00:00,52.0,55.0,51.599998474121094,51.599998474121094,1910
2019-03-05 00:00:00+00:00,53.0,54.0,51.29999923706055,53.20000076293945,460
2019-03-06 00:00:00+00:00,54.20000076293945,55.400001525878906,53.5,55.0,570
2019-03-07 00:00:00+00:00,55.0,61.900001525878906,55.0,60.0,1240
2019-03-08 00:00:00+00:00,63.900001525878906,63.900001525878906,61.0,62.099998474121094,4920
2019-03-11 00:00:00+00:00,63.5,63.5,60.099998474121094,63.0,430
2019-03-12 00:00:00+00:00,63.0,64.80000305175781,55.79999923706055,55.79999923706055,1190
2019-03-13 00:00:00+00:00,56.900001525878906,59.5,52.900001525878906,52.900001525878906,2020
2019-03-14 00:00:00+00:00,52.900001525878906,53.0,50.29999923706055,50.5,990
2019-03-15 00:00:00+00:00,51.5,51.5,51.099998474121094,51.099998474121094,120
2019-03-18 00:00:00+00:00,51.79999923706055,56.400001525878906,51.400001525878906,54.599998474121094,1950
2019-03-19 00:00:00+00:00,55.900001525878906,55.900001525878906,52.0,52.0,960
2019-03-20 00:00:00+00:00,51.79999923706055,53.29999923706055,51.79999923706055,53.29999923706055,130
2019-03-21 00:00:00+00:00,52.400001525878906,53.099998474121094,52.400001525878906,53.099998474121094,70
2019-03-22 00:00:00+00:00,51.0,54.79999923706055,51.0,53.70000076293945,280
2019-03-25 00:00:00+00:00,54.70000076293945,55.400001525878906,54.0,55.400001525878906,320
2019-03-26 00:00:00+00:00,55.599998474121094,56.099998474121094,53.29999923706055,56.099998474121094,390
2019-03-27 00:00:00+00:00,55.400001525878906,55.79999923706055,53.29999923706055,53.5,80
2019-03-28 00:00:00+00:00,53.5,56.099998474121094,53.5,55.400001525878906,870
2019-03-29 00:00:00+00:00,59.0,60.70000076293945,56.79999923706055,60.599998474121094,4430
2019-04-01 00:00:00+00:00,60.599998474121094,60.79999923706055,59.29999923706055,60.20000076293945,1970
2019-04-02 00:00:00+00:00,58.099998474121094,59.20000076293945,58.099998474121094,58.599998474121094,2130
2019-04-03 00:00:00+00:00,58.70000076293945,58.70000076293945,56.0,57.0,1220
2019-04-04 00:00:00+00:00,57.0,61.0,57.0,61.0,670
2019-04-05 00:00:00+00:00,62.70000076293945,70.0,62.599998474121094,66.0999984741211,7210
2019-04-08 00:00:00+00:00,70.0,70.0,65.0,65.0,3610
2019-04-09 00:00:00+00:00,67.19999694824219,67.5999984741211,63.29999923706055,63.599998474121094,840
2019-04-10 00:00:00+00:00,65.0,65.0,64.30000305175781,64.30000305175781,60
2019-04-11 00:00:00+00:00,64.0999984741211,65.9000015258789,63.099998474121094,64.30000305175781,1130
2019-04-12 00:00:00+00:00,62.70000076293945,65.80000305175781,62.70000076293945,65.4000015258789,180
2019-04-15 00:00:00+00:00,66.5999984741211,66.5999984741211,62.5,63.0,1890
2019-04-16 00:00:00+00:00,62.5,63.099998474121094,59.5,60.0,2310
2019-04-17 00:00:00+00:00,58.5,60.29999923706055,58.5,59.400001525878906,290
2019-04-18 00:00:00+00:00,60.099998474121094,60.5,60.0,60.5,170
2019-04-22 00:00:00+00:00,60.099998474121094,60.29999923706055,59.0,60.20000076293945,390
2019-04-23 00:00:00+00:00,61.29999923706055,65.80000305175781,59.20000076293945,65.80000305175781,380
2019-04-24 00:00:00+00:00,63.70000076293945,63.70000076293945,60.0,62.0,500
2019-04-25 00:00:00+00:00,60.20000076293945,60.5,60.20000076293945,60.5,140
2019-04-26 00:00:00+00:00,60.29999923706055,60.5,59.20000076293945,59.20000076293945,580
2019-04-29 00:00:00+00:00,59.599998474121094,59.79999923706055,59.599998474121094,59.79999923706055,80
2019-04-30 00:00:00+00:00,59.79999923706055,60.099998474121094,58.900001525878906,58.900001525878906,120
2019-05-01 00:00:00+00:00,59.400001525878906,59.400001525878906,58.599998474121094,59.0,60
2019-05-02 00:00:00+00:00,58.099998474121094,59.5,58.099998474121094,59.099998474121094,90
2019-05-03 00:00:00+00:00,59.5,59.70000076293945,57.599998474121094,58.5,1470
2019-05-06 00:00:00+00:00,57.5,59.900001525878906,57.5,59.900001525878906,500
2019-05-07 00:00:00+00:00,60.400001525878906,60.400001525878906,57.900001525878906,58.0,2550
2019-05-08 00:00:00+00:00,57.79999923706055,57.79999923706055,57.79999923706055,57.79999923706055,60
2019-05-09 00:00:00+00:00,58.20000076293945,58.20000076293945,57.29999923706055,57.29999923706055,250
2019-05-10 00:00:00+00:00,55.5,55.900001525878906,54.400001525878906,55.900001525878906,390
2019-05-13 00:00:00+00:00,53.400001525878906,54.0,53.400001525878906,53.5,430
2019-05-14 00:00:00+00:00,54.0,54.099998474121094,53.5,53.5,1380
2019-05-15 00:00:00+00:00,55.0,56.099998474121094,54.79999923706055,55.0,230
2019-05-16 00:00:00+00:00,53.599998474121094,55.29999923706055,53.599998474121094,55.099998474121094,90
2019-05-17 00:00:00+00:00,53.20000076293945,55.5,53.0,55.5,480
2019-05-20 00:00:00+00:00,56.0,65.9000015258789,56.0,60.0,3850
2019-05-21 00:00:00+00:00,62.0,62.5,58.70000076293945,59.0,2840
2019-05-22 00:00:00+00:00,58.70000076293945,58.70000076293945,55.599998474121094,56.0,420
2019-05-23 00:00:00+00:00,55.900001525878906,56.20000076293945,54.5,54.5,530
2019-05-24 00:00:00+00:00,54.5,54.5,51.79999923706055,53.599998474121094,1790
2019-05-28 00:00:00+00:00,53.79999923706055,55.0,53.79999923706055,54.0,40
2019-05-29 00:00:00+00:00,54.5,56.29999923706055,54.5,55.5,3300
2019-05-30 00:00:00+00:00,55.20000076293945,55.400001525878906,55.0,55.400001525878906,200
2019-05-31 00:00:00+00:00,55.599998474121094,55.599998474121094,55.599998474121094,55.599998474121094,40
2019-06-03 00:00:00+00:00,55.20000076293945,55.20000076293945,55.0,55.0,80
2019-06-04 00:00:00+00:00,56.900001525878906,58.20000076293945,56.79999923706055,56.79999923706055,440
2019-06-05 00:00:00+00:00,55.599998474121094,58.70000076293945,53.099998474121094,58.70000076293945,1190
2019-06-06 00:00:00+00:00,59.0,59.400001525878906,57.5,57.5,1700
2019-06-07 00:00:00+00:00,59.0,59.29999923706055,59.0,59.0,1210
2019-06-10 00:00:00+00:00,60.0,62.20000076293945,60.0,61.70000076293945,5300
2019-06-11 00:00:00+00:00,63.0,65.69999694824219,60.70000076293945,62.0,3720
2019-06-12 00:00:00+00:00,62.0,63.70000076293945,60.5,63.5,1730
2019-06-13 00:00:00+00:00,64.0,65.0,62.5,63.20000076293945,1130
2019-06-14 00:00:00+00:00,65.0999984741211,65.0999984741211,61.900001525878906,62.900001525878906,1020
2019-06-17 00:00:00+00:00,63.0,63.20000076293945,60.29999923706055,62.0,1540
2019-06-18 00:00:00+00:00,62.29999923706055,62.29999923706055,61.79999923706055,61.79999923706055,850
2019-06-19 00:00:00+00:00,62.0,64.5999984741211,61.20000076293945,61.900001525878906,4350
2019-06-20 00:00:00+00:00,61.599998474121094,61.599998474121094,60.0,60.0,1440
2019-06-21 00:00:00+00:00,61.599998474121094,62.0,59.79999923706055,59.79999923706055,1790
2019-06-24 00:00:00+00:00,59.79999923706055,59.79999923706055,58.599998474121094,58.599998474121094,120
2019-06-25 00:00:00+00:00,58.599998474121094,58.70000076293945,53.29999923706055,55.5,710
2019-06-26 00:00:00+00:00,56.900001525878906,59.79999923706055,56.599998474121094,58.79999923706055,1190
2019-06-27 00:00:00+00:00,59.0,59.400001525878906,58.400001525878906,59.29999923706055,1360
2019-06-28 00:00:00+00:00,59.20000076293945,59.29999923706055,59.20000076293945,59.29999923706055,350
2019-07-01 00:00:00+00:00,59.29999923706055,59.29999923706055,59.29999923706055,59.29999923706055,0
2019-07-02 00:00:00+00:00,60.0,60.0,58.0,58.099998474121094,850
2019-07-03 00:00:00+00:00,58.099998474121094,58.099998474121094,58.099998474121094,58.099998474121094,0
2019-07-05 00:00:00+00:00,58.5,58.70000076293945,57.099998474121094,58.599998474121094,600
2019-07-08 00:00:00+00:00,57.0,57.599998474121094,55.5,57.0,350
2019-07-09 00:00:00+00:00,57.599998474121094,57.599998474121094,55.900001525878906,56.20000076293945,370
2019-07-10 00:00:00+00:00,56.0,57.29999923706055,56.0,57.0,530
2019-07-11 00:00:00+00:00,58.5,58.70000076293945,58.5,58.5,330
2019-07-12 00:00:00+00:00,57.099998474121094,57.20000076293945,57.099998474121094,57.099998474121094,80
2019-07-15 00:00:00+00:00,57.099998474121094,57.099998474121094,57.099998474121094,57.099998474121094,70
2019-07-16 00:00:00+00:00,57.5,59.20000076293945,57.5,58.0,180
2019-07-17 00:00:00+00:00,58.0,58.0,58.0,58.0,0
2019-07-18 00:00:00+00:00,58.0,58.0,58.0,58.0,210
2019-07-19 00:00:00+00:00,57.79999923706055,57.79999923706055,56.099998474121094,56.099998474121094,40
2019-07-22 00:00:00+00:00,56.5,56.5,56.5,56.5,10
2019-07-23 00:00:00+00:00,57.5,57.5,56.0,56.0,60
2019-07-24 00:00:00+00:00,56.0,56.0,55.29999923706055,55.29999923706055,110
2019-07-25 00:00:00+00:00,55.29999923706055,55.29999923706055,55.29999923706055,55.29999923706055,0
2019-07-26 00:00:00+00:00,55.20000076293945,55.20000076293945,55.20000076293945,55.20000076293945,60
2019-07-29 00:00:00+00:00,57.0,57.0,55.900001525878906,55.900001525878906,80
2019-07-30 00:00:00+00:00,57.79999923706055,57.79999923706055,55.900001525878906,55.900001525878906,30
2019-07-31 00:00:00+00:00,56.0,56.0,56.0,56.0,50
2019-08-01 00:00:00+00:00,57.400001525878906,58.900001525878906,56.099998474121094,56.099998474121094,110
2019-08-02 00:00:00+00:00,54.900001525878906,54.900001525878906,53.099998474121094,53.5,140
2019-08-05 00:00:00+00:00,53.5,55.79999923706055,53.5,55.79999923706055,70
2019-08-06 00:00:00+00:00,57.0,57.0,57.0,57.0,40
2019-08-07 00:00:00+00:00,55.599998474121094,56.70000076293945,55.599998474121094,56.70000076293945,50
2019-08-08 00:00:00+00:00,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,0
2019-08-09 00:00:00+00:00,55.70000076293945,55.70000076293945,55.70000076293945,55.70000076293945,30
2019-08-12 00:00:00+00:00,54.5,54.5,53.29999923706055,53.29999923706055,20
2019-08-13 00:00:00+00:00,54.0,54.0,54.0,54.0,70
2019-08-14 00:00:00+00:00,54.5,54.5,53.900001525878906,54.0,2530
2019-08-15 00:00:00+00:00,54.5,54.5,53.900001525878906,54.0,2530
2019-08-16 00:00:00+00:00,53.099998474121094,53.099998474121094,53.099998474121094,53.099998474121094,10
2019-08-19 00:00:00+00:00,52.20000076293945,52.20000076293945,51.099998474121094,51.099998474121094,90
2019-08-20 00:00:00+00:00,51.599998474121094,54.29999923706055,51.20000076293945,54.29999923706055,530
2019-08-21 00:00:00+00:00,53.70000076293945,53.70000076293945,51.900001525878906,52.0,140
2019-08-22 00:00:00+00:00,52.0,52.0,52.0,52.0,10
2019-08-23 00:00:00+00:00,51.400001525878906,51.400001525878906,50.0,50.20000076293945,230
2019-08-26 00:00:00+00:00,50.599998474121094,50.599998474121094,50.599998474121094,50.599998474121094,10
2019-08-27 00:00:00+00:00,52.0,56.0,50.79999923706055,54.900001525878906,6040
2019-08-28 00:00:00+00:00,54.400001525878906,54.400001525878906,51.70000076293945,52.5,4460
2019-08-29 00:00:00+00:00,51.900001525878906,52.79999923706055,51.900001525878906,51.900001525878906,210
2019-08-30 00:00:00+00:00,51.900001525878906,51.900001525878906,42.900001525878906,46.900001525878906,9130
2019-09-03 00:00:00+00:00,47.70000076293945,52.20000076293945,47.70000076293945,48.900001525878906,940
2019-09-04 00:00:00+00:00,48.20000076293945,48.20000076293945,47.79999923706055,47.79999923706055,800
2019-09-05 00:00:00+00:00,48.5,48.599998474121094,47.599998474121094,47.599998474121094,150
2019-09-06 00:00:00+00:00,47.5,48.599998474121094,47.099998474121094,47.5,2030
2019-09-09 00:00:00+00:00,47.099998474121094,48.400001525878906,47.099998474121094,48.400001525878906,40
2019-09-10 00:00:00+00:00,47.5,47.5,47.5,47.5,10
2019-09-11 00:00:00+00:00,48.0,48.5,48.0,48.5,80
2019-09-12 00:00:00+00:00,48.5,48.5,48.20000076293945,48.20000076293945,120
2019-09-13 00:00:00+00:00,48.099998474121094,48.099998474121094,48.099998474121094,48.099998474121094,20
2019-09-16 00:00:00+00:00,48.599998474121094,51.0,48.599998474121094,49.099998474121094,400
2019-09-17 00:00:00+00:00,50.5,50.79999923706055,50.0,50.79999923706055,390
2019-09-18 00:00:00+00:00,52.099998474121094,52.099998474121094,49.599998474121094,49.599998474121094,270
2019-09-19 00:00:00+00:00,48.599998474121094,53.400001525878906,48.599998474121094,51.29999923706055,480
2019-09-20 00:00:00+00:00,50.400001525878906,52.20000076293945,49.400001525878906,52.20000076293945,3000
2019-09-23 00:00:00+00:00,55.400001525878906,55.400001525878906,52.900001525878906,53.0,150
2019-09-24 00:00:00+00:00,52.79999923706055,54.5,52.79999923706055,54.5,60
2019-09-25 00:00:00+00:00,54.099998474121094,57.70000076293945,53.599998474121094,56.900001525878906,1990
2019-09-26 00:00:00+00:00,57.70000076293945,58.0,55.599998474121094,57.0,1460
2019-09-27 00:00:00+00:00,57.0,58.900001525878906,56.0,58.5,3170
2019-09-30 00:00:00+00:00,57.400001525878906,60.79999923706055,56.5,60.5,6930
2019-10-01 00:00:00+00:00,58.599998474121094,58.599998474121094,53.79999923706055,57.0,1240
2019-10-02 00:00:00+00:00,55.20000076293945,55.29999923706055,53.70000076293945,54.400001525878906,130
2019-10-03 00:00:00+00:00,54.400001525878906,54.400001525878906,54.400001525878906,54.400001525878906,10
2019-10-04 00:00:00+00:00,55.0,58.5,54.70000076293945,55.0,640
2019-10-07 00:00:00+00:00,54.900001525878906,61.900001525878906,54.0,54.20000076293945,790
2019-10-08 00:00:00+00:00,53.0,57.099998474121094,49.70000076293945,49.70000076293945,1590
2019-10-09 00:00:00+00:00,50.70000076293945,52.0,42.900001525878906,44.900001525878906,2870
2019-10-10 00:00:00+00:00,45.099998474121094,46.0,44.0,44.099998474121094,2170
2019-10-11 00:00:00+00:00,44.400001525878906,46.400001525878906,44.400001525878906,46.400001525878906,660
2019-10-14 00:00:00+00:00,46.5,47.20000076293945,44.5,47.0,550
2019-10-15 00:00:00+00:00,45.29999923706055,45.79999923706055,45.0,45.79999923706055,470
2019-10-16 00:00:00+00:00,45.5,45.599998474121094,45.5,45.599998474121094,200
2019-10-17 00:00:00+00:00,44.70000076293945,45.599998474121094,44.70000076293945,45.599998474121094,330
2019-10-18 00:00:00+00:00,46.400001525878906,47.900001525878906,46.400001525878906,47.900001525878906,160
2019-10-21 00:00:00+00:00,47.599998474121094,49.0,47.0,48.70000076293945,520
2019-10-22 00:00:00+00:00,47.099998474121094,49.70000076293945,47.099998474121094,48.20000076293945,260
2019-10-23 00:00:00+00:00,47.70000076293945,50.599998474121094,47.599998474121094,49.0,310
2019-10-24 00:00:00+00:00,48.0,50.20000076293945,47.70000076293945,48.79999923706055,330
2019-10-25 00:00:00+00:00,48.79999923706055,51.0,47.29999923706055,48.0,650
2019-10-28 00:00:00+00:00,47.79999923706055,49.20000076293945,47.20000076293945,48.599998474121094,280
2019-10-29 00:00:00+00:00,48.599998474121094,48.599998474121094,48.599998474121094,48.599998474121094,0
2019-10-30 00:00:00+00:00,48.29999923706055,48.29999923706055,47.900001525878906,47.900001525878906,350
2019-10-31 00:00:00+00:00,46.5,46.5,46.5,46.5,20
2019-11-01 00:00:00+00:00,46.5,50.599998474121094,45.900001525878906,50.0,630
2019-11-04 00:00:00+00:00,50.400001525878906,51.0,50.0,50.0,400
2019-11-05 00:00:00+00:00,50.0,50.79999923706055,50.0,50.70000076293945,190
2019-11-06 00:00:00+00:00,50.0,50.70000076293945,49.900001525878906,49.900001525878906,440
2019-11-07 00:00:00+00:00,49.900001525878906,49.900001525878906,49.900001525878906,49.900001525878906,250
2019-11-08 00:00:00+00:00,50.0,50.0,49.900001525878906,49.900001525878906,290
2019-11-11 00:00:00+00:00,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,20
2019-11-12 00:00:00+00:00,51.400001525878906,51.400001525878906,50.70000076293945,51.20000076293945,110
2019-11-13 00:00:00+00:00,50.0,50.0,50.0,50.0,130
2019-11-14 00:00:00+00:00,50.0,51.400001525878906,50.0,51.400001525878906,80
2019-11-15 00:00:00+00:00,52.0,52.0,51.099998474121094,51.099998474121094,80
2019-11-18 00:00:00+00:00,51.70000076293945,51.70000076293945,51.599998474121094,51.599998474121094,310
2019-11-19 00:00:00+00:00,52.29999923706055,52.29999923706055,49.0,49.20000076293945,870
2019-11-20 00:00:00+00:00,50.5,50.5,50.29999923706055,50.29999923706055,50
2019-11-21 00:00:00+00:00,49.0,49.099998474121094,47.20000076293945,47.20000076293945,1150
2019-11-22 00:00:00+00:00,47.400001525878906,48.79999923706055,47.400001525878906,48.099998474121094,180
2019-11-25 00:00:00+00:00,48.0,51.0,47.79999923706055,47.79999923706055,360
2019-11-26 00:00:00+00:00,49.099998474121094,51.29999923706055,47.900001525878906,49.20000076293945,230
2019-11-27 00:00:00+00:00,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,60
2019-11-29 00:00:00+00:00,49.29999923706055,49.29999923706055,49.29999923706055,49.29999923706055,0
2019-12-02 00:00:00+00:00,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,10
2019-12-03 00:00:00+00:00,48.70000076293945,50.0,48.5,50.0,230
2019-12-04 00:00:00+00:00,50.0,51.0,49.400001525878906,51.0,570
2019-12-05 00:00:00+00:00,49.5,49.5,49.5,49.5,10
2019-12-06 00:00:00+00:00,49.599998474121094,49.599998474121094,49.599998474121094,49.599998474121094,20
2019-12-09 00:00:00+00:00,49.599998474121094,49.599998474121094,49.599998474121094,49.599998474121094,0
2019-12-10 00:00:00+00:00,49.5,49.599998474121094,49.5,49.599998474121094,190
2019-12-11 00:00:00+00:00,49.599998474121094,49.599998474121094,49.599998474121094,49.599998474121094,0
2019-12-12 00:00:00+00:00,50.599998474121094,51.0,50.599998474121094,51.0,120
2019-12-13 00:00:00+00:00,51.0,51.0,51.0,51.0,0
2019-12-16 00:00:00+00:00,51.400001525878906,51.400001525878906,51.400001525878906,51.400001525878906,30
2019-12-17 00:00:00+00:00,51.400001525878906,51.400001525878906,51.400001525878906,51.400001525878906,120
2019-12-18 00:00:00+00:00,51.599998474121094,52.0,50.099998474121094,50.099998474121094,970
2019-12-19 00:00:00+00:00,51.5,52.0,51.5,52.0,60
2019-12-20 00:00:00+00:00,51.599998474121094,51.599998474121094,51.0,51.0,90
2019-12-23 00:00:00+00:00,51.0,51.0,50.0,51.0,370
2019-12-24 00:00:00+00:00,51.0,51.0,51.0,51.0,0
2019-12-26 00:00:00+00:00,50.5,50.5,50.5,50.5,10
2019-12-27 00:00:00+00:00,51.900001525878906,51.900001525878906,50.20000076293945,50.20000076293945,80
2019-12-30 00:00:00+00:00,50.0,50.900001525878906,44.0,45.29999923706055,5140
2019-12-31 00:00:00+00:00,46.20000076293945,48.70000076293945,39.29999923706055,40.0,12260
2020-01-02 00:00:00+00:00,42.0,44.0,42.0,43.20000076293945,1970
2020-01-03 00:00:00+00:00,44.0,45.70000076293945,43.5,45.599998474121094,4460
2020-01-06 00:00:00+00:00,46.0,46.20000076293945,46.0,46.20000076293945,220
2020-01-07 00:00:00+00:00,47.400001525878906,50.0,47.400001525878906,48.79999923706055,1330
2020-01-08 00:00:00+00:00,49.29999923706055,50.099998474121094,49.29999923706055,50.099998474121094,700
2020-01-09 00:00:00+00:00,50.099998474121094,50.099998474121094,49.400001525878906,49.5,560
2020-01-10 00:00:00+00:00,49.0,49.29999923706055,48.20000076293945,48.29999923706055,240
2020-01-13 00:00:00+00:00,47.099998474121094,47.099998474121094,44.599998474121094,44.599998474121094,2860
2020-01-14 00:00:00+00:00,44.599998474121094,44.599998474121094,44.599998474121094,44.599998474121094,0
2020-01-15 00:00:00+00:00,46.29999923706055,46.29999923706055,46.29999923706055,46.29999923706055,190
2020-01-16 00:00:00+00:00,45.0,47.0,45.0,47.0,1250
2020-01-17 00:00:00+00:00,47.20000076293945,47.79999923706055,46.20000076293945,46.29999923706055,2030
2020-01-21 00:00:00+00:00,47.599998474121094,47.599998474121094,47.599998474121094,47.599998474121094,110
2020-01-22 00:00:00+00:00,47.70000076293945,48.0,46.70000076293945,47.099998474121094,360
2020-01-23 00:00:00+00:00,46.5,47.79999923706055,46.5,46.70000076293945,320
2020-01-24 00:00:00+00:00,47.70000076293945,47.79999923706055,47.70000076293945,47.70000076293945,110
2020-01-27 00:00:00+00:00,46.5,50.0,45.599998474121094,46.5,860
2020-01-28 00:00:00+00:00,45.79999923706055,45.79999923706055,45.599998474121094,45.599998474121094,250
