"('date', '')","('open', 'ASTH')","('high', 'ASTH')","('low', 'ASTH')","('close', 'ASTH')","('volume', 'ASTH')"
2024-01-02 00:00:00+00:00,37.849998474121094,39.619998931884766,37.849998474121094,38.779998779296875,154700
2024-01-03 00:00:00+00:00,38.34000015258789,38.689998626708984,37.9900016784668,37.9900016784668,217600
2024-01-04 00:00:00+00:00,38.099998474121094,38.13999938964844,37.29999923706055,37.369998931884766,168400
2024-01-05 00:00:00+00:00,36.81999969482422,37.2400016784668,36.619998931884766,36.810001373291016,144800
2024-01-08 00:00:00+00:00,36.869998931884766,38.16999816894531,36.869998931884766,38.119998931884766,126600
2024-01-09 00:00:00+00:00,37.529998779296875,39.4900016784668,36.13999938964844,37.849998474121094,141300
2024-01-10 00:00:00+00:00,37.650001525878906,37.72999954223633,36.70000076293945,37.65999984741211,142700
2024-01-11 00:00:00+00:00,37.56999969482422,37.79999923706055,36.79999923706055,37.279998779296875,136200
2024-01-12 00:00:00+00:00,37.77000045776367,37.79999923706055,36.47999954223633,36.66999816894531,143000
2024-01-16 00:00:00+00:00,36.09000015258789,36.349998474121094,35.45000076293945,35.7599983215332,185700
2024-01-17 00:00:00+00:00,34.93000030517578,35.68000030517578,34.33000183105469,35.380001068115234,92300
2024-01-18 00:00:00+00:00,35.459999084472656,35.560001373291016,34.54999923706055,34.77000045776367,155800
2024-01-19 00:00:00+00:00,34.970001220703125,35.2599983215332,34.11000061035156,35.2400016784668,129800
2024-01-22 00:00:00+00:00,35.720001220703125,37.650001525878906,35.58000183105469,36.88999938964844,207000
2024-01-23 00:00:00+00:00,37.54999923706055,38.119998931884766,36.5,36.81999969482422,121200
2024-01-24 00:00:00+00:00,37.70000076293945,37.709999084472656,35.880001068115234,36.70000076293945,169200
2024-01-25 00:00:00+00:00,37.25,37.54999923706055,35.20000076293945,35.470001220703125,235200
2024-01-26 00:00:00+00:00,35.88999938964844,36.2400016784668,34.849998474121094,35.279998779296875,167200
2024-01-29 00:00:00+00:00,35.2599983215332,35.91999816894531,35.0099983215332,35.869998931884766,235500
2024-01-30 00:00:00+00:00,35.63999938964844,36.15999984741211,35.220001220703125,36.060001373291016,138300
2024-01-31 00:00:00+00:00,36.060001373291016,36.689998626708984,34.75,34.75,158000
2024-02-01 00:00:00+00:00,34.880001068115234,35.84000015258789,34.779998779296875,35.72999954223633,124900
2024-02-02 00:00:00+00:00,35.36000061035156,36.130001068115234,35.22999954223633,35.86000061035156,99000
2024-02-05 00:00:00+00:00,35.4900016784668,35.66999816894531,35.13999938964844,35.29999923706055,119300
2024-02-06 00:00:00+00:00,35.38999938964844,36.91999816894531,35.38999938964844,36.540000915527344,106800
2024-02-07 00:00:00+00:00,36.650001525878906,36.650001525878906,35.75,36.06999969482422,147900
2024-02-08 00:00:00+00:00,36.0,36.939998626708984,36.0,36.709999084472656,106200
2024-02-09 00:00:00+00:00,36.97999954223633,37.459999084472656,36.40999984741211,37.27000045776367,137100
2024-02-12 00:00:00+00:00,37.58000183105469,38.79999923706055,37.58000183105469,38.41999816894531,141700
2024-02-13 00:00:00+00:00,37.029998779296875,37.95000076293945,35.93000030517578,36.34000015258789,192400
2024-02-14 00:00:00+00:00,37.150001525878906,37.70000076293945,36.529998779296875,37.54999923706055,143600
2024-02-15 00:00:00+00:00,37.849998474121094,39.13999938964844,37.70000076293945,39.0099983215332,197600
2024-02-16 00:00:00+00:00,38.61000061035156,38.869998931884766,37.63999938964844,38.5,166400
2024-02-20 00:00:00+00:00,37.81999969482422,39.29999923706055,37.779998779296875,39.2599983215332,184900
2024-02-21 00:00:00+00:00,39.220001220703125,39.25,38.18000030517578,38.75,129800
2024-02-22 00:00:00+00:00,40.43000030517578,43.119998931884766,40.25,41.70000076293945,487600
2024-02-23 00:00:00+00:00,41.70000076293945,42.75,40.709999084472656,40.81999969482422,313900
