"('date', '')","('open', 'BOOM')","('high', 'BOOM')","('low', 'BOOM')","('close', 'BOOM')","('volume', 'BOOM')"
1989-01-05 00:00:00+00:00,0.5603650212287903,0.8405475318431854,0.5603650212287903,0.5603650212287903,400
1989-01-06 00:00:00+00:00,0.5603650212287903,0.5603650212287903,0.5603650212287903,0.5603650212287903,0
1989-01-09 00:00:00+00:00,0.5603650212287903,0.8405475318431854,0.5603650212287903,0.5603650212287903,13600
1989-01-10 00:00:00+00:00,0.5603649616241455,0.7004562020301819,0.42027372121810913,0.42027372121810913,2280
1989-01-11 00:00:00+00:00,0.42027372121810913,0.7004562020301819,0.42027372121810913,0.42027372121810913,800
1989-01-12 00:00:00+00:00,0.42027372121810913,0.7004562020301819,0.42027372121810913,0.42027372121810913,4400
1989-01-13 00:00:00+00:00,0.42027372121810913,0.7004562020301819,0.42027372121810913,0.42027372121810913,400
1989-01-16 00:00:00+00:00,0.42027386426925656,0.700456440448761,0.3502282202243805,0.3502282202243805,37040
1989-01-17 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-18 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-19 00:00:00+00:00,0.3502282202243805,0.700456440448761,0.3502282202243805,0.3502282202243805,18000
1989-01-20 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-23 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-24 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-25 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-26 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-27 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-30 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-01-31 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-01 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-02 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-03 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-06 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-07 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-08 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-09 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
1989-02-10 00:00:00+00:00,0.3502282202243805,0.3502282202243805,0.3502282202243805,0.3502282202243805,0
