"('date', '')","('open', 'ARDC')","('high', 'ARDC')","('low', 'ARDC')","('close', 'ARDC')","('volume', 'ARDC')"
2024-01-02 00:00:00+00:00,11.65506849234779,11.857912131090927,11.612809199435727,11.748038291931152,180100
2024-01-03 00:00:00+00:00,11.697327582989468,11.705779602631521,11.469127888827742,11.494483947753906,177400
2024-01-04 00:00:00+00:00,11.486031928111851,11.536742433906264,11.418417383033331,11.494483947753906,120800
2024-01-05 00:00:00+00:00,11.553646087646484,11.579001339697587,11.511386796875357,11.553646087646484,61000
2024-01-08 00:00:00+00:00,11.595904439333324,11.739585532701907,11.528289901986797,11.621259689331055,138200
2024-01-09 00:00:00+00:00,11.62971205684466,11.62971205684466,11.426868438720703,11.426868438720703,169400
2024-01-10 00:00:00+00:00,11.435318390633332,11.486029692586765,11.3846078947087,11.443770408630371,167000
2024-01-11 00:00:00+00:00,11.477578940237247,11.5451934796119,11.31699461072967,11.426868438720703,168500
2024-01-12 00:00:00+00:00,11.502934915116995,11.502934915116995,11.367705827854882,11.40151309967041,149900
2024-01-16 00:00:00+00:00,11.452222335269742,11.486029600959407,11.367703768031184,11.418415069580078,158200
2024-01-17 00:00:00+00:00,11.452225380379728,11.545195184239478,11.435321340025768,11.5367431640625,138600
2024-01-18 00:00:00+00:00,11.595905765371686,11.621261018268893,11.469127888827742,11.494483947753906,160900
2024-01-19 00:00:00+00:00,11.509830052159618,11.654768717863135,11.450149712075929,11.620665550231934,121600
2024-01-22 00:00:00+00:00,11.67181989513691,11.73150104830425,11.603613559874507,11.620665550231934,103100
2024-01-23 00:00:00+00:00,11.67181974780879,11.69739773302207,11.586562236348781,11.629191398620605,82800
2024-01-24 00:00:00+00:00,11.697397800723792,11.714448977881025,11.552459136010901,11.578036308288574,112500
2024-01-25 00:00:00+00:00,11.637716727505708,11.680345890315623,11.552459214969533,11.620665550231934,114200
2024-01-26 00:00:00+00:00,11.663294713041848,11.663294713041848,11.586562382600732,11.620665550231934,73100
2024-01-29 00:00:00+00:00,11.654770045222001,11.680347220587468,11.6206668737068,11.646244049072266,48800
2024-01-30 00:00:00+00:00,11.722976088003973,11.757079258645726,11.543934238863836,11.569511413574219,288200
2024-01-31 00:00:00+00:00,11.595089464269678,11.603614647163571,11.390469626225407,11.433098793029785,332400
2024-02-01 00:00:00+00:00,11.484252850445436,11.54393319037706,11.416046515356824,11.44162368774414,103500
2024-02-02 00:00:00+00:00,11.467202186584473,11.492779361930394,11.424573018952104,11.467202186584473,97500
2024-02-05 00:00:00+00:00,11.492777385536806,11.526881364244892,11.390467888663364,11.518355369567871,146200
2024-02-06 00:00:00+00:00,11.569512727347869,11.688874244689941,11.535409552833537,11.688874244689941,96700
2024-02-07 00:00:00+00:00,11.791182366813166,11.791182366813166,11.680346859543786,11.705924034118652,98500
2024-02-08 00:00:00+00:00,11.740029413003349,11.740029413003349,11.663297067075145,11.688874244689941,72400
2024-02-09 00:00:00+00:00,11.688871964801319,11.714449137427343,11.637716806465612,11.663294792175293,52900
2024-02-12 00:00:00+00:00,11.72297543675789,11.77413059642056,11.688872268010668,11.74002742767334,65900
2024-02-13 00:00:00+00:00,11.722976239626611,11.748553414667805,11.612140730336456,11.654769897460938,98500
2024-02-14 00:00:00+00:00,11.722974696792473,11.75707786338707,11.620665197008682,11.68034553527832,116800
2024-02-15 00:00:00+00:00,11.714449137427343,11.714449137427343,11.569510470740441,11.663294792175293,116600
2024-02-16 00:00:00+00:00,11.680347220587468,11.680347220587468,11.603614881407326,11.646244049072266,85800
2024-02-20 00:00:00+00:00,11.670322604116553,11.730523795630718,11.610122232770935,11.661723136901855,94400
2024-02-21 00:00:00+00:00,11.713323645849579,11.730524221240143,11.653123272319759,11.704723358154297,127500
2024-02-22 00:00:00+00:00,11.721923933544861,11.764924551852694,11.687523602932309,11.704723358154297,73300
2024-02-23 00:00:00+00:00,11.739124329914583,11.764925194409578,11.610123288114098,11.644523620605469,85500
2024-02-26 00:00:00+00:00,11.644522107071621,11.66172268116592,11.567121163984316,11.601521492004395,62200
2024-02-27 00:00:00+00:00,11.601520761311525,11.696122272534888,11.601520761311525,11.678921699523926,70100
2024-02-28 00:00:00+00:00,11.687523865980117,11.773524284362793,11.618723203206535,11.773524284362793,59300
2024-02-29 00:00:00+00:00,11.833724685101506,11.945525959646291,11.76492402694603,11.859524726867676,100500
2024-03-01 00:00:00+00:00,11.945527151221496,12.022927284240723,11.893926242373391,12.022927284240723,105600
2024-03-04 00:00:00+00:00,12.091729674423663,12.091729674423663,11.945528045275076,12.03152847290039,186500
2024-03-05 00:00:00+00:00,12.074526935409436,12.074526935409436,11.807923771106005,11.868124961853027,164700
2024-03-06 00:00:00+00:00,11.911127162719005,11.988527297973633,11.876726829216286,11.988527297973633,73000
2024-03-07 00:00:00+00:00,11.971327931214258,12.057329177856445,11.971327931214258,12.057329177856445,93200
2024-03-08 00:00:00+00:00,12.100328237428572,12.100328237428572,11.997127239900982,12.022927284240723,73000
2024-03-11 00:00:00+00:00,12.0573293393398,12.0573293393398,12.005728426629664,12.03152847290039,84100
2024-03-12 00:00:00+00:00,12.074528294365948,12.117528915405273,12.057328538051394,12.117528915405273,82800
2024-03-13 00:00:00+00:00,12.134727083867173,12.186327986396012,12.134727083867173,12.177727699279785,72200
2024-03-14 00:00:00+00:00,12.212128371543308,12.212128371543308,12.100327096388927,12.143327713012695,70800
2024-03-15 00:00:00+00:00,12.151927658099627,12.186327986396012,12.126127616919467,12.177727699279785,126500
2024-03-18 00:00:00+00:00,12.229328923329136,12.255128965187602,12.186328306785997,12.23792839050293,131100
2024-03-19 00:00:00+00:00,12.280930465725513,12.2981310424532,12.22933037587973,12.289530754089355,123300
2024-03-20 00:00:00+00:00,12.331153140543428,12.331153140543428,12.079673965212256,12.21842098236084,127100
2024-03-21 00:00:00+00:00,12.175062846754956,12.22709339388101,12.123032299628903,12.140376091003418,86600
2024-03-22 00:00:00+00:00,12.218422879362562,12.218422879362562,12.14904936001751,12.16639232635498,91400
2024-03-25 00:00:00+00:00,12.183736119690035,12.183736119690035,12.105690703677459,12.16639232635498,86700
2024-03-26 00:00:00+00:00,12.22709287768199,12.235763946005685,12.175062332752544,12.21842098236084,112100
2024-03-27 00:00:00+00:00,12.331155632552798,12.339826702628834,12.227095348661766,12.287796974182129,92400
2024-03-28 00:00:00+00:00,12.32248361687953,12.357170377842692,12.305139822899141,12.339826583862305,77800
2024-04-01 00:00:00+00:00,12.357166975870102,12.374510765075684,12.313808329853536,12.374510765075684,109200
2024-04-02 00:00:00+00:00,12.357169286971724,12.365841183196377,12.313810632846,12.34849739074707,71400
2024-04-03 00:00:00+00:00,12.339826282517903,12.348498179296325,12.166392481937425,12.261781692504883,84000
2024-04-04 00:00:00+00:00,12.357168850906666,12.357168850906666,12.253108580875573,12.270451545715332,47700
2024-04-05 00:00:00+00:00,12.305140495300293,12.339827258158875,12.28779752736983,12.305140495300293,45400
2024-04-08 00:00:00+00:00,12.313809639276803,12.357168289904031,12.149047759290305,12.253108024597168,217600
2024-04-09 00:00:00+00:00,12.313809639276803,12.331153430326685,12.201077478444999,12.253108024597168,103900
2024-04-10 00:00:00+00:00,12.209752082824707,12.227095877722482,12.16639342257793,12.209752082824707,54700
2024-04-11 00:00:00+00:00,12.296467194725569,12.296467194725569,12.12303258488939,12.175063133239746,88200
2024-04-12 00:00:00+00:00,12.209750982695034,12.244437742367559,12.131705566682456,12.16639232635498,80000
2024-04-15 00:00:00+00:00,12.2097516251975,12.2097516251975,11.949600500465076,11.98428726196289,111600
2024-04-16 00:00:00+00:00,11.96694360477991,11.975615501403809,11.85421142966198,11.975615501403809,119700
2024-04-17 00:00:00+00:00,12.001629716148473,12.071003231398086,11.949599166212495,12.053659439086914,88900
2024-04-18 00:00:00+00:00,12.105690138144734,12.114362034407142,12.027644725778147,12.097018241882324,72700
2024-04-19 00:00:00+00:00,12.13025188446045,12.147743635900941,12.09526921563208,12.13025188446045,59000
2024-04-22 00:00:00+00:00,12.182727543174257,12.208964338949503,12.121507240961751,12.173981666564941,43600
2024-04-23 00:00:00+00:00,12.235199188731631,12.235199188731631,12.051539979410279,12.10401439666748,121400
2024-04-24 00:00:00+00:00,12.191472983960676,12.235201534382929,12.060288166746647,12.086524963378906,144700
2024-04-25 00:00:00+00:00,12.042793699977421,12.069030488882012,11.955336624892142,12.060284614562988,70900
2024-04-26 00:00:00+00:00,12.121503829956055,12.217706777481498,12.051538504875259,12.121503829956055,72300
2024-04-29 00:00:00+00:00,12.08652456857719,12.173981666564941,12.060287772801944,12.173981666564941,73200
2024-04-30 00:00:00+00:00,12.200218200683594,12.200218200683594,12.112761938624207,12.200218200683594,125300
2024-05-01 00:00:00+00:00,12.173981405471046,12.462588654967123,12.173981405471046,12.200218200683594,152900
