"('date', '')","('open', 'CZNC')","('high', 'CZNC')","('low', 'CZNC')","('close', 'CZNC')","('volume', 'CZNC')"
1994-04-05 00:00:00+00:00,3.4427745342254634,3.4427745342254634,3.4427745342254634,3.442774534225464,4873
1994-04-06 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,1624
1994-04-07 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-08 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-11 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-12 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-13 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-14 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-15 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-18 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-19 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-20 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-21 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-22 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-25 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-26 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-28 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-04-29 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-02 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-03 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-04 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-05 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-06 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-09 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,650
1994-05-10 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-11 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-12 00:00:00+00:00,3.5648589134216313,3.5648589134216313,3.5648589134216313,3.564858913421631,0
1994-05-13 00:00:00+00:00,3.4427745342254634,3.4427745342254634,3.4427745342254634,3.442774534225464,2924
1994-05-16 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,650
1994-05-17 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,0
1994-05-18 00:00:00+00:00,3.5160240357990142,3.5282325744628906,3.5160240357990142,3.5282325744628906,6497
1994-05-19 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,325
1994-05-20 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-05-23 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-05-24 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-05-25 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-05-26 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-05-27 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-05-31 00:00:00+00:00,3.5160255432128906,3.5160255432128906,3.5160255432128906,3.5160255432128906,0
1994-06-01 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,1949
1994-06-02 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,0
1994-06-03 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,0
1994-06-06 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,0
1994-06-07 00:00:00+00:00,3.540442705154419,3.540442705154419,3.540442705154419,3.540442705154419,0
1994-06-08 00:00:00+00:00,3.552650371245569,3.5648589134216313,3.5160250472984806,3.564858913421631,7472
1994-06-09 00:00:00+00:00,3.516025968723761,3.5770680904388428,3.516025968723761,3.5770680904388428,3898
1994-06-10 00:00:00+00:00,3.5770680904388428,3.5770680904388428,3.5770680904388428,3.5770680904388428,0
1994-06-13 00:00:00+00:00,3.5770680904388428,3.5770680904388428,3.5770680904388428,3.5770680904388428,0
1994-06-14 00:00:00+00:00,3.5770680904388428,3.5770680904388428,3.5770680904388428,3.5770680904388428,0
1994-06-15 00:00:00+00:00,3.5770680904388428,3.5770680904388428,3.5770680904388428,3.5770680904388428,0
1994-06-16 00:00:00+00:00,3.589275598526001,3.589275598526001,3.589275598526001,3.589275598526001,650
1994-06-17 00:00:00+00:00,3.4916090965270996,3.4916090965270996,3.4916090965270996,3.4916090965270996,1299
1994-06-20 00:00:00+00:00,3.4916090965270996,3.4916090965270996,3.4916090965270996,3.4916090965270996,0
1994-06-21 00:00:00+00:00,3.589275598526001,3.589275598526001,3.589275598526001,3.589275598526001,1624
1994-06-22 00:00:00+00:00,3.564858550799642,3.613691806793213,3.564858550799642,3.613691806793213,7797
1994-06-23 00:00:00+00:00,3.613691806793213,3.613691806793213,3.613691806793213,3.613691806793213,1624
1994-06-24 00:00:00+00:00,3.613691806793213,3.613691806793213,3.613691806793213,3.613691806793213,0
1994-06-27 00:00:00+00:00,3.5648591179353164,3.613692381697802,3.5648591179353164,3.589275598526001,12994
1994-06-28 00:00:00+00:00,3.589275598526001,3.589275598526001,3.589275598526001,3.589275598526001,0
1994-06-29 00:00:00+00:00,3.589275598526001,3.589275598526001,3.589275598526001,3.589275598526001,0
