"('date', '')","('open', 'CATO')","('high', 'CATO')","('low', 'CATO')","('close', 'CATO')","('volume', 'CATO')"
1987-04-22 00:00:00+00:00,1.351180582919641,1.453987786113192,1.351180582919641,1.3952409029006958,2959650
1987-04-23 00:00:00+00:00,1.3952405407637636,1.3952405407637636,1.351180232218633,1.3805536031723022,671625
1987-04-24 00:00:00+00:00,1.3805536031723022,1.3805536031723022,1.351180232218633,1.3805536031723022,179325
1987-04-27 00:00:00+00:00,1.3805541749744858,1.3805541749744858,1.321807282677865,1.3511807918548584,139050
1987-04-28 00:00:00+00:00,1.3511795554882269,1.3511795554882269,1.3218060731887817,1.3218060731887817,102600
1987-04-29 00:00:00+00:00,1.3218065155831957,1.3364933246770603,1.2924330234527588,1.2924330234527588,346500
1987-04-30 00:00:00+00:00,1.2924330234527588,1.3364933246770603,1.2924330234527588,1.2924330234527588,772425
1987-05-01 00:00:00+00:00,1.2924330234527588,1.3364933246770603,1.2924330234527588,1.2924330234527588,128925
1987-05-04 00:00:00+00:00,1.3071204650606858,1.3511807918548584,1.3071204650606858,1.3511807918548584,400275
1987-05-05 00:00:00+00:00,1.3511803987376834,1.3511803987376834,1.3071200847625732,1.3071200847625732,53325
1987-05-06 00:00:00+00:00,1.3071201801737171,1.3511804973649393,1.2483731746236462,1.2777466773986816,103050
1987-05-07 00:00:00+00:00,1.2777469558836925,1.3511807918548584,1.2630603903812445,1.3511807918548584,641925
1987-05-08 00:00:00+00:00,1.3511795554882269,1.3511795554882269,1.2924325908893366,1.3218060731887817,145125
1987-05-11 00:00:00+00:00,1.321807282677865,1.3511807918548584,1.3071204650606858,1.3511807918548584,189675
1987-05-12 00:00:00+00:00,1.3511807918548584,1.3511807918548584,1.2777469558836925,1.3511807918548584,448650
1987-05-13 00:00:00+00:00,1.3511802975224099,1.3511802975224099,1.2924333006611486,1.3364936113357544,301725
1987-05-14 00:00:00+00:00,1.3364941002950446,1.3511807918548584,1.292433773500872,1.3511807918548584,58500
1987-05-15 00:00:00+00:00,1.3511807918548584,1.3511807918548584,1.3071204650606858,1.3511807918548584,88200
1987-05-18 00:00:00+00:00,1.3511803987376834,1.3511803987376834,1.3071200847625732,1.3071200847625732,19575
1987-05-19 00:00:00+00:00,1.307119706489331,1.307119706489331,1.2483727222284573,1.2924330234527588,33975
1987-05-20 00:00:00+00:00,1.2924335905934712,1.3071202800747996,1.2043132015908047,1.24837327003479,192600
1987-05-21 00:00:00+00:00,1.2483731746236462,1.2777466773986816,1.2189997979059488,1.2777466773986816,129825
1987-05-22 00:00:00+00:00,1.2777466773986816,1.2777466773986816,1.2336866123221357,1.2777466773986816,15300
1987-05-26 00:00:00+00:00,1.2777465841316096,1.3071200847625732,1.248373083500646,1.3071200847625732,119475
1987-05-27 00:00:00+00:00,1.3071200847625732,1.3218068981067197,1.2630600229021214,1.3071200847625732,117675
1987-05-28 00:00:00+00:00,1.3071200847625732,1.3071200847625732,1.2777465841316096,1.3071200847625732,33750
1987-05-29 00:00:00+00:00,1.2924330234527588,1.2924330234527588,1.2777462143588942,1.2924330234527588,27225
1987-06-01 00:00:00+00:00,1.2924330234527588,1.3218065155831957,1.2777462143588942,1.2924330234527588,33525
1987-06-02 00:00:00+00:00,1.2924325908893366,1.3218060731887817,1.2924325908893366,1.3218060731887817,86625
1987-06-03 00:00:00+00:00,1.3218060731887817,1.3511795554882269,1.2924325908893366,1.3218060731887817,143775
1987-06-04 00:00:00+00:00,1.321807282677865,1.3511807918548584,1.292433773500872,1.3511807918548584,85500
1987-06-05 00:00:00+00:00,1.3511807918548584,1.3511807918548584,1.2630603903812445,1.3511807918548584,84600
1987-06-08 00:00:00+00:00,1.3511807918548584,1.3511807918548584,1.292433773500872,1.3511807918548584,19125
1987-06-09 00:00:00+00:00,1.3511800077136324,1.3511800077136324,1.2630596573796145,1.2924330234527588,76050
1987-06-10 00:00:00+00:00,1.2924330234527588,1.3511800077136324,1.2924330234527588,1.2924330234527588,59625
1987-06-11 00:00:00+00:00,1.292433773500872,1.3511807918548584,1.292433773500872,1.3511807918548584,85050
1987-06-12 00:00:00+00:00,1.3511807918548584,1.3511807918548584,1.292433773500872,1.3511807918548584,126225
1987-06-15 00:00:00+00:00,1.3511807918548584,1.3511807918548584,1.292433773500872,1.3511807918548584,34875
1987-06-16 00:00:00+00:00,1.3511803996339404,1.439300775527954,1.2924333983330456,1.439300775527954,715500
1987-06-17 00:00:00+00:00,1.439300775527954,1.439300775527954,1.3658672129878289,1.439300775527954,353700
1987-06-18 00:00:00+00:00,1.4393005605709674,1.4686741828918457,1.3805535680438314,1.4686741828918457,289575
1987-06-19 00:00:00+00:00,1.4539878368377686,1.4539878368377686,1.380554009659942,1.4539878368377686,271575
1987-06-22 00:00:00+00:00,1.4539878368377686,1.4686746526962742,1.4099275153196025,1.4539878368377686,367650
1987-06-23 00:00:00+00:00,1.453987070410673,1.453987070410673,1.4099267721176147,1.4099267721176147,110925
1987-06-24 00:00:00+00:00,1.4099267721176147,1.453987070410673,1.4099267721176147,1.4099267721176147,80550
1987-06-25 00:00:00+00:00,1.4099272748775065,1.439300775527954,1.380553774227059,1.439300775527954,55575
