"('date', '')","('open', 'CYH')","('high', 'CYH')","('low', 'CYH')","('close', 'CYH')","('volume', 'CYH')"
2000-07-31 00:00:00+00:00,14.239320153486224,14.239320153486224,13.727114222480887,14.136878967285156,61105
2000-08-01 00:00:00+00:00,14.136879344104477,15.161291233420906,14.136879344104477,14.853967666625977,279389
2000-08-02 00:00:00+00:00,14.853967014594089,15.058849383463828,14.802746422376654,14.905187606811523,148709
2000-08-03 00:00:00+00:00,14.751525978848864,15.468614277120924,14.751525978848864,15.417393684387207,297902
2000-08-04 00:00:00+00:00,15.417393634587667,15.673496597429024,15.314952449451123,15.57105541229248,49126
2000-08-07 00:00:00+00:00,15.57105589460234,16.236922672922525,15.57105589460234,15.980819702148438,133584
2000-08-08 00:00:00+00:00,15.98081955857617,16.59546668291197,15.98081955857617,16.44180679321289,30976
2000-08-09 00:00:00+00:00,16.595466460414002,17.31255476252499,16.39058597976714,17.05645179748535,146894
2000-08-10 00:00:00+00:00,16.90279206604188,17.824760857319465,16.390586131229405,16.59546661376953,402809
2000-08-11 00:00:00+00:00,16.493024826049805,16.800348375743052,16.083260093125478,16.493024826049805,153186
2000-08-14 00:00:00+00:00,16.39058672092982,17.005231973433627,16.39058672092982,16.697908401489258,157421
2000-08-15 00:00:00+00:00,16.800348328368397,16.902791402695396,16.49302477954176,16.646686553955078,103939
2000-08-16 00:00:00+00:00,16.49302508059621,16.49302508059621,15.724717140197754,15.724717140197754,73810
2000-08-17 00:00:00+00:00,15.57105532244854,15.980819114937988,15.366172953357612,15.878379821777344,45133
2000-08-18 00:00:00+00:00,15.878380017004316,15.878380017004316,15.212511363579438,15.263731956481934,436689
2000-08-21 00:00:00+00:00,14.751525828911573,14.751525828911573,13.522232561489513,13.931997299194336,253374
2000-08-22 00:00:00+00:00,13.931997136657552,16.800348375743052,13.624672641271909,16.493024826049805,473594
2000-08-23 00:00:00+00:00,16.59546661376953,16.80034898769452,16.18570186591955,16.59546661376953,115313
2000-08-24 00:00:00+00:00,16.493025037665312,16.493025037665312,15.878379821777344,15.878379821777344,152702
2000-08-25 00:00:00+00:00,15.673496305893547,16.595466009280887,15.673496305893547,16.493024826049805,169158
2000-08-28 00:00:00+00:00,16.493025349919478,16.493025349919478,15.263732057792723,15.929600715637207,213323
2000-08-29 00:00:00+00:00,15.92960078989818,16.59546661376953,15.673496876799511,16.59546661376953,189244
2000-08-30 00:00:00+00:00,16.80034814730444,17.414995238333418,16.80034814730444,17.261333465576172,71511
2000-08-31 00:00:00+00:00,18.029642911725542,20.693113725548727,17.927201726578495,19.46381950378418,517880
2000-09-01 00:00:00+00:00,19.4638202699157,19.4638202699157,18.84917313483979,19.105276107788086,43439
2000-09-05 00:00:00+00:00,19.156495352146795,19.56626007998211,18.644289442352648,19.361377716064453,351021
2000-09-06 00:00:00+00:00,19.361377584107377,20.07846585293188,19.361377584107377,19.822362899780273,185856
2000-09-07 00:00:00+00:00,19.822363861347963,19.873584454462957,18.849172592163086,18.849172592163086,101035
2000-09-08 00:00:00+00:00,19.054055457929017,19.412599619016614,18.951614269046846,19.25893783569336,147378
2000-09-11 00:00:00+00:00,19.156495948343043,20.078466614666453,19.156495948343043,19.46381950378418,180653
2000-09-12 00:00:00+00:00,19.463819233542782,23.151699956247974,19.463819233542782,22.332170486450195,189123
2000-09-13 00:00:00+00:00,22.434611335458527,22.434611335458527,21.000436676094594,21.307758331298828,257125
2000-09-14 00:00:00+00:00,21.5126436550344,22.895597791954536,21.5126436550344,21.973628997802734,80949
2000-09-15 00:00:00+00:00,22.024849754283142,22.024849754283142,21.154099655949555,21.512643814086914,299959
2000-09-18 00:00:00+00:00,21.410200236133615,21.819964978749365,20.795553122209988,21.10287857055664,77561
2000-09-19 00:00:00+00:00,21.102879479875437,22.07607078552246,21.102879479875437,22.07607078552246,442739
2000-09-20 00:00:00+00:00,21.92240655000464,21.92240655000464,21.615084879022074,21.819965362548828,158994
2000-09-21 00:00:00+00:00,22.02484941962401,22.434612274169922,21.819965155273778,22.434612274169922,277090
2000-09-22 00:00:00+00:00,22.024848769730323,24.995641198683465,21.922405694885597,24.58587646484375,583220
2000-09-25 00:00:00+00:00,24.585877438642083,24.585877438642083,23.612686157226562,23.612686157226562,84821
2000-09-26 00:00:00+00:00,23.45902442932129,23.51024502319653,23.049259678319352,23.45902442932129,176297
2000-09-27 00:00:00+00:00,23.459024323269706,24.48343619614347,23.459024323269706,23.766347885131836,150403
2000-09-28 00:00:00+00:00,24.380994745387657,24.688318303928753,23.971230000666193,24.534656524658203,209330
2000-09-29 00:00:00+00:00,24.432215372370205,26.634700878303356,24.432215372370205,26.327377319335938,497794
2000-10-02 00:00:00+00:00,26.634699939331362,27.761552949152808,26.634699939331362,27.300567626953125,161172
2000-10-03 00:00:00+00:00,27.351788156415317,27.659111703853007,27.044462717592847,27.454227447509766,166375
2000-10-04 00:00:00+00:00,27.044462924807227,27.044462924807227,24.380994051324556,24.739538192749023,284229
2000-10-05 00:00:00+00:00,24.585877383430844,24.688318570718224,21.41020057752218,23.766347885131836,538813
2000-10-06 00:00:00+00:00,23.45902413899683,23.510244732238178,22.280950494445886,22.434612274169922,256520
2000-10-09 00:00:00+00:00,22.485833081011616,22.485833081011616,21.76874476882092,21.819965362548828,67276
2000-10-10 00:00:00+00:00,21.615084673693246,22.48583286741127,21.615084673693246,22.434612274169922,170368
2000-10-11 00:00:00+00:00,22.332171520561182,23.151701028307997,21.97362925230684,22.99803924560547,235345
2000-10-12 00:00:00+00:00,23.049258941741364,23.971229602032587,23.049258941741364,23.817567825317383,187066
2000-10-13 00:00:00+00:00,23.81756792421332,24.073670886468726,23.459023777055755,23.510244369506836,187792
2000-10-16 00:00:00+00:00,23.510244320379957,23.66390609741211,23.356582543347805,23.66390609741211,56628
2000-10-17 00:00:00+00:00,23.66390659359801,24.227333121196523,22.946818285745362,24.073671340942383,91718
2000-10-18 00:00:00+00:00,24.12489231533342,25.815171924821332,22.94681864811457,24.790760040283203,359854
2000-10-19 00:00:00+00:00,24.8419789914467,25.610287854033892,23.561464220468054,23.86878776550293,352836
2000-10-20 00:00:00+00:00,23.97122903795728,23.97122903795728,23.356581945559935,23.561464309692383,71269
2000-10-23 00:00:00+00:00,24.176111310537806,24.585876037250973,23.356581857111472,23.86878776550293,136488
2000-10-24 00:00:00+00:00,23.766348262087362,24.99564252903358,23.766348262087362,24.483436584472656,339889
2000-10-25 00:00:00+00:00,24.48343593156802,24.585877117748385,24.32977415229747,24.534656524658203,71874
2000-10-26 00:00:00+00:00,24.483435780629897,25.815171192764623,24.17611222398342,24.995641708374023,263296
2000-10-27 00:00:00+00:00,24.7907601635392,24.7907601635392,22.53705589773512,22.690715789794922,230021
2000-10-30 00:00:00+00:00,22.844376185094738,23.254140916047813,21.87118494908119,23.100481033325195,457743
2000-10-31 00:00:00+00:00,23.254140916047813,23.35658209878608,22.895596776463876,23.100481033325195,7707579
2000-11-01 00:00:00+00:00,22.946817246440208,22.998037837538376,21.205319040487268,21.307758331298828,3626128
2000-11-02 00:00:00+00:00,21.30775954662354,21.922406674859012,21.102879061929933,21.512643814086914,566522
2000-11-03 00:00:00+00:00,21.205318864869106,22.741934693703435,20.69311295812941,21.922405242919922,641784
2000-11-06 00:00:00+00:00,21.922405242919922,22.793155284377402,21.307758154832285,21.922405242919922,721886
2000-11-07 00:00:00+00:00,21.71752408617754,22.48583298895055,21.71752408617754,22.127290725708008,285318
2000-11-08 00:00:00+00:00,22.02484893798828,22.485832375694827,21.666304793139446,22.02484893798828,387442
2000-11-09 00:00:00+00:00,22.024848779956553,23.151699907154175,21.92240570506426,22.48583221435547,482669
2000-11-10 00:00:00+00:00,22.588276329653254,23.407803944075457,22.588276329653254,23.151700973510742,594957
2000-11-13 00:00:00+00:00,22.946818330614352,22.946818330614352,20.84677399636813,22.127290725708008,358886
2000-11-14 00:00:00+00:00,22.332170346297822,22.946817444788746,22.332170346297822,22.793155670166016,172546
2000-11-15 00:00:00+00:00,23.049259288028033,23.049259288028033,22.690715136972543,22.74193572998047,319077
2000-11-16 00:00:00+00:00,22.741935886508873,22.94681825995075,22.22972995290418,22.28095054626465,199287
2000-11-17 00:00:00+00:00,22.33216996831168,22.33216996831168,21.307758154832285,21.922405242919922,142538
2000-11-20 00:00:00+00:00,21.717524523889566,21.717524523889566,19.87358501145501,20.89799690246582,246235
2000-11-21 00:00:00+00:00,20.9492161914784,21.307758439603223,20.59067205196879,21.000436782836914,423984
2000-11-22 00:00:00+00:00,21.051657516160382,21.051657516160382,20.539451599121094,20.539451599121094,71027
2000-11-24 00:00:00+00:00,20.539452780001742,20.744333267211914,20.539452780001742,20.744333267211914,16456
2000-11-27 00:00:00+00:00,20.89799532082529,22.02484831565262,20.89799532082529,21.922405242919922,330330
2000-11-28 00:00:00+00:00,21.81996475945348,21.92240594407786,21.7175235748291,21.7175235748291,81796
2000-11-29 00:00:00+00:00,21.717524138213236,22.076070185084586,21.666305435957177,21.973628997802734,110957
2000-11-30 00:00:00+00:00,22.12729063463025,24.688318408614006,22.12729063463025,24.227333068847656,867086
2000-12-01 00:00:00+00:00,24.7907597580056,24.7907597580056,23.766347885131836,23.766347885131836,429187
2000-12-04 00:00:00+00:00,22.74193503232477,23.176285874673567,21.92240556933868,22.94681739807129,537966
2000-12-05 00:00:00+00:00,22.946818386832824,23.766347885131836,22.82388971864192,23.766347885131836,413094
2000-12-06 00:00:00+00:00,23.766347024609296,24.99564122754801,23.766347024609296,24.46294593811035,443949
2000-12-07 00:00:00+00:00,24.4629465320585,24.67602616611487,23.930253121072113,24.626853942871094,95953
2000-12-08 00:00:00+00:00,24.503925700192653,28.109852864159024,24.503925700192653,27.724674224853516,543048
2000-12-11 00:00:00+00:00,27.536181551643097,27.536181551643097,25.61028842777663,26.22493553161621,319319
2000-12-12 00:00:00+00:00,26.6347003430637,26.716652155643896,25.979076385498047,25.979076385498047,170489
2000-12-13 00:00:00+00:00,25.979077210768168,26.16756884449064,25.733217982447805,25.806976318359375,200497
2000-12-14 00:00:00+00:00,25.774194141625056,25.774194141625056,24.80714988708496,24.80714988708496,63283
2000-12-15 00:00:00+00:00,24.831736761042333,25.52833570396913,24.790759907603135,25.159547805786133,279026
2000-12-18 00:00:00+00:00,25.815170795723155,28.43766472716174,25.815170795723155,26.22493553161621,553454
2000-12-19 00:00:00+00:00,26.839583357354204,26.88055831893776,26.02005386352539,26.02005386352539,287496
2000-12-20 00:00:00+00:00,25.897122936753014,27.20837086480686,25.651265605204646,27.12641716003418,149556
2000-12-21 00:00:00+00:00,27.126416815750044,27.249347371348843,26.22493553161621,26.22493553161621,78771
2000-12-22 00:00:00+00:00,26.429817514102247,27.945945879963983,26.429817514102247,27.454227447509766,106117
2000-12-26 00:00:00+00:00,27.659112068075473,30.117698588567528,27.659112068075473,28.355710983276367,341583
2000-12-27 00:00:00+00:00,28.560594345954033,29.257193285423707,27.70008799354103,29.175241470336914,207515
2000-12-28 00:00:00+00:00,29.50305287108193,30.486487903738496,29.50305287108193,29.953794479370117,353441
2000-12-29 00:00:00+00:00,29.91281743388737,30.445510854841025,28.683523178100586,28.683523178100586,528528
2001-01-02 00:00:00+00:00,28.76547630042242,29.05231237749708,26.96251180685483,27.036270141601562,321981
2001-01-03 00:00:00+00:00,27.036271098949065,27.454229336492467,25.80697682461696,25.81517219543457,231473
2001-01-04 00:00:00+00:00,25.610288279019336,25.610288279019336,21.799477013902948,22.17646026611328,665379
2001-01-05 00:00:00+00:00,22.741936286212187,23.938449065520608,22.37314838581211,23.708982467651367,331782
2001-01-08 00:00:00+00:00,23.717175408344396,23.766347631650255,22.84847558686512,23.02057647705078,186703
2001-01-09 00:00:00+00:00,23.028772632301322,23.028772632301322,22.291196823120117,22.291196823120117,354046
2001-01-10 00:00:00+00:00,22.496076784491393,24.135135781089417,22.496076784491393,23.766347885131836,274186
2001-01-11 00:00:00+00:00,23.97122979998674,24.053183504798884,23.151700317404654,23.233654022216797,76472
2001-01-12 00:00:00+00:00,23.15170112822711,23.561465883868998,22.3731484707845,22.381343841552734,59290
2001-01-16 00:00:00+00:00,22.373146819127804,22.45510052076006,21.799476581856297,21.922405242919922,67518
2001-01-17 00:00:00+00:00,21.922406380867,22.30758690714777,18.193548699352483,20.488231658935547,1371656
2001-01-18 00:00:00+00:00,20.488232180596846,21.14385427884097,20.078467423501813,20.775066375732422,543653
2001-01-19 00:00:00+00:00,20.7340908852096,21.307759260874295,19.05405504561924,20.488231658935547,663564
2001-01-22 00:00:00+00:00,20.496424630927915,20.8570190365194,19.996512711547023,20.078466415405273,430760
2001-01-23 00:00:00+00:00,20.48823182790662,22.250219496529937,20.422668862656863,22.160070419311523,744876
2001-01-24 00:00:00+00:00,22.946818124615724,22.946818124615724,21.504446148436294,21.537227630615234,285318
2001-01-25 00:00:00+00:00,21.4306888847653,21.512642587076275,20.488230765112913,21.307758331298828,123783
2001-01-26 00:00:00+00:00,21.84045464545214,22.717351736071492,21.225807523233733,22.127290725708008,329846
2001-01-29 00:00:00+00:00,22.127290083619307,22.446905745688948,21.963382676009434,22.08631134033203,99220
2001-01-30 00:00:00+00:00,22.0863114611999,22.094508723010065,21.512643096965164,21.7175235748291,144595
2001-01-31 00:00:00+00:00,21.71752318718048,21.856844481924487,20.447254033619803,20.537403106689453,254342
2001-02-01 00:00:00+00:00,20.488231253889662,21.102878361730983,20.406277549623557,20.914384841918945,373406
2001-02-02 00:00:00+00:00,20.938971286207707,21.30775917850066,20.69311395226897,20.73409080505371,153428
2001-02-05 00:00:00+00:00,21.307759511797986,21.38971321864939,21.143853989480057,21.2340030670166,178959
2001-02-06 00:00:00+00:00,21.922405868960954,22.373147458040727,21.799477204386843,21.963382720947266,194084
2001-02-07 00:00:00+00:00,21.840453752787695,22.7419350270317,21.758500049954243,22.54524803161621,153186
2001-02-08 00:00:00+00:00,22.578030931845618,22.823890164414156,22.53705596923828,22.53705596923828,37510
2001-02-09 00:00:00+00:00,22.545247849903934,22.545247849903934,22.20924145376454,22.35675811767578,55176
2001-02-12 00:00:00+00:00,22.455102160313277,23.15170110951039,22.455102160313277,22.782913208007812,317746
2001-02-13 00:00:00+00:00,22.782912386741412,22.96320864561267,22.537055055525492,22.955013275146484,285681
2001-02-14 00:00:00+00:00,22.946817392730537,22.946817392730537,22.537054552717652,22.54524803161621,63646
2001-02-15 00:00:00+00:00,22.61900778583786,22.61900778583786,22.53705596923828,22.53705596923828,45375
2001-02-16 00:00:00+00:00,22.537054531053684,23.069747924804688,22.455100828299013,23.069747924804688,45254
2001-02-20 00:00:00+00:00,23.274629884174093,23.274629884174093,22.496077223861132,22.53705596923828,157179
2001-02-21 00:00:00+00:00,22.53705440903964,22.619006219965843,20.89799549389826,21.307758331298828,187066
2001-02-22 00:00:00+00:00,22.537054745284443,22.71735100167378,22.127290010385554,22.332170486450195,303468
2001-02-23 00:00:00+00:00,23.356582418474023,23.56146478675484,22.782912165564692,22.88945198059082,207394
2001-02-26 00:00:00+00:00,22.823890245783808,23.028772625090536,22.709155054196486,22.971405029296875,172183
2001-02-27 00:00:00+00:00,22.971404058202776,23.233654022216797,22.93862257627792,23.233654022216797,111320
2001-02-28 00:00:00+00:00,23.23365343892924,23.315607141683913,22.94681737067268,23.069747924804688,60016
2001-03-01 00:00:00+00:00,23.274629420796913,23.32380164460863,22.995990601966938,23.086139678955078,22506
2001-03-02 00:00:00+00:00,23.291019754923102,23.291019754923102,22.70096064503668,23.1107234954834,95348
2001-03-05 00:00:00+00:00,22.987795123244954,22.987795123244954,22.65178871154785,22.65178871154785,26499
2001-03-06 00:00:00+00:00,22.85667112859383,23.110723834807054,20.897996466090046,21.04551124572754,137577
2001-03-07 00:00:00+00:00,21.10287877892825,21.307759260874295,20.16042061816005,20.488231658935547,339042
2001-03-08 00:00:00+00:00,20.488230988473337,21.1848299001718,20.44725413687112,20.57018280029297,620972
2001-03-09 00:00:00+00:00,20.578378364746957,20.693113550315555,18.68526671671325,19.955535888671875,598587
2001-03-12 00:00:00+00:00,19.791630864248482,21.307759294455682,19.504794784579218,20.36530113220215,113377
2001-03-13 00:00:00+00:00,21.10287934228077,21.10287934228077,19.545774019952113,19.693288803100586,224576
2001-03-14 00:00:00+00:00,20.28334701483706,20.28334701483706,19.709678649902344,19.709678649902344,33638
2001-03-15 00:00:00+00:00,20.283346774146338,20.775065211662334,20.0866616688017,20.447254180908203,127292
2001-03-16 00:00:00+00:00,20.57018339332049,22.414124746116844,20.57018339332049,22.217437744140625,193358
2001-03-19 00:00:00+00:00,22.29119674063277,22.29119674063277,21.840455129407793,22.13548469543457,249986
2001-03-20 00:00:00+00:00,22.741936167833945,23.11072406631438,22.586226016024302,22.59442138671875,77803
2001-03-21 00:00:00+00:00,22.659983220857033,23.127113652962052,22.578029518004506,22.94681739807129,99341
2001-03-22 00:00:00+00:00,22.864866343966256,22.946818158148513,22.061727594947964,22.217437744140625,311817
2001-03-23 00:00:00+00:00,22.12729140919267,22.12729140919267,21.512644267988573,21.643768310546875,222277
2001-03-26 00:00:00+00:00,21.717523396352902,21.79947709993283,20.97994762967275,21.529033660888672,388531
2001-03-27 00:00:00+00:00,21.553618776194707,21.79947800576587,21.143854024037722,21.512643814086914,207999
2001-03-28 00:00:00+00:00,21.717523667094735,22.135483777793272,21.307758926856355,21.47166633605957,258940
2001-03-29 00:00:00+00:00,21.963383528351688,22.127290942322386,21.30775954662354,21.512643814086914,135520
2001-03-30 00:00:00+00:00,21.71752367969694,23.356582641601562,21.71752367969694,23.356582641601562,167464
2001-04-02 00:00:00+00:00,23.35658289489767,23.35658289489767,22.455101590904693,22.619007110595703,73084
2001-04-03 00:00:00+00:00,22.537054254465797,22.537054254465797,21.26678322566662,21.397907257080078,198924
2001-04-04 00:00:00+00:00,21.471666419542014,23.6024419422352,21.471666419542014,23.1107234954834,282051
2001-04-05 00:00:00+00:00,23.02877209659289,23.151700764801816,22.6845703125,22.6845703125,102729
2001-04-06 00:00:00+00:00,22.782912195134188,22.864865899106807,21.717523500414224,21.963382720947266,70906
2001-04-09 00:00:00+00:00,22.168265253019428,22.47149206857007,21.922406030672793,22.274805068969727,491502
2001-04-10 00:00:00+00:00,22.45510085511051,23.233653466670333,21.59459454069816,22.94681739807129,129470
2001-04-11 00:00:00+00:00,23.151701213582275,23.151701213582275,22.463297632052246,22.53705596923828,89903
2001-04-12 00:00:00+00:00,22.537054503303303,22.864865531148777,21.692938931508717,22.2666072845459,110352
2001-04-16 00:00:00+00:00,22.3731478079573,22.864866256713867,22.348561696380987,22.864866256713867,39930
2001-04-17 00:00:00+00:00,23.06974871579934,24.585877137666102,23.012381121904102,24.503925323486328,149919
2001-04-18 00:00:00+00:00,25.20052381218631,25.20052381218631,23.766347229714125,23.84830093383789,361669
2001-04-19 00:00:00+00:00,23.889275523951373,23.889275523951373,22.938622027786035,22.94681739807129,391798
2001-04-20 00:00:00+00:00,22.955014085687477,22.987795568709732,21.881431865017937,22.504274368286133,94985
2001-04-23 00:00:00+00:00,22.55344427453937,22.85667109537082,21.94699252426132,22.250219345092773,65340
2001-04-24 00:00:00+00:00,22.946818681102684,23.520488958991763,22.02894661475714,22.22563362121582,391556
2001-04-25 00:00:00+00:00,22.225633711808484,24.74978332308595,22.217438341031595,24.421972274780273,220946
2001-04-26 00:00:00+00:00,23.84830149913693,24.135135687599583,23.331998825073242,23.331998825073242,67276
2001-04-27 00:00:00+00:00,23.31560837220384,24.012207316843565,23.069749142348986,23.55327033996582,125235
2001-04-30 00:00:00+00:00,23.55326976130177,23.889276169304537,23.356582760527132,23.38936424255371,241395
2001-05-01 00:00:00+00:00,23.39756038459391,25.11857311666096,23.192678006556637,24.421972274780273,199166
2001-05-02 00:00:00+00:00,24.34001879766405,24.34001879766405,22.864865398169197,23.159894943237305,168190
2001-05-03 00:00:00+00:00,23.76634726228675,23.76634726228675,22.823889120495853,22.922231674194336,383691
2001-05-04 00:00:00+00:00,22.823889315941344,22.864866168410277,22.619006944981496,22.70915412902832,64251
2001-05-07 00:00:00+00:00,22.50427289020225,22.774716324603315,22.19285071332996,22.35675811767578,126082
2001-05-08 00:00:00+00:00,22.332171208395945,22.455101767670545,21.471666750398068,22.127290725708008,181016
2001-05-09 00:00:00+00:00,21.96338325758321,22.086311925160867,20.660332572274573,20.766870498657227,399542
2001-05-10 00:00:00+00:00,20.73409122747381,20.77506618970849,18.275502706918296,20.58657455444336,1186647
2001-05-11 00:00:00+00:00,20.979948806282252,21.061902514458357,20.406278523204254,20.652137756347656,284955
2001-05-14 00:00:00+00:00,20.488231555347724,20.488231555347724,19.46381969387261,19.652311325073242,415756
2001-05-15 00:00:00+00:00,19.6687024547418,19.685093196160004,19.340889517762594,19.62772560119629,303347
2001-05-16 00:00:00+00:00,19.70967924433519,20.283347626571423,19.70967924433519,20.152223587036133,164923
2001-05-17 00:00:00+00:00,20.152222452442807,20.422667778354395,18.98849122935497,19.29991340637207,421806
2001-05-18 00:00:00+00:00,20.48823157184288,20.979948130915908,18.439407847243135,18.849172592163086,798842
2001-05-21 00:00:00+00:00,19.422842728775798,19.668701952384502,19.095031691554084,19.217960357666016,527197
2001-05-22 00:00:00+00:00,19.226155854867862,19.971927009723622,18.23452547478316,18.849172592163086,963765
2001-05-23 00:00:00+00:00,18.93112335923453,19.217959421367514,17.414995021718784,18.02964210510254,978043
2001-05-24 00:00:00+00:00,18.316476839799023,18.849172129963677,18.11159636374776,18.718048095703125,666226
2001-05-25 00:00:00+00:00,18.70165764515129,19.832607423080212,18.603313199391472,19.34088897705078,444796
2001-05-29 00:00:00+00:00,19.545773087481574,19.996512786230962,19.381867570537725,19.83260726928711,255068
2001-05-30 00:00:00+00:00,20.078466123602094,21.676548194534327,20.078466123602094,21.463470458984375,516065
2001-05-31 00:00:00+00:00,22.332170161875183,22.782911741989857,20.897995501958125,20.906190872192383,462341
2001-06-01 00:00:00+00:00,21.30775976748524,21.512644037072306,20.89799690246582,20.89799690246582,273823
2001-06-04 00:00:00+00:00,20.8979968836614,21.92240688236552,20.725894097363124,21.2995662689209,184162
2001-06-05 00:00:00+00:00,21.307758972900622,21.594595048241246,21.19302567759527,21.348737716674805,253616
2001-06-06 00:00:00+00:00,21.307758577133505,22.250218599044135,21.307758577133505,22.17646026611328,207273
2001-06-07 00:00:00+00:00,22.209243028685258,23.766348349311176,22.12729121208568,22.53705596923828,484968
2001-06-08 00:00:00+00:00,21.3077584994665,22.086311112026287,21.3077584994665,21.61918067932129,231715
2001-06-11 00:00:00+00:00,21.79947676239515,21.79947676239515,21.143852818061646,21.307758331298828,95106
2001-06-12 00:00:00+00:00,21.47166564391488,22.53705431246855,21.47166564391488,22.479684829711914,126687
2001-06-13 00:00:00+00:00,22.479685188646318,22.782911999354482,21.553617798637752,22.57802963256836,227359
2001-06-14 00:00:00+00:00,22.782912386741412,23.766347385759573,22.758326275342853,22.955013275146484,348843
2001-06-15 00:00:00+00:00,22.9877954506263,23.356583349962513,22.946818597058968,23.151700973510742,70664
2001-06-18 00:00:00+00:00,23.151700809198683,23.68439611902358,23.102530476651744,23.64341926574707,205458
2001-06-19 00:00:00+00:00,23.52048860931246,24.159721843645908,23.52048860931246,23.8892765045166,209209
2001-06-20 00:00:00+00:00,24.094160988329296,24.094160988329296,22.455101980231483,23.274629592895508,442255
2001-06-21 00:00:00+00:00,23.356582129564334,23.397558980990596,22.94681739807129,22.94681739807129,913913
2001-06-22 00:00:00+00:00,23.028770945667944,23.110722756583176,22.63539695739746,22.63539695739746,106480
2001-06-25 00:00:00+00:00,22.619006224747736,23.03696632385254,22.619006224747736,23.03696632385254,271887
2001-06-26 00:00:00+00:00,23.03696625510427,23.356581910461294,22.741934818987602,23.282825469970703,224939
2001-06-27 00:00:00+00:00,23.438536339350712,24.15972137451172,23.438536339350712,24.15972137451172,433664
2001-06-28 00:00:00+00:00,23.9548393889497,24.487534694795666,23.848301462611424,24.135135650634766,220341
