"('date', '')","('open', 'BMI')","('high', 'BMI')","('low', 'BMI')","('close', 'BMI')","('volume', 'BMI')"
2024-03-01 00:00:00+00:00,157.71744148223868,159.0344784655604,156.85591196078974,158.36109924316406,116500
2024-03-04 00:00:00+00:00,158.60870554563883,161.13385187641498,157.6085561845301,160.193115234375,116900
2024-03-05 00:00:00+00:00,159.0939147579414,162.76774178926803,158.5987886807239,159.77719116210938,170300
2024-03-06 00:00:00+00:00,160.71789613616744,163.01527282623167,159.75735052612697,161.02487182617188,130300
2024-03-07 00:00:00+00:00,162.01512712898,163.20342648353392,160.71789945217262,161.18331909179688,140900
2024-03-08 00:00:00+00:00,162.59940000532126,162.59940000532126,159.44049322926531,159.47019958496094,119600
2024-03-11 00:00:00+00:00,159.38106607615663,159.38106607615663,155.72703355620527,156.18255615234375,115200
2024-03-12 00:00:00+00:00,155.46959356039716,156.667805356641,154.45953209753495,156.4202423095703,89900
2024-03-13 00:00:00+00:00,155.80625067377025,156.38059866400715,151.91456745119095,152.35028076171875,174300
2024-03-14 00:00:00+00:00,152.12251381965316,152.91471847506898,149.3993207048186,150.69654846191406,140100
2024-03-15 00:00:00+00:00,149.68650946083534,152.7463847906846,149.68650946083534,152.3403778076172,332600
2024-03-18 00:00:00+00:00,152.5978339592625,154.66745694117634,152.10270797640965,152.8948974609375,137000
2024-03-19 00:00:00+00:00,152.67704242150305,155.12296601126135,152.25124132460428,154.35057067871094,122500
2024-03-20 00:00:00+00:00,154.43970141450836,157.43025143674757,153.1622679320553,155.92507934570312,112300
2024-03-21 00:00:00+00:00,156.78660534401547,159.8068770502222,156.01420997128676,157.4995880126953,143200
2024-03-22 00:00:00+00:00,157.98480525206307,158.86612897128808,156.64797405191578,158.67799377441406,87700
2024-03-25 00:00:00+00:00,158.71759929789152,159.30184438809454,156.91534840217014,157.02427673339844,64400
2024-03-26 00:00:00+00:00,157.9551077108431,157.9551077108431,155.70724631340818,155.96470642089844,114200
2024-03-27 00:00:00+00:00,157.52930555371307,159.60882589336114,157.29163961058993,159.4305877685547,98500
2024-03-28 00:00:00+00:00,160.22278419356306,162.69841431055247,159.08398527371966,160.23268127441406,198700
2024-04-01 00:00:00+00:00,160.90603969291692,161.22291244964543,157.04404814435017,158.13333129882812,97000
2024-04-02 00:00:00+00:00,156.4004034162344,156.4004034162344,154.19214568537245,156.19244384765625,176200
2024-04-03 00:00:00+00:00,155.20220254012258,157.64812635930227,155.03386150160202,155.42005920410156,127000
2024-04-04 00:00:00+00:00,156.86583568768944,157.45008078873306,153.7267384059248,154.30108642578125,116400
2024-04-05 00:00:00+00:00,154.23175492178157,158.3412948355502,154.23175492178157,157.5788116455078,140400
2024-04-08 00:00:00+00:00,158.0739479620569,159.0344937103147,156.10334083840522,156.32119750976562,84700
2024-04-09 00:00:00+00:00,157.00445161341386,157.00445161341386,154.44959973798305,156.53903198242188,60900
2024-04-10 00:00:00+00:00,153.2018928684169,153.83565354111929,151.30059574026342,152.46910095214844,147700
2024-04-11 00:00:00+00:00,152.28093690549179,153.1424512285518,149.70627590571124,152.72654724121094,176600
2024-04-12 00:00:00+00:00,151.45905228723268,152.3106696785973,150.11230885693624,151.41944885253906,118600
2024-04-15 00:00:00+00:00,151.7363231080217,153.41974863444275,150.17172299686285,151.67691040039062,202800
2024-04-16 00:00:00+00:00,150.9342172732633,154.22186136749184,150.02318719065772,152.5879364013672,128000
2024-04-17 00:00:00+00:00,153.3900329885621,153.7960399461764,151.03324343836135,151.50856018066406,181000
2024-04-18 00:00:00+00:00,162.856865191287,177.76014704141085,162.856865191287,176.7401885986328,696400
2024-04-19 00:00:00+00:00,175.63111071886095,179.23562771040307,173.0960677942662,175.0567626953125,545400
2024-04-22 00:00:00+00:00,176.74017829004768,181.01807431746744,176.74017829004768,179.37425231933594,303100
2024-04-23 00:00:00+00:00,180.09715157556354,184.9592932015184,180.09715157556354,184.58299255371094,225500
2024-04-24 00:00:00+00:00,184.30571383800492,185.5831474935305,181.26564778416815,181.35476684570312,258200
2024-04-25 00:00:00+00:00,181.31516123150087,183.34516590006763,179.6713391582778,181.988525390625,246800
2024-04-26 00:00:00+00:00,181.8994151680891,185.5336386518198,181.8994151680891,183.71157836914062,158200
2024-04-29 00:00:00+00:00,184.17698760492112,185.9000165331661,183.86009969027302,183.94921875,147800
2024-04-30 00:00:00+00:00,183.61253196246463,186.29612164686887,180.98837009306783,181.13690185546875,343700
2024-05-01 00:00:00+00:00,181.63203503862493,182.33512066515516,180.27539452171388,180.74081420898438,224000
2024-05-02 00:00:00+00:00,182.59254302516598,185.99901190020415,180.64174561835682,185.44447326660156,239900
2024-05-03 00:00:00+00:00,187.33587666702945,188.5340883029913,185.70196681894686,187.1576385498047,185300
2024-05-06 00:00:00+00:00,188.60341027043089,189.63326574406676,187.83099977764525,188.86087036132812,127600
2024-05-07 00:00:00+00:00,190.07887795338112,192.71295203248604,188.39545249058637,189.78179931640625,328900
2024-05-08 00:00:00+00:00,189.6926826156314,192.57431974301755,188.68262128138372,192.38616943359375,243300
2024-05-09 00:00:00+00:00,192.99022724324607,196.17884014926074,192.41587922371045,195.78274536132812,239300
2024-05-10 00:00:00+00:00,197.06018464703854,197.45627947668123,193.3665482309505,194.46572875976562,185000
2024-05-13 00:00:00+00:00,195.32720208804983,196.54520778660728,191.68308207251184,192.3069305419922,188400
2024-05-14 00:00:00+00:00,192.9902187601342,193.42593207373636,189.7817967227386,192.32675170898438,186200
2024-05-15 00:00:00+00:00,193.27736027043582,195.54504560278681,191.4850067334519,194.06956481933594,147700
2024-05-16 00:00:00+00:00,193.72302527490447,195.33712594070815,191.99998116246059,194.41619873046875,185300
2024-05-17 00:00:00+00:00,195.31731926765713,196.45610307814167,193.53486256033807,195.28761291503906,132400
2024-05-20 00:00:00+00:00,194.75287201627484,196.8423044800361,194.46570556554204,194.73306274414062,93500
2024-05-21 00:00:00+00:00,194.68356363332737,197.61470130834547,193.1189635444802,196.3669891357422,150600
2024-05-22 00:00:00+00:00,196.91161479621724,199.9021649349957,196.47590150181344,197.4364471435547,154400
2024-05-23 00:00:00+00:00,199.01308620276927,201.10535197128385,196.42502300219468,197.97190856933594,195600
2024-05-24 00:00:00+00:00,198.93374663085294,200.69878418833585,196.97039313678897,198.95358276367188,125800
2024-05-28 00:00:00+00:00,198.9635028956177,198.9635028956177,192.69663123919932,194.38233947753906,236700
2024-05-29 00:00:00+00:00,191.95294993994293,192.20084867447682,188.44269538584183,189.017822265625,215600
2024-05-30 00:00:00+00:00,189.34503184397897,191.42738706208613,188.5814995799348,190.53494262695312,138200
2024-05-31 00:00:00+00:00,190.019342204208,191.88353039293204,189.80119010810125,191.33816528320312,178400
2024-06-03 00:00:00+00:00,190.82254547683098,191.17952028440206,186.40995072389623,187.04457092285156,138900
2024-06-04 00:00:00+00:00,185.99344876651517,186.95528182759543,184.43663762711276,185.5968017578125,104500
2024-06-05 00:00:00+00:00,187.0048670049734,188.8591596421654,185.42823484271966,187.5502471923828,92000
2024-06-06 00:00:00+00:00,186.63797596141944,188.33359460990133,185.9240264892578,185.9240264892578,103700
2024-06-07 00:00:00+00:00,184.93243424608312,186.65781468282515,182.98890173812535,183.76235961914062,122900
2024-06-10 00:00:00+00:00,182.24522136205522,184.7539703977127,182.24522136205522,184.4069061279297,134000
2024-06-11 00:00:00+00:00,183.70287476724303,184.65481257552548,182.24522898206754,184.4168243408203,125300
2024-06-12 00:00:00+00:00,188.25429346854304,190.14822818458472,187.30235572909632,187.5205078125,151300
2024-06-13 00:00:00+00:00,186.9751315755525,187.97665210623475,185.35882704978502,187.2329559326172,130400
2024-06-14 00:00:00+00:00,185.5868975762401,185.69597361603059,183.1971503329897,184.90269470214844,100200
2024-06-17 00:00:00+00:00,184.3969886931401,188.27411313585287,182.92941739146988,187.4213409423828,105300
2024-06-18 00:00:00+00:00,187.589914740948,189.93007929546914,186.90572697389732,188.9484100341797,117000
2024-06-20 00:00:00+00:00,188.16504824290936,189.6226939986947,184.85312481203212,185.30926513671875,100900
2024-06-21 00:00:00+00:00,185.68605753120522,186.84622176106294,182.4038807976651,186.82640075683594,447800
2024-06-24 00:00:00+00:00,187.1238725295299,187.59983382537644,184.96218786868187,185.48773193359375,140900
2024-06-25 00:00:00+00:00,185.89430178180163,185.89430178180163,184.03009848121397,184.6647186279297,124400
2024-06-26 00:00:00+00:00,183.81192938978523,184.71428431933222,182.01714516256664,182.7509307861328,154700
2024-06-27 00:00:00+00:00,183.10791378793274,185.29932999503393,183.10791378793274,184.57546997070312,115000
2024-06-28 00:00:00+00:00,186.77682229331927,187.0544676642771,182.98892238440638,184.78372192382812,326700
2024-07-01 00:00:00+00:00,185.18034891895647,185.18034891895647,181.61060120083386,183.2169952392578,184000
2024-07-02 00:00:00+00:00,183.55411483274946,185.90418967721448,183.33596276535636,185.2794952392578,147200
2024-07-03 00:00:00+00:00,186.0926108210201,187.58000315306586,185.12085206730063,187.0941162109375,103200
2024-07-05 00:00:00+00:00,187.29244603297693,187.29244603297693,183.8317744500385,185.8050537109375,115200
2024-07-08 00:00:00+00:00,187.45111017249218,188.73027618215025,186.19179542971534,186.2017059326172,141800
2024-07-09 00:00:00+00:00,185.73565626372658,186.2711260346218,183.90121459960938,183.90121459960938,99300
2024-07-10 00:00:00+00:00,184.78371167363093,187.15362282819044,184.21849533018855,186.95529174804688,95700
2024-07-11 00:00:00+00:00,190.6142787195476,193.70806502050144,189.84083592694338,191.0505828857422,124600
2024-07-12 00:00:00+00:00,192.72640019762474,194.20388215929594,191.26875437203023,191.367919921875,109300
2024-07-15 00:00:00+00:00,193.10318333640078,195.3739288478399,193.0734367018366,194.5509033203125,203500
2024-07-16 00:00:00+00:00,196.45476186262852,200.46081342822717,195.38383763609826,199.7171173095703,230400
2024-07-17 00:00:00+00:00,197.5950998806952,200.12366964485912,194.86821418279084,195.20535278320312,238500
2024-07-18 00:00:00+00:00,195.1756383928349,196.34571318657572,191.6653837505357,192.35951232910156,280700
2024-07-19 00:00:00+00:00,192.95443904011236,192.95443904011236,179.47866860337558,188.95831298828125,373800
2024-07-22 00:00:00+00:00,190.62420321155653,199.87578516217403,190.62420321155653,199.82620239257812,266400
2024-07-23 00:00:00+00:00,200.5500763499299,204.83377374772633,198.25949446244348,202.69192504882812,250700
2024-07-24 00:00:00+00:00,201.7300651062765,204.68501361649402,199.24115227025374,199.41964721679688,197500
2024-07-25 00:00:00+00:00,199.17173862469073,204.20904218853246,196.7919170793412,199.8361053466797,160600
2024-07-26 00:00:00+00:00,203.45542043946082,204.8833194189345,200.7682069168855,204.55609130859375,115700
2024-07-29 00:00:00+00:00,206.0534284307322,208.53241574310735,201.33342690442566,203.66368103027344,269000
2024-07-30 00:00:00+00:00,205.4782815042671,205.4782815042671,198.94367521794163,200.3616485595703,123800
2024-07-31 00:00:00+00:00,202.62249040644895,206.62854212077804,199.67745245678609,204.4272003173828,330600
2024-08-01 00:00:00+00:00,205.04197705945174,208.23491361194445,197.17863734619144,200.34181213378906,192000
2024-08-02 00:00:00+00:00,193.19243526555357,195.0962956488512,189.4144611353741,193.70806884765625,172000
2024-08-05 00:00:00+00:00,185.92403835632064,188.93848010743486,184.2779872387438,186.2512664794922,215800
2024-08-06 00:00:00+00:00,187.40153104214525,189.99950491384632,187.06437726714225,187.6890869140625,136900
2024-08-07 00:00:00+00:00,190.65394569908753,190.93159104613932,185.76537522960496,185.91412353515625,101500
2024-08-08 00:00:00+00:00,188.4922842784492,191.3480826347681,187.35195611478662,190.6837158203125,114300
2024-08-09 00:00:00+00:00,190.3763205780938,192.67681300243828,188.83934537399148,189.84085083007812,104300
2024-08-12 00:00:00+00:00,189.84084920909856,190.55479877999784,187.25278579722314,189.1169891357422,83800
2024-08-13 00:00:00+00:00,191.09025613323408,193.84688869136937,189.84083689990305,192.9048614501953,93000
2024-08-14 00:00:00+00:00,194.11459216018955,196.2266939211646,192.736275996541,195.18551635742188,129000
2024-08-15 00:00:00+00:00,199.31057002272246,201.72013830810056,197.78352057152694,199.92535400390625,203700
2024-08-16 00:00:00+00:00,199.2114140735009,200.8277186405339,196.98032549568674,198.2991485595703,171600
2024-08-19 00:00:00+00:00,198.09091381890673,202.22586266129116,198.01158441268018,201.79946899414062,86200
2024-08-20 00:00:00+00:00,201.62099371419959,201.77965253022225,199.05276654329964,199.77662658691406,84400
2024-08-21 00:00:00+00:00,201.6308931097819,204.0206403289246,200.0344247965188,203.0587921142578,95300
2024-08-22 00:00:00+00:00,203.326538645322,204.3082079194128,200.73847533360865,201.59124755859375,100000
2024-08-23 00:00:00+00:00,202.62421424079443,205.04776118900796,201.4621065954723,201.5713653564453,142300
2024-08-26 00:00:00+00:00,203.48834875601153,206.10061684591722,202.68381383326522,203.498291015625,131400
2024-08-27 00:00:00+00:00,202.62422671205331,204.94844214575,201.293267291651,203.3890380859375,122900
2024-08-28 00:00:00+00:00,203.84593624206136,204.98818980062438,202.26666274955954,202.57456970214844,109000
2024-08-29 00:00:00+00:00,203.70687079594973,205.32588293690665,202.47524304729097,202.84274291992188,118400
2024-08-30 00:00:00+00:00,203.90553668778367,206.56747089840255,202.1375420545029,205.54441833496094,284300
2024-09-03 00:00:00+00:00,204.23330596346514,205.19676555298557,194.72785336167456,196.13827514648438,158600
2024-09-04 00:00:00+00:00,194.81723114020525,196.32698450312765,193.29755067340577,193.9431610107422,150700
2024-09-05 00:00:00+00:00,193.68492262458474,193.68492262458474,190.17873010954375,191.0130615234375,140000
2024-09-06 00:00:00+00:00,190.73496097837784,191.59908890517565,188.79811468251134,189.3245391845703,106500
2024-09-09 00:00:00+00:00,190.01980445489968,192.0659094063237,188.58951337851835,190.77468872070312,172900
2024-09-10 00:00:00+00:00,191.46994918567796,194.69803094664493,189.761547779711,193.87362670898438,136800
2024-09-11 00:00:00+00:00,195.20460184137582,199.23721880481588,191.20178134567473,198.82005310058594,142500
2024-09-12 00:00:00+00:00,199.2968022602304,202.74340165301186,197.4294913619127,202.42556762695312,128700
2024-09-13 00:00:00+00:00,203.71681298926572,208.1268569270482,200.9456202439206,207.6699676513672,121500
2024-09-16 00:00:00+00:00,207.67990600438617,210.50074957813987,204.82926596129514,210.3616943359375,131300
2024-09-17 00:00:00+00:00,210.93776265328967,214.4836936931761,210.57026279923022,212.1495361328125,138900
2024-09-18 00:00:00+00:00,212.68591370300575,216.21196040437897,209.9445174229635,210.39149475097656,307200
2024-09-19 00:00:00+00:00,215.6954603631174,218.22826600366284,212.3879163133533,218.1488037109375,158600
2024-09-20 00:00:00+00:00,217.37408888663902,217.37408888663902,210.50074380103015,215.60609436035156,630800
2024-09-23 00:00:00+00:00,216.5298109639647,218.7646369945561,215.40742681871816,217.68199157714844,114900
2024-09-24 00:00:00+00:00,217.12575710821616,217.55284989263166,216.0331694989716,217.23501586914062,115200
2024-09-25 00:00:00+00:00,218.02961464350196,218.02961464350196,212.56670675526038,213.71888732910156,137600
2024-09-26 00:00:00+00:00,216.49008172288623,216.49008172288623,213.480502137087,214.0764617919922,94500
2024-09-27 00:00:00+00:00,214.82141607807105,216.75826233354368,213.24214260483066,214.7816925048828,106000
2024-09-30 00:00:00+00:00,214.8511986159063,217.04630100036704,213.39111111278774,216.93704223632812,127400
2024-10-01 00:00:00+00:00,216.52979009644693,217.5131189112595,212.73554521534612,216.4900665283203,122000
2024-10-02 00:00:00+00:00,214.98034987292124,219.28115054789131,214.36453594892834,218.41700744628906,119000
2024-10-03 00:00:00+00:00,218.16866823500925,219.42018045976747,216.3311537799387,217.38400268554688,100800
2024-10-04 00:00:00+00:00,220.82066181940456,222.2310833969442,219.04272524811074,222.07215881347656,125800
2024-10-07 00:00:00+00:00,221.63513642570737,224.4659220011065,219.76781035318396,223.39320373535156,104200
2024-10-08 00:00:00+00:00,224.37650149044381,225.37969964805848,222.15161797675884,224.57516479492188,90200
2024-10-09 00:00:00+00:00,224.52550965565268,229.20373667466782,223.1448844967563,228.14096069335938,111100
2024-10-10 00:00:00+00:00,225.51879563640045,226.02535078027597,223.5223412190102,225.11155700683594,200800
2024-10-11 00:00:00+00:00,224.89301703965998,225.28038626539515,221.20804584333783,224.67449951171875,144700
2024-10-14 00:00:00+00:00,224.85329780339515,225.52870460759024,222.90650937763303,223.71104431152344,148400
2024-10-15 00:00:00+00:00,223.07534472694437,224.1083393770194,220.28429800052604,220.56240844726562,164100
2024-10-16 00:00:00+00:00,220.70147708591404,222.16156459798924,217.98989248743877,218.28787231445312,459600
2024-10-17 00:00:00+00:00,200.39933564868903,206.40853779606383,191.69841808697385,204.5610809326172,658500
2024-10-18 00:00:00+00:00,206.5078507337084,210.78878150575156,204.580931742143,206.25953674316406,454900
2024-10-21 00:00:00+00:00,206.09068874176427,206.72637196271486,201.35285347362156,202.76327514648438,256500
2024-10-22 00:00:00+00:00,201.20387491548723,201.59124414871408,197.54868495950228,197.65794372558594,228200
2024-10-23 00:00:00+00:00,197.62814796186373,201.40252380124122,197.56855502667568,201.30319213867188,214000
2024-10-24 00:00:00+00:00,201.57137364695203,201.57137364695203,198.62140213523344,199.8331756591797,150100
2024-10-25 00:00:00+00:00,201.1939201616467,203.0612461729766,199.6245739625754,200.66749572753906,145000
2024-10-28 00:00:00+00:00,202.7235488013727,204.07437752189057,201.2535190588881,202.97186279296875,153800
2024-10-29 00:00:00+00:00,202.7036929944078,202.98180347112364,199.793444937217,202.6143035888672,171600
2024-10-30 00:00:00+00:00,203.6274247274417,204.56108787318985,202.39579688061232,203.57777404785156,177900
2024-10-31 00:00:00+00:00,202.91226245785097,203.9551842935838,198.33335167161223,198.70086669921875,292400
2024-11-01 00:00:00+00:00,201.47204439838703,201.8296171663897,199.43586655714623,200.6178436279297,138200
2024-11-04 00:00:00+00:00,199.12796749814402,203.20032334172956,198.78033697620367,201.48199462890625,159300
2024-11-05 00:00:00+00:00,200.8661565328757,205.8920294653452,200.8661565328757,205.20669555664062,134900
2024-11-06 00:00:00+00:00,217.8806379905272,223.62165649031581,215.87425661560567,222.15164184570312,316200
2024-11-07 00:00:00+00:00,222.91643481914784,223.58192967039648,218.883817920017,221.74440002441406,253000
2024-11-08 00:00:00+00:00,222.459533853251,223.4627168954463,220.56241137249452,221.96290588378906,205300
2024-11-11 00:00:00+00:00,223.86003935719745,225.88627490351203,222.83698690233948,225.33998107910156,114200
2024-11-12 00:00:00+00:00,225.51876501800896,227.58473919933377,223.31373561082012,223.50245666503906,158600
2024-11-13 00:00:00+00:00,225.37971884919716,227.7734694067996,221.59541597707403,222.1913604736328,149400
2024-11-14 00:00:00+00:00,223.14489283004878,224.57518387084252,216.43047268364293,218.16867065429688,123900
2024-11-15 00:00:00+00:00,218.99306322639015,218.99306322639015,213.53015561080048,213.8678741455078,160200
2024-11-18 00:00:00+00:00,213.47058340317432,214.30491482804752,210.93777750434535,211.5337371826172,154600
2024-11-19 00:00:00+00:00,209.5869373208586,210.55039682674507,208.31557088840944,209.64654541015625,109800
2024-11-20 00:00:00+00:00,209.79551917496926,215.50674078411785,209.5472051919628,215.28822326660156,280000
2024-11-21 00:00:00+00:00,216.62914163589315,220.2048541749384,215.36770226075367,217.7515106201172,189500
2024-11-22 00:00:00+00:00,218.6368843811834,220.90502448613879,217.79129930879347,219.8505401611328,184500
2024-11-25 00:00:00+00:00,222.11866394647961,223.24279139271545,218.885568005183,219.094482421875,262600
2024-11-26 00:00:00+00:00,219.09447796260335,219.1044204853199,214.259755523151,214.87652587890625,205600
2024-11-27 00:00:00+00:00,215.65247858358342,216.52790636849352,214.8765367485676,215.2346649169922,126100
2024-11-29 00:00:00+00:00,217.54257174612528,217.54257174612528,214.40896192274383,215.6922607421875,110200
2024-12-02 00:00:00+00:00,216.81640099618215,219.6814264712278,215.5629599405624,219.41282653808594,253200
2024-12-03 00:00:00+00:00,219.16411467906747,220.6861555834321,216.54778905548824,217.81118774414062,277900
2024-12-04 00:00:00+00:00,219.50234007326645,219.83062548522503,216.51794379665142,219.68141174316406,143600
2024-12-05 00:00:00+00:00,219.00493929253403,225.37166041623016,216.10012875674602,223.01397705078125,243900
2024-12-06 00:00:00+00:00,224.6355219634565,224.85437892098525,220.81549808928773,223.2129669189453,200500
2024-12-09 00:00:00+00:00,223.77003359525355,226.9136012931135,222.79513506900435,226.88375854492188,181100
2024-12-10 00:00:00+00:00,228.2466422684251,236.8218031860193,223.96900433317296,233.47927856445312,309100
2024-12-11 00:00:00+00:00,235.0112676721218,237.48830690284007,232.39494204089198,236.43382263183594,319700
2024-12-12 00:00:00+00:00,235.5782840251293,237.86632413226877,227.70942245440466,229.43043518066406,256900
2024-12-13 00:00:00+00:00,228.05763028124287,229.3309715609346,223.83967780512313,225.13291931152344,174000
2024-12-16 00:00:00+00:00,224.32711838653321,229.1817411496088,224.15800442036698,229.17178344726562,138000
2024-12-17 00:00:00+00:00,227.56022395991315,228.78382222539304,224.71509880399142,225.99838256835938,240200
2024-12-18 00:00:00+00:00,227.72933960578635,230.12680835823085,218.05989404985658,218.30859375,334800
2024-12-19 00:00:00+00:00,220.44741325463187,223.03388094605404,215.2247197180343,217.32374572753906,216000
2024-12-20 00:00:00+00:00,213.35448950597373,221.27307906956705,211.65337696150425,216.58758544921875,455500
2024-12-23 00:00:00+00:00,215.09539126579494,216.91587483644318,213.5534501363954,215.74200439453125,168800
2024-12-24 00:00:00+00:00,215.00587677930227,219.17408632110295,213.82206373852253,218.85574340820312,68500
2024-12-26 00:00:00+00:00,217.04518643945102,219.58192631647725,215.85143096185763,218.8059844970703,74200
2024-12-27 00:00:00+00:00,216.5477884813735,219.70131393308816,211.86229478566918,214.3293914794922,126100
2024-12-30 00:00:00+00:00,213.40425057075223,215.6723907027098,210.05176817108045,213.13565063476562,104300
2024-12-31 00:00:00+00:00,213.46393544133716,214.79696223471151,210.8675098796085,211.0167236328125,117800
2025-01-02 00:00:00+00:00,212.43929415236892,215.10534774281768,208.94754052829347,210.57901000976562,221600
2025-01-03 00:00:00+00:00,210.5790020210363,212.6183425903665,209.9025461253346,212.27017211914062,150700
2025-01-06 00:00:00+00:00,212.51886343580912,214.47861820256412,210.77796561007216,212.32984924316406,180700
2025-01-07 00:00:00+00:00,213.0660034698568,213.8817457864222,208.50983824309148,210.7680206298828,223100
2025-01-08 00:00:00+00:00,209.28575525387237,213.8120771929644,207.53489982795773,213.45396423339844,167800
2025-01-10 00:00:00+00:00,209.02712491981978,210.3601668859447,205.65475749946572,206.56002807617188,188300
2025-01-13 00:00:00+00:00,201.9739898686554,206.0128703823551,197.36806677888805,205.63485717773438,213700
2025-01-14 00:00:00+00:00,206.58986249977147,209.14650267127004,205.9929923345763,208.6888885498047,263300
2025-01-15 00:00:00+00:00,213.79222180471095,214.40899222652897,210.1313541895034,212.69793701171875,131600
2025-01-16 00:00:00+00:00,213.3246518720182,215.1451354529283,211.67328226143204,212.84715270996094,151000
2025-01-17 00:00:00+00:00,215.17498505360373,215.75197018336533,213.00631576040146,214.0508575439453,132100
2025-01-21 00:00:00+00:00,216.39857230830583,218.35832707315691,214.42887502048157,218.268798828125,135200
2025-01-22 00:00:00+00:00,218.73637065211042,219.95002643381721,216.78655827479318,217.34364318847656,157600
2025-01-23 00:00:00+00:00,216.448331371518,218.1295438238472,215.4236897904107,217.88084411621094,117700
2025-01-24 00:00:00+00:00,216.85620215019526,216.85620215019526,207.23649929743038,209.33551025390625,197200
