"('date', '')","('open', 'DCGO')","('high', 'DCGO')","('low', 'DCGO')","('close', 'DCGO')","('volume', 'DCGO')"
2020-12-17 00:00:00+00:00,10.149999618530273,10.350000381469727,10.069999694824219,10.300000190734863,2000
2020-12-18 00:00:00+00:00,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,0
2020-12-21 00:00:00+00:00,10.161999702453613,10.161999702453613,10.079999923706055,10.079999923706055,700
2020-12-22 00:00:00+00:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0
2020-12-23 00:00:00+00:00,10.220000267028809,10.300000190734863,10.220000267028809,10.300000190734863,15900
2020-12-24 00:00:00+00:00,10.380000114440918,10.380000114440918,10.329000473022461,10.380000114440918,3700
2020-12-28 00:00:00+00:00,10.510000228881836,10.510000228881836,10.260000228881836,10.270000457763672,11700
2020-12-29 00:00:00+00:00,10.350000381469727,10.350000381469727,10.09000015258789,10.185999870300293,11400
2020-12-30 00:00:00+00:00,10.25,10.25,10.199999809265137,10.220000267028809,1000
2020-12-31 00:00:00+00:00,10.199999809265137,10.199999809265137,9.949999809265137,10.154999732971191,8200
2021-01-04 00:00:00+00:00,10.149999618530273,10.229999542236328,10.0,10.039999961853027,9500
2021-01-05 00:00:00+00:00,10.210000038146973,10.229999542236328,10.145000457763672,10.145000457763672,800
2021-01-06 00:00:00+00:00,10.0600004196167,10.199999809265137,10.0600004196167,10.199999809265137,500
2021-01-07 00:00:00+00:00,10.0600004196167,10.239999771118164,10.050000190734863,10.170000076293945,4000
2021-01-08 00:00:00+00:00,10.239999771118164,10.399999618530273,10.239999771118164,10.239999771118164,7500
2021-01-11 00:00:00+00:00,10.369999885559082,10.5,10.239999771118164,10.364999771118164,33800
2021-01-12 00:00:00+00:00,10.3100004196167,10.583999633789062,10.25,10.300000190734863,46800
2021-01-13 00:00:00+00:00,10.300000190734863,10.329999923706055,10.199999809265137,10.329999923706055,29500
2021-01-14 00:00:00+00:00,10.479999542236328,10.479999542236328,10.289999961853027,10.399999618530273,34100
2021-01-15 00:00:00+00:00,10.40999984741211,10.510000228881836,10.25,10.5,34500
2021-01-19 00:00:00+00:00,10.449999809265137,10.449999809265137,10.300000190734863,10.369000434875488,68100
2021-01-20 00:00:00+00:00,10.399999618530273,10.399999618530273,10.369999885559082,10.369999885559082,3500
2021-01-21 00:00:00+00:00,10.399999618530273,10.614999771118164,10.399999618530273,10.614999771118164,39400
2021-01-22 00:00:00+00:00,10.25,10.414999961853027,10.25,10.390000343322754,7300
2021-01-25 00:00:00+00:00,10.399999618530273,10.550000190734863,10.399999618530273,10.5,18900
2021-01-26 00:00:00+00:00,10.399999618530273,10.520000457763672,10.399999618530273,10.399999618530273,4300
2021-01-27 00:00:00+00:00,10.260000228881836,10.399999618530273,10.210000038146973,10.305000305175781,7300
2021-01-28 00:00:00+00:00,10.289999961853027,10.329999923706055,10.119999885559082,10.25,12200
2021-01-29 00:00:00+00:00,10.350000381469727,10.350000381469727,10.130000114440918,10.15999984741211,6200
2021-02-01 00:00:00+00:00,10.25,10.369999885559082,10.25,10.359999656677246,19100
2021-02-02 00:00:00+00:00,10.34000015258789,10.489999771118164,10.34000015258789,10.449999809265137,11500
2021-02-03 00:00:00+00:00,10.489999771118164,11.75,10.359999656677246,10.899999618530273,57000
2021-02-04 00:00:00+00:00,11.140000343322754,11.140000343322754,10.529999732971191,10.600000381469727,24300
2021-02-05 00:00:00+00:00,10.699999809265137,10.699999809265137,10.510000228881836,10.640000343322754,24800
2021-02-08 00:00:00+00:00,10.65999984741211,10.670000076293945,10.510000228881836,10.550000190734863,15500
2021-02-09 00:00:00+00:00,10.670000076293945,10.670000076293945,10.449999809265137,10.539999961853027,22400
2021-02-10 00:00:00+00:00,10.680000305175781,10.680000305175781,10.420000076293945,10.569999694824219,27100
2021-02-11 00:00:00+00:00,10.619999885559082,10.649999618530273,10.430000305175781,10.579999923706055,58000
2021-02-12 00:00:00+00:00,10.550000190734863,10.550000190734863,10.4399995803833,10.460000038146973,16800
2021-02-16 00:00:00+00:00,10.489999771118164,10.699999809265137,10.399999618530273,10.449999809265137,69100
2021-02-17 00:00:00+00:00,10.40999984741211,10.75,10.40999984741211,10.520000457763672,32700
2021-02-18 00:00:00+00:00,10.571000099182129,10.571000099182129,10.539999961853027,10.539999961853027,5400
2021-02-19 00:00:00+00:00,10.5,10.619999885559082,10.494000434875488,10.619999885559082,38600
