"('date', '')","('open', 'BGC')","('high', 'BGC')","('low', 'BGC')","('close', 'BGC')","('volume', 'BGC')"
2025-09-26 00:00:00+00:00,9.630000114440918,9.694999694824219,9.460000038146973,9.470000267028809,1973460
