"('date', '')","('open', 'AES')","('high', 'AES')","('low', 'AES')","('close', 'AES')","('volume', 'AES')"
2024-01-02 00:00:00+00:00,17.54045687295442,17.89786550140365,17.41215732568816,17.723743438720703,4785300
2024-01-03 00:00:00+00:00,17.51296475842088,17.558785524963135,17.018092089603556,17.348007202148438,7540700
2024-01-04 00:00:00+00:00,17.49463597827844,17.531292242395015,17.183049867511546,17.29302215576172,4501400
2024-01-05 00:00:00+00:00,17.228872299194336,17.732909526108507,17.073079228759106,17.228872299194336,12185600
2024-01-08 00:00:00+00:00,17.128064541534787,17.632099970158862,17.128064541534787,17.476306915283203,4824200
2024-01-09 00:00:00+00:00,17.22887222973865,17.531293865487825,17.19221596222834,17.283859252929688,3265800
2024-01-10 00:00:00+00:00,17.238033384602293,17.457976190784855,17.164719115874775,17.302183151245117,2884900
2024-01-11 00:00:00+00:00,17.155554988355522,17.201377499779465,16.284948246701603,16.52322006225586,4921000
2024-01-12 00:00:00+00:00,16.660686358334043,16.990601493493234,16.660686358334043,16.898958206176758,4861300
2024-01-16 00:00:00+00:00,16.62402961834527,16.78898719856773,16.312443466358495,16.394922256469727,4828800
2024-01-17 00:00:00+00:00,16.092498956182204,16.32160629453084,15.71676306112646,15.945870399475098,7030900
2024-01-18 00:00:00+00:00,15.835900193853247,15.96419974672227,15.67094262705004,15.927541732788086,4630800
2024-01-19 00:00:00+00:00,16.037514268413762,16.04667877203547,15.377685739204004,15.47849178314209,6380700
2024-01-22 00:00:00+00:00,15.579297447824413,15.927539798148326,15.359354634785609,15.377683639526367,7773200
2024-01-23 00:00:00+00:00,15.524313912542853,15.560970178161513,15.231056795792387,15.405177116394043,5105200
2024-01-24 00:00:00+00:00,15.670943158955087,15.725928433772369,15.102756159341935,15.121085166931152,5300400
2024-01-25 00:00:00+00:00,15.450998343234199,15.96419825469656,15.322697054405998,15.698432922363281,7909200
2024-01-26 00:00:00+00:00,15.790077776782901,15.95503534463443,15.69843448931535,15.716763496398926,5193100
2024-01-29 00:00:00+00:00,15.71676350851689,15.909214587142165,15.423506386754877,15.83590030670166,4556000
2024-01-30 00:00:00+00:00,15.735093995883442,15.799243778809942,15.38685156801795,15.551807403564453,4965900
2024-01-31 00:00:00+00:00,15.684206414245761,15.758275793051684,15.350893326642456,15.443480491638184,7354800
2024-02-01 00:00:00+00:00,15.489774829700705,15.887898445129395,15.30460224607459,15.887898445129395,4543300
2024-02-02 00:00:00+00:00,15.517550060166998,16.017517931731444,15.137944268401284,15.758275985717773,10426900
2024-02-05 00:00:00+00:00,15.452738805313892,15.526808181342496,15.026838568684507,15.28608226776123,5550500
2024-02-06 00:00:00+00:00,15.202755567501299,15.415704824810028,15.156462864939716,15.276824951171875,5464400
2024-02-07 00:00:00+00:00,15.387929000169896,15.471255506665154,14.952769851615578,15.110167503356934,8234000
2024-02-08 00:00:00+00:00,15.045356189098772,15.11942556431467,14.786113375843135,14.999063491821289,6388900
2024-02-09 00:00:00+00:00,14.989805010920401,15.25830584122085,14.934251653517617,15.239788055419922,5498400
2024-02-12 00:00:00+00:00,15.295340327948319,15.64716940344501,15.193494279220246,15.62865161895752,6294100
2024-02-13 00:00:00+00:00,15.212013066437521,15.313859121878977,14.536128898693448,14.813889503479004,7946300
2024-02-14 00:00:00+00:00,14.934252116029096,15.147203127428327,14.712044860372618,14.943511009216309,7907900
2024-02-15 00:00:00+00:00,15.147202344963587,15.665687974990622,15.091648988710064,15.536067008972168,6395700
2024-02-16 00:00:00+00:00,15.295339830651288,15.600876200948484,15.193493785234534,15.526806831359863,5774000
2024-02-20 00:00:00+00:00,15.378669451242477,15.637911384736114,15.184236235169022,15.202754020690918,5732400
2024-02-21 00:00:00+00:00,15.230529957619535,15.406443613655176,15.110166123539212,15.323115348815918,4480900
2024-02-22 00:00:00+00:00,15.18423638787533,15.332375141633861,14.80463061062494,14.813889503479004,6579900
2024-02-23 00:00:00+00:00,14.841666182041195,15.008320955554609,14.730561233745675,14.813889503479004,5890600
