"('date', '')","('open', 'BB')","('high', 'BB')","('low', 'BB')","('close', 'BB')","('volume', 'BB')"
2025-09-26 00:00:00+00:00,4.670000076293945,5.070000171661377,4.6483001708984375,4.960000038146973,31151387
