"('date', '')","('open', 'AKA')","('high', 'AKA')","('low', 'AKA')","('close', 'AKA')","('volume', 'AKA')"
2024-01-02 00:00:00+00:00,7.730000019073486,8.192999839782715,7.090000152587891,7.71999979019165,10500
2024-01-03 00:00:00+00:00,7.71999979019165,8.199999809265137,7.579999923706055,8.199999809265137,7800
2024-01-04 00:00:00+00:00,7.889999866485596,8.989999771118164,7.889999866485596,8.789999961853027,9700
2024-01-05 00:00:00+00:00,8.600000381469727,9.550000190734863,8.404999732971191,9.550000190734863,6600
2024-01-08 00:00:00+00:00,9.75,10.130000114440918,9.357000350952148,10.039999961853027,16300
2024-01-09 00:00:00+00:00,10.130000114440918,10.170000076293945,9.899999618530273,10.15999984741211,7200
2024-01-10 00:00:00+00:00,9.90999984741211,10.78499984741211,9.90999984741211,10.300000190734863,5500
2024-01-11 00:00:00+00:00,10.329999923706055,10.329999923706055,9.470000267028809,10.137999534606934,8400
2024-01-12 00:00:00+00:00,9.135000228881836,10.140000343322754,9.135000228881836,10.130000114440918,8800
2024-01-16 00:00:00+00:00,9.279999732971191,10.130000114440918,9.279999732971191,10.039999961853027,4700
2024-01-17 00:00:00+00:00,9.65999984741211,9.65999984741211,7.949999809265137,8.432999610900879,12600
2024-01-18 00:00:00+00:00,9.21399974822998,9.21399974822998,8.904999732971191,9.149999618530273,7000
2024-01-19 00:00:00+00:00,8.649999618530273,8.991000175476074,8.649999618530273,8.880000114440918,8900
2024-01-22 00:00:00+00:00,9.15999984741211,9.15999984741211,8.5,8.970000267028809,13900
2024-01-23 00:00:00+00:00,8.84000015258789,9.350000381469727,8.84000015258789,9.140000343322754,26300
2024-01-24 00:00:00+00:00,9.119999885559082,10.069999694824219,9.119999885559082,9.850000381469727,6900
2024-01-25 00:00:00+00:00,10.0600004196167,10.0600004196167,9.25,9.6899995803833,9700
2024-01-26 00:00:00+00:00,9.390000343322754,10.569999694824219,8.989999771118164,9.8100004196167,11400
2024-01-29 00:00:00+00:00,9.359999656677246,9.850000381469727,8.800000190734863,9.84000015258789,4900
2024-01-30 00:00:00+00:00,10.569999694824219,10.569999694824219,9.300000190734863,9.5,9100
2024-01-31 00:00:00+00:00,9.270000457763672,9.800000190734863,9.270000457763672,9.449999809265137,4500
2024-02-01 00:00:00+00:00,9.300000190734863,9.699999809265137,9.300000190734863,9.699999809265137,5200
2024-02-02 00:00:00+00:00,9.649999618530273,10.199999809265137,9.390000343322754,9.390000343322754,6400
2024-02-05 00:00:00+00:00,9.329999923706055,10.050000190734863,9.130999565124512,9.850000381469727,5700
2024-02-06 00:00:00+00:00,9.800000190734863,10.0600004196167,9.800000190734863,9.979999542236328,5000
2024-02-07 00:00:00+00:00,9.8100004196167,10.489999771118164,9.600000381469727,10.25,5500
2024-02-08 00:00:00+00:00,10.050000190734863,10.359999656677246,9.229999542236328,10.079999923706055,5600
2024-02-09 00:00:00+00:00,10.260000228881836,10.390000343322754,9.640999794006348,9.640999794006348,5300
2024-02-12 00:00:00+00:00,9.399999618530273,9.949999809265137,9.130000114440918,9.239999771118164,9700
2024-02-13 00:00:00+00:00,9.199999809265137,9.84000015258789,8.692999839782715,9.739999771118164,8300
2024-02-14 00:00:00+00:00,9.65999984741211,9.800000190734863,9.65999984741211,9.789999961853027,5000
2024-02-15 00:00:00+00:00,9.779999732971191,10.5,9.779999732971191,10.25,5300
2024-02-16 00:00:00+00:00,10.25,10.5600004196167,10.229999542236328,10.520000457763672,5300
2024-02-20 00:00:00+00:00,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,1100
2024-02-21 00:00:00+00:00,9.739999771118164,11.460000038146973,9.739999771118164,11.149999618530273,13500
2024-02-22 00:00:00+00:00,11.890000343322754,11.949999809265137,10.850000381469727,10.850000381469727,4300
2024-02-23 00:00:00+00:00,10.279999732971191,10.850000381469727,10.279999732971191,10.470000267028809,5000
2024-02-26 00:00:00+00:00,10.890000343322754,10.890000343322754,10.100000381469727,10.399999618530273,8000
2024-02-27 00:00:00+00:00,10.024999618530273,11.489999771118164,9.97700023651123,11.489999771118164,7400
2024-02-28 00:00:00+00:00,10.42300033569336,13.09000015258789,10.42300033569336,12.994999885559082,9800
2024-02-29 00:00:00+00:00,12.630000114440918,13.720000267028809,12.390000343322754,13.649999618530273,11700
2024-03-01 00:00:00+00:00,13.039999961853027,13.569999694824219,12.960000038146973,13.539999961853027,4900
2024-03-04 00:00:00+00:00,13.300000190734863,14.276000022888184,12.350000381469727,12.350000381469727,6300
2024-03-05 00:00:00+00:00,12.199999809265137,13.100000381469727,12.029999732971191,12.5,7700
2024-03-06 00:00:00+00:00,11.300000190734863,12.210000038146973,11.279999732971191,12.199999809265137,6900
2024-03-07 00:00:00+00:00,13.0,13.0,11.930000305175781,11.930000305175781,9800
2024-03-08 00:00:00+00:00,10.819999694824219,11.109999656677246,9.75,10.460000038146973,12000
