"('date', '')","('open', 'CTDD')","('high', 'CTDD')","('low', 'CTDD')","('close', 'CTDD')","('volume', 'CTDD')"
2017-04-28 00:00:00+00:00,12.258489541518763,12.283065127383471,12.238828322828189,12.263404846191406,665400
2017-05-01 00:00:00+00:00,12.263404846191406,12.268319213365542,12.233913018155546,12.263404846191406,680900
2017-05-02 00:00:00+00:00,12.263406262668964,12.297812461853027,12.253575652188198,12.297812461853027,707000
2017-05-03 00:00:00+00:00,12.297808432370502,12.312553405761719,12.28797782511082,12.312553405761719,1060300
2017-05-04 00:00:00+00:00,12.312556017920825,12.312556017920825,12.258489541518763,12.263404846191406,578000
2017-05-05 00:00:00+00:00,12.273238044751276,12.287983963006441,12.248662451824773,12.283068656921387,296900
2017-05-08 00:00:00+00:00,12.287983375211606,12.302729292761404,12.283068069361676,12.290440559387207,345500
2017-05-09 00:00:00+00:00,12.29289824634994,12.297813552026055,12.287982940673828,12.287982940673828,269600
2017-05-10 00:00:00+00:00,12.297812461853027,12.31255744007556,12.292897156612645,12.297812461853027,274600
2017-05-11 00:00:00+00:00,12.29780953418661,12.322385117039346,12.292894230116385,12.302724838256836,404400
2017-05-12 00:00:00+00:00,12.307639039630185,12.332214620281084,12.297808432370502,12.312553405761719,723500
2017-05-15 00:00:00+00:00,12.317468709391559,12.332214620281084,12.302723736000344,12.312553405761719,366200
2017-05-16 00:00:00+00:00,12.317472920200482,12.356794425183217,12.307643247078769,12.351879119873047,329000
2017-05-17 00:00:00+00:00,12.33221975426015,12.351880039465904,12.287982940673828,12.287982940673828,415000
2017-05-18 00:00:00+00:00,12.30272776709341,12.31255744007556,12.278151240891496,12.297812461853027,380100
2017-05-19 00:00:00+00:00,12.307641983032227,12.322386959949739,12.292896068616182,12.307641983032227,203600
2017-05-22 00:00:00+00:00,12.322385721079453,12.346962242635316,12.312555112457108,12.327301025390625,504000
2017-05-23 00:00:00+00:00,12.33713163401297,12.341063502462534,12.31747041676828,12.327301025390625,237800
2017-05-24 00:00:00+00:00,12.31746981296912,12.327300421109571,12.28797892604616,12.302724838256836,197100
2017-05-25 00:00:00+00:00,12.312554226374672,12.32238483428955,12.297809252000727,12.32238483428955,180500
2017-05-26 00:00:00+00:00,12.317468247076901,12.361705040586813,12.312552943631546,12.346960067749023,216000
2017-05-30 00:00:00+00:00,12.346961692260491,12.37645257931451,12.327300475892214,12.366621971130371,268800
2017-05-31 00:00:00+00:00,12.371541210237146,12.42560863494873,12.33713500814748,12.42560863494873,664600
2017-06-01 00:00:00+00:00,12.425604065840991,12.435433736038718,12.4010275466008,12.410858154296875,215600
2017-06-02 00:00:00+00:00,12.425604132367537,12.435433802617892,12.401027612995764,12.405942916870117,271500
2017-06-05 00:00:00+00:00,12.410858220744473,12.420688828493182,12.391197005247053,12.405942916870117,162000
2017-06-06 00:00:00+00:00,12.396114500173816,12.405945109660117,12.376454218699735,12.386284828186035,217200
2017-06-07 00:00:00+00:00,12.386286651319136,12.405946935687007,12.366625429452606,12.39120101928711,141700
2017-06-08 00:00:00+00:00,12.386282684718491,12.401027658897778,12.3567908613632,12.36907958984375,165800
2017-06-09 00:00:00+00:00,12.376454218699735,12.396114500173816,12.33713271825305,12.386284828186035,181300
2017-06-12 00:00:00+00:00,12.396112791386651,12.401028095452233,12.366621904491547,12.371537208557129,122000
2017-06-13 00:00:00+00:00,12.37153774494395,12.401028633117676,12.366622440665257,12.401028633117676,127600
2017-06-14 00:00:00+00:00,12.405945440655392,12.430521965026855,12.391199526032516,12.430521965026855,145300
2017-06-15 00:00:00+00:00,12.430523788031463,12.460014684103676,12.415777871246016,12.43543815612793,372100
2017-06-16 00:00:00+00:00,12.43543743514869,12.43543743514869,12.337134141441163,12.351879119873047,335900
2017-06-19 00:00:00+00:00,12.371537208557129,12.396112791386651,12.327300409465277,12.371537208557129,223000
2017-06-20 00:00:00+00:00,12.401028095452233,12.401028095452233,12.349418809011203,12.371537208557129,343200
2017-06-21 00:00:00+00:00,12.386283657780028,12.410859241675062,12.366622440665257,12.401028633117676,153400
2017-06-22 00:00:00+00:00,12.420688761992952,12.420688761992952,12.386282572555034,12.410858154296875,236800
2017-06-23 00:00:00+00:00,12.410860745529686,12.430521965026855,12.396114830906807,12.430521965026855,88100
2017-06-26 00:00:00+00:00,12.43543522809394,12.450181141407333,12.418724318003585,12.440350532531738,229000
2017-06-27 00:00:00+00:00,12.435433802617892,12.474755296114376,12.386282638871053,12.405942916870117,374300
2017-06-28 00:00:00+00:00,12.435436864165002,12.479673672426738,12.410861276241185,12.460013389587402,217800
2017-06-29 00:00:00+00:00,12.460014358321306,12.460014358321306,12.37645604038587,12.39120101928711,243300
2017-06-30 00:00:00+00:00,12.420690051801232,12.455096244812012,12.396113530008927,12.455096244812012,129100
2017-07-03 00:00:00+00:00,12.455096445845129,12.464927054720723,12.420690252279012,12.440350532531738,32400
2017-07-05 00:00:00+00:00,12.440351950705011,12.47475814819336,12.425606973209186,12.47475814819336,117400
2017-07-06 00:00:00+00:00,12.47475966339044,12.47475966339044,12.43543815612793,12.43543815612793,204400
2017-07-07 00:00:00+00:00,12.455096511939253,12.528824203900525,12.44526590301149,12.50424861907959,291300
2017-07-10 00:00:00+00:00,12.514079870519513,12.514079870519513,12.440352169249481,12.460013389587402,96400
2017-07-11 00:00:00+00:00,12.469841740614712,12.498841379110315,12.450180523838782,12.484586715698242,122100
2017-07-12 00:00:00+00:00,12.50916392354347,12.50916392354347,12.464927120867014,12.50424861907959,145500
2017-07-13 00:00:00+00:00,12.509166323873044,12.509166323873044,12.455098901894063,12.469844818115234,154100
2017-07-14 00:00:00+00:00,12.479668224177445,12.52882031606533,12.479668224177445,12.509160041809082,95400
2017-07-17 00:00:00+00:00,12.523905013126724,12.533735619003936,12.494414132993263,12.509160041809082,111200
2017-07-18 00:00:00+00:00,12.523913564046318,12.523913564046318,12.445270538330078,12.445270538330078,348600
2017-07-19 00:00:00+00:00,12.464926853528933,12.484587133464329,12.455096244812012,12.455096244812012,95700
2017-07-20 00:00:00+00:00,12.479672163691863,12.504248686143075,12.460011883229363,12.499333381652832,118500
2017-07-21 00:00:00+00:00,12.499335560682978,12.504250866030114,12.464929360751661,12.479674339294434,117200
2017-07-24 00:00:00+00:00,12.499334892764658,12.504250197849139,12.460013389587402,12.460013389587402,159600
2017-07-25 00:00:00+00:00,12.469840314564093,12.48458528796139,12.415772912111851,12.450179100036621,188900
2017-07-26 00:00:00+00:00,12.460011750282925,12.464927054720723,12.43543522809394,12.440350532531738,179500
2017-07-27 00:00:00+00:00,12.469841740614712,12.484586715698242,12.450180523838782,12.484586715698242,87600
2017-07-28 00:00:00+00:00,12.494420255335841,12.494420255335841,12.450183444710254,12.479674339294434,99000
2017-07-31 00:00:00+00:00,12.479669984329522,12.48458528796139,12.435433189141015,12.450179100036621,167200
2017-08-01 00:00:00+00:00,12.469843780693799,12.479673453191491,12.445267255703142,12.47475814819336,112900
2017-08-02 00:00:00+00:00,12.479672163691863,12.504248686143075,12.47475685920162,12.499333381652832,161800
2017-08-03 00:00:00+00:00,12.504247932474172,12.504247932474172,12.464926436420729,12.484586715698242,74200
2017-08-04 00:00:00+00:00,12.499334402792192,12.509165012575794,12.474757878333188,12.49441909790039,48100
2017-08-07 00:00:00+00:00,12.509165140043056,12.553401947021484,12.499334530159281,12.553401947021484,99500
2017-08-08 00:00:00+00:00,12.57797636091987,12.57797636091987,12.533739558067987,12.568145751953125,68500
2017-08-09 00:00:00+00:00,12.568146924348587,12.577977534232362,12.509165140043056,12.553401947021484,241300
