"('date', '')","('open', 'APOG')","('high', 'APOG')","('low', 'APOG')","('close', 'APOG')","('volume', 'APOG')"
2024-01-02 00:00:00+00:00,51.139643219409656,51.97165464343603,50.66558891134375,51.34280776977539,120100
2024-01-03 00:00:00+00:00,50.9848482652373,51.17833988580233,50.2592574560277,50.37535095214844,151200
2024-01-04 00:00:00+00:00,50.51079964581169,50.85908386379103,49.48530021570153,50.48177719116211,107700
2024-01-05 00:00:00+00:00,50.11414081415569,51.03322329887977,50.11414081415569,50.30763244628906,108700
2024-01-08 00:00:00+00:00,50.53014385699305,51.0622430492864,49.70780907713476,50.31730270385742,67900
2024-01-09 00:00:00+00:00,49.669114874477735,50.76233950816853,49.48529984549539,50.72364044189453,117000
2024-01-10 00:00:00+00:00,50.55916971798349,51.25573812754819,50.55916971798349,51.139644622802734,97400
2024-01-11 00:00:00+00:00,51.23638902481797,51.53630124601782,50.15284102682993,51.4492301940918,175600
2024-01-12 00:00:00+00:00,51.923275458018594,52.24253717890715,50.8300546520232,51.28475570678711,82000
2024-01-16 00:00:00+00:00,50.77201154540344,51.53630148354936,50.684940493076105,51.42020797729492,192000
2024-01-17 00:00:00+00:00,51.02355212905951,51.72011686188027,50.8397334114788,51.362159729003906,110800
2024-01-18 00:00:00+00:00,51.73947342624319,51.94263801382004,51.0042095276356,51.633052825927734,122600
2024-01-19 00:00:00+00:00,51.89425880493374,51.89425880493374,50.98485290326007,51.75881576538086,85300
2024-01-22 00:00:00+00:00,52.252213640466586,53.045529691142455,52.252213640466586,52.84236145019531,113800
2024-01-23 00:00:00+00:00,53.20999524656286,53.60665142714267,51.855557527704725,51.894256591796875,250600
2024-01-24 00:00:00+00:00,52.474731274266745,52.474731274266745,51.43955161189308,51.55564880371094,77600
2024-01-25 00:00:00+00:00,52.32960891133379,52.513423919677734,51.923276142171304,52.513423919677734,98700
2024-01-26 00:00:00+00:00,52.7262651880554,52.77463717030228,52.058722975738846,52.697242736816406,75100
2024-01-29 00:00:00+00:00,52.813875970820355,53.037416038227526,52.532019652434684,53.0276985168457,65500
2024-01-30 00:00:00+00:00,52.7555582403003,53.17348209168587,52.7555582403003,53.03741455078125,71400
2024-01-31 00:00:00+00:00,53.2901124188499,53.387302456232106,51.11302073040318,51.32684326171875,174000
2024-02-01 00:00:00+00:00,51.32684689407203,52.50286348440875,51.32684689407203,52.43482971191406,151500
2024-02-02 00:00:00+00:00,51.90027667707345,52.619491897535,51.75448790417752,52.30847930908203,137000
2024-02-05 00:00:00+00:00,51.725332815305045,52.1043791844262,50.8700463237223,51.65729904174805,87600
2024-02-06 00:00:00+00:00,51.56010339735139,52.29876106539667,51.47263087633451,51.6184196472168,342900
2024-02-07 00:00:00+00:00,51.96831069301577,52.61949214453256,51.84196066975038,52.51258087158203,136500
2024-02-08 00:00:00+00:00,52.4153896744604,52.95966354861546,52.13353336243926,52.80415725708008,116700
2024-02-09 00:00:00+00:00,52.843031633810156,53.88298066512428,52.29876146119715,53.57196807861328,125500
2024-02-12 00:00:00+00:00,53.37758202060826,55.020121112719856,53.37758202060826,54.43696975708008,167500
2024-02-13 00:00:00+00:00,53.42618562140098,53.5525319418876,51.68645633175665,52.036346435546875,140000
2024-02-14 00:00:00+00:00,52.7555611837738,52.84303370888761,51.90027839106394,52.502864837646484,135100
2024-02-15 00:00:00+00:00,52.91106444523103,53.64000087680643,52.366794282494666,53.63028335571289,99400
2024-02-16 00:00:00+00:00,53.35815200007626,53.640004622218335,53.14432944546402,53.27067947387695,70200
2024-02-20 00:00:00+00:00,52.73612021108842,53.290115318510644,52.61949141837123,52.77499771118164,147500
2024-02-21 00:00:00+00:00,52.911070417298994,53.70804070917041,52.77500286125697,53.358154296875,119300
2024-02-22 00:00:00+00:00,53.40674610394642,53.8441087274079,52.794438431100346,53.173484802246094,112800
2024-02-23 00:00:00+00:00,53.231796962370055,54.53416350346787,53.231796962370055,54.43696975708008,89000
2024-02-26 00:00:00+00:00,54.155122842761834,55.17563318773814,54.06765031561743,54.990970611572266,87900
2024-02-27 00:00:00+00:00,55.38945312990241,55.95316206122894,55.029841808861086,55.13675308227539,265100
2024-02-28 00:00:00+00:00,54.777141615329285,55.94344060429638,54.777141615329285,55.729618072509766,77100
2024-02-29 00:00:00+00:00,56.19613653454109,56.341925297480756,55.0492763026066,55.603267669677734,107000
2024-03-01 00:00:00+00:00,55.603273543006836,56.050353692155234,55.068720868367436,55.48664474487305,88800
2024-03-04 00:00:00+00:00,55.43804459912679,55.98231474517217,54.67994821239426,54.90349197387695,102700
2024-03-05 00:00:00+00:00,54.59247658450139,54.84517662005044,54.281464008104386,54.407814025878906,98800
2024-03-06 00:00:00+00:00,54.92292729490535,55.263099845476745,54.534163432546734,55.02983856201172,65500
2024-03-07 00:00:00+00:00,55.46720540491023,55.59355543095832,54.932652735947315,55.07843780517578,68200
2024-03-08 00:00:00+00:00,55.39916794908949,56.19613813876964,54.90349281455665,54.92292785644531,97400
2024-03-11 00:00:00+00:00,54.89377372567977,55.28254131472876,53.8343859384619,55.16590881347656,94700
2024-03-12 00:00:00+00:00,55.39917105914488,55.43804856022947,54.63135709675575,55.18534851074219,70600
2024-03-13 00:00:00+00:00,55.272820549498775,56.00175700440843,55.165909276235354,55.6518669128418,93300
2024-03-14 00:00:00+00:00,55.574110214892066,55.778211512604955,54.650790053610955,54.8646125793457,176400
2024-03-15 00:00:00+00:00,54.679951771725335,55.885128344748296,54.679951771725335,55.57411575317383,414200
2024-03-18 00:00:00+00:00,55.45748353740619,55.94344114521099,55.253378524380814,55.700462341308594,112000
2024-03-19 00:00:00+00:00,55.70046159097344,56.78900557967508,55.70046159097344,56.47799301147461,155300
2024-03-20 00:00:00+00:00,56.419675640020635,57.391590823165046,56.21557434137524,57.129173278808594,181000
2024-03-21 00:00:00+00:00,57.35272135992183,58.70368676808635,57.19721505713809,58.5676155090332,149000
2024-03-22 00:00:00+00:00,58.58704831888313,58.58704831888313,57.70260561632587,57.887271881103516,56500
2024-03-25 00:00:00+00:00,57.722047490928574,58.198287606196615,56.82788721907841,57.11946105957031,140700
2024-03-26 00:00:00+00:00,57.11946352399984,57.4304761282849,56.85704594396632,57.051429748535156,97300
2024-03-27 00:00:00+00:00,57.52766719255314,57.654017223888246,57.33328709211483,57.430477142333984,143400
2024-03-28 00:00:00+00:00,57.65401664851199,58.03306303117174,56.86676390236755,57.53738784790039,119300
2024-04-01 00:00:00+00:00,57.86783533155838,57.93586910299037,56.87648132382626,57.02226638793945,55300
2024-04-02 00:00:00+00:00,56.70153648441004,56.77928777737039,55.28254109293061,56.42940139770508,139400
2024-04-03 00:00:00+00:00,56.41967867360599,57.48878765708624,56.41967867360599,57.4693489074707,70200
2024-04-04 00:00:00+00:00,58.062223323277394,58.24688590086599,56.48771782254734,56.78901290893555,85400
2024-04-05 00:00:00+00:00,56.594630124481235,57.838680580321444,56.594630124481235,57.60542297363281,132500
2024-04-08 00:00:00+00:00,57.6248518828037,57.984459461103995,57.4304681053898,57.95530319213867,64400
