"('date', '')","('open', 'AMR')","('high', 'AMR')","('low', 'AMR')","('close', 'AMR')","('volume', 'AMR')"
2024-03-13 00:00:00+00:00,319.3500061035156,320.1400146484375,298.8999938964844,313.8299865722656,644500
2024-03-14 00:00:00+00:00,308.92999267578125,312.7699890136719,298.4700012207031,304.07000732421875,371600
2024-03-15 00:00:00+00:00,301.3699951171875,308.239990234375,290.0299987792969,308.239990234375,850300
2024-03-18 00:00:00+00:00,312.25,315.8399963378906,300.55499267578125,305.3999938964844,305100
2024-03-19 00:00:00+00:00,303.1199951171875,320.82501220703125,302.0,317.9599914550781,241300
2024-03-20 00:00:00+00:00,320.70001220703125,325.1000061035156,311.6659851074219,324.8900146484375,210100
2024-03-21 00:00:00+00:00,326.739990234375,329.114990234375,322.9549865722656,326.9100036621094,220300
2024-03-22 00:00:00+00:00,326.3900146484375,328.5199890136719,310.4200134277344,310.8699951171875,232700
2024-03-25 00:00:00+00:00,315.4599914550781,321.0899963378906,308.8900146484375,309.9700012207031,323800
2024-03-26 00:00:00+00:00,312.9700012207031,321.20001220703125,310.54998779296875,314.57000732421875,339100
2024-03-27 00:00:00+00:00,316.5,326.9700012207031,316.25,323.0199890136719,249000
2024-03-28 00:00:00+00:00,324.3500061035156,332.7099914550781,316.989990234375,331.1700134277344,305300
2024-04-01 00:00:00+00:00,329.0,333.0,324.70001220703125,325.1700134277344,147900
2024-04-02 00:00:00+00:00,324.0,324.0,310.989990234375,314.3599853515625,179600
2024-04-03 00:00:00+00:00,315.0899963378906,323.57000732421875,314.54998779296875,320.489990234375,151600
2024-04-04 00:00:00+00:00,321.29998779296875,323.7850036621094,309.489990234375,311.29998779296875,205300
2024-04-05 00:00:00+00:00,312.5899963378906,317.1650085449219,308.010009765625,311.2300109863281,176200
2024-04-08 00:00:00+00:00,314.07000732421875,318.1600036621094,307.0,314.5,121500
2024-04-09 00:00:00+00:00,317.3999938964844,322.6199951171875,308.3999938964844,322.6099853515625,180200
2024-04-10 00:00:00+00:00,314.3349914550781,322.8800048828125,314.3349914550781,321.4200134277344,204100
2024-04-11 00:00:00+00:00,323.0,330.0679931640625,323.0,328.44000244140625,189600
2024-04-12 00:00:00+00:00,332.25,340.9200134277344,324.0199890136719,327.7099914550781,167800
2024-04-15 00:00:00+00:00,328.4599914550781,333.5199890136719,323.7550048828125,324.79998779296875,126200
2024-04-16 00:00:00+00:00,321.5899963378906,349.75,315.0,349.1700134277344,271200
2024-04-17 00:00:00+00:00,360.0,361.1700134277344,341.0849914550781,342.17999267578125,205900
2024-04-18 00:00:00+00:00,343.5899963378906,349.3699951171875,334.70001220703125,337.2099914550781,127600
2024-04-19 00:00:00+00:00,334.3599853515625,341.3699951171875,328.3900146484375,329.5,292000
2024-04-22 00:00:00+00:00,328.3299865722656,336.20001220703125,323.0199890136719,333.0,194000
2024-04-23 00:00:00+00:00,328.0400085449219,330.010009765625,314.0,321.7099914550781,238400
2024-04-24 00:00:00+00:00,322.79998779296875,331.80999755859375,321.9200134277344,324.30999755859375,156200
2024-04-25 00:00:00+00:00,322.0,343.4200134277344,320.489990234375,341.1000061035156,296200
2024-04-26 00:00:00+00:00,341.1000061035156,347.6000061035156,335.5799865722656,343.8999938964844,158300
2024-04-29 00:00:00+00:00,346.8999938964844,346.8999938964844,337.510009765625,341.4700012207031,153100
2024-04-30 00:00:00+00:00,339.5199890136719,340.989990234375,324.79998779296875,327.1199951171875,198600
2024-05-01 00:00:00+00:00,330.2699890136719,330.2699890136719,316.8999938964844,322.4800109863281,157600
2024-05-02 00:00:00+00:00,326.7099914550781,331.2850036621094,323.20001220703125,323.489990234375,166200
2024-05-03 00:00:00+00:00,324.82000732421875,334.010009765625,322.7300109863281,332.7699890136719,189700
2024-05-06 00:00:00+00:00,309.6300048828125,326.3599853515625,294.5450134277344,296.6400146484375,442200
2024-05-07 00:00:00+00:00,300.739990234375,313.54998779296875,300.739990234375,304.57000732421875,219100
2024-05-08 00:00:00+00:00,298.7699890136719,301.1499938964844,292.80999755859375,300.489990234375,237900
2024-05-09 00:00:00+00:00,300.8699951171875,301.9800109863281,295.0400085449219,298.7699890136719,181800
2024-05-10 00:00:00+00:00,298.8900146484375,298.8900146484375,285.5899963378906,287.0899963378906,222600
2024-05-13 00:00:00+00:00,287.0899963378906,293.29998779296875,286.239990234375,290.6300048828125,145900
2024-05-14 00:00:00+00:00,291.4700012207031,294.239990234375,286.17999267578125,286.45001220703125,134600
2024-05-15 00:00:00+00:00,286.8500061035156,291.2900085449219,282.9800109863281,289.6099853515625,158200
2024-05-16 00:00:00+00:00,289.70001220703125,291.20001220703125,285.0,289.2200012207031,124000
2024-05-17 00:00:00+00:00,291.80999755859375,293.260009765625,284.2560119628906,286.489990234375,154000
2024-05-20 00:00:00+00:00,287.5799865722656,298.6400146484375,287.5799865722656,297.9700012207031,304800
2024-05-21 00:00:00+00:00,298.9599914550781,305.0,298.2799987792969,304.07000732421875,219900
2024-05-22 00:00:00+00:00,301.8699951171875,306.45001220703125,299.7300109863281,304.5199890136719,172700
2024-05-23 00:00:00+00:00,306.6600036621094,310.70098876953125,300.2699890136719,302.92999267578125,107500
2024-05-24 00:00:00+00:00,307.0,308.5429992675781,305.1300048828125,307.17999267578125,111100
2024-05-28 00:00:00+00:00,308.6199951171875,316.0199890136719,306.69000244140625,309.7300109863281,104800
2024-05-29 00:00:00+00:00,307.260009765625,312.04998779296875,306.8500061035156,308.2099914550781,128300
2024-05-30 00:00:00+00:00,309.0,314.989990234375,308.4200134277344,313.239990234375,93900
2024-05-31 00:00:00+00:00,315.510009765625,318.79998779296875,312.3500061035156,315.4100036621094,179100
2024-06-03 00:00:00+00:00,321.3599853515625,332.9700012207031,321.3599853515625,329.6300048828125,251200
2024-06-04 00:00:00+00:00,326.2099914550781,329.3999938964844,296.010009765625,298.70001220703125,272100
2024-06-05 00:00:00+00:00,298.7099914550781,311.69000244140625,298.7099914550781,310.6099853515625,175200
2024-06-06 00:00:00+00:00,311.9599914550781,314.7149963378906,309.54998779296875,309.7099914550781,145400
2024-06-07 00:00:00+00:00,305.4800109863281,307.29998779296875,299.1099853515625,307.0299987792969,121700
2024-06-10 00:00:00+00:00,304.04998779296875,306.04998779296875,291.04998779296875,304.1499938964844,151500
2024-06-11 00:00:00+00:00,302.8299865722656,302.8999938964844,293.9200134277344,300.8999938964844,141300
2024-06-12 00:00:00+00:00,305.0,305.7200012207031,297.0,298.2799987792969,135700
2024-06-13 00:00:00+00:00,297.17999267578125,298.6199951171875,292.0,297.6499938964844,108300
2024-06-14 00:00:00+00:00,296.6000061035156,298.3500061035156,294.260009765625,294.69000244140625,108200
2024-06-17 00:00:00+00:00,292.2099914550781,298.6300048828125,291.9200134277344,293.92999267578125,138000
2024-06-18 00:00:00+00:00,292.79998779296875,300.4100036621094,292.79998779296875,299.0,119300
2024-06-20 00:00:00+00:00,300.1000061035156,307.9049987792969,292.8699951171875,293.1400146484375,186600
2024-06-21 00:00:00+00:00,288.3599853515625,292.25,278.3599853515625,286.489990234375,708400
2024-06-24 00:00:00+00:00,284.8999938964844,291.010009765625,283.2699890136719,285.69000244140625,187000
2024-06-25 00:00:00+00:00,284.75,284.75,275.79998779296875,276.3900146484375,170000
2024-06-26 00:00:00+00:00,275.0,283.07000732421875,274.0010070800781,281.2799987792969,166100
2024-06-27 00:00:00+00:00,279.7799987792969,283.0400085449219,274.30999755859375,275.6400146484375,157400
2024-06-28 00:00:00+00:00,279.29998779296875,285.4200134277344,275.7099914550781,280.5299987792969,615600
2024-07-01 00:00:00+00:00,298.8399963378906,332.5,298.8399963378906,328.4700012207031,650600
2024-07-02 00:00:00+00:00,325.8399963378906,331.8599853515625,315.6600036621094,326.25,328000
2024-07-03 00:00:00+00:00,331.0799865722656,334.7200012207031,320.239990234375,320.7799987792969,114900
2024-07-05 00:00:00+00:00,320.3999938964844,320.6099853515625,301.9599914550781,303.94000244140625,211800
2024-07-08 00:00:00+00:00,302.0799865722656,308.1650085449219,302.0799865722656,303.94000244140625,100800
2024-07-09 00:00:00+00:00,303.9100036621094,308.30999755859375,303.4800109863281,305.2699890136719,110600
2024-07-10 00:00:00+00:00,306.54998779296875,307.0,299.0849914550781,302.760009765625,100500
2024-07-11 00:00:00+00:00,307.260009765625,310.25,304.0,308.82000732421875,97700
2024-07-12 00:00:00+00:00,309.29998779296875,316.3800048828125,308.18499755859375,315.5,100700
2024-07-15 00:00:00+00:00,318.6300048828125,326.68499755859375,317.22198486328125,319.9100036621094,155900
2024-07-16 00:00:00+00:00,321.760009765625,322.7950134277344,307.010009765625,318.7099914550781,153700
2024-07-17 00:00:00+00:00,318.0400085449219,323.5799865722656,305.2650146484375,310.79998779296875,119500
2024-07-18 00:00:00+00:00,311.0,311.9739990234375,306.4800109863281,309.82000732421875,86100
2024-07-19 00:00:00+00:00,309.9200134277344,311.010009765625,303.625,307.3399963378906,120500
2024-07-22 00:00:00+00:00,305.4200134277344,306.80999755859375,298.07000732421875,304.44000244140625,147100
2024-07-23 00:00:00+00:00,301.29998779296875,305.8800048828125,296.94000244140625,304.6600036621094,128300
2024-07-24 00:00:00+00:00,305.9800109863281,308.8800048828125,302.32000732421875,303.3399963378906,111600
2024-07-25 00:00:00+00:00,302.5400085449219,302.5400085449219,286.8089904785156,296.07000732421875,161500
2024-07-26 00:00:00+00:00,300.9800109863281,301.2200012207031,293.1499938964844,300.7099914550781,154600
2024-07-29 00:00:00+00:00,301.0,303.4100036621094,291.010009765625,294.2200012207031,107900
2024-07-30 00:00:00+00:00,293.9200134277344,295.95001220703125,287.0400085449219,287.32000732421875,112300
2024-07-31 00:00:00+00:00,289.5799865722656,300.1600036621094,287.510009765625,295.4100036621094,264100
2024-08-01 00:00:00+00:00,297.5299987792969,297.5299987792969,274.3999938964844,278.54998779296875,293100
2024-08-02 00:00:00+00:00,267.625,267.625,259.2799987792969,260.5199890136719,338900
2024-08-05 00:00:00+00:00,235.27000427246094,252.6280059814453,229.1999969482422,250.24000549316406,448700
2024-08-06 00:00:00+00:00,250.38999938964844,252.36500549316406,245.52999877929688,251.02999877929688,235100
2024-08-07 00:00:00+00:00,255.74000549316406,257.05499267578125,247.67999267578125,252.5500030517578,203800
2024-08-08 00:00:00+00:00,255.0,259.20001220703125,251.8000030517578,256.19000244140625,205800
2024-08-09 00:00:00+00:00,256.6199951171875,259.0,256.010009765625,258.6300048828125,101300
2024-08-12 00:00:00+00:00,258.3699951171875,258.3699951171875,249.51499938964844,251.91000366210938,186700
2024-08-13 00:00:00+00:00,250.82000732421875,257.989990234375,248.2449951171875,255.3800048828125,165000
2024-08-14 00:00:00+00:00,252.4949951171875,254.74000549316406,228.0,229.49000549316406,517500
2024-08-15 00:00:00+00:00,236.0,238.75999450683594,230.0,235.17999267578125,301700
2024-08-16 00:00:00+00:00,234.27999877929688,242.10000610351562,230.82000732421875,240.55999755859375,234900
2024-08-19 00:00:00+00:00,240.72999572753906,242.44000244140625,236.3000030517578,238.44000244140625,166400
2024-08-20 00:00:00+00:00,238.6699981689453,238.6750030517578,227.7899932861328,230.49000549316406,202300
2024-08-21 00:00:00+00:00,237.24000549316406,240.88999938964844,229.41000366210938,234.5800018310547,235800
2024-08-22 00:00:00+00:00,234.0399932861328,234.6300048828125,224.27000427246094,225.82000732421875,214600
2024-08-23 00:00:00+00:00,226.97000122070312,231.1999969482422,222.47999572753906,226.33999633789062,315300
2024-08-26 00:00:00+00:00,228.9600067138672,231.30999755859375,222.0500030517578,222.24000549316406,182200
2024-08-27 00:00:00+00:00,222.58999633789062,235.0500030517578,221.67999267578125,233.19000244140625,230500
2024-08-28 00:00:00+00:00,230.4199981689453,235.22000122070312,228.75,234.83999633789062,232400
2024-08-29 00:00:00+00:00,236.6300048828125,245.0500030517578,235.55999755859375,239.50999450683594,192800
2024-08-30 00:00:00+00:00,239.86000061035156,242.47000122070312,238.5800018310547,239.14999389648438,127800
2024-09-03 00:00:00+00:00,232.5,232.9199981689453,217.08999633789062,217.82000732421875,247200
2024-09-04 00:00:00+00:00,216.0,216.67999267578125,211.49000549316406,214.35000610351562,197600
2024-09-05 00:00:00+00:00,211.67999267578125,212.97500610351562,203.50999450683594,203.50999450683594,264000
2024-09-06 00:00:00+00:00,201.85000610351562,203.0,193.0,197.0399932861328,380900
2024-09-09 00:00:00+00:00,197.88999938964844,197.88999938964844,191.75999450683594,192.91000366210938,215300
2024-09-10 00:00:00+00:00,193.0,193.0,186.0,188.5,271400
2024-09-11 00:00:00+00:00,189.49000549316406,193.1699981689453,185.0,192.8800048828125,155400
2024-09-12 00:00:00+00:00,197.11000061035156,208.47000122070312,196.0,201.64999389648438,364100
2024-09-13 00:00:00+00:00,205.77000427246094,213.69000244140625,205.0,210.7100067138672,263400
2024-09-16 00:00:00+00:00,211.49000549316406,211.50999450683594,205.1300048828125,209.52000427246094,226900
2024-09-17 00:00:00+00:00,211.19000244140625,211.74000549316406,205.6199951171875,205.6199951171875,171500
2024-09-18 00:00:00+00:00,206.61000061035156,208.27000427246094,199.38999938964844,200.3300018310547,371900
2024-09-19 00:00:00+00:00,207.5,213.25,203.61000061035156,212.75,313000
2024-09-20 00:00:00+00:00,212.4600067138672,217.6999969482422,205.0800018310547,211.6699981689453,773700
2024-09-23 00:00:00+00:00,213.0,216.4499969482422,210.13999938964844,213.0,146600
2024-09-24 00:00:00+00:00,221.5500030517578,233.1300048828125,221.5500030517578,226.5399932861328,300200
2024-09-25 00:00:00+00:00,225.72999572753906,226.26499938964844,221.33999633789062,221.6699981689453,151600
2024-09-26 00:00:00+00:00,232.92999267578125,239.10000610351562,232.92999267578125,238.2100067138672,309500
2024-09-27 00:00:00+00:00,241.08999633789062,251.97999572753906,240.97999572753906,241.19000244140625,340600
2024-09-30 00:00:00+00:00,243.52999877929688,246.97500610351562,234.6199951171875,236.17999267578125,234100
2024-10-01 00:00:00+00:00,235.6199951171875,235.6199951171875,230.07000732421875,232.44000244140625,146000
2024-10-02 00:00:00+00:00,233.0,235.22300720214844,224.5399932861328,227.2100067138672,161700
2024-10-03 00:00:00+00:00,223.2100067138672,228.7899932861328,223.2100067138672,225.57000732421875,90700
2024-10-04 00:00:00+00:00,228.92999267578125,235.8300018310547,225.57000732421875,233.39999389648438,124000
2024-10-07 00:00:00+00:00,231.88999938964844,238.82000732421875,231.88999938964844,237.99000549316406,171500
2024-10-08 00:00:00+00:00,225.3699951171875,228.7899932861328,220.281005859375,220.52000427246094,242100
2024-10-09 00:00:00+00:00,218.47000122070312,221.2729949951172,213.50999450683594,221.05999755859375,162400
2024-10-10 00:00:00+00:00,220.0,225.72000122070312,220.0,225.72000122070312,147600
2024-10-11 00:00:00+00:00,224.66000366210938,226.77000427246094,222.29400634765625,224.1999969482422,130200
2024-10-14 00:00:00+00:00,222.0,224.11000061035156,220.11500549316406,223.8000030517578,108400
2024-10-15 00:00:00+00:00,217.75,223.3300018310547,216.2899932861328,220.49000549316406,172200
2024-10-16 00:00:00+00:00,224.36000061035156,229.35800170898438,220.3000030517578,223.5500030517578,167100
2024-10-17 00:00:00+00:00,221.83999633789062,222.0,210.74000549316406,210.99000549316406,216000
2024-10-18 00:00:00+00:00,213.74000549316406,214.69000244140625,207.1999969482422,209.27000427246094,242500
2024-10-21 00:00:00+00:00,210.22000122070312,210.22000122070312,204.25999450683594,206.2899932861328,120900
2024-10-22 00:00:00+00:00,205.0,206.69500732421875,202.61000061035156,204.83999633789062,103300
2024-10-23 00:00:00+00:00,202.74000549316406,203.78500366210938,194.8300018310547,198.4199981689453,201300
2024-10-24 00:00:00+00:00,199.8000030517578,204.5399932861328,198.00999450683594,203.3699951171875,182300
2024-10-25 00:00:00+00:00,206.1300048828125,211.44000244140625,202.63999938964844,206.00999450683594,165700
2024-10-28 00:00:00+00:00,206.00999450683594,212.16000366210938,206.00999450683594,209.13999938964844,122700
2024-10-29 00:00:00+00:00,209.4600067138672,212.22999572753906,207.5,209.85000610351562,95900
2024-10-30 00:00:00+00:00,207.2899932861328,211.1999969482422,206.82000732421875,206.91000366210938,88100
2024-10-31 00:00:00+00:00,208.10000610351562,211.4499969482422,205.24000549316406,208.3000030517578,156000
2024-11-01 00:00:00+00:00,204.0,214.99000549316406,200.0,202.60000610351562,280100
2024-11-04 00:00:00+00:00,205.9499969482422,215.99000549316406,202.7100067138672,213.38999938964844,252700
2024-11-05 00:00:00+00:00,212.3800048828125,224.77000427246094,212.3800048828125,222.94000244140625,217000
2024-11-06 00:00:00+00:00,235.9499969482422,242.22999572753906,223.00999450683594,241.9199981689453,351600
2024-11-07 00:00:00+00:00,239.83999633789062,241.11000061035156,234.5399932861328,239.02000427246094,176400
2024-11-08 00:00:00+00:00,234.10000610351562,238.08999633789062,229.35000610351562,236.6699981689453,201500
2024-11-11 00:00:00+00:00,236.2100067138672,242.64500427246094,231.8560028076172,239.8300018310547,209400
2024-11-12 00:00:00+00:00,235.58999633789062,237.23500061035156,231.1999969482422,236.4600067138672,160900
2024-11-13 00:00:00+00:00,235.94000244140625,240.2550048828125,234.10000610351562,238.0,117700
2024-11-14 00:00:00+00:00,240.60000610351562,241.22000122070312,233.64999389648438,235.77999877929688,130500
2024-11-15 00:00:00+00:00,240.0,243.0800018310547,234.50999450683594,235.1699981689453,167900
2024-11-18 00:00:00+00:00,239.2100067138672,246.0,238.11000061035156,242.4600067138672,174500
2024-11-19 00:00:00+00:00,237.88999938964844,242.97000122070312,235.00999450683594,241.3300018310547,164000
2024-11-20 00:00:00+00:00,241.69000244140625,247.6300048828125,240.11000061035156,243.36000061035156,113100
2024-11-21 00:00:00+00:00,245.0,253.42999267578125,242.10000610351562,251.72999572753906,187000
2024-11-22 00:00:00+00:00,249.69000244140625,250.61000061035156,241.7100067138672,245.4600067138672,168800
2024-11-25 00:00:00+00:00,246.22000122070312,250.0800018310547,242.9250030517578,248.72000122070312,182300
2024-11-26 00:00:00+00:00,248.77000427246094,250.10000610351562,243.00999450683594,247.0500030517578,153500
2024-11-27 00:00:00+00:00,250.9499969482422,255.03799438476562,249.24600219726562,250.66000366210938,163300
2024-11-29 00:00:00+00:00,251.1300048828125,253.9250030517578,243.07000732421875,245.57000732421875,90600
2024-12-02 00:00:00+00:00,248.77000427246094,249.26800537109375,239.3800048828125,242.47000122070312,146900
2024-12-03 00:00:00+00:00,243.64999389648438,245.60499572753906,240.10000610351562,242.47000122070312,120400
2024-12-04 00:00:00+00:00,240.77000427246094,245.75999450683594,236.1999969482422,236.1999969482422,139200
2024-12-05 00:00:00+00:00,240.0,240.0,232.05999755859375,234.6999969482422,109500
2024-12-06 00:00:00+00:00,238.00999450683594,238.00999450683594,222.0,224.5800018310547,171900
2024-12-09 00:00:00+00:00,232.1999969482422,243.74000549316406,231.23500061035156,232.24000549316406,229000
2024-12-10 00:00:00+00:00,229.64999389648438,235.86000061035156,225.83999633789062,235.4199981689453,189900
2024-12-11 00:00:00+00:00,237.83999633789062,237.83999633789062,228.1199951171875,228.33999633789062,169100
2024-12-12 00:00:00+00:00,225.63999938964844,233.1999969482422,222.72999572753906,231.60000610351562,121400
2024-12-13 00:00:00+00:00,229.9600067138672,231.99000549316406,226.6649932861328,228.7100067138672,127000
2024-12-16 00:00:00+00:00,227.27000427246094,228.99899291992188,216.3000030517578,218.49000549316406,185300
2024-12-17 00:00:00+00:00,216.4600067138672,216.4600067138672,210.1999969482422,211.72999572753906,222700
2024-12-18 00:00:00+00:00,213.3000030517578,217.25,203.25,208.30999755859375,206800
2024-12-19 00:00:00+00:00,209.58999633789062,213.9550018310547,201.88999938964844,204.8300018310547,186300
2024-12-20 00:00:00+00:00,200.1300048828125,206.75,200.1300048828125,201.25999450683594,478900
2024-12-23 00:00:00+00:00,201.1999969482422,204.31700134277344,198.99000549316406,201.91000366210938,190300
2024-12-24 00:00:00+00:00,202.24000549316406,202.61399841308594,197.47000122070312,199.85000610351562,102600
2024-12-26 00:00:00+00:00,200.0,201.6999969482422,197.0,198.83999633789062,117400
2024-12-27 00:00:00+00:00,197.66000366210938,200.67999267578125,195.46499633789062,198.97999572753906,146800
2024-12-30 00:00:00+00:00,199.52999877929688,202.2550048828125,197.05999755859375,201.11000061035156,155300
2024-12-31 00:00:00+00:00,200.1699981689453,204.69000244140625,200.0,200.1199951171875,127900
2025-01-02 00:00:00+00:00,204.27000427246094,206.88499450683594,199.17999267578125,201.69000244140625,141600
2025-01-03 00:00:00+00:00,199.67999267578125,200.64999389648438,195.0,196.9600067138672,248300
2025-01-06 00:00:00+00:00,199.41000366210938,200.43499755859375,191.1699981689453,191.24000549316406,218000
2025-01-07 00:00:00+00:00,192.0,193.4199981689453,187.75,190.00999450683594,245900
2025-01-08 00:00:00+00:00,188.0,189.19000244140625,185.3000030517578,187.4199981689453,175000
2025-01-10 00:00:00+00:00,187.5500030517578,187.5500030517578,176.00999450683594,176.6699981689453,276300
2025-01-13 00:00:00+00:00,175.8000030517578,195.75,173.55299377441406,194.99000549316406,378300
2025-01-14 00:00:00+00:00,198.44000244140625,200.0,188.0,192.49000549316406,321100
2025-01-15 00:00:00+00:00,197.52000427246094,197.52000427246094,190.50999450683594,191.3000030517578,162800
2025-01-16 00:00:00+00:00,190.3699951171875,193.1649932861328,187.97000122070312,190.10000610351562,150800
2025-01-17 00:00:00+00:00,192.0,193.1199951171875,190.47999572753906,192.64999389648438,116300
2025-01-21 00:00:00+00:00,195.9600067138672,199.0970001220703,192.30999755859375,196.4199981689453,139200
2025-01-22 00:00:00+00:00,197.3000030517578,198.5500030517578,191.2899932861328,193.39999389648438,193800
2025-01-23 00:00:00+00:00,194.11000061035156,203.97000122070312,194.0,199.22000122070312,203100
2025-01-24 00:00:00+00:00,200.5500030517578,201.7530059814453,193.24000549316406,193.83999633789062,142600
2025-01-27 00:00:00+00:00,194.1999969482422,195.08999633789062,188.02000427246094,188.22000122070312,167000
2025-01-28 00:00:00+00:00,188.75,190.56900024414062,184.10000610351562,184.52999877929688,118200
2025-01-29 00:00:00+00:00,184.44000244140625,190.7550048828125,184.44000244140625,189.0,120700
2025-01-30 00:00:00+00:00,190.91000366210938,190.91000366210938,182.875,186.89999389648438,124500
2025-01-31 00:00:00+00:00,185.5,185.75,181.5399932861328,183.1699981689453,149600
2025-02-03 00:00:00+00:00,180.0,185.07000732421875,178.9550018310547,180.27999877929688,155700
2025-02-04 00:00:00+00:00,178.5,187.00999450683594,178.3350067138672,185.4199981689453,155100
2025-02-05 00:00:00+00:00,185.4600067138672,187.14999389648438,180.14999389648438,185.5500030517578,167000
2025-02-06 00:00:00+00:00,187.99000549316406,192.33999633789062,179.13999938964844,179.6999969482422,241700
2025-02-07 00:00:00+00:00,181.9499969482422,184.33999633789062,177.97999572753906,179.13999938964844,276000
2025-02-10 00:00:00+00:00,180.00999450683594,189.0,180.00999450683594,183.47000122070312,269500
