"('date', '')","('open', 'CCZ')","('high', 'CCZ')","('low', 'CCZ')","('close', 'CCZ')","('volume', 'CCZ')"
2020-01-21 00:00:00+00:00,48.379072679911616,50.6822624206543,46.07242918936454,50.6822624206543,1200
2020-01-22 00:00:00+00:00,50.6822624206543,50.6822624206543,50.6822624206543,50.6822624206543,0
2020-01-23 00:00:00+00:00,50.64251754107349,50.66843714053291,46.65988292783567,49.71813201904297,1700
2020-01-24 00:00:00+00:00,50.68570327758789,50.68570327758789,50.68570327758789,50.68570327758789,200
2020-01-27 00:00:00+00:00,48.81102213457738,48.81102213457738,48.724632263183594,48.724632263183594,200
2020-01-28 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-01-29 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-01-30 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-01-31 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-02-03 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-02-04 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-02-05 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-02-06 00:00:00+00:00,48.724632263183594,48.724632263183594,48.724632263183594,48.724632263183594,0
2020-02-07 00:00:00+00:00,47.94624710083008,47.94624710083008,47.94624710083008,47.94624710083008,300
2020-02-10 00:00:00+00:00,47.94624710083008,47.94624710083008,47.94624710083008,47.94624710083008,0
2020-02-11 00:00:00+00:00,45.57135380626565,47.04000473022461,45.57135380626565,47.04000473022461,500
2020-02-12 00:00:00+00:00,47.04000473022461,47.04000473022461,47.04000473022461,47.04000473022461,0
2020-02-13 00:00:00+00:00,49.222251892089844,49.222251892089844,49.222251892089844,49.222251892089844,100
2020-02-14 00:00:00+00:00,49.222251892089844,49.222251892089844,49.222251892089844,49.222251892089844,0
2020-02-18 00:00:00+00:00,49.222251892089844,49.222251892089844,49.222251892089844,49.222251892089844,0
2020-02-19 00:00:00+00:00,52.18027977017746,52.18027977017746,50.96043395996094,50.96043395996094,500
2020-02-20 00:00:00+00:00,50.96043395996094,50.96043395996094,50.96043395996094,50.96043395996094,0
2020-02-21 00:00:00+00:00,52.26667785644531,52.26667785644531,52.26667785644531,52.26667785644531,100
2020-02-24 00:00:00+00:00,52.26667785644531,52.26667785644531,52.26667785644531,52.26667785644531,0
2020-02-25 00:00:00+00:00,52.26667785644531,52.26667785644531,52.26667785644531,52.26667785644531,0
2020-02-26 00:00:00+00:00,52.266671493340326,52.48264947471777,51.288723220027784,52.05069351196289,2100
2020-02-27 00:00:00+00:00,47.083204236696425,49.242984247554055,47.083204236696425,49.007137298583984,1200
2020-02-28 00:00:00+00:00,49.13412591913009,49.95311271373506,47.29917656732705,49.316410064697266,2100
2020-03-02 00:00:00+00:00,49.316410064697266,49.316410064697266,49.316410064697266,49.316410064697266,0
2020-03-03 00:00:00+00:00,49.316410064697266,49.316410064697266,49.316410064697266,49.316410064697266,0
2020-03-04 00:00:00+00:00,49.316410064697266,49.316410064697266,49.316410064697266,49.316410064697266,0
2020-03-05 00:00:00+00:00,49.316410064697266,49.316410064697266,49.316410064697266,49.316410064697266,0
2020-03-06 00:00:00+00:00,51.03126907348633,51.03126907348633,51.03126907348633,51.03126907348633,100
2020-03-09 00:00:00+00:00,51.03126907348633,51.03126907348633,51.03126907348633,51.03126907348633,0
2020-03-10 00:00:00+00:00,51.03126907348633,51.03126907348633,51.03126907348633,51.03126907348633,0
2020-03-11 00:00:00+00:00,53.087393590174585,53.13058853149414,53.087393590174585,53.13058853149414,400200
2020-03-12 00:00:00+00:00,53.13058853149414,53.13058853149414,53.13058853149414,53.13058853149414,0
2020-03-13 00:00:00+00:00,53.13058853149414,53.13058853149414,53.13058853149414,53.13058853149414,0
2020-03-16 00:00:00+00:00,53.13058853149414,53.13058853149414,53.13058853149414,53.13058853149414,0
2020-03-17 00:00:00+00:00,54.590600495219796,54.590600495219796,49.502159118652344,49.502159118652344,600
