"('date', '')","('open', 'AVNT')","('high', 'AVNT')","('low', 'AVNT')","('close', 'AVNT')","('volume', 'AVNT')"
2024-01-02 00:00:00+00:00,39.40443501187904,39.815395944901354,39.060374356716935,39.2993049621582,530800
2024-01-03 00:00:00+00:00,38.764103373862305,38.98391909697175,37.65546549229759,37.703250885009766,599300
2024-01-04 00:00:00+00:00,37.569443249929854,37.90394458169497,37.04379309174027,37.05335235595703,444500
2024-01-05 00:00:00+00:00,36.69018315092808,37.502549396077406,36.365237382026685,36.470367431640625,686200
2024-01-08 00:00:00+00:00,36.42258491559784,36.91000178453932,36.145424516693865,36.843101501464844,571600
2024-01-09 00:00:00+00:00,36.13586501730403,36.384351235511,35.62932966951845,36.16453552246094,656100
2024-01-10 00:00:00+00:00,35.877823008201574,36.4703699288447,35.82047834654245,36.422584533691406,335100
2024-01-11 00:00:00+00:00,36.14542007446289,36.29833550923885,35.571988105500935,36.14542007446289,317600
2024-01-12 00:00:00+00:00,36.72841279906227,36.83354284832217,35.65800471220019,35.791805267333984,259400
2024-01-16 00:00:00+00:00,35.25660030125896,35.495530911753576,35.06545508370491,35.41907501220703,385500
2024-01-17 00:00:00+00:00,34.635377771419044,35.18013919099593,34.635377771419044,35.10367965698242,281000
2024-01-18 00:00:00+00:00,35.36172791014204,35.36172791014204,33.92814434621736,34.7978515625,1186300
2024-01-19 00:00:00+00:00,34.9985564727455,35.084571642455415,34.224423591148216,35.075016021728516,380400
2024-01-22 00:00:00+00:00,35.2470413671667,35.734458162601875,35.14191132510639,35.705787658691406,456200
2024-01-23 00:00:00+00:00,36.298335268929016,36.3174501538734,35.5911027549442,35.734458923339844,367200
2024-01-24 00:00:00+00:00,35.992505998487886,35.992505998487886,34.520692604585186,34.57803726196289,512700
2024-01-25 00:00:00+00:00,35.31394678157285,35.54331813783407,34.61626980044103,35.2183723449707,579400
2024-01-26 00:00:00+00:00,35.53376155504627,35.62933234326901,35.103685716460184,35.180145263671875,272700
2024-01-29 00:00:00+00:00,35.18014355130427,35.6675603807826,34.77873823956474,35.65800476074219,515200
2024-01-30 00:00:00+00:00,35.34261103432716,35.638886266667775,34.9794355311018,34.99855041503906,628800
2024-01-31 00:00:00+00:00,35.14190665577819,35.505082122151684,34.48245963291849,34.6067008972168,771500
2024-02-01 00:00:00+00:00,34.960327809915746,35.25659942626953,34.39645143731092,35.25659942626953,403400
2024-02-02 00:00:00+00:00,34.568479324022135,35.170585489345406,34.10973298475406,35.02722930908203,437000
2024-02-05 00:00:00+00:00,34.35822264864374,34.48246758739404,34.00460636459174,34.21486282348633,491400
2024-02-06 00:00:00+00:00,34.26264828017353,34.94121398861346,34.176633114077866,34.48246765136719,293100
2024-02-07 00:00:00+00:00,34.63538055124767,34.77873672034187,34.205304752382006,34.6640510559082,281800
2024-02-08 00:00:00+00:00,34.61626655827721,35.39039937039341,34.415562083106686,35.37128448486328,355000
2024-02-09 00:00:00+00:00,35.34261534973166,35.46686028759877,34.836083623815256,35.28527069091797,406500
2024-02-12 00:00:00+00:00,35.45729772786782,36.33656418570873,35.45729772786782,35.973388671875,507500
2024-02-13 00:00:00+00:00,34.711838997094425,35.14191482757275,34.272207546290716,34.48246765136719,717200
2024-02-14 00:00:00+00:00,37.168044481920155,37.49299025187587,35.67711983395185,37.148929595947266,768000
2024-02-15 00:00:00+00:00,37.368743179831505,37.95173440840803,36.79531121659085,37.741477966308594,730600
2024-02-16 00:00:00+00:00,37.359186794548656,37.84660358873364,37.110700587781906,37.1776008605957,434700
2024-02-20 00:00:00+00:00,36.64239737023777,37.08202880414779,36.64239737023777,36.99601364135742,443800
2024-02-21 00:00:00+00:00,36.99601583050298,37.21583156046503,36.70929981949995,37.206275939941406,311900
2024-02-22 00:00:00+00:00,37.215825554465546,37.58856031898752,37.034239627486606,37.53121566772461,359200
2024-02-23 00:00:00+00:00,37.51210177947796,37.655461588544114,37.19671165784898,37.43564224243164,293600
2024-02-26 00:00:00+00:00,37.24450629449802,38.11421360738686,37.16804674594905,38.03775405883789,326600
2024-02-27 00:00:00+00:00,38.42959349298785,38.55383841502397,38.21933706237824,38.34357833862305,323000
2024-02-28 00:00:00+00:00,37.99952520868023,38.63030191638142,37.92306930406386,38.066429138183594,264000
2024-02-29 00:00:00+00:00,38.592070365007494,38.926571736568675,38.219339223613176,38.68764114379883,455500
2024-03-01 00:00:00+00:00,38.84055790418206,39.02214749419705,38.53472702665241,38.73542785644531,242400
2024-03-04 00:00:00+00:00,38.735426335814445,38.964801307852966,38.620740672690935,38.67808532714844,193500
2024-03-05 00:00:00+00:00,38.29579106087028,38.917011994583454,38.02818999196792,38.276676177978516,267800
2024-03-06 00:00:00+00:00,38.81188554806434,38.92657121022152,38.248009210920316,38.534725189208984,211700
2024-03-07 00:00:00+00:00,38.897899093750254,39.586016683961205,38.897899093750254,39.41399002075195,231600
2024-03-08 00:00:00+00:00,39.815394316840916,40.04476929283369,39.39487778094431,39.50956344604492,226600
2024-03-11 00:00:00+00:00,39.528675540906356,40.01609231752137,39.38531573530654,39.94919204711914,484900
2024-03-12 00:00:00+00:00,39.939641968313694,39.939641968313694,39.23240575279752,39.471336364746094,297800
2024-03-13 00:00:00+00:00,39.241966576019855,40.063884851271126,39.241966576019855,39.79628372192383,311200
2024-03-14 00:00:00+00:00,39.4331058664927,39.509565410889884,38.53472809457631,38.9074592590332,333600
2024-03-15 00:00:00+00:00,38.716316218568124,39.547797404529774,38.716316218568124,39.11772155761719,908500
2024-03-18 00:00:00+00:00,39.14464165751463,39.481264866195815,38.68298539892996,38.71183776855469,467000
2024-03-19 00:00:00+00:00,38.69261169433594,39.000382613426815,38.307899879931725,38.69261169433594,436200
2024-03-20 00:00:00+00:00,38.52910909856877,40.01025523624518,38.47140067674293,39.865989685058594,623400
2024-03-21 00:00:00+00:00,40.17375752478928,40.75082702324326,40.07757682910135,40.308406829833984,477600
2024-03-22 00:00:00+00:00,40.35649608375009,40.491145391265576,39.64477726719154,39.77942657470703,375800
2024-03-25 00:00:00+00:00,39.89484005718381,40.47191323969383,39.827515402895415,40.269935607910156,236000
2024-03-26 00:00:00+00:00,40.64502572935976,40.66426186643242,40.116044801074594,40.192989349365234,296800
2024-03-27 00:00:00+00:00,40.587328088981955,41.347139126171875,40.587328088981955,41.31828308105469,305500
2024-03-28 00:00:00+00:00,41.40483960268318,42.0492373996132,41.318278814108055,41.7414665222168,384200
2024-04-01 00:00:00+00:00,41.818409260528114,42.058855498458186,41.01050975432633,41.33751678466797,403200
2024-04-02 00:00:00+00:00,40.702738165954635,41.183630633575945,40.539236488044196,41.058597564697266,348200
2024-04-03 00:00:00+00:00,40.6738847965469,41.81840752066533,40.53923549593512,41.63566970825195,356000
2024-04-04 00:00:00+00:00,42.20312404197478,42.28968483301868,40.70273822018657,40.78929901123047,438900
2024-04-05 00:00:00+00:00,40.66426917928718,41.154781590556276,40.56809214554589,40.94318771362305,377100
2024-04-08 00:00:00+00:00,41.21248300757935,41.59719844924375,41.039361425722205,41.058597564697266,247600
2024-04-09 00:00:00+00:00,41.34713831788179,41.76070248801125,41.18363296180955,41.68376159667969,194900
