"('date', '')","('open', 'ANGO')","('high', 'ANGO')","('low', 'ANGO')","('close', 'ANGO')","('volume', 'ANGO')"
2024-01-02 00:00:00+00:00,7.849999904632568,8.25,7.840000152587891,8.029999732971191,644000
2024-01-03 00:00:00+00:00,7.900000095367432,8.039999961853027,7.659999847412109,7.730000019073486,641400
2024-01-04 00:00:00+00:00,7.739999771118164,7.809999942779541,7.630000114440918,7.75,731500
2024-01-05 00:00:00+00:00,6.239999771118164,6.369999885559082,5.71999979019165,6.210000038146973,2437000
2024-01-08 00:00:00+00:00,6.130000114440918,6.5,5.960000038146973,6.380000114440918,1033000
2024-01-09 00:00:00+00:00,6.269999980926514,6.559999942779541,6.260000228881836,6.260000228881836,724400
2024-01-10 00:00:00+00:00,6.260000228881836,6.380000114440918,6.0,6.190000057220459,614800
2024-01-11 00:00:00+00:00,6.190000057220459,6.190000057220459,6.019999980926514,6.059999942779541,641900
2024-01-12 00:00:00+00:00,6.139999866485596,6.199999809265137,6.0,6.0,496900
2024-01-16 00:00:00+00:00,5.920000076293945,6.0,5.789999961853027,5.940000057220459,1360100
2024-01-17 00:00:00+00:00,5.860000133514404,5.920000076293945,5.739999771118164,5.889999866485596,756300
2024-01-18 00:00:00+00:00,5.909999847412109,6.079999923706055,5.829999923706055,5.840000152587891,426700
2024-01-19 00:00:00+00:00,5.840000152587891,5.940000057220459,5.670000076293945,5.849999904632568,583400
2024-01-22 00:00:00+00:00,5.900000095367432,6.070000171661377,5.900000095367432,6.03000020980835,439400
2024-01-23 00:00:00+00:00,6.130000114440918,6.150000095367432,5.96999979019165,5.989999771118164,649800
2024-01-24 00:00:00+00:00,6.039999961853027,6.130000114440918,5.880000114440918,6.0,468200
2024-01-25 00:00:00+00:00,6.079999923706055,6.119999885559082,5.929999828338623,6.079999923706055,404600
2024-01-26 00:00:00+00:00,6.28000020980835,6.28000020980835,5.980000019073486,6.019999980926514,390900
2024-01-29 00:00:00+00:00,6.0,6.170000076293945,5.96999979019165,6.170000076293945,362400
2024-01-30 00:00:00+00:00,6.130000114440918,6.130000114440918,5.960000038146973,5.96999979019165,302400
2024-01-31 00:00:00+00:00,6.010000228881836,6.110000133514404,5.880000114440918,5.900000095367432,571900
2024-02-01 00:00:00+00:00,5.940000057220459,6.039999961853027,5.829999923706055,6.010000228881836,279100
2024-02-02 00:00:00+00:00,5.920000076293945,6.019999980926514,5.869999885559082,5.929999828338623,309500
2024-02-05 00:00:00+00:00,5.869999885559082,5.920000076293945,5.769999980926514,5.860000133514404,390300
2024-02-06 00:00:00+00:00,5.849999904632568,5.980000019073486,5.840000152587891,5.940000057220459,292800
2024-02-07 00:00:00+00:00,5.949999809265137,6.110000133514404,5.900000095367432,6.079999923706055,214100
2024-02-08 00:00:00+00:00,6.070000171661377,6.210000038146973,6.010000228881836,6.150000095367432,285000
2024-02-09 00:00:00+00:00,6.150000095367432,6.179999828338623,6.050000190734863,6.090000152587891,225700
2024-02-12 00:00:00+00:00,6.110000133514404,6.289999961853027,6.110000133514404,6.21999979019165,313400
2024-02-13 00:00:00+00:00,6.010000228881836,6.059999942779541,5.920000076293945,5.980000019073486,567700
2024-02-14 00:00:00+00:00,6.03000020980835,6.099999904632568,5.949999809265137,6.090000152587891,394200
2024-02-15 00:00:00+00:00,6.150000095367432,6.329999923706055,6.150000095367432,6.170000076293945,417600
2024-02-16 00:00:00+00:00,6.099999904632568,6.329999923706055,6.0,6.190000057220459,410000
2024-02-20 00:00:00+00:00,6.119999885559082,6.199999809265137,6.039999961853027,6.070000171661377,486100
2024-02-21 00:00:00+00:00,6.130000114440918,6.130000114440918,5.800000190734863,5.889999866485596,613600
2024-02-22 00:00:00+00:00,5.989999771118164,6.119999885559082,5.769999980926514,5.989999771118164,867900
2024-02-23 00:00:00+00:00,5.96999979019165,5.96999979019165,5.78000020980835,5.789999961853027,331200
2024-02-26 00:00:00+00:00,5.75,5.909999847412109,5.71999979019165,5.840000152587891,305300
2024-02-27 00:00:00+00:00,5.840000152587891,6.0,5.820000171661377,5.989999771118164,380900
2024-02-28 00:00:00+00:00,5.96999979019165,5.96999979019165,5.730000019073486,5.730000019073486,274800
2024-02-29 00:00:00+00:00,5.820000171661377,5.860000133514404,5.489999771118164,5.489999771118164,548500
2024-03-01 00:00:00+00:00,5.510000228881836,5.559999942779541,5.269999980926514,5.5,663600
2024-03-04 00:00:00+00:00,5.53000020980835,5.690000057220459,5.380000114440918,5.539999961853027,772200
2024-03-05 00:00:00+00:00,5.550000190734863,5.75,5.550000190734863,5.619999885559082,361500
2024-03-06 00:00:00+00:00,5.650000095367432,5.900000095367432,5.510000228881836,5.570000171661377,489400
2024-03-07 00:00:00+00:00,5.610000133514404,5.800000190734863,5.590000152587891,5.75,332700
2024-03-08 00:00:00+00:00,5.809999942779541,5.880000114440918,5.659999847412109,5.670000076293945,333200
2024-03-11 00:00:00+00:00,5.650000095367432,5.690000057220459,5.429999828338623,5.46999979019165,340900
2024-03-12 00:00:00+00:00,5.5,5.53000020980835,5.349999904632568,5.489999771118164,385700
2024-03-13 00:00:00+00:00,5.489999771118164,5.619999885559082,5.449999809265137,5.559999942779541,300400
2024-03-14 00:00:00+00:00,5.599999904632568,5.630000114440918,5.369999885559082,5.409999847412109,423500
2024-03-15 00:00:00+00:00,5.389999866485596,5.46999979019165,5.360000133514404,5.369999885559082,684500
2024-03-18 00:00:00+00:00,5.369999885559082,5.539999961853027,5.269999980926514,5.389999866485596,532800
2024-03-19 00:00:00+00:00,5.349999904632568,5.610000133514404,5.309999942779541,5.550000190734863,276500
2024-03-20 00:00:00+00:00,5.550000190734863,5.659999847412109,5.5,5.590000152587891,290000
2024-03-21 00:00:00+00:00,5.590000152587891,5.730000019073486,5.510000228881836,5.519999980926514,337000
2024-03-22 00:00:00+00:00,5.53000020980835,5.550000190734863,5.349999904632568,5.360000133514404,269100
2024-03-25 00:00:00+00:00,5.400000095367432,5.5,5.260000228881836,5.269999980926514,334200
2024-03-26 00:00:00+00:00,5.320000171661377,5.480000019073486,5.300000190734863,5.400000095367432,381700
2024-03-27 00:00:00+00:00,5.46999979019165,5.710000038146973,5.449999809265137,5.699999809265137,505400
2024-03-28 00:00:00+00:00,5.730000019073486,5.900000095367432,5.730000019073486,5.869999885559082,428800
2024-04-01 00:00:00+00:00,5.920000076293945,6.050000190734863,5.760000228881836,5.829999923706055,551600
2024-04-02 00:00:00+00:00,5.980000019073486,6.300000190734863,5.929999828338623,6.190000057220459,914200
2024-04-03 00:00:00+00:00,6.150000095367432,6.369999885559082,6.070000171661377,6.079999923706055,862900
2024-04-04 00:00:00+00:00,6.400000095367432,7.199999809265137,6.349999904632568,6.400000095367432,1387800
2024-04-05 00:00:00+00:00,6.980000019073486,7.519999980926514,6.789999961853027,7.03000020980835,2155700
2024-04-08 00:00:00+00:00,7.139999866485596,7.190000057220459,6.599999904632568,6.610000133514404,1217300
2024-04-09 00:00:00+00:00,7.010000228881836,7.170000076293945,6.840000152587891,6.96999979019165,1296900
2024-04-10 00:00:00+00:00,6.78000020980835,7.059999942779541,6.769999980926514,6.849999904632568,634200
2024-04-11 00:00:00+00:00,6.840000152587891,7.03000020980835,6.789999961853027,6.800000190734863,761900
2024-04-12 00:00:00+00:00,6.760000228881836,6.900000095367432,6.320000171661377,6.369999885559082,608800
2024-04-15 00:00:00+00:00,6.409999847412109,6.420000076293945,6.25,6.309999942779541,596500
2024-04-16 00:00:00+00:00,6.28000020980835,6.559999942779541,6.230000019073486,6.510000228881836,514500
2024-04-17 00:00:00+00:00,6.519999980926514,6.550000190734863,6.300000190734863,6.329999923706055,490700
2024-04-18 00:00:00+00:00,6.349999904632568,6.380000114440918,6.110000133514404,6.119999885559082,806900
2024-04-19 00:00:00+00:00,5.989999771118164,6.269999980926514,5.989999771118164,6.260000228881836,479300
2024-04-22 00:00:00+00:00,6.300000190734863,6.369999885559082,6.190000057220459,6.260000228881836,336200
