"('date', '')","('open', 'AWK')","('high', 'AWK')","('low', 'AWK')","('close', 'AWK')","('volume', 'AWK')"
2024-02-12 00:00:00+00:00,118.00324850585578,119.63573763320575,117.4140044697215,119.4328842163086,1301900
2024-02-13 00:00:00+00:00,117.57821326894755,118.1867734946981,114.93144979579735,115.7042236328125,1789700
2024-02-14 00:00:00+00:00,115.91673904184863,116.85373386160296,115.18259763104301,116.38040924072266,1462600
2024-02-15 00:00:00+00:00,118.1578094587132,120.10907155039206,116.50599661942455,120.03179931640625,1749500
2024-02-16 00:00:00+00:00,118.04187939678249,118.99819782513501,116.73781752241487,118.64078521728516,2007900
2024-02-20 00:00:00+00:00,117.9356326095339,119.03684854042844,116.39007738077026,117.03728485107422,2187500
2024-02-21 00:00:00+00:00,117.00829336649842,117.84869243287301,116.31279907718886,117.58788299560547,2828400
2024-02-22 00:00:00+00:00,117.29808805157042,117.53958127350235,113.80126354487223,115.60763549804688,2401400
2024-02-23 00:00:00+00:00,115.46272884089191,115.82014143384164,114.29390262475384,114.91212463378906,1672000
2024-02-26 00:00:00+00:00,114.78655998860478,114.78655998860478,112.729033021597,113.43419647216797,1944000
2024-02-27 00:00:00+00:00,113.33759302931405,114.29390406002013,113.04779823465753,114.0137710571289,1464400
2024-02-28 00:00:00+00:00,114.19731452850321,115.15362561177223,113.46317307953285,113.89786529541016,1443700
2024-02-29 00:00:00+00:00,114.74791716570446,115.34682299329087,113.4535096982856,114.50642395019531,2159100
2024-03-01 00:00:00+00:00,114.15867616645527,116.27415914891125,112.8739304570282,115.60763549804688,1789500
2024-03-04 00:00:00+00:00,114.86383356699642,117.73276670181072,114.78655397129955,117.55889129638672,1274000
2024-03-05 00:00:00+00:00,117.72310918310086,118.24473538565202,114.53539595743962,115.20191955566406,1479100
2024-03-06 00:00:00+00:00,116.06164994447686,116.80544586383643,115.29853043928065,116.21620178222656,1313700
2024-03-07 00:00:00+00:00,115.49170686660354,116.32244407322774,114.06207123412538,114.57403564453125,2097400
2024-03-08 00:00:00+00:00,115.84912568753398,115.91674349311344,113.83023857273913,114.40982818603516,2312700
2024-03-11 00:00:00+00:00,114.04274934035419,116.9503296066141,114.04274934035419,116.23551177978516,1574500
2024-03-12 00:00:00+00:00,115.46273808458002,116.62190997166252,114.20697775247599,115.12464904785156,1821000
2024-03-13 00:00:00+00:00,114.9314544435389,117.42365882819627,114.62234342227505,116.43836975097656,1293500
2024-03-14 00:00:00+00:00,116.03265828185286,116.54462269945027,113.46316703229661,114.4484634399414,1354800
2024-03-15 00:00:00+00:00,113.03814096730963,114.37118823234027,112.68073572535404,113.15406036376953,4764600
2024-03-18 00:00:00+00:00,113.1637177198426,114.18764655417495,112.41991451884483,113.24099731445312,1394500
2024-03-19 00:00:00+00:00,113.73364722845145,114.30357507197186,112.95121153746732,113.98480224609375,1061000
2024-03-20 00:00:00+00:00,113.75297373250788,114.13936437653682,112.72903742036294,114.07173919677734,1134200
2024-03-21 00:00:00+00:00,114.93145582819122,116.08095853716497,114.0427551827864,114.18765258789062,1026000
2024-03-22 00:00:00+00:00,115.00872344790213,115.00872344790213,113.34724899150842,113.74330139160156,906000
2024-03-25 00:00:00+00:00,113.87854000962078,114.45812225234415,113.00916296064167,113.15406036376953,1083000
2024-03-26 00:00:00+00:00,112.99950088875596,113.89785588358872,112.62276471821151,113.83023071289062,1739800
2024-03-27 00:00:00+00:00,114.51608284506966,117.57821497150387,113.95581683051417,117.3656997680664,1805100
2024-03-28 00:00:00+00:00,117.5492339401426,118.21575016947462,116.34176792422294,118.0515365600586,2004200
2024-04-01 00:00:00+00:00,118.27372438785011,118.33168040359305,115.47240150025635,116.20654296875,913900
2024-04-02 00:00:00+00:00,116.02299484175684,117.33671845342758,114.7768890320197,115.49170684814453,1183100
2024-04-03 00:00:00+00:00,115.13429554493558,115.7042159354526,114.2359405839511,114.88314056396484,1101300
2024-04-04 00:00:00+00:00,116.01334224738578,116.84407951973616,115.20192855985559,116.2838134765625,1272600
2024-04-05 00:00:00+00:00,115.18260799926527,115.9457274843579,113.83990624074954,114.48710632324219,1109000
2024-04-08 00:00:00+00:00,114.79620978831208,116.36108845614304,114.60301816651032,115.9360580444336,1217000
2024-04-09 00:00:00+00:00,116.67020567854824,118.05154722028904,116.09062341252721,117.70379638671875,1492900
2024-04-10 00:00:00+00:00,114.94110252784478,115.26953711533288,113.04779670578081,114.28424072265625,2354600
2024-04-11 00:00:00+00:00,115.16328417718788,115.53035120649373,112.92222746346228,113.81092071533203,1697300
2024-04-12 00:00:00+00:00,113.85921452560545,113.85921452560545,112.02386476491075,112.60344696044922,1072100
2024-04-15 00:00:00+00:00,112.74834901402774,113.42452704181862,111.21244839406306,112.03353118896484,1862800
2024-04-16 00:00:00+00:00,111.52155446207247,111.52155446207247,109.48335130743904,109.947021484375,2331100
2024-04-17 00:00:00+00:00,109.96633644167264,111.83066417989174,109.66688724173383,111.47325897216797,1902800
2024-04-18 00:00:00+00:00,112.16876824567858,113.56942590841797,111.1738100350746,113.3569107055664,1399800
2024-04-19 00:00:00+00:00,113.92684763514666,115.32750541006816,113.64671460620467,114.48710632324219,1874600
2024-04-22 00:00:00+00:00,114.56437396261674,115.71388396656029,113.66601895318767,115.20191955566406,1247600
2024-04-23 00:00:00+00:00,115.2502184052934,116.44803004585384,114.97008539434562,115.79116821289062,1255500
2024-04-24 00:00:00+00:00,114.74791128714445,117.52025591228544,114.1296892766957,117.23046112060547,1297900
2024-04-25 00:00:00+00:00,117.24013367722266,118.2061065784676,115.84913034109766,117.41400909423828,1404200
2024-04-26 00:00:00+00:00,117.54923534076465,118.05153796666568,116.65088031942484,116.67019653320312,1058500
2024-04-29 00:00:00+00:00,117.58788284689174,118.39929653495417,117.52991946218138,118.1191635131836,1686000
2024-04-30 00:00:00+00:00,117.37536311659169,118.91125641124185,116.87305310729836,118.15779876708984,1325100
2024-05-01 00:00:00+00:00,117.96460738287257,121.56768199508022,117.93562200667996,120.8625259399414,2712500
2024-05-02 00:00:00+00:00,119.519815116189,121.79950409304767,118.23506955214597,121.66426849365234,2778800
2024-05-03 00:00:00+00:00,123.47065583313815,124.46561411116272,122.89107356686145,124.36901092529297,1735800
2024-05-06 00:00:00+00:00,125.20939503947628,125.95319825475553,123.84738453459389,125.81796264648438,1479500
2024-05-07 00:00:00+00:00,126.83223893800475,127.95277098843906,125.66340529685627,127.33454895019531,1597700
2024-05-08 00:00:00+00:00,126.92881947021093,128.47438183929566,126.73562785896912,128.3488006591797,1417900
2024-05-09 00:00:00+00:00,128.34882075745003,130.19383262380808,127.6822970656553,129.8074493408203,1308700
2024-05-10 00:00:00+00:00,130.24212792841718,131.09218879742548,129.83642107900232,130.8893280029297,1763600
2024-05-13 00:00:00+00:00,131.14675766127405,131.6616289314164,129.47584963706183,129.96157836914062,852500
2024-05-14 00:00:00+00:00,130.9815984591999,131.14674443265685,129.06782626198822,129.3301239013672,1060900
2024-05-15 00:00:00+00:00,130.90387616023838,131.25360139448753,129.28154418624624,129.9324188232422,1281700
2024-05-16 00:00:00+00:00,129.60212241998892,130.76786821955872,129.2912489676972,130.4375762939453,1248200
2024-05-17 00:00:00+00:00,130.31131253566312,130.31131253566312,129.33985500525762,129.94215393066406,924200
2024-05-20 00:00:00+00:00,129.98101468959862,130.1558699220435,128.68897445345124,129.75758361816406,914000
2024-05-21 00:00:00+00:00,129.7769980222395,130.54445771370143,129.02898645368091,130.5250244140625,716000
2024-05-22 00:00:00+00:00,130.28214405749134,130.748439428736,129.35926255199746,129.9324188232422,1495400
2024-05-23 00:00:00+00:00,129.0484058881523,129.0484058881523,124.73513237867729,124.92943572998047,1031800
2024-05-24 00:00:00+00:00,125.0168613844573,125.25000168514339,123.94825226209845,124.56998443603516,830800
2024-05-28 00:00:00+00:00,124.39513045332438,125.28886953583353,122.42306558794377,122.63678741455078,1164600
2024-05-29 00:00:00+00:00,121.4516112616195,121.7139089325395,120.14986179200366,120.56758880615234,987800
2024-05-30 00:00:00+00:00,121.02417676984412,122.75336992885427,120.56759056033711,122.67565155029297,886800
2024-05-31 00:00:00+00:00,123.24880542795475,127.20263682717996,123.01565031099851,127.03749084472656,3003100
2024-06-03 00:00:00+00:00,127.387216108529,128.44610113775224,126.29917371933038,127.03749084472656,1186000
2024-06-04 00:00:00+00:00,127.0374858450227,129.35926839233747,126.52261461903021,129.0289764404297,1134800
2024-06-05 00:00:00+00:00,128.8346811558484,128.8346811558484,127.36778575547237,127.9215087890625,861100
2024-06-06 00:00:00+00:00,127.3580796654033,128.38782220718412,126.4157647379402,126.89176940917969,797800
2024-06-07 00:00:00+00:00,125.5803072418197,125.86202337678529,124.4922648307379,124.58941650390625,1096100
2024-06-10 00:00:00+00:00,124.346557775692,125.17230256522713,123.69568304112664,124.89057159423828,1185300
2024-06-11 00:00:00+00:00,123.8802449017617,125.19171091488616,123.47223457085754,124.26882934570312,1050500
2024-06-12 00:00:00+00:00,126.84321329351776,127.14436274775298,124.39513623521887,124.47285461425781,846700
2024-06-13 00:00:00+00:00,124.44369550729974,126.22144945679952,123.55966573959968,125.53172302246094,947200
2024-06-14 00:00:00+00:00,124.74485475607102,125.98831910664833,123.80253984337759,125.60945129394531,953800
2024-06-17 00:00:00+00:00,124.61855399222885,126.31860444094774,123.72481496369399,125.0459976196289,781900
2024-06-18 00:00:00+00:00,124.53113378688697,126.9209108301237,124.47284871118818,126.74605560302734,1085200
2024-06-20 00:00:00+00:00,126.77520072407209,127.2609294624785,125.7551674087657,126.54204559326172,1061600
2024-06-21 00:00:00+00:00,126.56146755273122,127.93122602988318,125.76488020122083,126.81404113769531,1951000
2024-06-24 00:00:00+00:00,127.09575291921792,129.54382932283718,126.95974949808691,128.40721130371094,802100
2024-06-25 00:00:00+00:00,128.52382246957782,128.57239830630357,125.53173177109474,125.67744445800781,777600
2024-06-26 00:00:00+00:00,124.72541776436509,126.04660045065123,124.47284417112799,125.88145446777344,691100
2024-06-27 00:00:00+00:00,125.60944954407908,125.77459552954495,124.32712602395625,125.58030700683594,662100
2024-06-28 00:00:00+00:00,126.04660605366094,126.21175204387977,124.60885315631822,125.47344970703125,1201900
2024-07-01 00:00:00+00:00,125.78431160609023,127.2220793634855,123.56938971560713,124.11341094970703,767300
2024-07-02 00:00:00+00:00,124.42427555799071,126.09518360597106,124.15226865001854,124.7934341430664,665400
2024-07-03 00:00:00+00:00,124.9294330634896,126.17289740431396,124.2008325698152,124.30769348144531,402700
2024-07-05 00:00:00+00:00,124.95857031334272,126.46431742723705,123.57909517020748,126.2991714477539,713900
2024-07-08 00:00:00+00:00,126.62948826912474,127.07635040826767,125.96888947555658,126.21175384521484,874600
2024-07-09 00:00:00+00:00,125.84259459233682,127.56207847091018,125.19171986389712,126.98892211914062,698200
2024-07-10 00:00:00+00:00,127.49409233213194,128.6695476493969,127.12493372509059,128.45582580566406,682000
2024-07-11 00:00:00+00:00,129.65073732659792,133.3034125523709,129.43701546954702,132.3319549560547,1251000
2024-07-12 00:00:00+00:00,133.04108162058057,136.73262252918263,132.84679311449895,135.11029052734375,1207400
2024-07-15 00:00:00+00:00,134.30399353720395,134.60514297739147,132.3416453219872,132.4387969970703,794700
2024-07-16 00:00:00+00:00,133.33252179133441,135.24629396392717,132.91480224442208,135.11029052734375,670100
2024-07-17 00:00:00+00:00,135.58633183885937,139.3653009613057,135.11031232239785,138.4618377685547,1190600
2024-07-18 00:00:00+00:00,137.694389065919,140.14245125191286,136.50920975003072,137.31552124023438,835200
2024-07-19 00:00:00+00:00,137.46122764067522,138.05381727149137,136.3634759909836,137.1309356689453,855900
2024-07-22 00:00:00+00:00,136.88805858176525,138.18980787161956,136.53833334325452,137.75265502929688,545900
2024-07-23 00:00:00+00:00,137.26695023923403,137.7623882369706,136.23720764201767,136.48007202148438,573600
2024-07-24 00:00:00+00:00,137.08236713049047,139.31672232415903,136.722932602311,138.33554077148438,987000
2024-07-25 00:00:00+00:00,138.91841699818136,140.18131466281773,135.324027355189,136.1011962890625,1009100
2024-07-26 00:00:00+00:00,137.06290855487578,138.2869542545476,136.36345810456677,137.66522216796875,645000
2024-07-29 00:00:00+00:00,137.93726409428484,137.94697333349598,135.90690653094774,137.3252410888672,748300
2024-07-30 00:00:00+00:00,137.3932201352231,139.81215452380408,137.3932201352231,139.5692901611328,848200
2024-07-31 00:00:00+00:00,137.6360930787831,138.90871487006385,137.31552514454387,138.29669189453125,1124000
2024-08-01 00:00:00+00:00,138.90871484620195,141.3179253231747,138.07326079373954,140.3756103515625,1109100
2024-08-02 00:00:00+00:00,142.88195893820276,143.93113472931537,139.91901084616217,143.14425659179688,1210500
2024-08-05 00:00:00+00:00,144.73745042686622,144.74715966496524,138.62697478159237,138.6464080810547,1299200
2024-08-06 00:00:00+00:00,140.0355867407378,141.49277292877156,138.8698407549637,139.5012969970703,1132200
2024-08-07 00:00:00+00:00,139.78301898881153,142.22137197580932,139.53044537535547,139.6858673095703,797400
2024-08-08 00:00:00+00:00,139.33614113264497,142.4059503686995,139.07385828223528,140.57962036132812,1188200
2024-08-09 00:00:00+00:00,140.71563189786087,140.87105384001433,136.26635454477847,138.21897888183594,1057100
2024-08-12 00:00:00+00:00,138.05381392450568,138.70468861416913,137.06292321007507,138.490966796875,676700
2024-08-13 00:00:00+00:00,139.15023409950663,139.3944087203167,137.91959937578883,138.09539794921875,873200
2024-08-14 00:00:00+00:00,137.7144949881442,139.472555351619,136.90383340656314,138.36888122558594,562400
2024-08-15 00:00:00+00:00,137.99772723251618,139.66788825791963,137.3140412496632,138.72048950195312,883700
2024-08-16 00:00:00+00:00,138.85721985424235,139.3748688516901,137.37263400519646,137.6949462890625,643700
2024-08-19 00:00:00+00:00,137.88053660206316,138.75957426506122,137.78287568611066,138.27122497558594,457900
2024-08-20 00:00:00+00:00,138.42746813482833,138.79861831751606,137.66564453064302,137.9781951904297,520600
2024-08-21 00:00:00+00:00,137.8024039710823,138.09541653613957,136.76710582401964,137.4898681640625,632900
2024-08-22 00:00:00+00:00,137.3921875938616,137.8609987398111,135.65366531202943,136.75733947753906,771800
2024-08-23 00:00:00+00:00,137.14801025390625,137.86099603108437,136.29828727421128,137.14801025390625,521400
2024-08-26 00:00:00+00:00,137.90983901418872,138.9353755224183,137.23591459725964,137.77310180664062,418800
2024-08-27 00:00:00+00:00,137.23591305403386,138.41772490138254,136.4350279626119,136.90383911132812,553100
2024-08-28 00:00:00+00:00,137.54845374516094,139.99996165423775,136.55221708630773,138.466552734375,983100
2024-08-29 00:00:00+00:00,138.5544575029099,139.09164468839828,137.45078336756455,138.51539611816406,811200
2024-08-30 00:00:00+00:00,138.8767726941034,140.16600706277316,137.77309853587104,139.78509521484375,1833500
2024-09-03 00:00:00+00:00,139.52139354018502,141.85570247372686,139.1990812309633,140.13670349121094,914400
2024-09-04 00:00:00+00:00,140.46880973180853,142.3147696201241,139.65814804813442,140.79110717773438,832600
2024-09-05 00:00:00+00:00,141.69944083384792,142.00221502848672,140.6055431233494,141.14271545410156,702500
2024-09-06 00:00:00+00:00,141.5333973671688,142.16824549436825,140.2148482990002,140.58599853515625,871900
2024-09-09 00:00:00+00:00,140.69343665350755,142.65659547912597,140.27344850480034,142.60775756835938,837700
2024-09-10 00:00:00+00:00,143.0179587870163,145.08856980760683,142.4514867537016,144.74671936035156,958100
2024-09-11 00:00:00+00:00,144.3072168295402,144.5318533325781,141.37712105635157,143.61375427246094,1052700
2024-09-12 00:00:00+00:00,143.46724714279455,144.28767033503325,142.08033701213287,143.70166015625,706800
2024-09-13 00:00:00+00:00,144.09235009507051,144.7369747783999,143.18402750757429,144.67837524414062,738100
2024-09-16 00:00:00+00:00,145.46948323565317,146.2899064341882,145.0592716363857,145.61598205566406,714200
2024-09-17 00:00:00+00:00,145.61598106304749,147.16892815752504,145.36204480901395,146.4071044921875,1028000
2024-09-18 00:00:00+00:00,145.99689307420078,146.66105582875446,144.65882084813,145.469482421875,1183200
2024-09-19 00:00:00+00:00,144.76625511148418,145.8015531530517,143.72118054669343,145.60621643066406,1190600
2024-09-20 00:00:00+00:00,145.60623004839636,145.65506795936994,142.34406027939653,143.79933166503906,3350400
2024-09-23 00:00:00+00:00,144.44394700915373,145.62575880427087,143.72118472176302,144.1020965576172,814900
2024-09-24 00:00:00+00:00,143.06680294532313,144.54162733012186,141.4845560244934,141.6603546142578,1838800
2024-09-25 00:00:00+00:00,142.30496516774124,142.60773931119877,140.04879406960438,140.76177978515625,1082300
2024-09-26 00:00:00+00:00,139.9218266359635,140.81062587880925,139.2479171661248,139.84368896484375,938600
2024-09-27 00:00:00+00:00,140.9864454211804,142.256141647519,140.7813321627751,141.55291748046875,796600
2024-09-30 00:00:00+00:00,141.85569893730667,142.87145884445857,140.19529952454485,142.8323974609375,1791100
2024-10-01 00:00:00+00:00,143.05704238763803,143.779804702927,141.78733125136824,142.2756805419922,1003900
2024-10-02 00:00:00+00:00,141.23063073609518,143.55516338864268,140.90831839324122,142.6956787109375,1324500
2024-10-03 00:00:00+00:00,142.480781195492,142.84215486954514,141.12317088380152,141.30873107910156,847400
2024-10-04 00:00:00+00:00,139.99995664570176,140.78131841090305,138.40794825637334,139.24790954589844,853600
2024-10-07 00:00:00+00:00,138.74003551876913,138.74003551876913,132.53799360804032,133.79794311523438,1689100
2024-10-08 00:00:00+00:00,134.52067252701522,135.20435845720777,133.99326192464827,134.1885986328125,918700
2024-10-09 00:00:00+00:00,133.70026796888092,134.58906725311766,132.34265753933022,133.00680541992188,857900
2024-10-10 00:00:00+00:00,130.4869376408574,133.5928320048258,130.4869376408574,133.04588317871094,876300
2024-10-11 00:00:00+00:00,133.80770321099345,135.75133871769083,133.4756292761519,135.63412475585938,689300
2024-10-14 00:00:00+00:00,135.99552280955933,137.44103261121236,135.74157162730737,137.09918212890625,597700
2024-10-15 00:00:00+00:00,137.12847397474775,139.34558391300195,137.05035120359332,137.9098358154297,833600
2024-10-16 00:00:00+00:00,138.01727901471006,139.51162670463074,137.98797924849498,139.2576904296875,651600
2024-10-17 00:00:00+00:00,138.96467037960446,139.17954525576707,136.96243534440032,137.50938415527344,585700
2024-10-18 00:00:00+00:00,137.72425459918574,138.88652823650543,135.84899520658308,138.65213012695312,818500
2024-10-21 00:00:00+00:00,138.63259731219588,139.4627821541658,137.4214857210876,137.76333618164062,564900
2024-10-22 00:00:00+00:00,136.34712427799948,137.7047346737054,135.69272313111497,137.47032165527344,888700
2024-10-23 00:00:00+00:00,137.9586724026345,139.34558257751496,137.78287381436562,138.8083953857422,1290000
2024-10-24 00:00:00+00:00,139.07211096919193,139.63859793707257,136.4838656793591,136.54246520996094,712500
2024-10-25 00:00:00+00:00,136.9917389362876,136.9917389362876,134.36443224660215,134.45233154296875,592200
2024-10-28 00:00:00+00:00,135.65367558264467,136.64013585892562,134.9602129802421,135.55599975585938,564800
2024-10-29 00:00:00+00:00,134.31558858957067,134.91137530040467,132.58682798547247,132.6356658935547,1054600
2024-10-30 00:00:00+00:00,133.07519288552928,133.71981758013743,132.37196865563655,132.5282440185547,1329800
2024-10-31 00:00:00+00:00,134.62813290536215,136.72804386004876,131.85431242809636,134.891845703125,1544600
2024-11-01 00:00:00+00:00,135.12622552561945,135.65363608828835,132.80167863469723,132.8309783935547,1044400
2024-11-04 00:00:00+00:00,133.27052103750913,133.28029756158494,130.87761244729205,132.14732360839844,1569000
2024-11-05 00:00:00+00:00,132.4989207847978,133.93466875794857,131.40500834134622,133.91513061523438,911400
2024-11-06 00:00:00+00:00,130.62366730999946,132.45008879965096,128.44561884872093,130.46739196777344,2141200
2024-11-07 00:00:00+00:00,130.68226605072408,131.49292761749936,129.5981300883182,129.74462890625,1260100
2024-11-08 00:00:00+00:00,130.63342854986897,133.15331254878944,130.38925391706547,132.9188995361328,1076000
2024-11-11 00:00:00+00:00,132.15707985477067,133.35841491144316,131.3659564051757,131.62966918945312,926800
2024-11-12 00:00:00+00:00,131.49705798058727,131.49705798058727,129.88612870072924,130.08258056640625,932800
2024-11-13 00:00:00+00:00,131.00593047278568,131.59530110154927,129.41465075876874,130.09242248535156,1260300
2024-11-14 00:00:00+00:00,130.53442917866013,131.04521600376296,129.55215489332494,129.6798553466797,980600
2024-11-15 00:00:00+00:00,129.88611382306905,131.99801235506246,129.4146264017869,131.8506622314453,1590400
2024-11-18 00:00:00+00:00,131.10414663150462,134.46352280083167,130.81927870275592,134.24742126464844,1372300
2024-11-19 00:00:00+00:00,135.59313769068552,135.9467570379927,133.775939229834,135.75030517578125,1585000
2024-11-20 00:00:00+00:00,136.17270448981336,136.70312606947934,135.1609630596906,135.44581604003906,1096500
2024-11-21 00:00:00+00:00,135.9663973150093,136.6147019049443,134.27688443789606,136.329833984375,953000
2024-11-22 00:00:00+00:00,136.52631201200322,137.23355071566363,134.60104776574622,134.87608337402344,1207700
2024-11-25 00:00:00+00:00,135.80923876524227,136.89956383330343,133.95274094538857,134.31619262695312,4339200
2024-11-26 00:00:00+00:00,134.33581837810803,135.21987417861774,132.7052545464675,135.15110778808594,1332800
2024-11-27 00:00:00+00:00,135.90746937257637,137.01744410027388,135.47526629317855,135.8583526611328,746600
2024-11-29 00:00:00+00:00,135.27880697097453,136.1235634009155,134.34564945830272,134.51263427734375,593800
2024-12-02 00:00:00+00:00,135.01359426507224,135.09217800460152,132.63649235049576,133.19639587402344,1000000
2024-12-03 00:00:00+00:00,133.72680946485016,134.38493138259685,131.70332700377216,131.7229766845703,1455800
2024-12-04 00:00:00+00:00,131.61493219821122,131.94890184612944,128.09838858341323,128.687744140625,1876600
2024-12-05 00:00:00+00:00,128.88422975850912,130.2004738485264,127.87247334401053,129.75845336914062,1050100
2024-12-06 00:00:00+00:00,129.4932295680505,130.42638720439285,128.77617348812225,130.02365112304688,1308000
2024-12-09 00:00:00+00:00,129.63073589714506,130.45584268220574,128.22607590485563,128.40289306640625,1229400
2024-12-10 00:00:00+00:00,128.40289350507285,129.4539191778517,126.47762934503811,128.6582794189453,838100
2024-12-11 00:00:00+00:00,128.51095238582843,129.25747548079565,127.70548024087819,128.02963256835938,822500
2024-12-12 00:00:00+00:00,128.07873340839777,129.48339332005557,127.31256072506258,128.23590087890625,739200
2024-12-13 00:00:00+00:00,127.92157792626723,128.21626321400882,127.03753705135883,127.29292297363281,747800
2024-12-16 00:00:00+00:00,127.1750482934562,128.61899263941845,126.43834260626384,126.6249771118164,856400
2024-12-17 00:00:00+00:00,125.98649196894075,128.8449136803684,125.92755791110774,126.89018249511719,1114100
2024-12-18 00:00:00+00:00,125.91774148841216,126.4776300302509,122.19492109342582,122.2243881225586,1750000
2024-12-19 00:00:00+00:00,121.68413424156938,123.22630455041593,121.63502502441406,121.63502502441406,1368600
2024-12-20 00:00:00+00:00,120.5348735471125,124.07105938433406,120.5348735471125,123.68797302246094,3327600
2024-12-23 00:00:00+00:00,123.07896332281403,123.80584415055216,121.99845568057921,123.74691009521484,956200
2024-12-24 00:00:00+00:00,123.01021325535172,124.00230489746811,122.5092512665575,123.50135040283203,470100
2024-12-26 00:00:00+00:00,122.94144707666393,124.35591688164689,122.59764509845337,123.92372131347656,643700
2024-12-27 00:00:00+00:00,123.30488893101683,124.32645507954136,122.53871619316294,123.06914520263672,703800
2024-12-30 00:00:00+00:00,122.34226035647647,122.66640516214827,121.22246831539049,122.03775024414062,793200
2024-12-31 00:00:00+00:00,122.32261706651082,122.92180498750818,121.65467024445594,122.2833251953125,1016000
2025-01-02 00:00:00+00:00,123.38347742843453,123.5406374220273,121.48768769884748,121.66449737548828,719100
2025-01-03 00:00:00+00:00,121.85112340667314,122.90215655178905,121.45821220882019,121.57608032226562,728500
2025-01-06 00:00:00+00:00,120.76079824586836,120.859024171673,118.59979040737743,119.80799102783203,1044300
2025-01-07 00:00:00+00:00,120.16161075344857,121.05547642363206,119.07128573684831,119.47401428222656,759100
2025-01-08 00:00:00+00:00,118.74713261115129,120.53487143325978,117.58804870489473,120.4366455078125,972700
2025-01-10 00:00:00+00:00,119.59189069141449,120.65274868670006,118.77660126017699,118.97306060791016,1309000
2025-01-13 00:00:00+00:00,119.21863246408537,119.70976960574389,116.63524630270042,118.8650131225586,1548100
2025-01-14 00:00:00+00:00,119.00253272115818,120.56434525803985,118.8944819488277,120.3482437133789,773300
2025-01-15 00:00:00+00:00,122.39137283226079,122.81375106912478,120.48576583998708,121.34033966064453,1278900
2025-01-16 00:00:00+00:00,121.0554872219928,124.15947772483905,120.62329160963888,124.12018585205078,970600
2025-01-17 00:00:00+00:00,123.83532232690287,125.18104083346596,123.60939593750737,124.35592651367188,1003200
2025-01-21 00:00:00+00:00,124.92564515299605,126.11419615079103,123.76656118498936,124.09071350097656,1036100
