"('date', '')","('open', 'CRD-B')","('high', 'CRD-B')","('low', 'CRD-B')","('close', 'CRD-B')","('volume', 'CRD-B')"
1980-03-17 00:00:00+00:00,0.7649413347244263,0.8205734024945162,0.7649413347244263,0.7649413347244263,3713
1980-03-18 00:00:00+00:00,0.7649410612483281,0.7788491179836212,0.7232170701026917,0.7232170701026917,3375
1980-03-19 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,16538
1980-03-20 00:00:00+00:00,0.7232176001044623,0.7649416218270721,0.7093095779418945,0.7093095779418945,7088
1980-03-21 00:00:00+00:00,0.7093095779418945,0.7649416218270721,0.7093095779418945,0.7093095779418945,5063
1980-03-24 00:00:00+00:00,0.7093097081028692,0.7510337822470957,0.6954017281532288,0.6954017281532288,35100
1980-03-25 00:00:00+00:00,0.6954017281532288,0.7510337822470957,0.6954017281532288,0.6954017281532288,675
1980-03-26 00:00:00+00:00,0.6954017281532288,0.7510337822470957,0.6954017281532288,0.6954017281532288,15525
1980-03-27 00:00:00+00:00,0.695401720053525,0.7232177243939202,0.6675856709480286,0.6675856709480286,22950
1980-03-28 00:00:00+00:00,0.6954017281532288,0.7510337822470957,0.6954017281532288,0.6954017281532288,5063
1980-03-31 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,7763
1980-04-01 00:00:00+00:00,0.7371253371238708,0.7927573594888405,0.7371253371238708,0.7371253371238708,2700
1980-04-02 00:00:00+00:00,0.7371253371238708,0.7927573594888405,0.7371253371238708,0.7371253371238708,3038
1980-04-03 00:00:00+00:00,0.7371253371238708,0.7371253371238708,0.7371253371238708,0.7371253371238708,0
1980-04-07 00:00:00+00:00,0.7371253371238708,0.7371253371238708,0.7371253371238708,0.7371253371238708,0
1980-04-08 00:00:00+00:00,0.737125082072924,0.7788491179836212,0.7232170701026917,0.7232170701026917,2700
1980-04-09 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,2700
1980-04-10 00:00:00+00:00,0.7232170701026917,0.7232170701026917,0.7232170701026917,0.7232170701026917,0
1980-04-11 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,1350
1980-04-14 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,3375
1980-04-15 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,5063
1980-04-16 00:00:00+00:00,0.7232170701026917,0.7232170701026917,0.7232170701026917,0.7232170701026917,0
1980-04-17 00:00:00+00:00,0.7371253371238708,0.7927573594888405,0.7371253371238708,0.7371253371238708,107325
1980-04-18 00:00:00+00:00,0.7371253371238708,0.7927573594888405,0.7371253371238708,0.7371253371238708,2025
1980-04-21 00:00:00+00:00,0.7371256222670302,0.7649416218270721,0.7093095779418945,0.7093095779418945,29700
1980-04-22 00:00:00+00:00,0.7093095779418945,0.7649416218270721,0.7093095779418945,0.7093095779418945,15525
1980-04-23 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,2025
1980-04-24 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,1688
1980-04-25 00:00:00+00:00,0.7232170701026917,0.7788491179836212,0.7232170701026917,0.7232170701026917,338
1980-04-28 00:00:00+00:00,0.7371253371238708,0.7927573594888405,0.7371253371238708,0.7371253371238708,2700
1980-04-29 00:00:00+00:00,0.7371253371238708,0.7927573594888405,0.7371253371238708,0.7371253371238708,9113
1980-04-30 00:00:00+00:00,0.7510335445404053,0.8066656257914815,0.7510335445404053,0.7510335445404053,5738
1980-05-01 00:00:00+00:00,0.7510335445404053,0.8066656257914815,0.7510335445404053,0.7510335445404053,7425
