"('date', '')","('open', 'ALIT')","('high', 'ALIT')","('low', 'ALIT')","('close', 'ALIT')","('volume', 'ALIT')"
2024-01-02 00:00:00+00:00,8.182583168547161,8.328353280513069,8.143711076904001,8.17286491394043,3043200
2024-01-03 00:00:00+00:00,7.949350028583622,8.041670660143026,7.886182305112765,7.929913520812988,8779500
2024-01-04 00:00:00+00:00,7.949350619193075,8.260327352358104,7.8716064359018185,8.231173515319824,6342300
2024-01-05 00:00:00+00:00,8.231172831081816,8.54700866529583,8.133992146654261,8.483840942382812,8608900
2024-01-08 00:00:00+00:00,8.24089079280392,8.619894379121483,8.163146609987564,8.46440601348877,11408900
2024-01-09 00:00:00+00:00,8.376942947116602,8.483840958766393,8.30891702395616,8.36722469329834,5014400
2024-01-10 00:00:00+00:00,8.36722469329834,8.415815035605952,8.221454593159196,8.36722469329834,4335400
2024-01-11 00:00:00+00:00,8.338071194363637,8.391520665732548,8.206877542885616,8.299199104309082,3450900
2024-01-12 00:00:00+00:00,8.260326714924638,8.323493511430412,8.133992195129395,8.133992195129395,8060400
2024-01-16 00:00:00+00:00,7.988221783107211,8.046529450412068,7.881322848408873,7.997939109802246,15697600
2024-01-17 00:00:00+00:00,7.8618880712535795,8.065966781232632,7.8541132823197675,7.988222599029541,10472100
2024-01-18 00:00:00+00:00,8.06596565246582,8.080542105349195,7.803578379161552,8.06596565246582,10838800
2024-01-19 00:00:00+00:00,8.095119478062964,8.279762579885213,8.007657053703333,8.270044326782227,7497600
2024-01-22 00:00:00+00:00,8.347789427664404,8.600458475778009,8.289480829336751,8.415815353393555,9797900
2024-01-23 00:00:00+00:00,8.746227585887855,8.901715928018259,8.697637247276196,8.794817924499512,21946500
2024-01-24 00:00:00+00:00,8.891998967575029,9.008616167909176,8.683062056703765,8.697638511657715,12728200
2024-01-25 00:00:00+00:00,8.775381418341398,8.794817924499512,8.64904690866454,8.794817924499512,7888900
2024-01-26 00:00:00+00:00,8.814253503874,8.872562095564714,8.765664092045967,8.794817924499512,8201100
2024-01-29 00:00:00+00:00,8.785100912896562,8.911435440426523,8.692779349166253,8.901717185974121,9537800
2024-01-30 00:00:00+00:00,8.891998306815855,8.906575687470326,8.775382041931152,8.775382041931152,4524500
2024-01-31 00:00:00+00:00,8.814254798263127,8.838550434528624,8.649048178792777,8.668484687805176,10610500
2024-02-01 00:00:00+00:00,8.726792014394716,8.823972702026367,8.576162782671009,8.823972702026367,10237100
2024-02-02 00:00:00+00:00,8.785099973611489,8.872562400764291,8.699581011784625,8.814253807067871,5890100
2024-02-05 00:00:00+00:00,8.726792335510254,8.785100935591542,8.64418995280271,8.726792335510254,3935000
2024-02-06 00:00:00+00:00,8.73650965040627,8.853125911243412,8.717074070325241,8.843408584594727,4257300
2024-02-07 00:00:00+00:00,8.891998317666447,8.891998317666447,8.736509964297108,8.746228218078613,4250600
2024-02-08 00:00:00+00:00,8.707355476362894,8.969741821289062,8.697637223310617,8.969741821289062,8311700
2024-02-09 00:00:00+00:00,8.998896899600767,9.12037228671163,8.940588306002745,9.105794906616211,4905500
2024-02-12 00:00:00+00:00,9.09607760753789,9.266143352692342,9.09607760753789,9.164104461669922,7995800
2024-02-13 00:00:00+00:00,8.998896901370218,9.125231415204395,8.911434474347814,9.018332481384277,8901700
2024-02-14 00:00:00+00:00,9.134948111821288,9.251565290997673,9.076640449016685,9.241847038269043,6629200
2024-02-15 00:00:00+00:00,9.280720075326567,9.426490174089059,9.251566240930806,9.329310417175293,6234500
2024-02-16 00:00:00+00:00,9.2612826019063,9.37789885410976,9.18353843377066,9.300154685974121,7588700
2024-02-20 00:00:00+00:00,9.193257320684335,9.319591834315888,9.134948727168366,9.309873580932617,12682700
2024-02-21 00:00:00+00:00,8.347789056479062,9.4847987956493,8.216595411163183,9.037769317626953,33508800
2024-02-22 00:00:00+00:00,8.979461417733475,9.2126939651797,8.629612596564138,8.668484687805176,10836700
2024-02-23 00:00:00+00:00,8.678201975902633,8.785099983215332,8.551867461741994,8.785099983215332,7546200
2024-02-26 00:00:00+00:00,8.755947077738853,9.008616132839627,8.712215859479727,8.960025787353516,6513300
2024-02-27 00:00:00+00:00,9.018333447742947,9.06692379316027,8.94058926578873,8.989179611206055,5066200
2024-02-28 00:00:00+00:00,8.96002577314234,9.076642046053793,8.901717173294735,8.93087100982666,5338600
2024-02-29 00:00:00+00:00,9.018332514613135,9.037769021482465,8.726791399058799,8.755946159362793,6503700
2024-03-01 00:00:00+00:00,8.746227903838612,8.88228067154044,8.639329896433813,8.843408584594727,3423200
2024-03-04 00:00:00+00:00,8.833690010032113,8.88228034864377,8.780240544880927,8.794817924499512,3269800
2024-03-05 00:00:00+00:00,8.755946153828322,8.812310355503167,8.6004578061066,8.610175132751465,3615800
2024-03-06 00:00:00+00:00,8.726792022665315,8.751087657988114,8.619894007596166,8.736510276794434,2654600
2024-03-07 00:00:00+00:00,8.794817907410794,8.872562078324936,8.78509965435062,8.85312557220459,3831900
2024-03-08 00:00:00+00:00,8.89199765766166,8.979460081635976,8.843408245928039,8.85312557220459,2019800
