"('date', '')","('open', 'ASGI')","('high', 'ASGI')","('low', 'ASGI')","('close', 'ASGI')","('volume', 'ASGI')"
2025-09-26 00:00:00+00:00,20.209999084472656,20.5,20.100099563598633,20.5,254437
