"('date', '')","('open', 'CMBT')","('high', 'CMBT')","('low', 'CMBT')","('close', 'CMBT')","('volume', 'CMBT')"
2015-03-10 00:00:00+00:00,4.210507263976102,4.22553136115432,4.127874550394542,4.157922744750977,213800
2015-03-11 00:00:00+00:00,4.037730743754585,4.278116703033447,3.882606722503718,4.278116703033447,127100
2015-03-12 00:00:00+00:00,4.29314031173309,4.349480590986214,4.248068016690039,4.311920166015625,60600
2015-03-13 00:00:00+00:00,4.293140988707114,4.334457176127595,4.221776241650228,4.3269453048706055,170400
2015-03-16 00:00:00+00:00,4.341969403493308,4.390797462147229,4.300652857889938,4.3795294761657715,159100
2015-03-17 00:00:00+00:00,4.4058215948513295,4.417089939117432,4.330701090758071,4.417089939117432,175800
2015-03-18 00:00:00+00:00,4.387040600296896,4.526013586396356,4.3494801788850515,4.480941295623779,210100
2015-03-19 00:00:00+00:00,4.469673821385684,4.518502235412598,4.409577422030342,4.518502235412598,199600
2015-03-20 00:00:00+00:00,4.571086542774763,4.61991495443908,4.5372822302223295,4.563574314117432,278100
2015-03-23 00:00:00+00:00,4.728839664659901,4.7513756337598245,4.66123104095459,4.66123104095459,212300
2015-03-24 00:00:00+00:00,4.76264545103124,4.837765968292971,4.6687447149033545,4.6800127029418945,303100
2015-03-25 00:00:00+00:00,4.732596909239777,4.755132883722172,4.619915962219238,4.619915962219238,224800
2015-03-26 00:00:00+00:00,4.574842343876635,4.732595552851881,4.526013935555463,4.653718948364258,569500
2015-03-27 00:00:00+00:00,4.619915514038597,4.740108321492342,4.619915514038597,4.710060119628906,43500
2015-03-30 00:00:00+00:00,4.683767465215283,4.691279335669836,4.5598185579915445,4.563574314117432,375800
2015-03-31 00:00:00+00:00,4.477186790739879,4.578599391870584,4.443382470962025,4.529771327972412,433100
2015-04-01 00:00:00+00:00,4.766401126924277,4.830253655058104,4.68001262309785,4.736352920532227,407800
2015-04-02 00:00:00+00:00,4.845276661811652,4.924153275292437,4.811472705922283,4.815228462219238,1110200
2015-04-06 00:00:00+00:00,4.894105506471453,4.894105506471453,4.822741115708788,4.837765216827393,461200
2015-04-07 00:00:00+00:00,4.8565443196175,4.882836400997996,4.811472026592617,4.826496124267578,364500
2015-04-08 00:00:00+00:00,4.807715814586129,4.873446374899761,4.800203586800464,4.84527587890625,498900
2015-04-09 00:00:00+00:00,4.845276661811652,4.849032776311402,4.788936377126575,4.815228462219238,267500
2015-04-10 00:00:00+00:00,4.984250530196434,4.9955185166176355,4.890349807546489,4.965470314025879,783000
2015-04-13 00:00:00+00:00,5.014298886403165,5.033078744946219,4.931666147642936,4.976738452911377,815400
2015-04-14 00:00:00+00:00,5.0518578804125855,5.055613994598389,4.95983523207699,5.055613994598389,1413500
2015-04-15 00:00:00+00:00,5.051858916874085,5.183320074726233,4.988006395426223,5.070639133453369,1069800
2015-04-16 00:00:00+00:00,5.1682964024158204,5.18332050528668,5.051859336514509,5.093175888061523,822300
2015-04-17 00:00:00+00:00,5.059369353865213,5.149513931657247,5.059369353865213,5.1044416427612305,1041800
2015-04-20 00:00:00+00:00,5.1044416982363305,5.198342390674224,5.081905374442042,5.194586277008057,1258700
2015-04-21 00:00:00+00:00,5.209611450791148,5.307268277090144,5.183319366096337,5.247171878814697,711500
2015-04-22 00:00:00+00:00,5.2959999171395635,5.3147797716194045,5.243415393268825,5.280975818634033,504600
2015-04-23 00:00:00+00:00,5.190831201977176,5.254683714267433,5.168670628396472,5.209611415863037,382500
2015-04-24 00:00:00+00:00,5.1983436349875864,5.224635720538792,5.126978891058882,5.145759105682373,415000
2015-04-27 00:00:00+00:00,5.209611175100317,5.243415486892041,5.172051107267223,5.183319091796875,1204200
2015-04-28 00:00:00+00:00,5.1758063197059485,5.220878611293488,5.145758125314256,5.187074661254883,628700
2015-04-29 00:00:00+00:00,5.220881285817799,5.235905390710111,5.070640236894679,5.081908226013184,584000
2015-04-30 00:00:00+00:00,5.408681745763803,5.408681745763803,5.018054734772004,5.063127040863037,907300
2015-05-01 00:00:00+00:00,5.044346452964195,5.166417309094319,4.980493939012537,5.149515151977539,842000
2015-05-04 00:00:00+00:00,5.213367530280767,5.24717184363476,5.179563216926773,5.209611415863037,308300
2015-05-05 00:00:00+00:00,5.2283928981457635,5.2434170012587105,5.100687842584278,5.1082000732421875,781600
2015-05-06 00:00:00+00:00,5.048102259245688,5.1119547738293925,5.025566288335439,5.074394702911377,1394400
2015-05-07 00:00:00+00:00,5.036833649965411,5.036833649965411,4.912884750702042,4.950445175170898,1153000
2015-05-08 00:00:00+00:00,5.055613373808658,5.155148238293758,5.006784969997254,5.096929550170898,798100
2015-05-11 00:00:00+00:00,4.9842498430696205,4.999273942294281,4.87156891978327,4.897861003875732,693200
2015-05-12 00:00:00+00:00,4.852787265601044,4.939175720946833,4.818982962830022,4.879079341888428,302700
2015-05-13 00:00:00+00:00,4.912885109572777,5.0330779035284126,4.901617124690131,5.029322147369385,521500
2015-05-14 00:00:00+00:00,5.164538878778942,5.198343190570666,5.119466582457568,5.183319091796875,960200
2015-05-15 00:00:00+00:00,5.269707818170907,5.3448283155747935,5.232147748570358,5.3410725593566895,970600
2015-05-18 00:00:00+00:00,5.450699664347373,5.469865347732608,5.33953913937902,5.412368297576904,707200
2015-05-19 00:00:00+00:00,5.316541080192537,5.377870984201886,5.312707869803186,5.343372821807861,557700
2015-05-20 00:00:00+00:00,5.316540382045732,5.377870278001484,5.2705429600789175,5.328039646148682,580300
2015-05-21 00:00:00+00:00,5.347205104950192,5.38936968081125,5.328039421881984,5.339539051055908,599900
2015-05-22 00:00:00+00:00,5.34720516204834,5.389369738359637,5.3242066345649075,5.34720516204834,320900
2015-05-26 00:00:00+00:00,5.324206086905368,5.331872140092964,5.236044099140739,5.243710517883301,307700
2015-05-27 00:00:00+00:00,5.213045547460091,5.278208644219964,5.209212338108342,5.2475433349609375,309900
2015-05-28 00:00:00+00:00,5.266709329921242,5.316539957797671,5.2398775939704665,5.293541431427002,218200
2015-05-29 00:00:00+00:00,5.285875034981433,5.31270677104751,5.220711934059541,5.236044406890869,278000
2015-06-01 00:00:00+00:00,5.174713924102306,5.209212075418446,5.063553417391936,5.1938796043396,439300
2015-06-02 00:00:00+00:00,5.239877791545224,5.347205104950192,5.197713581239165,5.339539051055908,817900
2015-06-03 00:00:00+00:00,5.366371210379874,5.416201844057149,5.366371210379874,5.400869369506836,317300
2015-06-04 00:00:00+00:00,5.381703797272416,5.4200351672258735,5.3357063726612886,5.374037742614746,756700
2015-06-05 00:00:00+00:00,5.335705657838341,5.485197541963398,5.301207502612945,5.458365440368652,946700
2015-06-08 00:00:00+00:00,5.458366833513895,5.550361693891582,5.404703347737784,5.51586389541626,746000
2015-06-09 00:00:00+00:00,5.439200701530107,5.650022513492835,5.4353678568273684,5.554194450378418,777000
2015-06-10 00:00:00+00:00,5.577193742191639,5.776515937527187,5.546528789063093,5.738184928894043,1496500
2015-06-11 00:00:00+00:00,5.592526025492694,5.822513166009027,5.558027863026478,5.761183261871338,1358700
2015-06-12 00:00:00+00:00,5.6998520137776305,5.747766035782037,5.6270228611751225,5.669187068939209,353800
2015-06-15 00:00:00+00:00,5.5388601816616525,5.7171003798368965,5.535026972644889,5.653853893280029,404200
2015-06-16 00:00:00+00:00,5.615523111584385,5.67302015608262,5.535027541730832,5.60019063949585,747400
2015-06-17 00:00:00+00:00,5.623189816906286,5.742016390257877,5.619356607300109,5.650021553039551,416000
2015-06-18 00:00:00+00:00,5.761182813911793,5.834012343578752,5.715185389385047,5.730517864227295,921800
2015-06-19 00:00:00+00:00,5.7688490089589175,5.822512486034848,5.7688490089589175,5.811013221740723,821500
2015-06-22 00:00:00+00:00,5.883843363333709,5.9413400563668475,5.841678780591351,5.918341159820557,366600
2015-06-23 00:00:00+00:00,5.883840808115521,5.918338589620768,5.8225105658114265,5.868508338928223,549000
2015-06-24 00:00:00+00:00,5.87234272195932,5.914507297447354,5.8110128291276295,5.814846038818359,238600
2015-06-25 00:00:00+00:00,5.845510684537625,5.845510684537625,5.661521015507092,5.669187068939209,473000
2015-06-26 00:00:00+00:00,5.76118159088462,5.772681218741355,5.651937685130339,5.676853179931641,651600
2015-06-29 00:00:00+00:00,5.676853487926303,5.742016221541717,5.6665038954047215,5.669187068939209,254900
2015-06-30 00:00:00+00:00,5.726683438424329,5.7381830662810644,5.619356137312838,5.676853179931641,177900
2015-07-01 00:00:00+00:00,5.8570106444722425,5.872343118716083,5.7803482732530425,5.811013221740723,654900
2015-07-02 00:00:00+00:00,5.883842777206035,5.9336730445748085,5.860843882950813,5.876176357269287,226200
2015-07-06 00:00:00+00:00,5.765016441151577,5.834012765711595,5.726685068494886,5.791848182678223,221000
2015-07-07 00:00:00+00:00,5.711351787840342,5.757349574769521,5.6040244713006135,5.734350681304932,172900
2015-07-08 00:00:00+00:00,5.673020782365915,5.680686836479006,5.588691993791858,5.638522624969482,304500
2015-07-09 00:00:00+00:00,5.726683605409468,5.749682496238608,5.623189510565756,5.657687664031982,325300
2015-07-10 00:00:00+00:00,5.929840143198198,5.93367298757473,5.757349717383587,5.841678142547607,1085100
2015-07-13 00:00:00+00:00,5.945172759356659,5.95283881384783,5.795680858451037,5.880009651184082,800600
2015-07-14 00:00:00+00:00,5.918341190866212,5.975838249756021,5.887676239013672,5.887676239013672,363500
2015-07-15 00:00:00+00:00,5.96817092084043,5.998452766380995,5.872342869494605,5.922173500061035,801600
2015-07-16 00:00:00+00:00,6.094663788415368,6.117662681088387,5.964337948451584,6.102330207824707,1180000
2015-07-17 00:00:00+00:00,6.0946657524362085,6.244158054652595,6.044835472437567,6.201993465423584,1102800
2015-07-20 00:00:00+00:00,6.282486029591283,6.309317763647756,6.190491199493408,6.190491199493408,910600
2015-07-21 00:00:00+00:00,6.313152456466861,6.3361517177283,6.2326572353821,6.255655765533447,765200
2015-07-22 00:00:00+00:00,6.2518230041612695,6.267155846103021,6.190493098614548,6.244157314300537,487500
2015-07-23 00:00:00+00:00,6.343816948455015,6.378315106743269,6.002669306615657,6.060166358947754,1036100
2015-07-24 00:00:00+00:00,6.152160293992905,6.1751595515563364,5.956671356918569,6.025667667388916,717000
2015-07-27 00:00:00+00:00,6.067831709108499,6.094663444416737,5.968170455742219,6.044833183288574,657700
2015-07-28 00:00:00+00:00,6.067832331635519,6.1444950670470595,6.0448338034560685,6.12532901763916,515000
2015-07-29 00:00:00+00:00,6.247988666246063,6.282486823279779,6.074731677784744,6.140661716461182,733500
2015-07-30 00:00:00+00:00,6.067832181973291,6.086997865353457,5.757349500323618,5.922173500061035,1019000
2015-07-31 00:00:00+00:00,5.983503330715364,5.983503330715364,5.791847230064654,5.818679332733154,954100
2015-08-03 00:00:00+00:00,5.922173500061035,6.006502287600763,5.880009289068673,5.922173500061035,721000
2015-08-04 00:00:00+00:00,5.983503304064993,5.991169723523277,5.834011780178472,5.849344253540039,396600
2015-08-05 00:00:00+00:00,5.65768689235517,5.669186153423821,5.538859976129379,5.607856273651123,2549100
2015-08-06 00:00:00+00:00,5.619356574853336,5.630855838050482,5.569525946925723,5.611690521240234,532600
2015-08-07 00:00:00+00:00,5.623190941957376,5.623190941957376,5.538862141524464,5.561861038208008,758300
2015-08-10 00:00:00+00:00,5.554194450378418,5.561860870893995,5.443033911787896,5.554194450378418,578100
2015-08-11 00:00:00+00:00,5.581025990071757,5.581025990071757,5.38170346356151,5.454532623291016,801600
2015-08-12 00:00:00+00:00,5.431533611510481,5.450699293592071,5.274375676440415,5.385536193847656,885000
2015-08-13 00:00:00+00:00,5.404702803328724,5.420035278513916,5.370204642773278,5.416202068328857,846400
2015-08-14 00:00:00+00:00,5.4660320593333624,5.515862689196318,5.420034639203328,5.504363059997559,791800
2015-08-17 00:00:00+00:00,5.473698080750478,5.473698080750478,5.416201397318003,5.439199924468994,430500
2015-08-18 00:00:00+00:00,5.351039242586562,5.370204928978248,5.282042917798512,5.343372821807861,972100
2015-08-19 00:00:00+00:00,5.2705447331048445,5.28204400107618,5.128719209607912,5.155550956726074,1030600
2015-08-20 00:00:00+00:00,5.1363835003610605,5.190047341701285,4.998391235485499,5.002224445343018,1103400
2015-08-21 00:00:00+00:00,5.101886510749028,5.109552566114794,4.96389385861454,4.994558811187744,1158200
2015-08-24 00:00:00+00:00,4.772236527981268,4.919428336608263,4.634244275935019,4.653409957885742,1625900
2015-08-25 00:00:00+00:00,5.262877362660471,5.262877362660471,4.948561413996138,4.963893890380859,1932500
2015-08-26 00:00:00+00:00,5.109552787872435,5.132551686078039,4.929395909519643,5.036723613739014,779200
2015-08-27 00:00:00+00:00,5.0788871533821585,5.132550998300727,4.990725514110622,5.086553573608398,1008100
2015-08-28 00:00:00+00:00,5.0827195523906346,5.213045750998853,5.048221397987874,5.098052024841309,1195700
2015-08-31 00:00:00+00:00,5.078885930725925,5.167047548774038,4.983057894297135,5.13254976272583,757400
2015-09-01 00:00:00+00:00,5.025223815409609,5.055888768297984,4.9792263860770465,5.029057025909424,581300
2015-09-02 00:00:00+00:00,5.090386111663127,5.174714901298959,5.009890531909609,5.163215637207031,670300
2015-09-03 00:00:00+00:00,5.31653918849707,5.381702279709873,5.243710044788314,5.370203018188477,1355600
2015-09-04 00:00:00+00:00,5.320374290581887,5.377870984201886,5.278210072964225,5.343372821807861,406100
2015-09-08 00:00:00+00:00,5.339538327119714,5.366370060444352,5.213045347796493,5.228377819061279,349900
2015-09-09 00:00:00+00:00,5.545615539390742,5.565693492871959,5.469317937497425,5.493412017822266,826000
2015-09-10 00:00:00+00:00,5.493412017822266,5.501443122622269,5.421130159810157,5.493412017822266,248700
2015-09-11 00:00:00+00:00,5.473332473808666,5.485379319832009,5.3488471216930265,5.376956939697266,294100
2015-09-14 00:00:00+00:00,5.352863628488805,5.409082889556885,5.272550671936108,5.409082889556885,363000
2015-09-15 00:00:00+00:00,5.429161907566739,5.509474874224915,5.4010520820145524,5.501443386077881,430000
2015-09-16 00:00:00+00:00,5.541599750808259,5.8106484612803655,5.537584006959443,5.738366603851318,1196700
2015-09-17 00:00:00+00:00,5.726320134025035,6.003399967559339,5.6982103081864555,5.931118488311768,1178900
2015-09-18 00:00:00+00:00,5.8668683588700565,6.083713585730731,5.862852997288591,5.911040782928467,863800
2015-09-21 00:00:00+00:00,5.92308689462136,6.043556535172247,5.898992813326211,5.967258930206299,1472400
2015-09-22 00:00:00+00:00,5.838758219045134,5.999384152087496,5.830727113874232,5.955212116241455,1087500
2015-09-23 00:00:00+00:00,5.907023761938867,5.935133201747354,5.874898578454198,5.890961170196533,367700
2015-09-24 00:00:00+00:00,5.8146637427261,5.866867263160265,5.76246060525434,5.798601150512695,1229700
2015-09-25 00:00:00+00:00,5.798601579252902,5.822695660835693,5.6620697268252,5.686163425445557,764800
2015-09-28 00:00:00+00:00,5.662069359956968,5.670100464655908,5.517505645751953,5.517505645751953,526600
2015-09-29 00:00:00+00:00,5.6018345797219755,5.621912916731358,5.465302347613083,5.473333835601807,694000
2015-09-30 00:00:00+00:00,5.597818707607104,5.621912788059394,5.509474639527682,5.581756114959717,1162400
2015-10-01 00:00:00+00:00,5.830727519445449,5.838758625174974,5.6901795310353815,5.818680286407471,974400
2015-10-02 00:00:00+00:00,5.766476991815479,5.959228515625,5.750414396744891,5.959228515625,1304700
2015-10-05 00:00:00+00:00,6.103791619895613,6.3045742414906165,6.103791619895613,6.260402202606201,1019600
2015-10-06 00:00:00+00:00,6.208196900741842,6.28850984983402,6.18811856772821,6.252368927001953,640100
2015-10-07 00:00:00+00:00,6.328668251875265,6.3607934403243815,6.184104520891785,6.284495830535889,733100
2015-10-08 00:00:00+00:00,6.3407136742529,6.40094829329314,6.268431825034717,6.380870342254639,1235400
2015-10-09 00:00:00+00:00,6.469215342494177,6.497324782753029,6.324651631534593,6.421027183532715,775300
2015-10-12 00:00:00+00:00,6.425041558053762,6.453150992322304,6.325052011182573,6.433073043823242,798100
2015-10-13 00:00:00+00:00,6.360791909375497,6.51740206963057,6.336697832356522,6.41701078414917,585300
2015-10-14 00:00:00+00:00,6.3969332654673385,6.412995856910725,6.32866715609235,6.364808082580566,445500
2015-10-15 00:00:00+00:00,6.388900672572666,6.396932158385588,6.2965408834979915,6.3487443923950195,601700
2015-10-16 00:00:00+00:00,6.360792312775837,6.4250426782847025,6.328667130021405,6.340713977813721,436800
2015-10-19 00:00:00+00:00,6.288510751640125,6.288510751640125,6.115837599107924,6.139931678771973,787500
2015-10-20 00:00:00+00:00,6.160011378004128,6.276465292402169,6.131901931310201,6.22426176071167,414000
2015-10-21 00:00:00+00:00,6.252369451776144,6.30055722527595,6.160009648308779,6.168040752410889,377600
2015-10-22 00:00:00+00:00,6.147962707655917,6.364807876605373,6.083711960999239,6.336698055267334,1382700
2015-10-23 00:00:00+00:00,6.188119773718064,6.517403120650522,6.147963482827173,6.356777191162109,1362500
2015-10-26 00:00:00+00:00,6.236306043040316,6.344728806422624,6.192134018863634,6.220243453979492,664900
2015-10-27 00:00:00+00:00,5.979305386121609,5.995367977245706,5.7945853967132965,5.971273899078369,1131100
2015-10-28 00:00:00+00:00,6.047572279215177,6.176073024889493,5.9150554065355,5.967258930206299,602400
2015-10-29 00:00:00+00:00,5.919070874768782,6.055603102166996,5.878914585097927,5.898992538452148,693500
2015-10-30 00:00:00+00:00,5.923087059053923,6.059619296604411,5.870883533933887,6.007415771484375,737200
2015-11-02 00:00:00+00:00,6.043557345018564,6.115838832664986,6.035525855856471,6.047573089599609,1156100
2015-11-03 00:00:00+00:00,6.011430448943965,6.021469424586195,5.955211189645311,5.979305267333984,446500
2015-11-04 00:00:00+00:00,5.99536854581417,6.019462243304042,5.3769581544461325,5.581756114959717,2212200
2015-11-05 00:00:00+00:00,5.54159928059788,5.561677615175882,5.473333172810098,5.505458354949951,892800
2015-11-06 00:00:00+00:00,5.48136602727147,5.694195905615602,5.449240834872827,5.613882541656494,648600
2015-11-09 00:00:00+00:00,5.629943829026493,5.6781316031440845,5.525536793623853,5.569708824157715,406300
2015-11-10 00:00:00+00:00,5.54963120175333,5.5857721327224805,5.461287129342558,5.489396572113037,309000
2015-11-11 00:00:00+00:00,5.485380997174826,5.509475079551431,5.42113062145381,5.433177471160889,328900
2015-11-12 00:00:00+00:00,5.340816932039758,5.433176738951106,5.324754340274201,5.389004707336426,259300
2015-11-13 00:00:00+00:00,5.4251454398750765,5.4853800610938706,5.389004513958848,5.457270622253418,215700
2015-11-16 00:00:00+00:00,5.461285848505764,5.549629900197182,5.461285848505764,5.541598796844482,240100
2015-11-17 00:00:00+00:00,5.609865562501904,5.609865562501904,5.521521117394128,5.545615196228027,374400
2015-11-18 00:00:00+00:00,5.573725804607242,5.577741549082105,5.437193556161662,5.477350234985352,359600
2015-11-19 00:00:00+00:00,5.497426908745153,5.517505243472211,5.433176543988471,5.457270622253418,243100
2015-11-20 00:00:00+00:00,5.42113100853164,5.42113100853164,5.336802288635982,5.368927478790283,285300
2015-11-23 00:00:00+00:00,5.376957250382052,5.376957250382052,5.25247189107355,5.264518737792969,373700
2015-11-24 00:00:00+00:00,5.25247192847439,5.316722288718594,5.212315261840584,5.2163310050964355,562300
2015-11-25 00:00:00+00:00,5.216331936570932,5.300660645190523,5.152081564853611,5.288613796234131,255100
2015-11-27 00:00:00+00:00,5.252471923828125,5.276566000379566,5.224362486986739,5.252471923828125,79100
2015-11-30 00:00:00+00:00,5.200269591847978,5.216332185543968,5.1320034728994095,5.1721601486206055,373200
2015-12-01 00:00:00+00:00,5.216330883226093,5.26050329208374,5.176174600492823,5.26050329208374,675800
2015-12-02 00:00:00+00:00,5.332786352608732,5.52553786957469,5.332786352608732,5.401052474975586,992200
2015-12-03 00:00:00+00:00,5.5978201948478015,5.621914281701459,5.4131001388448245,5.445225715637207,849900
2015-12-04 00:00:00+00:00,5.489396077316216,5.581755885501302,5.421129965630543,5.561677932739258,1267000
2015-12-07 00:00:00+00:00,5.541600157874448,5.549631263199605,5.3970364323972175,5.4050679206848145,806400
2015-12-08 00:00:00+00:00,5.429161224435655,5.481364358973119,5.380973067541652,5.409082889556885,586400
2015-12-09 00:00:00+00:00,5.376956939697266,5.4773482168038905,5.316721943655892,5.376956939697266,638100
2015-12-10 00:00:00+00:00,5.332784532674459,5.397034888748727,5.2886125086139835,5.376956939697266,516200
2015-12-11 00:00:00+00:00,5.216330861859043,5.236409194624607,5.11593958099357,5.164127349853516,664600
2015-12-14 00:00:00+00:00,5.148064800585896,5.164127390331783,5.063736108679406,5.079798698425293,678500
2015-12-15 00:00:00+00:00,5.035628684040591,5.136020005798149,5.035628684040591,5.132004261016846,597900
2015-12-16 00:00:00+00:00,5.328769873667035,5.425145420457105,5.276566356748486,5.397035598754883,987000
2015-12-17 00:00:00+00:00,5.340816670173497,5.348847774181303,5.164127786453239,5.212315559387207,1379300
2015-12-18 00:00:00+00:00,5.212315257229841,5.28459710392181,5.099877126901943,5.252471923828125,1420000
2015-12-21 00:00:00+00:00,5.312707238692193,5.328770213811579,5.172159653059208,5.244441509246826,390100
2015-12-22 00:00:00+00:00,5.260503523535348,5.320738141766629,5.240425189804133,5.280581474304199,433000
2015-12-23 00:00:00+00:00,5.356880294570752,5.391013354854035,5.318731490027683,5.3849897384643555,662900
2015-12-24 00:00:00+00:00,5.332784681794053,5.393019679519766,5.2966437597510945,5.356878757476807,162800
2015-12-28 00:00:00+00:00,5.352864434018019,5.352864434018019,5.252473127479102,5.296645164489746,269100
2015-12-29 00:00:00+00:00,5.405067418743667,5.4331768592149965,5.300660378475294,5.3809733390808105,341800
2015-12-30 00:00:00+00:00,5.409083970541597,5.473334348623946,5.3729430371296605,5.461287498474121,393500
2015-12-31 00:00:00+00:00,5.461286325248248,5.513489459003725,5.437192247162169,5.505458354949951,262400
2016-01-04 00:00:00+00:00,5.485380041460304,5.505458376115497,5.355273168182424,5.397035598754883,663200
2016-01-05 00:00:00+00:00,5.300660703440989,5.320739040563904,5.119956435259605,5.204285144805908,1093500
2016-01-06 00:00:00+00:00,5.119956094273882,5.123971838023505,5.027596285806973,5.05972146987915,972700
2016-01-07 00:00:00+00:00,4.899095960890625,5.027597100976789,4.862955027208968,4.947283744812012,666600
2016-01-08 00:00:00+00:00,4.99547145071703,4.99547145071703,4.842876995497001,4.846892356872559,493900
2016-01-11 00:00:00+00:00,4.8067354913355835,4.8067354913355835,4.533671036190104,4.585874557495117,1312600
2016-01-12 00:00:00+00:00,4.505561491975148,4.5256398278579395,4.192340371313374,4.324857234954834,2863200
2016-01-13 00:00:00+00:00,4.433279790918169,4.509577010384358,4.172262564206956,4.20840311050415,1103100
2016-01-14 00:00:00+00:00,4.063840966889713,4.130099228954558,3.915261845379532,4.091950416564941,1962100
2016-01-15 00:00:00+00:00,4.023683655824019,4.067855691801877,3.9112451193963986,4.051793098449707,1454200
2016-01-19 00:00:00+00:00,4.21643464426428,4.240528725020684,4.079902413556972,4.160215377807617,2101000
2016-01-20 00:00:00+00:00,4.0477778292627375,4.200372675492233,3.9955742990029774,4.176278591156006,937100
2016-01-21 00:00:00+00:00,4.236513421797561,4.3609984335957925,4.1963567440134755,4.268638610839844,548600
2016-01-22 00:00:00+00:00,4.445325555936244,4.485482219315249,4.360996869210192,4.413200378417969,499200
2016-01-25 00:00:00+00:00,4.46942017478286,4.51760794692794,4.409185172379732,4.425248146057129,775400
2016-01-26 00:00:00+00:00,4.533671356226577,4.548930877605413,4.461389493476815,4.50957727432251,2340000
2016-01-27 00:00:00+00:00,4.525640423414974,4.54973412327504,4.38509243670226,4.389108180999756,2165700
2016-01-28 00:00:00+00:00,4.702329319805104,4.722407659866801,4.5376876206316625,4.557765960693359,1283500
2016-01-29 00:00:00+00:00,4.5698118096427525,4.907126623245146,4.529655138323458,4.838860511779785,1748900
2016-02-01 00:00:00+00:00,4.690280653571198,4.987438745988764,4.670202321280857,4.927204132080078,939100
2016-02-02 00:00:00+00:00,4.754531469140839,4.754531469140839,4.582661403030656,4.622014999389648,927000
2016-02-03 00:00:00+00:00,4.626030715559928,4.630046076011771,4.457373321786657,4.597920894622803,494500
2016-02-04 00:00:00+00:00,4.61799984105428,4.702328549122464,4.513592796215115,4.650125026702881,1013800
2016-02-05 00:00:00+00:00,4.662171811365907,4.670203299148645,4.539694686378465,4.573827743530273,499300
2016-02-08 00:00:00+00:00,4.417216494552425,4.421232237822074,4.160214669730198,4.312809467315674,1014900
2016-02-09 00:00:00+00:00,4.300763851716988,4.345738963733262,4.140137904569632,4.2204508781433105,488000
