"('date', '')","('open', 'CCM')","('high', 'CCM')","('low', 'CCM')","('close', 'CCM')","('volume', 'CCM')"
2009-12-11 00:00:00+00:00,52.68712824796541,55.216111575333166,49.315152003487334,50.052772521972656,1038517
2009-12-14 00:00:00+00:00,50.52695680154272,52.00219317621885,48.89365497411609,49.05171585083008,142858
2009-12-15 00:00:00+00:00,49.78933828049242,49.78933828049242,44.83674869560232,46.36467361450195,127911
2009-12-16 00:00:00+00:00,46.52272731394746,48.99902172403331,46.36466645543517,47.57646942138672,82329
2009-12-17 00:00:00+00:00,47.41841689073757,47.41841689073757,46.36467459823474,46.47004699707031,19808
2009-12-18 00:00:00+00:00,46.4700451932006,47.41841505005412,45.627052307128906,45.627052307128906,33378
2009-12-21 00:00:00+00:00,45.62705259581424,49.52589986660524,43.730317446143026,45.04749298095703,43919
2009-12-22 00:00:00+00:00,45.047490997364385,45.627050586701635,44.0991257523068,44.83674621582031,21482
2009-12-23 00:00:00+00:00,44.83674621582031,44.88943012318812,43.78300400395427,44.83674621582031,22700
2009-12-24 00:00:00+00:00,44.83674572736357,45.785110962089554,44.78405724453334,45.31092834472656,11486
2009-12-28 00:00:00+00:00,46.101238919513705,46.101238919513705,44.784058834255845,44.994808197021484,15551
2009-12-29 00:00:00+00:00,45.25824246112177,45.574364224185615,44.784059816526,45.100181579589844,10678
2009-12-30 00:00:00+00:00,44.889431704262456,45.7851130734995,44.784059309779046,45.574363708496094,3973
2009-12-31 00:00:00+00:00,45.52167892456055,46.36467179233924,45.047491718405375,45.52167892456055,23314
2010-01-04 00:00:00+00:00,46.04855444682005,46.83885890600127,45.310933900892955,46.153926849365234,11373
2010-01-05 00:00:00+00:00,46.78617385571669,49.68396290367298,46.15392572770012,49.63127899169922,26092
2010-01-06 00:00:00+00:00,50.36889483127772,51.369953221061145,48.84096986671129,49.578590393066406,29792
2010-01-07 00:00:00+00:00,49.525895109554554,52.42368832946576,49.104400992355444,52.00218963623047,33264
2010-01-08 00:00:00+00:00,52.10756771167792,53.37205924238392,51.10650943784936,52.16025161743164,45718
2010-01-11 00:00:00+00:00,52.68712636856226,53.47743534618735,50.052770736539635,51.00114059448242,13980
2010-01-12 00:00:00+00:00,51.001138262671816,51.106510652720374,50.05276844808921,50.632328033447266,26513
2010-01-13 00:00:00+00:00,50.368888854980476,51.159197775458004,49.789333861068975,50.36888885498047,10564
2010-01-14 00:00:00+00:00,50.579638205510236,52.160251470429024,50.368888854980476,50.36888885498047,9836
2010-01-15 00:00:00+00:00,50.57964265988039,51.84413429838199,49.789338245839815,51.73876190185547,24385
2010-01-19 00:00:00+00:00,52.4236932354976,54.84729950832143,51.15920161349142,54.63655471801758,19797
2010-01-20 00:00:00+00:00,51.844131991363554,56.37522720903422,51.844131991363554,54.899986267089844,89922
2010-01-21 00:00:00+00:00,55.53223181199505,56.37522928183654,52.68712679137158,54.0569953918457,62111
2010-01-22 00:00:00+00:00,54.74193060227228,54.74193060227228,52.68712986953105,53.372066497802734,42531
2010-01-25 00:00:00+00:00,53.003255899471256,55.00536355484334,51.686075716061886,53.2140007019043,11111
2010-01-26 00:00:00+00:00,52.47637927904079,53.898931715592994,51.791442726299465,52.42369079589844,15960
2010-01-27 00:00:00+00:00,51.89681969258416,52.63444015243144,50.36889028974726,52.42369079589844,20491
2010-01-28 00:00:00+00:00,52.160257167966826,52.739816801220705,51.8441353956599,51.89682388305664,16530
2010-01-29 00:00:00+00:00,51.686076677502,52.47638571745596,50.843083723978225,52.212947845458984,20024
2010-02-01 00:00:00+00:00,52.16025625022482,52.16025625022482,50.15814867681617,51.10651397705078,15198
2010-02-02 00:00:00+00:00,50.948448424928245,50.948448424928245,49.525896028897705,50.36888885498047,10143
2010-02-03 00:00:00+00:00,50.263517183224764,50.843076761422445,49.57858521628037,50.000083923339844,2937
2010-02-04 00:00:00+00:00,49.525900412593195,50.68501965508609,47.89259852146413,48.156036376953125,10792
2010-02-05 00:00:00+00:00,47.52378892726901,47.52378892726901,43.572253452981045,44.62599563598633,12044
2010-02-08 00:00:00+00:00,45.310929107780325,45.627050858012595,43.7303157805825,44.25718688964844,9153
2010-02-09 00:00:00+00:00,44.30987687526473,44.46793775573839,42.992696769935364,43.88837814331055,17065
2010-02-10 00:00:00+00:00,43.7303157805825,45.310929107780325,43.7303157805825,44.25718688964844,7422
2010-02-11 00:00:00+00:00,46.04854969510436,46.41735993001066,43.46687805076031,44.30987548828125,9335
2010-02-12 00:00:00+00:00,44.09912791396632,47.52379255842004,43.83569006006835,46.94423294067383,5510
2010-02-16 00:00:00+00:00,46.83885667969003,46.83885667969003,44.83674909423574,45.83780288696289,5430
2010-02-17 00:00:00+00:00,45.995860700111855,47.20766378303622,44.7840576171875,44.7840576171875,25033
2010-02-18 00:00:00+00:00,45.25823986189633,46.575419900397584,44.83674572736357,45.31092834472656,9278
2010-02-19 00:00:00+00:00,44.83674621582031,45.41630122912114,44.151809659674605,44.83674621582031,7787
2010-02-22 00:00:00+00:00,44.94211566501423,45.83779694407934,44.78405480118346,44.889427185058594,2596
2010-02-23 00:00:00+00:00,44.88943232432038,45.363619546137144,44.78405992838146,45.152870178222656,1947
2010-02-24 00:00:00+00:00,45.205558664210436,45.31093106014936,44.78405992838146,45.152870178222656,1787
