"('date', '')","('open', 'BHC')","('high', 'BHC')","('low', 'BHC')","('close', 'BHC')","('volume', 'BHC')"
2025-09-26 00:00:00+00:00,6.5,6.510000228881836,6.400000095367432,6.480000019073486,761134
