"('date', '')","('open', 'CDW')","('high', 'CDW')","('low', 'CDW')","('close', 'CDW')","('volume', 'CDW')"
2013-08-16 00:00:00+00:00,20.19240171023075,20.28905865352211,20.034236412472882,20.253910064697266,82200
2013-08-19 00:00:00+00:00,20.209970336557408,20.332987010989193,19.946362698210297,20.289052963256836,196100
2013-08-20 00:00:00+00:00,20.271474886462023,20.868987209457412,20.09573705238914,20.306623458862305,138000
2013-08-21 00:00:00+00:00,20.27148075364258,20.473580075509343,20.034232849202475,20.2363338470459,89000
2013-08-22 00:00:00+00:00,20.253910264635266,20.473583919028172,20.078172346707127,20.21876335144043,52600
2013-08-23 00:00:00+00:00,20.17483089558261,20.48237439693738,20.09574990904071,20.447227478027344,38900
2013-08-26 00:00:00+00:00,20.447218334997082,20.447218334997082,20.166036405539053,20.19239616394043,126500
2013-08-27 00:00:00+00:00,20.095746182433103,20.130893094825407,19.331281145171467,19.524593353271484,280700
2013-08-28 00:00:00+00:00,19.515806712116216,19.717907748524848,19.24341184910065,19.31370735168457,78300
2013-08-29 00:00:00+00:00,19.20825156585293,19.45428481565619,18.689821966659174,19.40156364440918,171500
2013-08-30 00:00:00+00:00,19.340067072254904,19.471870918371245,19.199476079600565,19.269771575927734,110900
2013-09-03 00:00:00+00:00,19.471871709706527,20.359353434389753,19.13796850757688,19.79698944091797,94000
2013-09-04 00:00:00+00:00,19.735480306189846,20.21876335144043,19.348855881161754,20.21876335144043,117900
2013-09-05 00:00:00+00:00,20.130883515527238,20.86898676028488,20.034226619483025,20.491147994995117,84400
2013-09-06 00:00:00+00:00,20.482372464497015,20.868998591894112,20.20119043583625,20.42086410522461,103000
2013-09-09 00:00:00+00:00,20.447220247101153,20.66689385952989,19.911216096462507,20.174823760986328,123700
2013-09-10 00:00:00+00:00,20.20997241011589,20.420858877625985,19.849707818622388,20.2363338470459,125600
2013-09-11 00:00:00+00:00,20.122107456063116,20.66689888478474,19.77941707366002,20.579029083251953,124700
2013-09-12 00:00:00+00:00,20.561447746345713,20.68446609675399,20.227544626040945,20.289052963256836,672200
2013-09-13 00:00:00+00:00,20.22755138444599,20.6668987124697,20.122107288290398,20.649324417114258,213800
2013-09-16 00:00:00+00:00,20.781121968037954,21.062303904407486,20.429644547576043,20.974435806274414,187000
2013-09-17 00:00:00+00:00,20.93049912055617,21.07109008228804,20.289052648157437,20.41206932067871,315500
2013-09-18 00:00:00+00:00,20.28026102885497,21.079872575767503,20.174816992833318,20.90413475036621,273600
2013-09-19 00:00:00+00:00,20.73719035037934,21.000798027639288,20.350564304551575,20.614171981811523,336900
2013-09-20 00:00:00+00:00,20.52630304964648,20.675681174359635,19.928790550793845,20.11331558227539,1170900
2013-09-23 00:00:00+00:00,20.122104827659903,21.04473510927213,19.981513833962644,20.965652465820312,442400
2013-09-24 00:00:00+00:00,20.974440491819845,21.431360402504822,20.95686619787664,21.352277755737305,393900
2013-09-25 00:00:00+00:00,21.352280002491433,21.466511249165134,21.088672269513353,21.20290184020996,263200
2013-09-26 00:00:00+00:00,21.31712766567363,21.536801279282002,20.939288782110964,21.079879760742188,473400
2013-09-27 00:00:00+00:00,21.053518314275664,21.44014434332574,20.904141866026848,21.07109260559082,156900
2013-09-30 00:00:00+00:00,20.930507847683128,21.167755823019103,20.016666215393055,20.06060028076172,1433100
2013-10-01 00:00:00+00:00,19.946360717620426,20.38570785522461,19.88485071053573,20.38570785522461,118500
2013-10-02 00:00:00+00:00,20.324202414953586,20.341776706640985,19.56852630813916,20.016660690307617,177400
2013-10-03 00:00:00+00:00,19.96393115217164,20.491147994995117,19.89363568486025,20.491147994995117,91000
2013-10-04 00:00:00+00:00,20.508724224054312,20.535085655284927,20.350558988623224,20.51751136779785,110300
2013-10-07 00:00:00+00:00,20.376928449607252,20.49115801133407,20.18361456302454,20.253910064697266,56700
2013-10-08 00:00:00+00:00,20.20996847017528,20.46479061622439,20.04301608745263,20.315412521362305,127000
2013-10-09 00:00:00+00:00,20.368140234913938,20.499944084145383,19.779414810768408,19.92879295349121,64900
2013-10-10 00:00:00+00:00,20.043023559679092,20.49115801133407,19.98151520521258,20.253910064697266,108700
2013-10-11 00:00:00+00:00,20.262693569851326,20.447220276060673,20.095742830872226,20.20118522644043,71400
2013-10-14 00:00:00+00:00,20.157251671853402,20.166038817697103,19.788199926301537,20.016660690307617,91100
2013-10-15 00:00:00+00:00,20.02544602806769,20.13088841671836,19.779410994588545,19.902427673339844,77600
2013-10-16 00:00:00+00:00,19.94636723856576,20.13089229221654,19.64761095324622,19.920005798339844,74400
2013-10-17 00:00:00+00:00,19.823346833699635,20.271481215868093,19.454295088147767,20.016660690307617,100700
2013-10-18 00:00:00+00:00,20.03423281148467,20.34177620451581,19.832133489998398,20.20118522644043,94000
2013-10-21 00:00:00+00:00,20.201184044284187,20.324200723907147,19.770623989627268,19.823345184326172,40700
2013-10-22 00:00:00+00:00,19.8409190257389,20.130888103988443,19.348850642401356,20.034231185913086,46800
2013-10-23 00:00:00+00:00,19.963939666748047,20.297844535868936,19.076457965947693,19.963939666748047,126400
2013-10-24 00:00:00+00:00,19.946368575147112,19.946368575147112,18.628326643114754,19.340068817138672,237200
2013-10-25 00:00:00+00:00,19.331279424512864,19.902430526859934,18.88314501855467,19.463083267211914,163800
2013-10-28 00:00:00+00:00,19.55973456842667,19.744259559876056,19.19068290955159,19.375207901000977,121700
2013-10-29 00:00:00+00:00,19.480652302912116,19.647604685799198,19.120387781297488,19.28734016418457,68200
2013-10-30 00:00:00+00:00,19.26098411564971,19.489444893985844,18.52288057824889,19.41914939880371,170200
2013-10-31 00:00:00+00:00,19.331277837727566,19.54216430393103,18.72497819990719,19.322490692138672,150000
2013-11-01 00:00:00+00:00,20.209968124353946,20.702036444195283,19.2434040962548,19.375207901000977,304900
2013-11-04 00:00:00+00:00,19.15554397283227,20.24512688611403,19.067675842773518,20.157257080078125,216000
2013-11-05 00:00:00+00:00,19.99908402693346,20.51751383839434,19.88485282048872,20.209970474243164,173600
2013-11-06 00:00:00+00:00,20.209972372067224,20.429645984807085,20.03423281148467,20.20118522644043,113100
2013-11-07 00:00:00+00:00,20.174821874355178,20.420856900619203,19.876067331288397,20.19239616394043,301400
2013-11-08 00:00:00+00:00,20.17482398291793,20.26269376405136,19.805773918915534,20.166038513183594,554400
2013-11-11 00:00:00+00:00,19.673966619002513,19.673966619002513,18.988586075676363,19.085241317749023,172300
2013-11-12 00:00:00+00:00,18.97101497287056,19.02373617521945,18.188977380117585,18.531667709350586,478600
2013-11-13 00:00:00+00:00,18.243747985775883,18.692797983688354,18.094064653138393,18.305383682250977,930900
2013-11-14 00:00:00+00:00,18.507888992107393,18.89530314826655,18.14688844513159,18.1909122467041,6958500
2013-11-15 00:00:00+00:00,18.18210953818449,19.106624607217967,18.050036436722735,19.000965118408203,718600
2013-11-18 00:00:00+00:00,18.94813416795838,19.282719434164523,18.49027923154962,18.772035598754883,546600
2013-11-19 00:00:00+00:00,18.701597569870557,18.921719954185512,18.578329572062344,18.719207763671875,326700
2013-11-20 00:00:00+00:00,18.683991419134568,19.326750196766454,18.587138691070187,19.133041381835938,388600
2013-11-21 00:00:00+00:00,19.08901388668774,19.6965521519572,18.85128130296484,19.36196517944336,432800
2013-11-22 00:00:00+00:00,19.37957809934084,19.749383832899486,19.238699884594762,19.520456314086914,405000
2013-11-25 00:00:00+00:00,19.846233347670573,20.23364750311125,19.59969569288074,19.63491439819336,542400
2013-11-26 00:00:00+00:00,19.652533744965517,19.793411990639733,19.405997654736225,19.555679321289062,336400
2013-11-27 00:00:00+00:00,19.538069900125816,19.78460597899863,19.177069202289694,19.546875,244700
2013-11-29 00:00:00+00:00,19.590890596702494,19.670134782906352,19.379573326625657,19.63491439819336,216000
2013-12-02 00:00:00+00:00,19.56447580017053,19.890257649356904,19.423597616576536,19.775793075561523,445700
2013-12-03 00:00:00+00:00,19.63491489196753,19.863842360157875,19.573280896570207,19.775793075561523,194400
2013-12-04 00:00:00+00:00,19.678945068162122,20.251263035457942,19.50284645696303,20.1632137298584,618200
2013-12-05 00:00:00+00:00,20.05755492101755,20.18082293515895,19.555674407583137,19.819822311401367,369200
2013-12-06 00:00:00+00:00,19.925481318730572,20.031140822444673,19.68775037432532,19.890262603759766,415100
2013-12-09 00:00:00+00:00,19.863844982255067,19.943089180912253,19.78460078359788,19.916675567626953,262000
2013-12-10 00:00:00+00:00,19.79340475706405,19.88145404828277,19.590892562841372,19.802209854125977,324200
2013-12-11 00:00:00+00:00,19.828625016967383,19.85503862858165,19.41479385473815,19.67894172668457,488300
2013-12-12 00:00:00+00:00,19.590899037055344,20.039949059208116,19.555678637168334,19.855045318603516,816900
2013-12-13 00:00:00+00:00,19.79341462366198,20.101586456844366,19.388390033320444,19.59090232849121,504600
2013-12-16 00:00:00+00:00,19.599702853957556,19.89906951579508,19.30033619212003,19.766996383666992,314600
2013-12-17 00:00:00+00:00,19.678948218245285,19.758192438029713,19.405996838655074,19.502849578857422,604000
2013-12-18 00:00:00+00:00,19.48523720004344,19.76699532743579,19.335553877122866,19.71416473388672,826900
2013-12-19 00:00:00+00:00,19.661327966275742,19.74937724095315,19.4059869170515,19.423595428466797,355200
2013-12-20 00:00:00+00:00,19.379583002922683,19.758193930627318,19.361972801773348,19.69655990600586,1035000
2013-12-23 00:00:00+00:00,19.758185074874458,19.84623436175563,19.40598960675023,19.62611198425293,620700
2013-12-24 00:00:00+00:00,19.705356584940695,20.039943574693403,19.634917483845488,19.916675567626953,453100
2013-12-26 00:00:00+00:00,19.934286207059905,20.330507242557452,19.907872590960615,20.1632137298584,359500
2013-12-27 00:00:00+00:00,20.233658185187267,20.427367044573856,19.95190167633542,20.25126838684082,465800
2013-12-30 00:00:00+00:00,20.172019736409858,20.55063059195065,20.119190822432344,20.444971084594727,543800
2013-12-31 00:00:00+00:00,20.5594283942188,20.74433036721805,20.198427864591427,20.568233489990234,379100
2014-01-02 00:00:00+00:00,20.568233620314217,20.867600160838677,20.374524870915856,20.58584213256836,538900
2014-01-03 00:00:00+00:00,20.673902000276364,20.797171725593973,20.42736590844349,20.577049255371094,485000
2014-01-06 00:00:00+00:00,20.68270121769992,21.09653073942632,20.08396800029104,20.91162872314453,666600
2014-01-07 00:00:00+00:00,20.9204381249647,21.30785411229767,20.79717008875009,21.114145278930664,419000
2014-01-08 00:00:00+00:00,21.04370616117931,21.325462632184728,21.008487442004153,21.114145278930664,582500
2014-01-09 00:00:00+00:00,21.21979365558218,21.571989059448242,21.149354574808967,21.571989059448242,453400
2014-01-10 00:00:00+00:00,21.483945376744224,22.02104455696802,21.483945376744224,21.906579971313477,569400
2014-01-13 00:00:00+00:00,21.809733170308505,22.522929451851518,21.686463453934874,21.739294052124023,569600
2014-01-14 00:00:00+00:00,21.792116818093632,21.98582391855915,21.492750230482926,21.554384231567383,581000
2014-01-15 00:00:00+00:00,21.51036768987828,21.5984170123372,21.369489445704467,21.536781311035156,403100
2014-01-16 00:00:00+00:00,21.51916439208088,21.616017097527315,21.351870912636336,21.545578002929688,361000
2014-01-17 00:00:00+00:00,21.431117647862507,21.580800951574965,21.272629246355113,21.519166946411133,252600
2014-01-21 00:00:00+00:00,21.677658654718048,21.932999812119107,21.3870971007646,21.836145401000977,319700
2014-01-22 00:00:00+00:00,21.888965762627777,22.153111895677284,21.49274488365336,21.571989059448242,391400
2014-01-23 00:00:00+00:00,21.563190340717423,21.60721582884423,21.281433934308478,21.439922332763672,382500
2014-01-24 00:00:00+00:00,21.33426242650756,21.33426242650756,20.735529234811164,20.797164916992188,173200
2014-01-27 00:00:00+00:00,20.823579266458125,21.519166875354692,20.444968459529687,20.51540756225586,237700
2014-01-28 00:00:00+00:00,20.62987260270161,20.920434117694562,20.37452980013774,20.867605209350586,207200
2014-01-29 00:00:00+00:00,20.594652743455573,20.726727536832083,20.101579000892414,20.233652114868164,509500
2014-01-30 00:00:00+00:00,20.312898431903452,20.770753508748836,20.312898431903452,20.753143310546875,117300
2014-01-31 00:00:00+00:00,20.56824089588991,21.166974188727938,20.50660688269792,20.8411922454834,141300
2014-02-03 00:00:00+00:00,20.841195945848508,20.92924527149923,20.004729871268474,20.321706771850586,298900
2014-02-04 00:00:00+00:00,20.42736590844349,20.76195132424575,20.207243438220612,20.577049255371094,230800
2014-02-05 00:00:00+00:00,20.533017757787572,20.62106705604546,20.33050554737491,20.51540756225586,207000
2014-02-06 00:00:00+00:00,20.52421039808508,20.84118716511976,20.34811350037731,20.60345458984375,362700
2014-02-07 00:00:00+00:00,20.62107362669043,20.85000120334555,20.45378007463453,20.735536575317383,193400
2014-02-10 00:00:00+00:00,20.744334585484822,20.7971651708563,20.365723787325784,20.374528884887695,220400
2014-02-11 00:00:00+00:00,20.365730594975343,20.656292194041878,20.1984387235803,20.321706771850586,285900
2014-02-12 00:00:00+00:00,20.383337176913038,21.078924878710424,20.092775629435863,20.8411922454834,395700
2014-02-13 00:00:00+00:00,20.999678148301772,21.888972881928215,20.348116019381553,21.871362686157227,406200
2014-02-14 00:00:00+00:00,20.383335270161258,21.950607467780245,20.26006725530834,21.40470314025879,475400
2014-02-18 00:00:00+00:00,21.343067758711825,21.968216249647448,21.131750455683072,21.712873458862305,313700
2014-02-19 00:00:00+00:00,21.62482866145153,22.13551266986086,21.62482866145153,21.748098373413086,278700
2014-02-20 00:00:00+00:00,21.69526290433459,21.977019303705074,21.660044194113585,21.800922393798828,257700
2014-02-21 00:00:00+00:00,21.733006595295617,21.803568239475577,21.627164970186826,21.7418270111084,162500
2014-02-24 00:00:00+00:00,21.70655167494967,22.103460377521653,21.662449586448787,21.73301124572754,120600
2014-02-25 00:00:00+00:00,21.64481613785467,21.830039911406054,21.29200606615528,21.4243106842041,139100
2014-02-26 00:00:00+00:00,21.53014467043041,21.9623350033513,21.256718476607503,21.81239128112793,214000
2014-02-27 00:00:00+00:00,21.794753033992652,22.606212977213804,21.794753033992652,22.526832580566406,226800
2014-02-28 00:00:00+00:00,22.48272934300983,23.311830079740634,22.48272934300983,23.082504272460938,805300
2014-03-03 00:00:00+00:00,22.853176351137996,23.073681720548684,22.526829346510752,22.870817184448242,195300
2014-03-04 00:00:00+00:00,23.073680642666822,23.197163105425165,22.844354867313914,23.056039810180664,180300
2014-03-05 00:00:00+00:00,23.15306222313978,23.629354596387667,22.853174806425706,23.549972534179688,314300
2014-03-06 00:00:00+00:00,23.49705834421508,23.779305028587654,23.355935002028794,23.638181686401367,199000
2014-03-07 00:00:00+00:00,22.94138294075137,23.02958544076407,22.52683337771128,22.71205711364746,3791000
2014-03-10 00:00:00+00:00,22.729696407446163,23.197166765837476,22.500370595906638,22.650314331054688,497200
2014-03-11 00:00:00+00:00,23.153062583991538,23.20598339884754,22.46508526157402,22.5709285736084,624800
2014-03-12 00:00:00+00:00,22.597389828534716,22.632669811007823,22.315141557138016,22.39452362060547,608700
2014-03-13 00:00:00+00:00,22.456267778484357,22.76497565639034,21.838853704994982,21.918235778808594,424600
2014-03-14 00:00:00+00:00,21.847671743517786,22.323962452217224,21.38019976888402,21.865312576293945,660500
2014-03-17 00:00:00+00:00,21.96233215552367,22.509186154582125,21.96233215552367,22.465084075927734,496500
2014-03-18 00:00:00+00:00,22.412167897726956,22.71205536529137,22.218123758494592,22.438629150390625,354300
2014-03-19 00:00:00+00:00,22.35042333560448,22.703231573741718,22.35042333560448,22.491546630859375,490600
2014-03-20 00:00:00+00:00,22.350423221933493,22.773793105544986,22.19165909499859,22.39452362060547,441000
2014-03-21 00:00:00+00:00,22.420983311551336,22.703229881017172,22.156377573257675,22.332780838012695,1162000
2014-03-24 00:00:00+00:00,22.315135107059906,22.491540015403594,22.182832266963086,22.306316375732422,750800
2014-03-25 00:00:00+00:00,22.376882849364275,23.153060913085938,22.094634598415965,23.153060913085938,378800
2014-03-26 00:00:00+00:00,23.170705200971163,23.373569742145595,22.88845859023761,23.214805603027344,326800
2014-03-27 00:00:00+00:00,23.144242517056856,23.373568294656703,22.941377988445513,23.250085830688477,381500
2014-03-28 00:00:00+00:00,23.417670712813013,23.79694023606632,23.303008655289304,23.558794021606445,871000
2014-03-31 00:00:00+00:00,23.691096768180902,24.282051209040116,23.505871388225597,24.202669143676758,850600
2014-04-01 00:00:00+00:00,24.290871948572157,25.093511346969738,24.24676986593785,25.075870513916016,1096000
2014-04-02 00:00:00+00:00,25.022950281447862,25.252274387212008,24.775983659895548,25.225814819335938,404300
2014-04-03 00:00:00+00:00,25.305197657663438,25.393400145353503,24.608399855466704,24.749523162841797,518100
2014-04-04 00:00:00+00:00,25.049402994815193,25.499234031163997,24.55547156919224,24.670133590698242,702900
2014-04-07 00:00:00+00:00,24.458455454235654,24.652501258248346,24.114467612318577,24.30851173400879,468800
2014-04-08 00:00:00+00:00,24.255592235216707,24.520198023035498,24.03508685126019,24.14093017578125,511500
2014-04-09 00:00:00+00:00,24.22913031427354,25.014130603455605,24.13210909199184,24.925928115844727,479100
2014-04-10 00:00:00+00:00,24.92592223318239,25.8961460032786,24.537832388679483,24.634855270385742,973900
2014-04-11 00:00:00+00:00,24.45845872382865,24.61722288203618,23.911606270361265,24.158571243286133,283000
2014-04-14 00:00:00+00:00,24.405541223308223,24.555484984006366,24.008630773718156,24.299697875976562,183300
2014-04-15 00:00:00+00:00,24.564295414133717,24.634857056220127,24.185025957048413,24.53783416748047,306400
2014-04-16 00:00:00+00:00,24.68777612836244,25.102325536131737,24.670135298502778,25.00530433654785,199000
2014-04-17 00:00:00+00:00,24.97002446666082,25.13760899769569,24.07918268275855,25.084688186645508,153000
2014-04-21 00:00:00+00:00,25.1552523449764,25.39339854200619,23.54997356320063,25.058229446411133,457700
2014-04-22 00:00:00+00:00,25.102329247122213,25.44631875095064,24.343791956562157,25.27873420715332,200500
2014-04-23 00:00:00+00:00,25.322841320314133,25.322841320314133,24.934752997060453,25.19053840637207,276400
2014-04-24 00:00:00+00:00,25.349297306163564,25.543341427450553,24.934747813373075,25.049409866333008,433800
2014-04-25 00:00:00+00:00,24.987665507215723,25.27873249391464,24.255587832650438,24.55547523498535,727600
2014-04-28 00:00:00+00:00,24.60840272151476,24.79362813546866,24.070370680355598,24.66132354736328,285400
2014-04-29 00:00:00+00:00,24.784800402007757,25.02294657151942,24.290868914456404,24.59957504272461,220700
2014-04-30 00:00:00+00:00,24.643678078662695,24.873003841671622,24.467273127941276,24.86418342590332,254200
2014-05-01 00:00:00+00:00,24.643678089499907,25.19935082456884,24.643678089499907,24.88182258605957,400100
2014-05-02 00:00:00+00:00,24.86417999549446,25.12878570274773,24.62603384957328,24.996482849121094,236800
2014-05-05 00:00:00+00:00,24.89946943086327,25.19053649234914,24.652504458889016,25.172897338867188,138600
2014-05-06 00:00:00+00:00,25.17289161742891,25.261092411759964,24.81126129491786,24.82008171081543,157900
2014-05-07 00:00:00+00:00,24.80244194302128,25.305193860392947,24.220306284550517,24.476093292236328,486800
2014-05-08 00:00:00+00:00,24.784801035825613,25.340473763240738,24.634857334408473,25.29637336730957,287100
2014-05-09 00:00:00+00:00,25.33165502119228,26.19603730652232,24.88182388722159,25.84322738647461,646000
2014-05-12 00:00:00+00:00,25.755033067993498,26.831098884342858,25.675650984244804,26.478290557861328,463800
2014-05-13 00:00:00+00:00,26.469465987910556,26.628230130507212,26.16075811978623,26.363622665405273,228400
2014-05-14 00:00:00+00:00,26.213671073980443,26.4253559731485,26.143109440924423,26.15192985534668,174100
2014-05-15 00:00:00+00:00,26.010816542678302,26.319524436301027,25.799131562505696,26.20486068725586,427200
2014-05-16 00:00:00+00:00,26.310702440397534,26.39008451349129,25.728568359258375,26.319522857666016,397500
2014-05-19 00:00:00+00:00,26.151942186602394,26.372447604166194,25.904977195617544,25.949077606201172,316200
2014-05-20 00:00:00+00:00,25.896149401817105,26.266598465113372,25.719744445077033,25.790306091308594,401300
2014-05-21 00:00:00+00:00,25.949073771518467,26.34598413740812,25.82559129427394,26.143117904663086,298200
2014-05-22 00:00:00+00:00,24.82081192565324,24.94447379301967,24.449824638787344,24.82964515686035,4304400
2014-05-23 00:00:00+00:00,24.92680580008359,25.324292756164873,24.84730840886733,25.129966735839844,1255700
2014-05-27 00:00:00+00:00,25.35078981459367,25.589280278700393,25.24479274239467,25.456785202026367,1427800
2014-05-28 00:00:00+00:00,25.562788193041236,25.624619130821046,25.412626622104536,25.606952667236328,1081100
2014-05-29 00:00:00+00:00,25.74828642255633,25.827783840643214,25.48329615211142,25.72178840637207,1194300
2014-05-30 00:00:00+00:00,25.651122224626967,26.07510729823231,25.527458647916887,25.977943420410156,3745300
2014-06-02 00:00:00+00:00,26.03092897079594,26.16342571856123,25.642277010633894,26.048595428466797,674800
2014-06-03 00:00:00+00:00,25.907277799702022,26.28709837212356,25.8896113347599,26.11927032470703,574400
2014-06-04 00:00:00+00:00,26.11926390392114,26.35775606771184,26.092765897788674,26.29592514038086,628300
2014-06-05 00:00:00+00:00,26.42841900768097,26.499083162055797,26.234093004341773,26.481416702270508,690400
2014-06-06 00:00:00+00:00,26.587416593120313,26.684578762700955,26.269427022359807,26.560916900634766,569700
2014-06-09 00:00:00+00:00,26.578588046134485,26.931908917706924,26.340095826035537,26.746416091918945,1083700
2014-06-10 00:00:00+00:00,26.799407742084394,27.09089760582129,26.7199103533592,26.90540313720703,729900
2014-06-11 00:00:00+00:00,26.834738978869797,27.029066677872013,26.781741281308477,26.90540313720703,239400
2014-06-12 00:00:00+00:00,26.861242001811775,26.958405863364764,26.684580741673006,26.76407814025879,313100
2014-06-13 00:00:00+00:00,26.99373255849083,27.090896403680357,26.834737788095733,26.94073486328125,542900
2014-06-16 00:00:00+00:00,26.83474761005975,27.214568215076174,26.825916061597624,27.13507080078125,1550400
2014-06-17 00:00:00+00:00,27.13506992916031,27.718049825418877,27.07323898330969,27.673885345458984,1510100
2014-06-18 00:00:00+00:00,27.594382526944305,27.956536582910026,27.576716064515104,27.66504669189453,630800
2014-06-19 00:00:00+00:00,27.82404462559017,28.08020330543445,27.74454722045,28.044870376586914,833100
2014-06-20 00:00:00+00:00,28.089025213985146,28.4158462698406,27.93003214303088,28.354015350341797,1248100
2014-06-23 00:00:00+00:00,28.292188454234346,28.513014160856926,28.124362130233024,28.248023986816406,764400
2014-06-24 00:00:00+00:00,28.221529430039705,28.318693291956098,27.95653753884044,28.053701400756836,769700
2014-06-25 00:00:00+00:00,27.95653600508129,28.486518073637153,27.744543514612257,28.460020065307617,753900
2014-06-26 00:00:00+00:00,28.530685977568623,28.627849845847617,28.16853188550461,28.309860229492188,628100
2014-06-27 00:00:00+00:00,28.283353377507837,28.38051721541654,27.90353293997333,27.983030319213867,5245400
2014-06-30 00:00:00+00:00,28.08903431475361,28.407023929222294,28.018370143179098,28.159698486328125,818100
2014-07-01 00:00:00+00:00,28.212698045979952,28.504187966050175,28.14203387398616,28.309860229492188,794200
2014-07-02 00:00:00+00:00,28.371692694935927,28.716180341332894,28.292195286572497,28.574851989746094,527000
2014-07-03 00:00:00+00:00,28.751508525969424,28.81333945898715,28.39818939008714,28.70734405517578,915000
2014-07-07 00:00:00+00:00,28.11552537120738,28.32751782078735,27.647374325406055,27.877033233642578,1344100
2014-07-08 00:00:00+00:00,27.84171280626151,28.159700761657156,27.567887645114048,28.000707626342773,962900
2014-07-09 00:00:00+00:00,28.027199061312388,28.362855088202654,27.991867823346638,28.27452278137207,937800
2014-07-10 00:00:00+00:00,27.97420158090084,28.23035853364821,27.91237065040204,28.168527603149414,766600
2014-07-11 00:00:00+00:00,28.14203348681638,28.221530889811532,27.779879399734774,27.806377410888672,430300
2014-07-14 00:00:00+00:00,27.956536464702772,28.168528958657085,27.77987689545747,27.82404136657715,444500
2014-07-15 00:00:00+00:00,27.7798819979041,27.903543887565963,27.285231069722858,27.532556533813477,547600
2014-07-16 00:00:00+00:00,27.54138203320484,27.87703636150941,27.417720178266272,27.691543579101562,731300
2014-07-17 00:00:00+00:00,27.594378412837436,27.98303210450172,27.461883333905575,27.56787872314453,473000
