"('date', '')","('open', 'AMTB')","('high', 'AMTB')","('low', 'AMTB')","('close', 'AMTB')","('volume', 'AMTB')"
2024-01-02 00:00:00+00:00,23.723646057778012,24.471383188196395,23.723646057778012,24.150924682617188,112800
2024-01-03 00:00:00+00:00,24.044106143006974,24.05381723195958,23.45174268230379,23.587696075439453,74400
2024-01-04 00:00:00+00:00,23.69451250066173,23.946995237126078,23.50029629336655,23.539138793945312,49500
2024-01-05 00:00:00+00:00,23.257522582529525,23.937282026079963,23.257522582529525,23.636245727539062,143100
2024-01-08 00:00:00+00:00,23.675089900794337,23.81104328088991,23.267233464908923,23.56827163696289,73200
2024-01-09 00:00:00+00:00,23.607115024113373,23.607115024113373,22.820535386842657,23.131282806396484,47800
2024-01-10 00:00:00+00:00,22.985619996280644,23.247813823951695,22.820535199473024,23.228391647338867,34600
2024-01-11 00:00:00+00:00,22.946778152369497,23.102153730062298,22.48065697589381,22.771984100341797,74700
2024-01-12 00:00:00+00:00,23.131281772384465,23.131281772384465,22.344702170275347,22.52920913696289,65100
2024-01-16 00:00:00+00:00,22.276728063590937,22.50007754649711,21.839738334252097,22.082509994506836,99100
2024-01-17 00:00:00+00:00,21.567833843845424,22.31557101706945,21.548413518305164,21.888294219970703,71900
2024-01-18 00:00:00+00:00,22.12135479626115,22.354415372551596,21.694076146961592,21.888294219970703,60100
2024-01-19 00:00:00+00:00,22.101932277009347,22.606897777269854,21.762051580595514,22.5777645111084,82900
2024-01-22 00:00:00+00:00,22.86908936406359,23.403188121147064,22.626317706898583,23.3157901763916,71200
2024-01-23 00:00:00+00:00,23.568270820185614,23.568270820185614,23.04388319842002,23.199256896972656,75900
2024-01-24 00:00:00+00:00,23.442031436705996,23.694514191184123,23.17983944554097,23.47116470336914,74700
2024-01-25 00:00:00+00:00,23.15070457008376,23.90815278088138,22.150484710566474,23.7042236328125,172200
2024-01-26 00:00:00+00:00,23.19925977111558,23.655671687834083,23.160417267765542,23.47116470336914,141300
2024-01-29 00:00:00+00:00,23.665381955413455,23.723646634516847,23.024463076473136,23.3157901763916,137000
2024-01-30 00:00:00+00:00,23.092439436556415,23.25752422851071,22.568051796630773,22.810823440551758,82700
2024-01-31 00:00:00+00:00,22.354415604718486,22.830247851111782,21.8591611803824,21.956270217895508,132700
2024-02-01 00:00:00+00:00,22.01453519617032,22.01453519617032,21.169688966283037,21.645523071289062,110700
2024-02-02 00:00:00+00:00,21.062869846785606,21.674653618112636,21.062869846785606,21.49014663696289,96400
2024-02-05 00:00:00+00:00,21.13084750518089,21.34448591937392,20.800677868209238,21.15998077392578,114000
2024-02-06 00:00:00+00:00,21.208532333374023,21.480437258950893,21.159978742328512,21.208532333374023,118800
2024-02-07 00:00:00+00:00,21.062870704727313,21.431882829856775,20.363687106501796,21.26679801940918,145300
2024-02-08 00:00:00+00:00,21.121135983629852,21.616390428958386,21.062871299532645,21.5192813873291,109900
2024-02-09 00:00:00+00:00,21.645522239549965,22.092221207883764,21.490146672085178,22.03395652770996,103600
2024-02-12 00:00:00+00:00,21.956271611118293,22.616610885467857,21.868873657030793,22.36412811279297,110100
2024-02-13 00:00:00+00:00,21.632953279738757,21.632953279738757,20.794541717029336,20.979772567749023,125900
2024-02-14 00:00:00+00:00,21.35023132463984,21.359980512020915,20.86278311239022,21.272239685058594,73900
2024-02-15 00:00:00+00:00,21.496465371489666,22.55910262073012,21.47696885623563,22.2861328125,141400
2024-02-16 00:00:00+00:00,21.9254207611084,22.295882450432057,21.83767993255634,21.9254207611084,83400
2024-02-20 00:00:00+00:00,21.691444826105624,21.935168925275352,21.46721910114163,21.584205627441406,88500
2024-02-21 00:00:00+00:00,21.584208512695398,21.584208512695398,21.165002708571656,21.242996215820312,63900
2024-02-22 00:00:00+00:00,21.17474927666533,21.330732552925063,20.911528660144118,20.999269485473633,102800
2024-02-23 00:00:00+00:00,21.12600429561465,21.39897594711543,20.8627818308961,21.2137451171875,67700
2024-02-26 00:00:00+00:00,21.018764366932228,21.38922601385915,20.814037030051963,20.970020294189453,68500
2024-02-27 00:00:00+00:00,21.165000223876106,21.3112361733322,20.706799579386715,20.794540405273438,75400
2024-02-28 00:00:00+00:00,20.55081736733085,20.85303475023452,20.49232410019698,20.502073287963867,62300
2024-02-29 00:00:00+00:00,20.931024142055474,21.759686418454937,20.57031353080745,20.65805435180664,74200
2024-03-01 00:00:00+00:00,20.492324660259438,20.492324660259438,19.84889312579935,20.443578720092773,86500
2024-03-04 00:00:00+00:00,20.49232324039342,20.736047345937205,19.985376654590187,20.082866668701172,67600
2024-03-05 00:00:00+00:00,20.034119666649755,21.116255232753957,20.034119666649755,21.009016036987305,99100
2024-03-06 00:00:00+00:00,21.135752757486273,21.60370255018031,20.619057032552952,21.223493576049805,111600
2024-03-07 00:00:00+00:00,21.41847436814536,21.740190122733107,21.3014878352775,21.467220306396484,61200
2024-03-08 00:00:00+00:00,21.876676418165065,21.97416643309559,21.613453935692856,21.701194763183594,70000
2024-03-11 00:00:00+00:00,21.564710774836673,21.72069406157057,21.437973192198225,21.486719131469727,85600
2024-03-12 00:00:00+00:00,21.418474681994084,21.564710639422856,21.15525404945067,21.311237335205078,55700
2024-03-13 00:00:00+00:00,21.25274234190143,21.65244974659047,21.25274234190143,21.486719131469727,63100
2024-03-14 00:00:00+00:00,21.340483356434103,21.437973376347074,20.82378941199005,21.155254364013672,113900
2024-03-15 00:00:00+00:00,21.067513459210726,21.80843500473357,21.067513459210726,21.40872573852539,201400
2024-03-18 00:00:00+00:00,21.350231952041383,21.642702003666145,20.89203128847023,20.96027374267578,93500
2024-03-19 00:00:00+00:00,20.95052398087741,21.194248087485292,20.892030715942383,20.892030715942383,57100
2024-03-20 00:00:00+00:00,20.7555441932492,22.042407078305157,20.60930825311057,21.749937057495117,60000
2024-03-21 00:00:00+00:00,21.837679764152366,22.412868809350247,21.837679764152366,22.256885528564453,76100
2024-03-22 00:00:00+00:00,22.334875857294016,22.334875857294016,21.691444396972656,21.691444396972656,48400
2024-03-25 00:00:00+00:00,21.81818056135016,22.042408146005936,21.7109432220459,21.7109432220459,33700
2024-03-26 00:00:00+00:00,21.886427852551133,21.886427852551133,21.40872691629565,21.418476104736328,38300
2024-03-27 00:00:00+00:00,21.642700445379408,22.520106818145106,21.642700445379408,22.500608444213867,73300
2024-03-28 00:00:00+00:00,22.4811118329075,22.841824341047868,22.44211694145492,22.705339431762695,106600
2024-04-01 00:00:00+00:00,22.802828842710323,22.802828842710323,21.964419106017147,22.20814323425293,57000
2024-04-02 00:00:00+00:00,21.866928869921313,22.081405431272234,21.53546390999056,21.730443954467773,71700
2024-04-03 00:00:00+00:00,21.525713108202122,21.97416643309559,21.525713108202122,21.701194763183594,68500
2024-04-04 00:00:00+00:00,21.66219670955119,22.178892455955285,21.51596262569109,21.6427001953125,73600
2024-04-05 00:00:00+00:00,21.63295053674488,21.886423810993357,21.54520971644859,21.749937057495117,42400
2024-04-08 00:00:00+00:00,21.944918372129592,22.422617389020473,21.944918372129592,22.315378189086914,98600
2024-04-09 00:00:00+00:00,22.39337239587224,22.422619960881708,21.974168454208495,22.130151748657227,50400
2024-04-10 00:00:00+00:00,21.38922993923719,21.38922993923719,20.502074264343108,20.716550827026367,88400
2024-04-11 00:00:00+00:00,20.85303721119088,21.194251385430235,20.550819792621237,20.82379150390625,57500
2024-04-12 00:00:00+00:00,20.648308080642675,20.76529461884868,20.492324790056333,20.619060516357422,51100
2024-04-15 00:00:00+00:00,20.72630004943925,20.960274988970728,20.248600982129044,20.463077545166016,55400
2024-04-16 00:00:00+00:00,20.316842148118024,20.804290372670824,20.14136048976423,20.404582977294922,43200
2024-04-17 00:00:00+00:00,20.658054318888176,20.72629676634164,20.26809614810607,20.277843475341797,47100
2024-04-18 00:00:00+00:00,20.1218605327949,20.960272008150444,20.1218605327949,20.755544662475586,93800
2024-04-19 00:00:00+00:00,20.648306840253667,21.65244898064879,20.648306840253667,21.62320327758789,103200
2024-04-22 00:00:00+00:00,21.623205587934482,22.04241139829332,21.593958022281218,21.769439697265625,95400
2024-04-23 00:00:00+00:00,21.65244934450164,22.18864350972623,21.65244934450164,22.149646759033203,70500
2024-04-24 00:00:00+00:00,21.896173457930793,22.286133526991375,21.779186924786554,22.149646759033203,83900
2024-04-25 00:00:00+00:00,21.242995853187637,21.749940625377103,21.10650907729997,21.525714874267578,205500
2024-04-26 00:00:00+00:00,21.57445752973279,21.720693484192605,20.901780320874224,21.038265228271484,71600
2024-04-29 00:00:00+00:00,21.106507786749134,21.340482711791992,21.067512895642363,21.340482711791992,82700
2024-04-30 00:00:00+00:00,21.028515885625207,21.213746729632433,20.95052424490649,21.116256713867188,87500
2024-05-01 00:00:00+00:00,21.33073221387776,22.091152068157733,21.33073221387776,21.7889347076416,56400
2024-05-02 00:00:00+00:00,22.06190417918905,22.295880945850126,21.925419281526146,22.071653366088867,81100
2024-05-03 00:00:00+00:00,22.217891559881867,22.461615678654766,21.925421501673913,22.042409896850586,83600
2024-05-06 00:00:00+00:00,22.120402722449576,22.50061177302161,21.847431025429813,22.052160263061523,116000
2024-05-07 00:00:00+00:00,22.227639950158075,22.432369186630694,21.84743090173863,21.876678466796875,71500
2024-05-08 00:00:00+00:00,21.613456476511114,22.21789315256238,21.613456476511114,22.198394775390625,54900
2024-05-09 00:00:00+00:00,22.393373160794415,22.656595676468243,22.149649022459602,22.54935646057129,67500
2024-05-10 00:00:00+00:00,22.63709496644849,22.63709496644849,22.217891053663035,22.403120040893555,62000
2024-05-13 00:00:00+00:00,22.60784926292126,22.75408335895967,22.373874337366324,22.403120040893555,52500
2024-05-14 00:00:00+00:00,22.73588744786101,22.833760778151227,22.510780094938468,22.716312408447266,52300
2024-05-15 00:00:00+00:00,23.000143954719114,23.049079684507145,22.510779189725092,22.726099014282227,73900
2024-05-16 00:00:00+00:00,22.628227515021713,22.93163314608795,22.598864957133333,22.706525802612305,87700
2024-05-17 00:00:00+00:00,22.79461399357319,23.029508880912466,22.628229881693873,22.843549728393555,90200
2024-05-20 00:00:00+00:00,22.80440047259964,22.86312559664419,22.530357360839844,22.530357360839844,85500
2024-05-21 00:00:00+00:00,22.442269403988487,22.657589237973816,22.42269436450477,22.471630096435547,69800
2024-05-22 00:00:00+00:00,22.373759675550108,22.461845490554527,22.08013966994252,22.2171630859375,67600
2024-05-23 00:00:00+00:00,22.275885266995132,22.275885266995132,21.571200647693267,21.659284591674805,76600
2024-05-24 00:00:00+00:00,21.825669328133415,21.874606928188992,21.65928522150157,21.83545684814453,49500
2024-05-28 00:00:00+00:00,21.835454516126436,21.962690395903635,21.346089768505987,21.453750610351562,71400
2024-05-29 00:00:00+00:00,21.081838027922316,21.228647105345605,20.92523956298828,20.92523956298828,75200
2024-05-30 00:00:00+00:00,21.258005500007137,21.512475411162928,21.1797072094037,21.355878829956055,55100
2024-05-31 00:00:00+00:00,21.492901164194272,21.67886031127511,21.473327990905684,21.57120132446289,134700
2024-06-03 00:00:00+00:00,21.874607374323684,21.874607374323684,21.32651930997283,21.688648223876953,113900
2024-06-04 00:00:00+00:00,21.41460352519039,21.48311616751936,21.111197861990888,21.21885871887207,86900
2024-06-05 00:00:00+00:00,21.424387564529276,21.512473366433024,21.09161939439919,21.316728591918945,55400
2024-06-06 00:00:00+00:00,21.365664318852886,21.43417508327173,21.072046223692606,21.316728591918945,56800
2024-06-07 00:00:00+00:00,21.042686374708154,21.434177840881897,21.042686374708154,21.287368774414062,54200
2024-06-10 00:00:00+00:00,21.052473427731663,21.150346758798747,20.739280261739804,20.886089324951172,93500
2024-06-11 00:00:00+00:00,20.700131281855555,21.032899505087766,20.563109731152394,20.935026168823242,67700
2024-06-12 00:00:00+00:00,21.639713131320324,22.158438650421605,21.336305596125946,21.600563049316406,106700
2024-06-13 00:00:00+00:00,21.522265388654798,21.600563688199813,21.00353798743237,21.228647232055664,74900
2024-06-14 00:00:00+00:00,20.866515120273828,21.062261790240033,20.700131010836127,20.856727600097656,89200
