"('date', '')","('open', 'CTVA')","('high', 'CTVA')","('low', 'CTVA')","('close', 'CTVA')","('volume', 'CTVA')"
2019-05-24 00:00:00+00:00,27.431850860858788,29.50652865705819,26.27925208519245,26.740291595458984,44000
2019-05-28 00:00:00+00:00,26.970814283054388,28.12341318403962,26.288475944718293,26.523605346679688,61500
2019-05-29 00:00:00+00:00,27.570167330300087,27.570167330300087,25.50471016316059,26.27925682067871,207800
2019-05-30 00:00:00+00:00,26.731075128960907,26.8878286593928,26.021073740609012,26.555879592895508,666000
2019-05-31 00:00:00+00:00,26.279256745044766,26.36224401230618,24.86847496032715,24.86847496032715,853800
2019-06-03 00:00:00+00:00,24.47197960734872,24.896135139612774,22.4710679350382,22.876781463623047,19259600
2019-06-04 00:00:00+00:00,22.452625684826746,25.762889683667044,22.452625684826746,25.58769416809082,20135100
2019-06-05 00:00:00+00:00,25.394058017116603,26.02107029714282,24.398210949408917,25.827434539794922,10740200
2019-06-06 00:00:00+00:00,25.532373699314103,25.532373699314103,24.186137144399606,24.803930282592773,13986100
2019-06-07 00:00:00+00:00,24.130812430519413,24.831592824743108,23.711266470150953,24.259902954101562,10049100
2019-06-10 00:00:00+00:00,24.038606229708826,24.65639940947256,23.162631980550874,23.337825775146484,10247200
2019-06-11 00:00:00+00:00,23.061195064401453,23.383923053038867,22.618597584472113,23.005870819091797,11641200
2019-06-12 00:00:00+00:00,23.15340966283129,23.466916736783624,22.572498772208693,23.116525650024414,13392000
2019-06-13 00:00:00+00:00,23.10730022723897,23.227171487207787,22.77535296909913,23.02431297302246,9710800
2019-06-14 00:00:00+00:00,22.830680434855864,23.27327801386928,22.63704289483347,23.227174758911133,7036800
2019-06-17 00:00:00+00:00,23.54068042172935,24.803927823460906,23.466914162932806,23.927953720092773,13710100
2019-06-18 00:00:00+00:00,24.001717192463236,25.4217179491264,23.743534437285327,25.17275619506836,14485400
2019-06-19 00:00:00+00:00,25.338730812387443,25.338730812387443,24.776263811340367,25.03444480895996,10228800
2019-06-20 00:00:00+00:00,25.237310120789097,25.449387928501007,24.36133412027244,25.043672561645508,7728000
2019-06-21 00:00:00+00:00,24.776271647776966,25.550816644341158,24.776271647776966,25.08977699279785,12548900
2019-06-24 00:00:00+00:00,25.02522498816136,26.233149816409952,24.94500420887063,25.827434539794922,6494900
2019-06-25 00:00:00+00:00,25.83665934287142,25.901204604817597,25.338735735755527,25.513931274414062,6698600
2019-06-26 00:00:00+00:00,25.75366695768868,27.086070841965345,25.67990070744684,26.980031967163086,6735100
2019-06-27 00:00:00+00:00,27.090686946292347,27.966662916431215,26.980038423813124,27.26588249206543,5879600
