"('date', '')","('open', 'AIG')","('high', 'AIG')","('low', 'AIG')","('close', 'AIG')","('volume', 'AIG')"
2024-01-02 00:00:00+00:00,64.89719001132387,66.37146801795627,64.89719001132387,66.33292388916016,3897700
2024-01-03 00:00:00+00:00,66.36185371824008,66.84364441862984,66.0438700916126,66.11132049560547,3970300
2024-01-04 00:00:00+00:00,66.37146473742119,67.21942082594224,66.08239481304943,66.13056945800781,4146100
2024-01-05 00:00:00+00:00,66.28475320325765,66.70873129381268,66.08240202864037,66.49674224853516,4870500
2024-01-08 00:00:00+00:00,66.56418448870096,66.66054112887974,65.34043236865504,65.73550415039062,4098100
2024-01-09 00:00:00+00:00,65.36934121167997,65.47533572553208,64.73338148010794,65.35971069335938,3479300
2024-01-10 00:00:00+00:00,65.03209945665617,65.38862718189819,64.81047987595745,65.12845611572266,2943400
2024-01-11 00:00:00+00:00,64.97428677901293,65.12845596284905,64.45395199942506,64.83938598632812,2788000
2024-01-12 00:00:00+00:00,65.02247202536867,65.33081775995282,64.58885601166016,65.04174041748047,2473100
2024-01-16 00:00:00+00:00,64.79120290010718,64.94537943291273,64.29014387157257,64.77193450927734,2906400
2024-01-17 00:00:00+00:00,64.2323348591146,65.41753577579978,64.2323348591146,64.31905364990234,3691200
2024-01-18 00:00:00+00:00,63.97215616938846,64.89719325206586,63.654172604597136,64.79119873046875,3580500
2024-01-19 00:00:00+00:00,65.4078890446435,66.7472663211455,65.23444413501886,66.32329559326172,5098600
2024-01-22 00:00:00+00:00,66.66055211539505,67.00744195844293,66.38111266674305,66.73764038085938,3091900
2024-01-23 00:00:00+00:00,66.73764716509301,66.90145423220035,66.45820768803453,66.48711395263672,2562200
2024-01-24 00:00:00+00:00,66.90144482430675,67.12307174099496,66.51601086354626,66.64128112792969,2736100
2024-01-25 00:00:00+00:00,67.09415637200735,67.38323367289335,66.31365795177274,66.46783447265625,3968400
2024-01-26 00:00:00+00:00,66.63163692042815,67.11342748767413,66.48709827994622,66.99779510498047,2564600
2024-01-29 00:00:00+00:00,66.88217205839575,67.15197360781272,66.52564438149999,66.8436279296875,3167200
2024-01-30 00:00:00+00:00,66.80508529258447,67.8457547363207,66.80508529258447,67.81684112548828,2966800
2024-01-31 00:00:00+00:00,67.99029447166556,68.48172299523792,66.96890064170988,66.9785385131836,3690900
2024-02-01 00:00:00+00:00,66.49674245337081,66.93998893507039,65.07063900445542,66.31365966796875,4304200
2024-02-02 00:00:00+00:00,66.56418912424968,67.48922616715865,66.4581946072094,67.09415435791016,2808900
2024-02-05 00:00:00+00:00,66.42930034747802,66.75691447638634,66.2173112751057,66.41966247558594,2929300
2024-02-06 00:00:00+00:00,66.2654800415039,66.83399680792844,66.10167299160966,66.2654800415039,2910400
2024-02-07 00:00:00+00:00,66.46784928418016,67.29652253819442,66.42930514537021,67.26761627197266,2844100
2024-02-08 00:00:00+00:00,67.22906582868036,67.22906582868036,65.48498598245403,65.9186019897461,5242200
2024-02-09 00:00:00+00:00,65.79332536878022,66.7087319504399,65.58133632141605,66.60273742675781,3217300
2024-02-12 00:00:00+00:00,66.87253767546531,67.62412984561674,66.73763689372231,67.19052124023438,3770600
2024-02-13 00:00:00+00:00,67.31579495301682,67.7397731074078,66.67982772143034,67.53741455078125,5328600
2024-02-14 00:00:00+00:00,69.5705592653673,70.61122871924495,66.22693869752105,66.65090942382812,7507300
2024-02-15 00:00:00+00:00,66.50637873077937,68.23119015654844,66.34257167257442,67.7397689819336,5656300
2024-02-16 00:00:00+00:00,67.59522945511014,68.21192089706909,67.1616134605334,67.4892349243164,5139600
2024-02-20 00:00:00+00:00,66.49672920818085,66.89179360928097,65.57169229781732,65.64877319335938,6814600
2024-02-21 00:00:00+00:00,66.140212583913,66.58345905107447,65.66805985717117,66.17875671386719,3969200
2024-02-22 00:00:00+00:00,66.17876154857615,68.40463191736892,66.14985528688403,68.29863739013672,6031800
2024-02-23 00:00:00+00:00,68.4142723807252,69.30076541340115,68.29863997803366,68.72261810302734,4246100
2024-02-26 00:00:00+00:00,68.74188649437164,69.83073806964325,68.57807943754841,68.72261810302734,5154600
2024-02-27 00:00:00+00:00,68.65516222139985,69.39711652932486,68.65516222139985,69.32966613769531,3217500
2024-02-28 00:00:00+00:00,69.300754477898,69.88853956696373,69.11767905861936,69.79218292236328,3557600
2024-02-29 00:00:00+00:00,70.04272978831563,70.43779431396172,69.38749418463281,70.23544311523438,5300200
2024-03-01 00:00:00+00:00,70.187255859375,70.76541049998323,69.83073549608045,70.187255859375,4631700
2024-03-04 00:00:00+00:00,69.65729250336415,70.59196753315274,69.64765463200932,70.50524139404297,4030400
2024-03-05 00:00:00+00:00,70.33179725566586,71.59409376179025,70.15835232704414,71.2279281616211,5310500
2024-03-06 00:00:00+00:00,71.08338445711544,72.23968634981,70.47633092574124,72.12405395507812,5327400
2024-03-07 00:00:00+00:00,72.31677047995291,72.73111068130189,71.8157041496262,71.99878692626953,2945100
2024-03-08 00:00:00+00:00,71.98915848182227,72.16260341094647,71.58445609771312,71.70008850097656,2338500
2024-03-11 00:00:00+00:00,71.40136375432049,72.48057731925019,71.37245749525343,72.18186950683594,2336400
2024-03-12 00:00:00+00:00,72.19149247704092,73.27070592912636,72.06622958366769,73.12616729736328,3656000
2024-03-13 00:00:00+00:00,73.42630751928698,73.67803481006207,72.95190436044928,73.08744812011719,3645000
2024-03-14 00:00:00+00:00,73.03904950712894,73.6005848178125,72.45813919322359,73.43599700927734,3869100
2024-03-15 00:00:00+00:00,72.93254239728141,73.92976034251248,72.8454029043783,73.84262084960938,7185000
2024-03-18 00:00:00+00:00,73.74580875473234,74.08466816338998,72.73890695002027,72.94222259521484,6434600
2024-03-19 00:00:00+00:00,73.49408678570184,73.84262260586155,73.01967624028323,73.08744812011719,5565100
2024-03-20 00:00:00+00:00,73.22299475842878,74.35576391815921,73.07777457206186,74.29766845703125,4132900
2024-03-21 00:00:00+00:00,74.22989604596874,75.01412197967197,74.13308012688645,74.94635009765625,3860800
2024-03-22 00:00:00+00:00,74.9753889212076,75.15933693869853,73.81357581326488,73.9491195678711,2914400
2024-03-25 00:00:00+00:00,74.05563462911655,74.66558903778599,73.92977465564583,74.15245056152344,3286800
2024-03-26 00:00:00+00:00,74.26862050399181,74.96570690812442,73.99753298829152,74.9269790649414,3861900
2024-03-27 00:00:00+00:00,75.23678624920794,75.89514473862567,74.86888285881392,75.84673309326172,3474100
2024-03-28 00:00:00+00:00,76.01134242318288,76.19529045937567,75.65311538582829,75.68215942382812,4292900
2024-04-01 00:00:00+00:00,75.51755713938975,75.80801223686554,74.83983842738618,75.16901397705078,2329300
2024-04-02 00:00:00+00:00,75.13998639117739,75.79834502118737,74.89794288582934,75.53693389892578,3335100
2024-04-03 00:00:00+00:00,75.69184757185779,76.43733834072859,75.09157700131249,75.32394409179688,3380800
2024-04-04 00:00:00+00:00,75.77897688151566,76.40829146839562,73.98785643161231,74.1814956665039,4013100
2024-04-05 00:00:00+00:00,74.48161149872506,75.3820134374878,74.24925185256757,75.23678588867188,2999900
2024-04-08 00:00:00+00:00,75.37235260009766,75.74993991013693,75.03349314064988,75.37235260009766,3027600
2024-04-09 00:00:00+00:00,75.60469208431967,75.62405969772351,72.79699384034213,73.11648559570312,4389600
2024-04-10 00:00:00+00:00,72.70017594070906,73.2714023932226,71.96436908153274,72.92285919189453,4501500
2024-04-11 00:00:00+00:00,72.46781441429032,72.47749822146295,71.25759704803102,71.80945587158203,3833900
