"('date', '')","('open', 'CFFN')","('high', 'CFFN')","('low', 'CFFN')","('close', 'CFFN')","('volume', 'CFFN')"
1999-04-01 00:00:00+00:00,0.8631360786053338,0.8631360786053338,0.8199793911354769,0.8388605117797852,6657994
1999-04-05 00:00:00+00:00,0.8361631185466754,0.8469521962526081,0.7660334146957177,0.782217264175415,3107155
1999-04-06 00:00:00+00:00,0.7930063418813479,0.8037955127555999,0.7768225389858101,0.782217264175415,1274010
1999-04-07 00:00:00+00:00,0.7822175647476756,0.7876120125051748,0.7444552192565648,0.7660337090492249,2243327
1999-04-08 00:00:00+00:00,0.7768227038688648,0.8199794896943554,0.7660335772887464,0.7984012365341187,2475130
1999-04-09 00:00:00+00:00,0.803795891086984,0.803795891086984,0.7876120805740356,0.7876120805740356,1196592
1999-04-12 00:00:00+00:00,0.7930067181587219,0.7984014459080958,0.7768229075840541,0.7930067181587219,452966
1999-04-13 00:00:00+00:00,0.7984014459080958,0.8037958941523793,0.7876120835777115,0.7930067181587219,736382
1999-04-14 00:00:00+00:00,0.7876124731082413,0.8145856593534574,0.7876124731082413,0.8091909289360046,1763875
1999-04-15 00:00:00+00:00,0.8091909289360046,0.8145856593534574,0.7984018407747373,0.8091909289360046,595806
1999-04-16 00:00:00+00:00,0.8145854565132032,0.8199799060821533,0.8037960915333714,0.8199799060821533,1337620
1999-04-19 00:00:00+00:00,0.8199794932446554,0.8253741264343262,0.8145850463916633,0.8253741264343262,1170559
1999-04-20 00:00:00+00:00,0.8253746534523995,0.8253746534523995,0.8145855665206909,0.8145855665206909,392978
1999-04-21 00:00:00+00:00,0.8145855665206909,0.8253746534523995,0.8037962000837855,0.8145855665206909,285905
1999-04-22 00:00:00+00:00,0.8091908367180387,0.8199800168181463,0.8037962000837855,0.8145855665206909,224559
1999-04-23 00:00:00+00:00,0.81458504286472,0.8199794896943554,0.7876118770331527,0.7984012365341187,482847
1999-04-26 00:00:00+00:00,0.8091908367180387,0.8145855665206909,0.793007019983678,0.8145855665206909,271870
1999-04-27 00:00:00+00:00,0.8037962916869614,0.8199801102656815,0.7984018407747373,0.8091909289360046,598070
1999-04-28 00:00:00+00:00,0.8145850463916633,0.8253741264343262,0.8037956868439823,0.8253741264343262,1349392
1999-04-29 00:00:00+00:00,0.8199798174380803,0.8415582655598427,0.8199798174380803,0.8307691812515259,822855
1999-04-30 00:00:00+00:00,0.8361635125191503,0.8469525953085406,0.8226770192798677,0.828071653842926,391167
