"('date', '')","('open', 'BLMN')","('high', 'BLMN')","('low', 'BLMN')","('close', 'BLMN')","('volume', 'BLMN')"
2024-01-30 00:00:00+00:00,24.412238655353033,24.655191689480404,24.23227477977204,24.35824966430664,1111200
2024-01-31 00:00:00+00:00,24.430236921018775,24.718180511039073,23.953330993652344,23.953330993652344,1092500
2024-02-01 00:00:00+00:00,24.10630190766959,24.709182743288387,24.10630190766959,24.66419219970703,1025500
2024-02-02 00:00:00+00:00,24.46623312192184,24.85315800247675,24.06131133615988,24.57421112060547,926600
2024-02-05 00:00:00+00:00,24.268269785095868,24.268269785095868,23.818357467651367,23.818357467651367,903900
2024-02-06 00:00:00+00:00,23.800360330312696,24.349252145576283,23.63839163469162,23.944332122802734,1060000
2024-02-07 00:00:00+00:00,24.07030719716903,24.205280539130968,23.737371351802363,24.07930564880371,796100
2024-02-08 00:00:00+00:00,24.223277942424023,24.628199692947508,24.070307694035062,24.61020278930664,859200
2024-02-09 00:00:00+00:00,24.62820016540814,24.7271797047733,24.286265854788912,24.44823455810547,760200
2024-02-12 00:00:00+00:00,24.52022164237775,25.087110415093676,24.46623264409035,24.73617935180664,763100
2024-02-13 00:00:00+00:00,24.088302917536932,24.250271606449143,23.49441886904487,23.575403213500977,1170400
2024-02-14 00:00:00+00:00,23.917339035469926,23.917339035469926,23.152487742684233,23.52141571044922,998200
2024-02-15 00:00:00+00:00,23.68338463916352,24.241276680289047,23.629395640435025,24.133296966552734,999200
2024-02-16 00:00:00+00:00,23.890343194247112,24.331258772428686,23.59340113556682,23.68338394165039,1066000
2024-02-20 00:00:00+00:00,23.512416427317838,24.331258405684622,23.512416427317838,24.1962833404541,1602700
2024-02-21 00:00:00+00:00,23.980325879671916,24.286266389049135,23.79136353249854,24.070308685302734,1501900
2024-02-22 00:00:00+00:00,23.95333206355167,24.32226001927861,23.87234771070632,23.935335159301758,1651000
2024-02-23 00:00:00+00:00,23.701380557313456,25.564017240545642,23.701380557313456,24.62820053100586,1642600
2024-02-26 00:00:00+00:00,25.2760724371055,25.34805833442031,24.826160149818154,25.07811164855957,1830300
2024-02-27 00:00:00+00:00,25.19508958213743,25.222084938835977,23.98932444340423,24.421239852905273,1913800
2024-02-28 00:00:00+00:00,24.466231532909188,24.95213592798608,24.187284669154717,24.925142288208008,1461000
2024-02-29 00:00:00+00:00,25.114106947760906,25.123105400609834,24.07031044519678,24.45723533630371,1656900
2024-03-01 00:00:00+00:00,24.637196911507147,25.35705762474203,24.22327841732745,25.18609046936035,1898500
2024-03-04 00:00:00+00:00,25.060112961295214,25.75297824630417,25.060112961295214,25.600008010864258,2553000
2024-03-05 00:00:00+00:00,25.36406609947273,26.43489102050261,25.14626938138863,26.18987274169922,2391000
2024-03-06 00:00:00+00:00,26.362292424862215,26.906780752805258,26.053749096723845,26.81603240966797,1992600
2024-03-07 00:00:00+00:00,26.86140596075088,27.09735094750349,26.661759270716818,26.97030258178711,1570600
2024-03-08 00:00:00+00:00,27.188097554740153,27.3423692102753,26.607310960198703,26.97030258178711,1825000
2024-03-11 00:00:00+00:00,26.77065994064768,26.852333278937063,25.81780663511251,25.981151580810547,1258900
2024-03-12 00:00:00+00:00,25.990225625484875,26.598237270843555,25.963002334317604,26.035600662231445,1709100
2024-03-13 00:00:00+00:00,26.00837431627198,26.589160910018773,26.00837431627198,26.198945999145508,1440800
2024-03-14 00:00:00+00:00,26.126348425472788,26.208020028044146,25.56371009845693,25.87225341796875,1125200
2024-03-15 00:00:00+00:00,25.609084414787038,25.908552738978756,25.554636100628734,25.690757751464844,1617100
2024-03-18 00:00:00+00:00,25.61815794167567,25.963001283469442,25.554634623682237,25.845027923583984,1077900
2024-03-19 00:00:00+00:00,25.835954508884075,26.044676220572597,25.491112876718145,25.826879501342773,1035100
2024-03-20 00:00:00+00:00,25.62723414083775,26.316919125628875,25.62723414083775,26.044675827026367,1003700
2024-03-21 00:00:00+00:00,25.7815064171819,25.88132977011765,24.88310143340234,24.946624755859375,2042800
2024-03-22 00:00:00+00:00,25.100897779264912,25.100897779264912,24.629007742840415,24.783279418945312,1207600
2024-03-25 00:00:00+00:00,24.746980416323197,24.96477541214588,24.556408713177866,24.601783752441406,1179400
2024-03-26 00:00:00+00:00,24.81050284958611,25.191644511311047,24.774202819478642,25.18256950378418,788800
2024-03-27 00:00:00+00:00,25.20072011187655,26.090050099869416,25.20072011187655,25.99022674560547,1059800
2024-03-28 00:00:00+00:00,26.08097381032236,26.298768792746348,25.917627140784198,26.026525497436523,1015600
2024-04-01 00:00:00+00:00,26.117272806856285,26.40766610527316,25.972076157647848,26.21709442138672,906500
2024-04-02 00:00:00+00:00,26.02652610740769,26.12634945910511,25.772431089850937,26.0718994140625,1178800
2024-04-03 00:00:00+00:00,26.04467694937662,26.316920259710983,25.863180255233207,25.99930191040039,1197900
2024-04-04 00:00:00+00:00,26.24431713582733,26.24431713582733,25.191640656135704,25.309612274169922,1779700
2024-04-05 00:00:00+00:00,25.119044218256075,25.47296082973242,24.383985974851143,24.420284271240234,1925200
2024-04-08 00:00:00+00:00,24.5110342693579,24.75605427738852,24.39306090361841,24.656230926513672,1484400
2024-04-09 00:00:00+00:00,24.692527897090166,25.010146216613197,24.647154593249986,24.819576263427734,959800
2024-04-10 00:00:00+00:00,24.610858071716944,24.837728069044836,24.193416376575655,24.692529678344727,1010200
2024-04-11 00:00:00+00:00,24.774201663552226,24.85587499660258,24.21156507018381,24.474733352661133,1055400
2024-04-12 00:00:00+00:00,24.365836250161152,24.501957892275453,24.020992910532293,24.057292938232422,1181300
2024-04-15 00:00:00+00:00,24.157114464053556,24.737901016467013,24.09358942036293,24.311386108398438,1118000
2024-04-16 00:00:00+00:00,24.34768749788728,24.638080811012685,24.057294184761872,24.520109176635742,1225700
2024-04-17 00:00:00+00:00,24.765127606779732,24.765127606779732,24.18433928662915,24.420284271240234,1296800
2024-04-18 00:00:00+00:00,24.556411451841377,24.756058185105093,24.329541422864214,24.52918815612793,1099900
2024-04-19 00:00:00+00:00,24.383989735645653,24.746981409924388,24.311391400789905,24.53826141357422,1742700
2024-04-22 00:00:00+00:00,24.63808168418762,24.737905038192476,24.111743352774194,24.329538345336914,1068700
2024-04-23 00:00:00+00:00,24.511034057066496,24.801427368862925,24.411210707056224,24.774202346801758,1020500
2024-04-24 00:00:00+00:00,24.674384836202837,24.783281480818538,24.37491646718822,24.52918815612793,1587400
2024-04-25 00:00:00+00:00,24.320462006826634,24.656230350455022,24.05729372096062,24.492883682250977,984800
2024-04-26 00:00:00+00:00,24.556408145776523,24.76512985980453,24.229716525031428,24.43843650817871,962800
2024-04-29 00:00:00+00:00,24.438435424211303,24.58363207829797,24.138967108797466,24.36583709716797,1361500
2024-04-30 00:00:00+00:00,24.211564344180143,24.247862640624852,23.340382728059666,23.403907775878906,1529800
2024-05-01 00:00:00+00:00,23.367608967189035,23.367608967189035,22.432903985384435,22.723299026489258,1940700
2024-05-02 00:00:00+00:00,22.87756957193114,23.031841238487598,22.4419795949061,22.768672943115234,1407200
2024-05-03 00:00:00+00:00,23.140739089012776,23.494655721198217,22.886644075898733,23.240562438964844,1434700
2024-05-06 00:00:00+00:00,23.295009343871122,23.39483268778835,22.541801088293422,22.650697708129883,1757500
2024-05-07 00:00:00+00:00,21.924714139738178,22.360304074225034,21.10798257985519,21.74321746826172,2662200
2024-05-08 00:00:00+00:00,21.779518476292672,21.843041794907627,21.26225518942162,21.67969512939453,1849800
2024-05-09 00:00:00+00:00,21.661547985557284,21.72507130751364,20.82666633081505,20.862964630126953,1864300
2024-05-10 00:00:00+00:00,20.826665195426262,21.17150680905309,20.69961682755902,20.91741180419922,1312300
2024-05-13 00:00:00+00:00,20.92648710713044,21.64339709656129,20.92648710713044,21.434677124023438,1564900
2024-05-14 00:00:00+00:00,21.779516496592116,22.160658104517694,21.734143196243064,21.924713134765625,1674500
2024-05-15 00:00:00+00:00,22.08806205965357,22.233258712776763,21.68877039812447,21.824892044067383,1921800
2024-05-16 00:00:00+00:00,21.8611931747187,21.970089804609795,21.452826485425284,21.888418197631836,1411700
2024-05-17 00:00:00+00:00,21.91591325724038,21.970908786285367,21.439280676780225,21.494277954101562,1534000
2024-05-20 00:00:00+00:00,21.457615238771155,21.54010941468953,21.145970962696502,21.356788635253906,1296000
2024-05-21 00:00:00+00:00,21.338455517962903,21.356786195190924,20.64183908328472,20.660171508789062,1676200
2024-05-22 00:00:00+00:00,20.5043494193605,20.63267290153106,19.761901919806004,19.835229873657227,1632200
2024-05-23 00:00:00+00:00,19.798567747046803,19.798567747046803,19.25777340512631,19.312768936157227,1636000
2024-05-24 00:00:00+00:00,19.486924794413255,19.486924794413255,18.91863177482048,19.15694808959961,1030400
2024-05-28 00:00:00+00:00,19.184444994472162,19.670242045609513,19.184444994472162,19.266939163208008,1752500
2024-05-29 00:00:00+00:00,19.01029038214163,19.22110803565776,18.81780515456856,19.19361114501953,1409500
2024-05-30 00:00:00+00:00,19.395263156321004,19.46859111397476,19.138614430394647,19.276105880737305,1054300
2024-05-31 00:00:00+00:00,19.514421293895072,20.055213864357604,19.303601895473438,19.98188591003418,1279700
2024-06-03 00:00:00+00:00,19.541915577632135,20.47684818176359,19.541915577632135,19.642742156982422,1802500
2024-06-04 00:00:00+00:00,19.486923064610643,19.642745189354446,18.735311079943973,18.90946388244629,1544300
2024-06-05 00:00:00+00:00,19.046958306491323,19.08362141601521,18.3686741716713,18.387004852294922,1419600
2024-06-06 00:00:00+00:00,18.37783438788983,18.77197277671608,18.35950371150526,18.451162338256836,947600
2024-06-07 00:00:00+00:00,18.322838078247727,18.46949397270712,18.02952628932894,18.148683547973633,1369900
2024-06-10 00:00:00+00:00,18.02952837504395,18.05702701403978,17.68122102247859,17.79121208190918,1671500
2024-06-11 00:00:00+00:00,17.617058921290404,17.855375233225843,17.332913289022827,17.782047271728516,1819700
2024-06-12 00:00:00+00:00,18.01119555103663,18.18535009760904,17.7637130503721,17.818710327148438,1784200
2024-06-13 00:00:00+00:00,17.672053303697876,17.809542990409216,17.24125007085246,17.76371192932129,1587900
2024-06-14 00:00:00+00:00,17.635386530720247,17.68121758680778,17.204585093153604,17.259580612182617,1221300
2024-06-17 00:00:00+00:00,17.28708181551576,18.075356866360096,17.1862552254116,17.992862701416016,1507000
2024-06-18 00:00:00+00:00,17.901204165307142,17.99286279503187,17.3512436455773,17.452070236206055,1458800
2024-06-20 00:00:00+00:00,17.580393735089363,17.809543806196835,17.342077451344437,17.562061309814453,1835000
2024-06-21 00:00:00+00:00,17.61705729563957,17.745382527625793,17.397073431447062,17.607891082763672,2137200
2024-06-24 00:00:00+00:00,17.617056949698505,17.846207022267155,17.40623930252166,17.598726272583008,1295900
2024-06-25 00:00:00+00:00,17.59872754406154,17.59872754406154,16.99377144863534,17.012102127075195,1152800
2024-06-26 00:00:00+00:00,16.95710830938066,17.259586387670982,16.82878480594738,17.222923278808594,1455500
2024-06-27 00:00:00+00:00,17.213755553180643,17.3879083644707,17.06709963405404,17.195423126220703,1113900
2024-06-28 00:00:00+00:00,17.34207889550417,17.635390731223037,17.204589191045507,17.626224517822266,3301700
2024-07-01 00:00:00+00:00,17.727047355681208,17.89203566533544,17.222917963538663,17.699548721313477,2162700
2024-07-02 00:00:00+00:00,17.736216747678615,17.9378681910415,17.424572495396458,17.433738708496094,1506900
2024-07-03 00:00:00+00:00,17.479568649557464,17.873707085526643,17.415406903846474,17.589561462402344,890000
2024-07-05 00:00:00+00:00,17.644556046187336,17.644556046187336,17.048766191685633,17.06709861755371,1278100
2024-07-08 00:00:00+00:00,17.177089842084353,17.27791643705609,16.242157093100207,16.27882194519043,2012200
2024-07-09 00:00:00+00:00,16.214659554153638,16.22382576680979,15.068909196279396,15.078075408935547,3277300
2024-07-10 00:00:00+00:00,15.12390647193879,15.288894822266,14.848927053577778,14.968084335327148,2090000
2024-07-11 00:00:00+00:00,15.197233480604469,16.077170711090226,15.142237950035481,16.031339645385742,2166100
2024-07-12 00:00:00+00:00,16.205494112186848,16.48047351184342,15.958011603530103,16.425477981567383,1505300
2024-07-15 00:00:00+00:00,16.535471570519633,16.663795063309998,16.08633584920042,16.15049934387207,2105000
2024-07-16 00:00:00+00:00,16.24215864942503,17.03043556213379,16.022174760633952,17.03043556213379,2153200
2024-07-17 00:00:00+00:00,16.892943646474976,17.763712874145828,16.892943646474976,17.708717346191406,2097300
2024-07-18 00:00:00+00:00,17.47040149634466,17.974532718039963,17.42457217995252,17.644556045532227,1900200
2024-07-19 00:00:00+00:00,17.653723168286366,18.05702781677246,17.424573077963245,18.05702781677246,1747600
2024-07-22 00:00:00+00:00,18.06619384532517,18.32284259807661,17.62622605341693,18.267847061157227,1790900
2024-07-23 00:00:00+00:00,18.167017623700104,18.432832549249788,17.644555733648744,17.85537338256836,1878600
2024-07-24 00:00:00+00:00,17.772880649583776,17.772880649583776,16.929608237604775,17.26875114440918,1945000
2024-07-25 00:00:00+00:00,17.40623807980541,18.05702514928896,17.241249759421517,17.864538192749023,1735200
2024-07-26 00:00:00+00:00,18.020364522605117,18.304510169677947,17.90120723456703,18.267847061157227,1576800
2024-07-29 00:00:00+00:00,18.29534122606285,18.54282372769394,18.112022214254747,18.46949577331543,1220400
2024-07-30 00:00:00+00:00,18.469496207907238,19.23944062113672,18.469496207907238,18.982791900634766,1889800
2024-07-31 00:00:00+00:00,19.028624142398364,19.661078895571734,18.90030064835143,19.11111831665039,1640700
2024-08-01 00:00:00+00:00,19.092785126265206,19.184445510467757,18.10285682308575,18.377836227416992,2155500
2024-08-02 00:00:00+00:00,17.864540772973516,18.21284988815257,17.387908167084518,17.983699798583984,1487400
2024-08-05 00:00:00+00:00,17.38790852243123,17.38790852243123,16.645462706573486,16.76462173461914,2286600
2024-08-06 00:00:00+00:00,16.764619963095242,17.11292730031024,15.078075307759239,15.563872337341309,3110300
2024-08-07 00:00:00+00:00,15.573038146929866,16.022172062786762,15.499710196346623,15.536375045776367,1608600
2024-08-08 00:00:00+00:00,15.39888461845857,15.618870232909897,14.610608660929183,14.638107299804688,2246700
2024-08-09 00:00:00+00:00,14.702269601677408,14.931419675905973,14.152308199735423,14.326462745666504,1774700
2024-08-12 00:00:00+00:00,14.353961741316885,14.50061766154344,14.042317473766333,14.09731388092041,2108300
2024-08-13 00:00:00+00:00,14.143142901198338,15.032244562345749,13.932324377758674,14.940584182739258,2201500
2024-08-14 00:00:00+00:00,15.078076037741546,15.371387861865223,14.968083229556978,15.233898162841797,1653000
2024-08-15 00:00:00+00:00,15.527210475006743,16.19632831335471,15.527210475006743,15.82052230834961,1707200
2024-08-16 00:00:00+00:00,15.747191056771578,16.06800146300226,15.60970138218016,15.82968521118164,1079500
2024-08-19 00:00:00+00:00,15.765525027632313,16.62712800542124,15.683030865122017,16.434642791748047,1947700
2024-08-20 00:00:00+00:00,16.202385928759586,16.4625148360317,16.03515919008735,16.285999298095703,1263200
2024-08-21 00:00:00+00:00,16.332450645403927,16.91774246818667,16.267418417538657,16.806259155273438,1531600
2024-08-22 00:00:00+00:00,16.78767524100431,17.084966389020668,16.536835170367382,16.73193359375,1158400
2024-08-23 00:00:00+00:00,16.759809041371554,17.391551985808565,16.648323950003014,16.889873504638672,1255700
2024-08-26 00:00:00+00:00,16.871291026709567,17.029227193329454,16.100191336034893,16.453224182128906,1944500
2024-08-27 00:00:00+00:00,16.490385425580577,16.56470821859071,15.99799581439146,16.19309425354004,1314500
2024-08-28 00:00:00+00:00,16.090900421142578,16.3974821766218,15.99799648299837,16.090900421142578,777600
2024-08-29 00:00:00+00:00,16.146642857680472,16.620451370380486,15.98870668678047,16.32316017150879,1095200
2024-08-30 00:00:00+00:00,16.313868866808686,16.378901092139547,16.05373996548525,16.258127212524414,1249900
2024-09-03 00:00:00+00:00,16.02586733748399,16.388190727640836,15.700704457396883,16.016576766967773,1304900
2024-09-04 00:00:00+00:00,15.979416989578327,16.37890090812185,15.793609114724656,16.08160972595215,918600
2024-09-05 00:00:00+00:00,16.23954577888919,16.23954577888919,15.672835131183318,15.73786735534668,1094900
2024-09-06 00:00:00+00:00,15.793609815823064,15.97012712757036,15.542769705234061,15.644964218139648,1049800
2024-09-09 00:00:00+00:00,15.589223281524637,15.70070659893504,15.031801378486481,15.217607498168945,1785800
2024-09-10 00:00:00+00:00,15.171155364137073,15.394123755564026,14.938896401567922,15.291929244995117,1152400
2024-09-11 00:00:00+00:00,15.282641193981135,15.282641193981135,14.381475241020983,14.938897132873535,1416700
2024-09-12 00:00:00+00:00,15.041091008649953,15.106123235067361,14.567282509329202,14.799541473388672,978300
2024-09-13 00:00:00+00:00,14.985347684034767,15.598512983585392,14.901736086636568,15.5520601272583,978700
2024-09-16 00:00:00+00:00,15.709997341878719,16.230256963451378,15.561351735715101,15.886514663696289,1632600
2024-09-17 00:00:00+00:00,16.09090096802327,16.52754896054281,16.007287598051242,16.295289993286133,1259900
2024-09-18 00:00:00+00:00,16.323159822335185,16.341740964866023,15.496318471661073,15.5520601272583,1393600
2024-09-19 00:00:00+00:00,15.997997160152307,16.425354584906504,15.747158820139411,15.988706588745117,1289500
2024-09-20 00:00:00+00:00,15.867933918631708,15.89580563498598,15.319802567632506,15.505610466003418,4748700
2024-09-23 00:00:00+00:00,15.61709068967164,15.784317410635795,15.375541178500647,15.570639610290527,983100
2024-09-24 00:00:00+00:00,15.589221173423324,16.044448497279586,15.440575588980264,15.449864387512207,897900
2024-09-25 00:00:00+00:00,15.477738123434234,15.579932640603086,15.199028059149661,15.366254806518555,1252900
2024-09-26 00:00:00+00:00,15.626383100759332,16.05374052378834,15.524188587688098,15.728577613830566,1033700
2024-09-27 00:00:00+00:00,15.95154645328643,16.044450397565562,15.487028503886119,15.607802391052246,1000800
2024-09-30 00:00:00+00:00,15.477737037840727,15.747158283481525,15.199026993104606,15.356963157653809,1127000
2024-10-01 00:00:00+00:00,15.291927837260477,15.700704069909989,15.264057898394778,15.329090118408203,1112900
2024-10-02 00:00:00+00:00,15.171155417730704,15.236187643960557,14.948187025516093,15.041090965270996,845400
2024-10-03 00:00:00+00:00,14.864572924007941,14.957476859182027,14.73450759196374,14.818120956420898,644300
2024-10-04 00:00:00+00:00,15.143283444113996,15.403414116560832,14.948186768775296,15.347672462463379,789300
2024-10-07 00:00:00+00:00,15.282641331278754,15.282641331278754,14.195668366601724,14.539411544799805,1417600
2024-10-08 00:00:00+00:00,14.539411192089503,14.613733991734872,14.139926365495063,14.344313621520996,1234400
2024-10-09 00:00:00+00:00,14.27928141766783,14.567282931282739,14.21424918936671,14.427927017211914,1184500
2024-10-10 00:00:00+00:00,14.307152067595487,14.483669379350207,14.065603414348598,14.409346580505371,1059300
2024-10-11 00:00:00+00:00,14.353604192214258,14.780960733151275,14.204958592931412,14.753089904785156,995500
2024-10-14 00:00:00+00:00,14.688057803996402,14.706638061069086,14.307152345033217,14.353604316711426,966700
2024-10-15 00:00:00+00:00,14.232828351416835,15.031799716500009,14.232828351416835,14.660184860229492,1070100
2024-10-16 00:00:00+00:00,14.79025123784528,15.384833632292832,14.771670095019967,15.161865234375,2910500
2024-10-17 00:00:00+00:00,15.208317996444023,15.747158731045234,15.087542340829186,15.644964218139648,1922800
2024-10-18 00:00:00+00:00,15.70070522464018,15.905094241994558,15.514899121221466,15.830771446228027,949700
2024-10-21 00:00:00+00:00,15.802900037534398,15.81219060868347,15.180445946508813,15.28264045715332,1428700
2024-10-22 00:00:00+00:00,15.254769455249932,15.28264116999719,14.715928707437014,14.855283737182617,933600
2024-10-23 00:00:00+00:00,14.697347018052026,14.994638209659382,14.61373364891305,14.808831214904785,895400
2024-10-24 00:00:00+00:00,14.901736842773985,14.901736842773985,14.511540803806035,14.873865127563477,1048100
2024-10-25 00:00:00+00:00,15.031799779111566,15.20831708022464,14.762379428042088,14.827411651611328,999700
2024-10-28 00:00:00+00:00,15.050380397896783,15.589221081318044,14.985346404591434,15.524187088012695,1125500
2024-10-29 00:00:00+00:00,15.394122645392258,15.737866664882866,15.338380994554234,15.524187088012695,998600
2024-10-30 00:00:00+00:00,15.691415353517185,16.03515940676561,15.552060326739019,15.812191009521484,1321600
2024-10-31 00:00:00+00:00,15.951546162033832,16.13735404719951,15.319801478864916,15.412705421447754,1527500
2024-11-01 00:00:00+00:00,15.5799323176739,15.6170928318771,15.050382143312106,15.096833229064941,1639900
2024-11-04 00:00:00+00:00,15.124704046131912,15.217606212124261,14.2142484662455,14.362894058227539,1557400
2024-11-05 00:00:00+00:00,14.22353998339061,14.799542133635358,14.22353998339061,14.613734245300293,2354900
2024-11-06 00:00:00+00:00,15.208317687622129,16.323159647609643,15.19902711645616,15.784318923950195,3997900
2024-11-07 00:00:00+00:00,15.75644691622471,15.960835934068884,15.533478528390802,15.589221954345703,2295400
2024-11-08 00:00:00+00:00,13.93553797241659,15.031800576432607,13.675408178344155,14.0748929977417,5143200
2024-11-11 00:00:00+00:00,13.94482787135654,14.0748923191229,12.662758333389286,12.783533096313477,4376400
2024-11-12 00:00:00+00:00,12.737081484224738,12.820694852125177,12.300434388521124,12.402628898620605,4175800
2024-11-13 00:00:00+00:00,12.393338559948267,12.829985663840851,12.179659850640034,12.588436126708984,2442800
2024-11-14 00:00:00+00:00,12.616306620547832,12.913597805456932,12.411918487924014,12.476951599121094,1419700
2024-11-15 00:00:00+00:00,12.61630795523612,12.7092119033474,12.142499414664481,12.263274192810059,2202500
2024-11-18 00:00:00+00:00,12.365466786255226,12.365466786255226,11.687270197107944,11.770883560180664,1942900
2024-11-19 00:00:00+00:00,11.585077313085982,11.808045704744995,11.501463944714445,11.66869068145752,1627600
2024-11-20 00:00:00+00:00,11.585077614623268,11.752303469721278,11.38998004534421,11.696561813354492,1328500
2024-11-21 00:00:00+00:00,11.724432868681113,12.226112215689737,11.724432868681113,11.882369041442871,2030400
2024-11-22 00:00:00+00:00,11.965981924905117,12.272563686333783,11.965981924905117,12.253982543945312,1830400
2024-11-25 00:00:00+00:00,12.405383252238114,13.521962688302997,12.376995899475455,13.39894962310791,2725500
2024-11-26 00:00:00+00:00,13.294862978397457,13.313787580738689,12.793348833715394,13.001523971557617,1862500
2024-11-27 00:00:00+00:00,13.200236501404442,13.654438662941654,13.124536291551188,13.484112739562988,1479800
2024-11-29 00:00:00+00:00,13.550350417783408,13.701750839950286,13.067761797730908,13.190773963928223,1153300
2024-12-02 00:00:00+00:00,13.077223913265264,13.124536771759079,12.528396920539537,12.632485389709473,1829300
2024-12-03 00:00:00+00:00,12.53785962324876,12.56624697726595,12.19720866778936,12.30129623413086,1639500
2024-12-04 00:00:00+00:00,12.320222147675013,12.462159824893565,12.178283568038715,12.22559642791748,1647200
2024-12-05 00:00:00+00:00,11.94171924696372,12.235058233578105,11.884944541436854,12.159358024597168,1688300
2024-12-06 00:00:00+00:00,12.358071577862749,12.414846284671775,12.036345231219283,12.197208404541016,1205300
2024-12-09 00:00:00+00:00,12.376996437073755,12.509472259749744,11.998495375739092,12.036345481872559,1953700
2024-12-10 00:00:00+00:00,11.998496058355544,12.52839757437114,11.752469903282277,12.462160110473633,2175900
2024-12-11 00:00:00+00:00,12.48108400333636,12.537859613745415,11.941719765330037,12.036345481872559,2348700
2024-12-12 00:00:00+00:00,11.998494911161135,12.102582473393502,11.69569317140008,11.780856132507324,1333600
2024-12-13 00:00:00+00:00,11.780856836926956,11.866019803126399,11.525368840746358,11.6105318069458,1401600
2024-12-16 00:00:00+00:00,11.591605807994307,12.358071568688736,11.525368349293716,12.263445854187012,1903500
2024-12-17 00:00:00+00:00,12.216133395898865,12.38645932659751,11.78085671932722,11.922795295715332,1462400
2024-12-18 00:00:00+00:00,11.979569948482876,12.026882807058323,11.26987977710434,11.326655387878418,1801800
2024-12-19 00:00:00+00:00,11.478055937600347,11.629456364746044,11.165792331007914,11.279342651367188,2353300
2024-12-20 00:00:00+00:00,11.194178459472129,11.496979280599838,11.146865605566518,11.30772876739502,3714900
2024-12-23 00:00:00+00:00,11.222567710346643,11.222567710346643,10.635890568903678,10.844066619873047,1875900
2024-12-24 00:00:00+00:00,10.862990052783957,11.146866291262558,10.66427767850839,11.137404441833496,707600
2024-12-26 00:00:00+00:00,11.014391552786707,11.790319168385155,10.910303085628486,11.752469062805176,1926900
2024-12-27 00:00:00+00:00,11.601069054608589,11.884945307800823,11.402355767615798,11.6105318069458,1659500
2024-12-30 00:00:00+00:00,11.49698135029951,11.572681569209076,11.222567831147883,11.459131240844727,1376700
2024-12-31 00:00:00+00:00,11.496979201737739,11.733542567225493,11.364504294611876,11.553754806518555,1839800
2025-01-02 00:00:00+00:00,11.856556292515053,11.979569357778436,11.118478803352437,11.317192077636719,2403200
2025-01-03 00:00:00+00:00,11.383430114536186,11.629456257589872,11.213105086775549,11.525368690490723,1557400
2025-01-06 00:00:00+00:00,11.648381905938301,12.14043329570746,11.57268078970993,11.941720008850098,2636800
2025-01-07 00:00:00+00:00,11.525367943884522,12.112045006872625,11.222566209580785,11.23202896118164,1811600
2025-01-08 00:00:00+00:00,11.06170410298815,11.21310543587007,10.635890166703232,11.184717178344727,1759100
2025-01-10 00:00:00+00:00,10.929229028590711,11.042779349891306,10.673740128851069,10.834603309631348,1827400
2025-01-13 00:00:00+00:00,10.825139456891472,10.910302414814657,10.437175672945985,10.616964340209961,1679200
2025-01-14 00:00:00+00:00,10.777828600189917,11.02385384513234,10.683202881230553,10.834603309631348,1782400
2025-01-15 00:00:00+00:00,11.156329673761892,11.345580209306481,10.95761638583564,11.099554061889648,1407000
2025-01-16 00:00:00+00:00,11.014391305451763,11.014391305451763,10.635889355733752,10.872452735900879,1382000
