"('date', '')","('open', 'BIT')","('high', 'BIT')","('low', 'BIT')","('close', 'BIT')","('volume', 'BIT')"
2024-02-16 00:00:00+00:00,12.96476019445212,13.050111149088291,12.956225750162126,12.998900413513184,71000
2024-02-20 00:00:00+00:00,13.015972601940414,13.015972601940414,12.956227414400988,12.973297119140625,66200
2024-02-21 00:00:00+00:00,12.93915689569422,12.998902083233645,12.896481412894431,12.973297119140625,72700
2024-02-22 00:00:00+00:00,13.015972475665137,13.015972475665137,12.956227288705335,12.964761734008789,78100
2024-02-23 00:00:00+00:00,12.981832378494008,13.007437342587028,12.956227414400988,12.973297119140625,45200
2024-02-26 00:00:00+00:00,12.947691791401262,12.973296754775145,12.913551568913713,12.939156532287598,79300
2024-02-27 00:00:00+00:00,12.94769099608084,13.092787136232074,12.905015517100995,13.033041954040527,80500
2024-02-28 00:00:00+00:00,13.067183739348808,13.186674118041992,13.024508255258173,13.186674118041992,73400
2024-02-29 00:00:00+00:00,13.263486619136962,13.297626835359997,13.21227588781893,13.237881660461426,108600
2024-03-01 00:00:00+00:00,13.229346886819865,13.29762732176351,13.229346886819865,13.289092063903809,82200
2024-03-04 00:00:00+00:00,13.229348673567834,13.306164376745867,13.229348673567834,13.272024154663086,92500
2024-03-05 00:00:00+00:00,13.27202187668446,13.297626835359997,13.220811145366428,13.237881660461426,95000
2024-03-06 00:00:00+00:00,13.237884758537673,13.30616520696349,13.21227897990263,13.263489723205566,49200
2024-03-07 00:00:00+00:00,13.289093396826212,13.323233617722368,13.263488434645865,13.314699172973633,63000
2024-03-08 00:00:00+00:00,13.314700112754354,13.357374781411316,13.314700112754354,13.323234558105469,61100
2024-03-11 00:00:00+00:00,13.348840235678928,13.400050163269043,13.31470001262981,13.400050163269043,71100
2024-03-12 00:00:00+00:00,13.391514094783004,13.502470016479492,13.38297965001179,13.502470016479492,71400
2024-03-13 00:00:00+00:00,13.50246703861209,13.63049344954989,13.485397338867188,13.485397338867188,146300
2024-03-14 00:00:00+00:00,13.488840531723447,13.574865806502979,13.420019983737564,13.44582748413086,103300
2024-03-15 00:00:00+00:00,13.48023796081543,13.523251009054771,13.428622138847087,13.48023796081543,98700
2024-03-18 00:00:00+00:00,13.51464878887992,13.523251562961287,13.40281518703924,13.411417961120605,79800
2024-03-19 00:00:00+00:00,13.394213882716086,13.480239992158078,13.394213882716086,13.454432487487793,90300
2024-03-20 00:00:00+00:00,13.445826295585007,13.514646837487488,13.428620749906601,13.497441291809082,67900
2024-03-21 00:00:00+00:00,13.51465002370773,13.540457527904156,13.497444473972935,13.506047248840332,91400
2024-03-22 00:00:00+00:00,13.540454864501953,13.557660410852424,13.506044592206615,13.540454864501953,96900
2024-03-25 00:00:00+00:00,13.566266763045201,13.635087325791938,13.549061212155605,13.617881774902344,95700
2024-03-26 00:00:00+00:00,13.61788051027851,13.669496337748171,13.609277735632608,13.635086059570312,71100
2024-03-27 00:00:00+00:00,13.678097214102525,13.678097214102525,13.635084985074036,13.660892486572266,90300
2024-03-28 00:00:00+00:00,13.695302762038464,13.746917765034924,13.660892486572266,13.660892486572266,129000
2024-04-01 00:00:00+00:00,13.686698726858536,13.721108999153872,13.523250138557087,13.540454864501953,167400
2024-04-02 00:00:00+00:00,13.50604546159677,13.51464823532577,13.385609911013404,13.48023796081543,93800
2024-04-03 00:00:00+00:00,13.411418593273481,13.47163637387005,13.402815818786621,13.402815818786621,139800
2024-04-04 00:00:00+00:00,13.420018840300758,13.454429111361813,13.29097970851762,13.299582481384277,116000
2024-04-05 00:00:00+00:00,13.299584066616667,13.333994341779226,13.273776565346168,13.29098129272461,74200
2024-04-08 00:00:00+00:00,13.333995902623986,13.445829515094687,13.308188398332524,13.420022010803223,62100
2024-04-09 00:00:00+00:00,13.402814212667547,13.523250579833984,13.402814212667547,13.523250579833984,66000
2024-04-10 00:00:00+00:00,13.437225382843447,13.437225382843447,13.316789007639468,13.351200103759766,84200
2024-04-11 00:00:00+00:00,13.3770068532237,13.40281435345702,13.26517325833846,13.38560962677002,103300
2024-04-12 00:00:00+00:00,13.386048336839904,13.438067024602063,13.308021545410156,13.308021545410156,64200
2024-04-15 00:00:00+00:00,13.308020690598932,13.33402961940489,13.108616698262757,13.125956535339355,128200
2024-04-16 00:00:00+00:00,13.06526783823796,13.082607675189614,12.94389228681211,12.952561378479004,140100
2024-04-17 00:00:00+00:00,13.004580779986142,13.160636013924849,12.952562093070247,13.151966094970703,81400
2024-04-18 00:00:00+00:00,13.203984087259334,13.203984087259334,13.117287377276915,13.134626388549805,41600
2024-04-19 00:00:00+00:00,13.143295611064396,13.177974458581362,13.10861676354743,13.117286682128906,50200
2024-04-22 00:00:00+00:00,13.14329621821703,13.256002684555863,13.117287288080062,13.238663673400879,45100
2024-04-23 00:00:00+00:00,13.23866264184494,13.360038190899198,13.21265288692567,13.325359344482422,42600
2024-04-24 00:00:00+00:00,13.316692352294922,13.360041126543285,13.273344404855656,13.316692352294922,79800
2024-04-25 00:00:00+00:00,13.221323336504103,13.238663173813716,13.169304651384214,13.195314407348633,47900
2024-04-26 00:00:00+00:00,13.221323365776001,13.360038757324219,13.221323365776001,13.360038757324219,50700
2024-04-29 00:00:00+00:00,13.325359991314086,13.342699828768632,13.229993365740949,13.27334213256836,52200
2024-04-30 00:00:00+00:00,13.28201129008914,13.34269989467085,13.256002360587814,13.26467227935791,93400
2024-05-01 00:00:00+00:00,13.247330721196173,13.351367252497718,13.247330721196173,13.334028244018555,64000
2024-05-02 00:00:00+00:00,13.325359909437164,13.429396453098327,13.316689990763162,13.360038757324219,261500
2024-05-03 00:00:00+00:00,13.403386245300846,13.438065089879792,13.360037482874942,13.386046409606934,113200
2024-05-06 00:00:00+00:00,13.386046601232984,13.42072544630837,13.351367756157595,13.3773775100708,121200
2024-05-07 00:00:00+00:00,13.334032192717906,13.394719980580156,13.299353338681035,13.316692352294922,132300
2024-05-08 00:00:00+00:00,13.29934933602715,13.351367188022296,13.29067941842501,13.342698097229004,59700
2024-05-09 00:00:00+00:00,13.360039406363322,13.360039406363322,13.221324008076223,13.308021545410156,102900
2024-05-10 00:00:00+00:00,13.282011919808108,13.342700527267152,13.264672908254811,13.290681838989258,49600
2024-05-13 00:00:00+00:00,13.290679482607365,13.351367252497718,13.2733404741282,13.334028244018555,56500
2024-05-14 00:00:00+00:00,13.346266671341269,13.381227387892038,13.285084792230501,13.32878589630127,66900
2024-05-15 00:00:00+00:00,13.451147935595301,13.451147935595301,13.311304245067962,13.34626579284668,98000
2024-05-16 00:00:00+00:00,13.363746537376132,13.416188028670721,13.267604775786817,13.311305046081543,111100
2024-05-17 00:00:00+00:00,13.328786822189775,13.355007153041948,13.267605772358277,13.29382610321045,54000
2024-05-20 00:00:00+00:00,13.276343460276962,13.337525335035462,13.110280276856285,13.30256462097168,189800
2024-05-21 00:00:00+00:00,13.293826029147642,13.337527136010653,13.206423815421617,13.276345252990723,115100
2024-05-22 00:00:00+00:00,13.302565499377051,13.311305053323215,13.250124008053932,13.28508472442627,72000
2024-05-23 00:00:00+00:00,13.328787712799658,13.337528101510832,13.162724494934082,13.162724494934082,62100
2024-05-24 00:00:00+00:00,13.223905490479948,13.25012582296838,13.16272443683049,13.206424713134766,76900
2024-05-28 00:00:00+00:00,13.206421785402709,13.215162172137644,13.11902041864083,13.136500358581543,72300
2024-05-29 00:00:00+00:00,13.136501085850565,13.171461801196658,12.883035691209082,12.917996406555176,244700
2024-05-30 00:00:00+00:00,12.935477287904995,13.057839375863049,12.92673690061393,12.970438003540039,155400
2024-05-31 00:00:00+00:00,12.987920689887373,13.092802858961758,12.848077797788193,12.883038520812988,320700
2024-06-03 00:00:00+00:00,12.952956204260436,12.952956204260436,12.883034778521772,12.926735877990723,144500
2024-06-04 00:00:00+00:00,12.891777104406394,12.970438928577625,12.891777104406394,12.935478210449219,72400
2024-06-05 00:00:00+00:00,12.935478164756805,13.005399600766632,12.900517446751893,12.952958106994629,187300
2024-06-06 00:00:00+00:00,12.935480022114874,13.005401468164463,12.874298131674443,12.883038520812988,126200
2024-06-07 00:00:00+00:00,12.813115119934082,12.874296167511059,12.804374732129013,12.813115119934082,137200
2024-06-10 00:00:00+00:00,12.795634187550478,12.891775945377699,12.769413026164623,12.804373741149902,131500
2024-06-11 00:00:00+00:00,12.804374769382946,12.830595932874445,12.760674497288965,12.821855545043945,89000
2024-06-12 00:00:00+00:00,12.891776972294204,13.005399513429461,12.848075866699219,12.848075866699219,185900
2024-06-13 00:00:00+00:00,12.883036670984803,12.952958106994629,12.874296283101259,12.952958106994629,93800
2024-06-14 00:00:00+00:00,12.97983818318579,13.006274304716316,12.88290825866117,12.92696762084961,103500
2024-06-17 00:00:00+00:00,12.900532897498644,12.900532897498644,12.785978887000375,12.812414169311523,138200
2024-06-18 00:00:00+00:00,12.777167887835821,12.865286623207291,12.777167887835821,12.803603172302246,117800
2024-06-20 00:00:00+00:00,12.785977756805387,12.838848316754278,12.733106356494098,12.830037117004395,115000
2024-06-21 00:00:00+00:00,12.803601008201216,12.900531768798828,12.803601008201216,12.900531768798828,89800
2024-06-24 00:00:00+00:00,12.86528444868035,12.900531768798828,12.821225088441654,12.900531768798828,126200
2024-06-25 00:00:00+00:00,12.88290768855839,12.900531768798828,12.838848328319694,12.900531768798828,142900
2024-06-26 00:00:00+00:00,12.847660838853031,12.874096119819209,12.83003759832972,12.86528491973877,79100
2024-06-27 00:00:00+00:00,12.900529548608345,12.935776862660735,12.821222881899905,12.847658157348633,120400
2024-06-28 00:00:00+00:00,12.900529548608345,12.900529548608345,12.794787606451177,12.847658157348633,160900
2024-07-01 00:00:00+00:00,12.874097161405693,12.918156526822258,12.75954314746762,12.785979270935059,207600
2024-07-02 00:00:00+00:00,12.821226114076866,12.865285477840096,12.715484145262593,12.750731468200684,235300
2024-07-03 00:00:00+00:00,12.741918018408521,12.85647201538086,12.741918018408521,12.85647201538086,78600
2024-07-05 00:00:00+00:00,12.865284627308911,12.88290786743164,12.7859779458506,12.88290786743164,69800
2024-07-08 00:00:00+00:00,12.847661503205334,12.95340347290039,12.821226220872187,12.95340347290039,112500
2024-07-09 00:00:00+00:00,12.926967800748038,12.953403082284014,12.891720478579254,12.909343719482422,124900
2024-07-10 00:00:00+00:00,12.918155580339434,12.935779661359785,12.891720299171345,12.92696762084961,130600
2024-07-11 00:00:00+00:00,12.935779759224284,12.98865032196045,12.9181556780706,12.98865032196045,145900
2024-07-12 00:00:00+00:00,12.953403000015523,13.015086443690976,12.944590959438681,12.98865032196045,181800
2024-07-15 00:00:00+00:00,13.001090875980669,13.054409980773926,12.98331727605499,13.054409980773926,111400
2024-07-16 00:00:00+00:00,13.045525060553718,13.089957368899922,13.009978705381581,13.036638259887695,122300
2024-07-17 00:00:00+00:00,13.009978345766733,13.009978345766733,12.929998836967185,12.974431991577148,117900
2024-07-18 00:00:00+00:00,13.001092062709684,13.018864816765756,12.921112550727447,12.929999351501465,108000
2024-07-19 00:00:00+00:00,12.921113423106299,12.965546582484366,12.894453866476267,12.947772979736328,69300
2024-07-22 00:00:00+00:00,12.983317453298975,13.01886380614371,12.94777110045424,12.965544700622559,49400
2024-07-23 00:00:00+00:00,12.956657822582931,13.009977775275178,12.956657822582931,12.983317375183105,57400
2024-07-24 00:00:00+00:00,12.938885688781738,12.965545242656836,12.92111208787038,12.938885688781738,137100
2024-07-25 00:00:00+00:00,12.992205592334182,13.072185106350341,12.95665923582611,13.045525550842285,73300
2024-07-26 00:00:00+00:00,13.045524518626728,13.098843625424013,13.001091364634373,13.063297271728516,89900
2024-07-29 00:00:00+00:00,13.063298251710647,13.089957807109235,13.036638696312057,13.081071853637695,65600
2024-07-30 00:00:00+00:00,13.11661820999981,13.125505010963336,13.027751895348532,13.081071853637695,122100
2024-07-31 00:00:00+00:00,13.143277168273926,13.16993672246132,13.08995721240719,13.143277168273926,127600
2024-08-01 00:00:00+00:00,13.116618620394409,13.169937732859843,13.063298660436963,13.107731819152832,136800
2024-08-02 00:00:00+00:00,13.081070974818713,13.08995692769327,12.965545112530162,12.992204666137695,213100
2024-08-05 00:00:00+00:00,12.87667898167532,12.974432092072789,12.805586272745492,12.832245826721191,233900
2024-08-06 00:00:00+00:00,12.796699448011577,12.885565757751465,12.787813495031138,12.885565757751465,89700
2024-08-07 00:00:00+00:00,12.929998860983762,13.054410677132424,12.858906152472544,12.921112060546875,137100
2024-08-08 00:00:00+00:00,12.983317893216737,13.045524648421722,12.974431940323395,13.009978294372559,68100
2024-08-09 00:00:00+00:00,13.009978114376459,13.107730374786248,13.009978114376459,13.098843574523926,88900
2024-08-12 00:00:00+00:00,13.116618076739153,13.169937186994627,13.107731275865916,13.134390830993652,99700
2024-08-13 00:00:00+00:00,13.161049892417635,13.187709444828592,13.116616740071448,13.125503540039062,141000
2024-08-14 00:00:00+00:00,13.169937186994627,13.2054835429956,13.125504877612391,13.134390830993652,98800
2024-08-15 00:00:00+00:00,13.146938553651188,13.209670774635663,13.137976563607003,13.164861679077148,65900
2024-08-16 00:00:00+00:00,13.14693824179601,13.20967046129243,13.137976251964409,13.173823356628418,74200
2024-08-19 00:00:00+00:00,13.182784001070573,13.29032530408731,13.182784001070573,13.20966911315918,119100
2024-08-20 00:00:00+00:00,13.245515378361157,13.344095540902732,13.218630267969022,13.33513355255127,65800
2024-08-21 00:00:00+00:00,13.308250739593415,13.335135854626788,13.281364769897642,13.299288749694824,109400
2024-08-22 00:00:00+00:00,13.299288107935366,13.335135211137523,13.272402994199338,13.290326118469238,54500
2024-08-23 00:00:00+00:00,13.290324255916978,13.451636625050984,13.290324255916978,13.44267463684082,80200
2024-08-26 00:00:00+00:00,13.469561721599636,13.47852371112373,13.362020411297602,13.38890552520752,122700
2024-08-27 00:00:00+00:00,13.406829899068121,13.406829899068121,13.326173700300794,13.353058815002441,65200
2024-08-28 00:00:00+00:00,13.317211232205267,13.532294706080561,13.290326118469238,13.290326118469238,182600
2024-08-29 00:00:00+00:00,13.326171991113325,13.505407490573242,13.326171991113325,13.451637268066406,215400
2024-08-30 00:00:00+00:00,13.514368209397931,13.523330197194424,13.370979823302811,13.46059799194336,157200
2024-09-03 00:00:00+00:00,13.451637189623577,13.487484289306519,13.406828101354332,13.478522300720215,136200
2024-09-04 00:00:00+00:00,13.505408617053035,13.58606481220306,13.487485492943222,13.523332595825195,232100
2024-09-05 00:00:00+00:00,13.50540715730434,13.53229312255658,13.397865860282154,13.43371295928955,133800
2024-09-06 00:00:00+00:00,13.43371374106644,13.505407943253482,13.326172437785873,13.362019538879395,119000
2024-09-09 00:00:00+00:00,13.379942990257693,13.478522300720215,13.379942990257693,13.478522300720215,97700
2024-09-10 00:00:00+00:00,13.451637268066406,13.48748436795839,13.397866190897291,13.451637268066406,105300
2024-09-11 00:00:00+00:00,13.44267401635037,13.46059799194336,13.397864932030098,13.46059799194336,71400
2024-09-12 00:00:00+00:00,13.469559746809075,13.478521735019239,13.424750660420493,13.44267463684082,83100
2024-09-13 00:00:00+00:00,13.478523503557142,13.532294585211275,13.46060037944733,13.523332595825195,102100
2024-09-16 00:00:00+00:00,13.523788409721504,13.614127159118652,13.496686009514217,13.614127159118652,70800
2024-09-17 00:00:00+00:00,13.596059725888027,13.614127131113339,13.451517037916021,13.496685981750488,130400
2024-09-18 00:00:00+00:00,13.496685060103639,13.623160334213727,13.496685060103639,13.577990531921387,85800
2024-09-19 00:00:00+00:00,13.62316131452071,13.62316131452071,13.541855836852312,13.58702564239502,144200
2024-09-20 00:00:00+00:00,13.605094886934891,13.614128159458687,13.550890944079898,13.596060752868652,83500
2024-09-23 00:00:00+00:00,13.623160334213727,13.632194466980659,13.577990531921387,13.577990531921387,89100
2024-09-24 00:00:00+00:00,13.605093914766615,13.740602469907511,13.605093914766615,13.731568336486816,176300
2024-09-25 00:00:00+00:00,13.722534178239572,13.722534178239572,13.63219542882321,13.68639850616455,115500
2024-09-26 00:00:00+00:00,13.677365257666684,13.731568335100617,13.641229585529935,13.695432662963867,107500
2024-09-27 00:00:00+00:00,13.722536164646506,13.722536164646506,13.641231536865234,13.641231536865234,133100
2024-09-30 00:00:00+00:00,13.686398530925723,13.731568336486816,13.641229586907013,13.731568336486816,274100
2024-10-01 00:00:00+00:00,13.677364349365234,13.686397620642744,13.623160413988552,13.677364349365234,169200
2024-10-02 00:00:00+00:00,13.677364349365234,13.73156742319959,13.641228679628222,13.677364349365234,158300
2024-10-03 00:00:00+00:00,13.650263810200949,13.659297944251318,13.559925054324587,13.623162269592285,130900
2024-10-04 00:00:00+00:00,13.677365253480435,13.677365253480435,13.559924103686347,13.58702564239502,174700
2024-10-07 00:00:00+00:00,13.623162269592285,13.70446775296072,13.59606072898362,13.623162269592285,132500
2024-10-08 00:00:00+00:00,13.66833110089823,13.704466772973252,13.596059756748188,13.68639850616455,226600
2024-10-09 00:00:00+00:00,13.686399484859983,13.70446775296072,13.623162269592285,13.623162269592285,136800
2024-10-10 00:00:00+00:00,13.623162293524928,13.677366236379923,13.550890944079898,13.596060752868652,133200
2024-10-11 00:00:00+00:00,13.63219643000953,13.650263836602772,13.478619597025986,13.523789405822754,236400
2024-10-14 00:00:00+00:00,13.523789336468681,13.55089087699078,13.469585393882044,13.532822608947754,152400
2024-10-15 00:00:00+00:00,13.563793519238908,13.572902189563262,13.500027614567674,13.509137153625488,169700
2024-10-16 00:00:00+00:00,13.50002896503459,13.627559918401076,13.50002896503459,13.5911226272583,135700
2024-10-17 00:00:00+00:00,13.57290484681641,13.582014387657656,13.527358880077443,13.536467552185059,145700
2024-10-18 00:00:00+00:00,13.527358313613338,13.545576525799303,13.481811480048034,13.490921020507812,153900
2024-10-21 00:00:00+00:00,13.49092154185177,13.545577049255371,13.49092154185177,13.545577049255371,123100
2024-10-22 00:00:00+00:00,13.545575440144296,13.563794519603626,13.481810399503686,13.500028610229492,162600
2024-10-23 00:00:00+00:00,13.472699500727737,13.481809039538485,13.408934466519366,13.41804313659668,117500
2024-10-24 00:00:00+00:00,13.427154755411163,13.481811128009051,13.390717463257094,13.399827003479004,73300
2024-10-25 00:00:00+00:00,13.418046126330488,13.481812043480259,13.399827913383147,13.408937454223633,63300
2024-10-28 00:00:00+00:00,13.427153291608006,13.52735648565791,13.427153291608006,13.472700119018555,147100
2024-10-29 00:00:00+00:00,13.43626494816625,13.49092132341853,13.43626494816625,13.445374488830566,120200
2024-10-30 00:00:00+00:00,13.445372117687715,13.527356231741114,13.445372117687715,13.509137153625488,90400
2024-10-31 00:00:00+00:00,13.500028610229492,13.545575440144296,13.445373109318549,13.500028610229492,187800
2024-11-01 00:00:00+00:00,13.527356231741114,13.582011728621074,13.49091894424332,13.509137153625488,95500
2024-11-04 00:00:00+00:00,13.545574695382044,13.582011983563786,13.45448190929442,13.472700119018555,121900
2024-11-05 00:00:00+00:00,13.463592399128474,13.563795606718863,13.463592399128474,13.490921020507812,118000
2024-11-06 00:00:00+00:00,13.554685336115526,13.5911226272583,13.481810753829976,13.5911226272583,170000
2024-11-07 00:00:00+00:00,13.609340838462915,13.618450378431996,13.536466256177365,13.5911226272583,169100
2024-11-08 00:00:00+00:00,13.591122670185841,13.61845042144585,13.481810796412255,13.582013130187988,228900
2024-11-11 00:00:00+00:00,13.554686590067181,13.572904802957172,13.52735883636538,13.545577049255371,165800
2024-11-12 00:00:00+00:00,13.536466157376205,13.554685237181387,13.418044744843144,13.463591575622559,176200
2024-11-13 00:00:00+00:00,13.509139232693778,13.554686066259082,13.463592399128474,13.490921020507812,146000
2024-11-14 00:00:00+00:00,13.536465156153238,13.545574695382044,13.472700119018555,13.472700119018555,201300
2024-11-15 00:00:00+00:00,13.494746681813696,13.531492043822396,13.412070274353027,13.412070274353027,120300
2024-11-18 00:00:00+00:00,13.393697157440636,13.549865165022089,13.393697157440636,13.467187881469727,150700
2024-11-19 00:00:00+00:00,13.467188358215408,13.54067908484611,13.421256435051577,13.439629554748535,181900
2024-11-20 00:00:00+00:00,13.458001321946456,13.503933243484273,13.42125595993191,13.467187881469727,118300
2024-11-21 00:00:00+00:00,13.467188171920224,13.476374731641624,13.292647917606411,13.375325202941895,300200
2024-11-22 00:00:00+00:00,13.421256726341243,13.458002090454102,13.356952558163387,13.458002090454102,139400
2024-11-25 00:00:00+00:00,13.50393401461482,13.531492818679817,13.421256726341243,13.458002090454102,129800
2024-11-26 00:00:00+00:00,13.47637532059797,13.47637532059797,13.338580423069164,13.356952667236328,164100
2024-11-27 00:00:00+00:00,13.384511071736226,13.513120281379239,13.366138828117833,13.439629554748535,149100
2024-11-29 00:00:00+00:00,13.485561477912366,13.494747161682279,13.430442994900057,13.439629554748535,117600
2024-12-02 00:00:00+00:00,13.41207159327954,13.494748008870507,13.38451191200393,13.485562324523926,163300
2024-12-03 00:00:00+00:00,13.49474902596979,13.595799446105957,13.485563340930884,13.595799446105957,143500
2024-12-04 00:00:00+00:00,13.568240568524919,13.586612814586221,13.485563271052355,13.540680885314941,116100
2024-12-05 00:00:00+00:00,13.540680115782656,13.595798602991483,13.531493555234748,13.549866676330566,103100
2024-12-06 00:00:00+00:00,13.549867516596672,13.604986007223552,13.522308709322575,13.595799446105957,103700
2024-12-09 00:00:00+00:00,13.48556279875332,13.549866971833803,13.458003116508554,13.513121604919434,270900
2024-12-10 00:00:00+00:00,13.559051991034467,13.614169597100299,13.549865431330645,13.586610794067383,140500
2024-12-11 00:00:00+00:00,13.604986007223552,13.65091706065415,13.595799446105957,13.595799446105957,117200
2024-12-12 00:00:00+00:00,13.61417007446289,13.669288558539929,13.577424710437725,13.61417007446289,114800
2024-12-13 00:00:00+00:00,13.660102185315978,13.660102185315978,13.494747606902221,13.568239212036133,315400
2024-12-16 00:00:00+00:00,13.609000557136302,13.61826489507448,13.479303359985352,13.479303359985352,123700
2024-12-17 00:00:00+00:00,13.488568283370368,13.57194467794511,13.358870197094214,13.414454460144043,186400
2024-12-18 00:00:00+00:00,13.405191714968522,13.460775980960973,13.275493621826172,13.275493621826172,193100
2024-12-19 00:00:00+00:00,13.33107751123856,13.349605303652773,13.210643768310547,13.210643768310547,208800
2024-12-20 00:00:00+00:00,13.229171254700857,13.358869332583684,13.21064346271524,13.266227722167969,189000
2024-12-23 00:00:00+00:00,13.312550093653133,13.321814432483867,13.256965827660682,13.275493621826172,160400
2024-12-24 00:00:00+00:00,13.312548637390137,13.340340767346174,13.256964377478061,13.312548637390137,210700
2024-12-26 00:00:00+00:00,13.284756660461426,13.331077466585647,13.275492322537403,13.284756660461426,160400
2024-12-27 00:00:00+00:00,13.284756704959186,13.284756704959186,13.173587299986226,13.210643768310547,165500
2024-12-30 00:00:00+00:00,13.182850147269946,13.229170951415878,13.173586693237443,13.20137882232666,240300
2024-12-31 00:00:00+00:00,13.182850836698977,13.544152067737336,13.182850836698977,13.52562427520752,370400
2025-01-02 00:00:00+00:00,13.571944282173677,13.571944282173677,13.43298274510543,13.497831344604492,122700
2025-01-03 00:00:00+00:00,13.534887921682412,13.553416597970909,13.497831452601329,13.54415225982666,106500
2025-01-06 00:00:00+00:00,13.571944044456053,13.571944044456053,13.488567653773018,13.55341625213623,108300
2025-01-07 00:00:00+00:00,13.590472874305725,13.636793680874115,13.497831261168946,13.52562427520752,131300
2025-01-08 00:00:00+00:00,13.525624870980856,13.664586413311067,13.507096194138994,13.655322074890137,144100
2025-01-10 00:00:00+00:00,13.609000967988644,13.664586113799933,13.544152367455407,13.590473175048828,235200
2025-01-13 00:00:00+00:00,13.590473782400828,13.68311540172778,13.54415297273735,13.599738121032715,263300
2025-01-14 00:00:00+00:00,13.590473366467194,13.636794174713032,13.544152558221356,13.609001159667969,151800
2025-01-15 00:00:00+00:00,13.715510852212303,13.836969840178032,13.659452515067718,13.771568298339844,201700
2025-01-16 00:00:00+00:00,13.771568458157573,13.771568458157573,13.48193623743102,13.631423950195312,504900
2025-01-17 00:00:00+00:00,13.696825685429314,13.752884027659626,13.66879695982272,13.734197616577148,97000
2025-01-21 00:00:00+00:00,13.818283353185583,13.818283353185583,13.659452438354492,13.659452438354492,259300
2025-01-22 00:00:00+00:00,13.715510852212303,13.808940226097219,13.678138924454927,13.771568298339844,189400
2025-01-23 00:00:00+00:00,13.771568298339844,13.790254707727053,13.724853165888865,13.771568298339844,154000
2025-01-24 00:00:00+00:00,13.790256138967948,13.799599344631249,13.668797138396426,13.7155122756958,215700
