"('date', '')","('open', 'AS')","('high', 'AS')","('low', 'AS')","('close', 'AS')","('volume', 'AS')"
2024-02-01 00:00:00+00:00,13.399999618530273,13.800000190734863,13.100000381469727,13.399999618530273,18656400
2024-02-02 00:00:00+00:00,13.550000190734863,15.119999885559082,13.550000190734863,14.949999809265137,10039400
2024-02-05 00:00:00+00:00,15.390000343322754,15.470000267028809,14.350000381469727,14.600000381469727,3585100
2024-02-06 00:00:00+00:00,14.84000015258789,15.520000457763672,14.550000190734863,15.130000114440918,3338000
2024-02-07 00:00:00+00:00,15.199999809265137,15.229999542236328,14.680000305175781,15.050000190734863,1624200
2024-02-08 00:00:00+00:00,15.100000381469727,15.180000305175781,14.899999618530273,15.180000305175781,1208400
2024-02-09 00:00:00+00:00,15.369999885559082,15.390000343322754,14.729999542236328,14.9399995803833,824900
2024-02-12 00:00:00+00:00,15.020000457763672,15.03499984741211,14.510000228881836,14.90999984741211,1142600
2024-02-13 00:00:00+00:00,14.640000343322754,14.720000267028809,14.359999656677246,14.5,519100
2024-02-14 00:00:00+00:00,14.789999961853027,15.0,14.654000282287598,14.850000381469727,641000
2024-02-15 00:00:00+00:00,14.960000038146973,15.5,14.960000038146973,15.5,1027900
2024-02-16 00:00:00+00:00,15.59000015258789,16.350000381469727,15.4350004196167,15.970000267028809,1413700
2024-02-20 00:00:00+00:00,15.979999542236328,15.979999542236328,14.800000190734863,14.970000267028809,1224400
2024-02-21 00:00:00+00:00,15.0600004196167,15.208000183105469,14.65999984741211,14.75,697500
2024-02-22 00:00:00+00:00,14.989999771118164,15.350000381469727,14.800000190734863,15.020000457763672,682500
2024-02-23 00:00:00+00:00,15.109999656677246,15.699999809265137,14.949999809265137,15.539999961853027,874800
2024-02-26 00:00:00+00:00,16.0,16.479999542236328,15.579999923706055,16.100000381469727,3320900
2024-02-27 00:00:00+00:00,16.350000381469727,16.53499984741211,15.949999809265137,15.989999771118164,1378200
2024-02-28 00:00:00+00:00,15.960000038146973,16.5,15.901000022888184,16.049999237060547,818400
2024-02-29 00:00:00+00:00,16.299999237060547,17.290000915527344,16.149999618530273,16.31999969482422,2178900
2024-03-01 00:00:00+00:00,16.6200008392334,18.100000381469727,16.6200008392334,17.65999984741211,3628900
2024-03-04 00:00:00+00:00,17.799999237060547,18.229999542236328,17.34000015258789,17.34000015258789,2544400
2024-03-05 00:00:00+00:00,16.0,16.56999969482422,15.520000457763672,16.450000762939453,5495100
2024-03-06 00:00:00+00:00,16.6299991607666,16.6299991607666,14.710000038146973,15.15999984741211,3123000
2024-03-07 00:00:00+00:00,15.239999771118164,15.300000190734863,14.760000228881836,15.0600004196167,1439600
2024-03-08 00:00:00+00:00,15.100000381469727,15.899999618530273,15.039999961853027,15.489999771118164,762200
2024-03-11 00:00:00+00:00,15.529999732971191,16.299999237060547,15.5,16.15999984741211,952300
2024-03-12 00:00:00+00:00,16.18000030517578,16.360000610351562,15.72700023651123,15.960000038146973,954500
2024-03-13 00:00:00+00:00,15.899999618530273,16.459999084472656,15.899999618530273,16.229999542236328,617200
2024-03-14 00:00:00+00:00,16.299999237060547,16.600000381469727,15.390000343322754,15.539999961853027,864600
2024-03-15 00:00:00+00:00,15.5,15.600000381469727,15.020000457763672,15.130000114440918,890100
2024-03-18 00:00:00+00:00,15.199999809265137,15.65999984741211,15.050000190734863,15.0600004196167,1048300
2024-03-19 00:00:00+00:00,15.130000114440918,15.324999809265137,14.920000076293945,15.079999923706055,774400
2024-03-20 00:00:00+00:00,15.069999694824219,15.668000221252441,15.050000190734863,15.470000267028809,1179200
2024-03-21 00:00:00+00:00,15.600000381469727,15.84000015258789,15.420000076293945,15.8100004196167,726100
2024-03-22 00:00:00+00:00,15.600000381469727,16.3799991607666,15.364999771118164,16.270000457763672,1282400
2024-03-25 00:00:00+00:00,16.170000076293945,16.979999542236328,16.1200008392334,16.68000030517578,1540700
2024-03-26 00:00:00+00:00,16.690000534057617,17.280000686645508,16.510000228881836,16.700000762939453,2064200
2024-03-27 00:00:00+00:00,16.75,16.979999542236328,16.059999465942383,16.059999465942383,1205400
2024-03-28 00:00:00+00:00,16.110000610351562,16.507999420166016,15.970000267028809,16.299999237060547,1544000
2024-04-01 00:00:00+00:00,16.190000534057617,16.895000457763672,15.460000038146973,15.760000228881836,3340800
2024-04-02 00:00:00+00:00,15.600000381469727,15.649999618530273,15.300000190734863,15.5,2168900
2024-04-03 00:00:00+00:00,15.4399995803833,15.9399995803833,15.4399995803833,15.710000038146973,1231700
2024-04-04 00:00:00+00:00,15.779999732971191,16.100000381469727,15.300000190734863,15.510000228881836,1173700
2024-04-05 00:00:00+00:00,15.699999809265137,15.699999809265137,15.229999542236328,15.34000015258789,872400
2024-04-08 00:00:00+00:00,15.109999656677246,15.130000114440918,14.270000457763672,14.520000457763672,2920800
2024-04-09 00:00:00+00:00,14.489999771118164,14.9399995803833,14.359999656677246,14.9399995803833,951400
2024-04-10 00:00:00+00:00,14.609999656677246,15.220000267028809,14.449999809265137,14.819999694824219,960700
2024-04-11 00:00:00+00:00,14.890000343322754,15.109999656677246,14.539999961853027,15.050000190734863,775300
2024-04-12 00:00:00+00:00,14.680000305175781,14.850000381469727,14.029999732971191,14.1899995803833,1479800
2024-04-15 00:00:00+00:00,14.430000305175781,14.699999809265137,13.489999771118164,13.640000343322754,4451600
2024-04-16 00:00:00+00:00,13.710000038146973,13.760000228881836,13.390000343322754,13.569999694824219,1542500
2024-04-17 00:00:00+00:00,13.569999694824219,13.734999656677246,13.15999984741211,13.350000381469727,1487900
2024-04-18 00:00:00+00:00,13.3100004196167,13.789999961853027,13.100000381469727,13.630000114440918,1650400
2024-04-19 00:00:00+00:00,13.600000381469727,13.779999732971191,13.359999656677246,13.770000457763672,1439400
2024-04-22 00:00:00+00:00,13.880000114440918,14.0,13.710000038146973,13.819999694824219,1525100
2024-04-23 00:00:00+00:00,14.100000381469727,14.449999809265137,13.949999809265137,14.140000343322754,1506600
2024-04-24 00:00:00+00:00,14.25,14.4399995803833,14.0600004196167,14.329999923706055,962400
2024-04-25 00:00:00+00:00,14.3100004196167,14.6850004196167,14.15999984741211,14.550000190734863,2102500
2024-04-26 00:00:00+00:00,14.819999694824219,15.34000015258789,14.789999961853027,15.039999961853027,2274500
2024-04-29 00:00:00+00:00,15.029999732971191,15.300000190734863,14.850000381469727,15.210000038146973,1640200
2024-04-30 00:00:00+00:00,15.119999885559082,15.119999885559082,14.170000076293945,14.279999732971191,1431200
2024-05-01 00:00:00+00:00,14.1899995803833,14.25,13.75,13.869999885559082,2103900
2024-05-02 00:00:00+00:00,14.029999732971191,14.489999771118164,13.960000038146973,14.479999542236328,2099700
2024-05-03 00:00:00+00:00,14.609999656677246,14.689000129699707,14.199999809265137,14.479999542236328,1399300
2024-05-06 00:00:00+00:00,14.609999656677246,14.6899995803833,14.449999809265137,14.539999961853027,848400
2024-05-07 00:00:00+00:00,14.569999694824219,14.770000457763672,14.289999961853027,14.699999809265137,886500
2024-05-08 00:00:00+00:00,14.5,14.699999809265137,13.850000381469727,13.899999618530273,1097000
2024-05-09 00:00:00+00:00,13.9399995803833,14.289999961853027,13.850000381469727,14.25,1098200
2024-05-10 00:00:00+00:00,14.40999984741211,14.890000343322754,14.385000228881836,14.8100004196167,1228800
2024-05-13 00:00:00+00:00,14.800000190734863,15.100000381469727,14.569999694824219,14.920000076293945,1270800
2024-05-14 00:00:00+00:00,14.880000114440918,15.09000015258789,14.680000305175781,15.079999923706055,859300
2024-05-15 00:00:00+00:00,15.289999961853027,16.0,15.1899995803833,15.979999542236328,2024900
2024-05-16 00:00:00+00:00,15.970000267028809,16.43000030517578,15.970000267028809,16.25,2179200
2024-05-17 00:00:00+00:00,16.18000030517578,16.290000915527344,15.890000343322754,16.149999618530273,1423300
2024-05-20 00:00:00+00:00,16.020000457763672,16.149999618530273,15.920000076293945,16.030000686645508,2289600
2024-05-21 00:00:00+00:00,16.229999542236328,16.260000228881836,14.4399995803833,14.760000228881836,4567000
2024-05-22 00:00:00+00:00,14.9399995803833,15.180000305175781,14.859999656677246,15.010000228881836,1690200
