"('date', '')","('open', 'ACHR')","('high', 'ACHR')","('low', 'ACHR')","('close', 'ACHR')","('volume', 'ACHR')"
2024-01-02 00:00:00+00:00,6.019999980926514,6.050000190734863,5.75,5.809999942779541,5174600
2024-01-03 00:00:00+00:00,5.75,5.809999942779541,5.550000190734863,5.590000152587891,3673000
2024-01-04 00:00:00+00:00,5.590000152587891,5.809999942779541,5.5,5.650000095367432,3655800
2024-01-05 00:00:00+00:00,5.590000152587891,5.699999809265137,5.53000020980835,5.53000020980835,2700100
2024-01-08 00:00:00+00:00,5.53000020980835,5.630000114440918,5.46999979019165,5.550000190734863,3626100
2024-01-09 00:00:00+00:00,5.400000095367432,5.545000076293945,5.309999942779541,5.409999847412109,3258100
2024-01-10 00:00:00+00:00,5.409999847412109,5.5,5.309999942779541,5.380000114440918,2170600
2024-01-11 00:00:00+00:00,5.340000152587891,5.389999866485596,5.090000152587891,5.21999979019165,3624400
2024-01-12 00:00:00+00:00,5.239999771118164,5.400000095367432,5.15500020980835,5.170000076293945,2294500
2024-01-16 00:00:00+00:00,5.090000152587891,5.099999904632568,4.949999809265137,4.960000038146973,3831700
2024-01-17 00:00:00+00:00,4.920000076293945,5.039999961853027,4.820000171661377,5.039999961853027,3508300
2024-01-18 00:00:00+00:00,5.21999979019165,5.25,4.860000133514404,5.019999980926514,3808100
2024-01-19 00:00:00+00:00,5.019999980926514,5.114999771118164,4.869999885559082,5.059999942779541,3438700
2024-01-22 00:00:00+00:00,5.449999809265137,5.849999904632568,5.150000095367432,5.309999942779541,10536200
2024-01-23 00:00:00+00:00,5.489999771118164,5.53000020980835,5.324999809265137,5.420000076293945,4447500
2024-01-24 00:00:00+00:00,5.550000190734863,5.590000152587891,5.010000228881836,5.010000228881836,4865000
2024-01-25 00:00:00+00:00,5.050000190734863,5.119999885559082,4.949999809265137,4.980000019073486,3671100
2024-01-26 00:00:00+00:00,5.019999980926514,5.150000095367432,4.880000114440918,4.900000095367432,3547300
2024-01-29 00:00:00+00:00,4.929999828338623,5.21999979019165,4.900000095367432,5.170000076293945,3954200
2024-01-30 00:00:00+00:00,5.099999904632568,5.159999847412109,4.920000076293945,4.989999771118164,3678000
2024-01-31 00:00:00+00:00,4.96999979019165,5.21999979019165,4.820000171661377,4.829999923706055,4229400
2024-02-01 00:00:00+00:00,4.920000076293945,5.065000057220459,4.874000072479248,4.949999809265137,2630400
2024-02-02 00:00:00+00:00,4.889999866485596,4.960000038146973,4.78000020980835,4.940000057220459,3767400
2024-02-05 00:00:00+00:00,4.869999885559082,4.869999885559082,4.619999885559082,4.670000076293945,4600400
2024-02-06 00:00:00+00:00,4.699999809265137,5.074999809265137,4.670000076293945,5.059999942779541,4342400
2024-02-07 00:00:00+00:00,5.079999923706055,5.130000114440918,4.900000095367432,4.909999847412109,2508300
2024-02-08 00:00:00+00:00,4.909999847412109,5.230000019073486,4.909999847412109,5.179999828338623,3651800
2024-02-09 00:00:00+00:00,5.25,5.449999809265137,5.25,5.400000095367432,4690100
2024-02-12 00:00:00+00:00,5.489999771118164,5.679999828338623,5.429999828338623,5.590000152587891,6242300
2024-02-13 00:00:00+00:00,5.210000038146973,5.269999980926514,5.079999923706055,5.159999847412109,5820100
2024-02-14 00:00:00+00:00,5.309999942779541,5.5,5.269999980926514,5.460000038146973,4044600
2024-02-15 00:00:00+00:00,5.539999961853027,5.550000190734863,5.329999923706055,5.449999809265137,8003100
2024-02-16 00:00:00+00:00,5.309999942779541,5.379000186920166,5.210000038146973,5.239999771118164,4226500
2024-02-20 00:00:00+00:00,5.230000019073486,5.329999923706055,5.039999961853027,5.130000114440918,4569400
2024-02-21 00:00:00+00:00,5.070000171661377,5.1020002365112305,4.96999979019165,5.050000190734863,3715900
2024-02-22 00:00:00+00:00,5.170000076293945,5.190000057220459,4.860000133514404,4.869999885559082,5223200
2024-02-23 00:00:00+00:00,4.869999885559082,4.954999923706055,4.739999771118164,4.809999942779541,5766000
2024-02-26 00:00:00+00:00,4.920000076293945,4.96999979019165,4.800000190734863,4.920000076293945,7331500
2024-02-27 00:00:00+00:00,4.75,4.925000190734863,4.590000152587891,4.800000190734863,9817100
2024-02-28 00:00:00+00:00,4.800000190734863,4.909999847412109,4.699999809265137,4.71999979019165,9204700
2024-02-29 00:00:00+00:00,4.800000190734863,4.980000019073486,4.78000020980835,4.829999923706055,4213500
2024-03-01 00:00:00+00:00,4.809999942779541,4.828000068664551,4.539999961853027,4.550000190734863,6113100
2024-03-04 00:00:00+00:00,4.579999923706055,4.670000076293945,4.420000076293945,4.480000019073486,6213000
2024-03-05 00:00:00+00:00,4.420000076293945,4.449999809265137,4.099999904632568,4.210000038146973,9182900
2024-03-06 00:00:00+00:00,4.269999980926514,4.550000190734863,4.184999942779541,4.25,8493200
2024-03-07 00:00:00+00:00,4.320000171661377,4.449999809265137,4.0,4.289999961853027,8847600
2024-03-08 00:00:00+00:00,4.340000152587891,4.800000190734863,4.340000152587891,4.579999923706055,8576400
2024-03-11 00:00:00+00:00,4.659999847412109,4.960000038146973,4.639999866485596,4.78000020980835,9295300
2024-03-12 00:00:00+00:00,4.869999885559082,5.130000114440918,4.769999980926514,5.099999904632568,9840000
2024-03-13 00:00:00+00:00,5.110000133514404,5.550000190734863,5.050000190734863,5.139999866485596,10897400
2024-03-14 00:00:00+00:00,5.059999942779541,5.239999771118164,4.829999923706055,4.889999866485596,6438000
2024-03-15 00:00:00+00:00,4.889999866485596,5.329999923706055,4.840000152587891,5.019999980926514,15722500
2024-03-18 00:00:00+00:00,5.050000190734863,5.139999866485596,4.71999979019165,4.869999885559082,7768400
2024-03-19 00:00:00+00:00,4.840000152587891,4.900000095367432,4.71999979019165,4.789999961853027,4596900
2024-03-20 00:00:00+00:00,4.800000190734863,5.159999847412109,4.744999885559082,5.059999942779541,6471200
2024-03-21 00:00:00+00:00,5.099999904632568,5.190000057220459,4.989999771118164,5.110000133514404,6631200
2024-03-22 00:00:00+00:00,5.090000152587891,5.099999904632568,4.849999904632568,4.889999866485596,4224600
2024-03-25 00:00:00+00:00,4.949999809265137,5.110000133514404,4.900000095367432,4.949999809265137,4979800
2024-03-26 00:00:00+00:00,4.980000019073486,5.047999858856201,4.769999980926514,4.789999961853027,4051100
2024-03-27 00:00:00+00:00,4.840000152587891,4.849999904632568,4.630000114440918,4.739999771118164,5581800
