"('date', '')","('open', 'BCE')","('high', 'BCE')","('low', 'BCE')","('close', 'BCE')","('volume', 'BCE')"
2025-09-26 00:00:00+00:00,23.030000686645508,23.165000915527344,22.985000610351562,23.100000381469727,1933993
