"('date', '')","('open', 'BFS')","('high', 'BFS')","('low', 'BFS')","('close', 'BFS')","('volume', 'BFS')"
2024-01-02 00:00:00+00:00,35.06936186102223,35.40029173892156,34.935204142721304,35.18563461303711,43200
2024-01-03 00:00:00+00:00,35.105136756109665,35.105136756109665,34.43433796459165,34.95309066772461,99200
2024-01-04 00:00:00+00:00,35.00675127590412,35.32873523150643,34.98886289927522,35.17668914794922,42400
2024-01-05 00:00:00+00:00,34.85470814699705,35.24824223061606,34.702658638691545,35.18563461303711,36300
2024-01-08 00:00:00+00:00,35.292952459889605,35.71332070933776,35.14090640226017,35.57021713256836,38200
2024-01-09 00:00:00+00:00,35.17668689203053,35.52550168427684,34.917310565333985,34.997806549072266,58300
2024-01-10 00:00:00+00:00,34.82787245535747,35.194575662752825,34.7473764629117,34.94414520263672,47900
2024-01-11 00:00:00+00:00,34.881538169785365,36.14263979791093,34.74737704285021,35.820655822753906,96800
2024-01-12 00:00:00+00:00,36.35623330881374,36.35623330881374,35.22151938867054,35.5029296875,27700
2024-01-16 00:00:00+00:00,35.230600316735014,35.31229986046271,34.89472249092549,35.13074493408203,39100
2024-01-17 00:00:00+00:00,34.658706421920726,35.23967946484201,34.186664958829056,34.54069519042969,38400
2024-01-18 00:00:00+00:00,34.67686268596163,34.722250556205694,34.259288739120194,34.57700729370117,25200
2024-01-19 00:00:00+00:00,34.79487249472534,35.25783429286161,34.46807430174802,35.2306022644043,30800
2024-01-22 00:00:00+00:00,35.357689049215296,35.85696251828788,35.357689049215296,35.59370803833008,47200
2024-01-23 00:00:00+00:00,35.94774075850378,35.94774075850378,35.11259285572906,35.44846725463867,26400
2024-01-24 00:00:00+00:00,35.847890968913106,35.847890968913106,35.21245035201152,35.46662521362305,44000
2024-01-25 00:00:00+00:00,36.06575001560947,36.40162439610656,36.020362147359435,36.34716033935547,94500
2024-01-26 00:00:00+00:00,36.383469987702306,36.51055739685567,36.029436324225145,36.04759216308594,109200
2024-01-29 00:00:00+00:00,35.98404890377903,36.038516421035396,35.55739534245144,35.76618576049805,48200
2024-01-30 00:00:00+00:00,35.53016390741267,35.766186356584946,35.45754401273279,35.557395935058594,69000
2024-01-31 00:00:00+00:00,35.71172168474558,35.847888759572655,34.731327056884766,34.731327056884766,77300
2024-02-01 00:00:00+00:00,34.76763749088803,35.375846016984305,34.567930174613565,35.30322265625,41000
2024-02-02 00:00:00+00:00,34.776716658679035,34.776716658679035,34.132196461180754,34.232051849365234,30400
2024-02-05 00:00:00+00:00,33.796327420126694,34.28652478710829,33.60569626503594,33.977882385253906,31800
2024-02-06 00:00:00+00:00,33.89617561902856,34.50438064061917,33.89617561902856,34.331905364990234,38900
2024-02-07 00:00:00+00:00,34.08680880705536,34.20482003591268,33.814478132122815,33.83263397216797,43700
2024-02-08 00:00:00+00:00,33.95064613532753,34.55885121065192,33.82355525151396,34.4589958190918,42900
2024-02-09 00:00:00+00:00,34.55885223793119,34.76763921609388,34.15035447071174,34.449920654296875,43200
2024-02-12 00:00:00+00:00,34.44991605769724,35.08535655937802,34.44991605769724,34.89472198486328,33300
2024-02-13 00:00:00+00:00,34.02326296631094,34.34098495288296,33.542145355316286,33.814476013183594,60600
2024-02-14 00:00:00+00:00,34.28651726186681,34.28651726186681,33.669232593640345,33.896175384521484,56400
2024-02-15 00:00:00+00:00,34.114047031952786,34.53162099783237,34.0414236659532,34.32283401489258,57200
2024-02-16 00:00:00+00:00,33.95972028946462,34.16850724891153,33.80540084838867,33.80540084838867,46700
2024-02-20 00:00:00+00:00,33.505836351181046,33.814478711492114,33.1881178021281,33.26981735229492,39100
2024-02-21 00:00:00+00:00,33.29704597932017,33.44228922445758,33.088259030864634,33.142723083496094,29600
2024-02-22 00:00:00+00:00,33.03379707318596,33.03379707318596,32.61622310601949,32.806854248046875,63300
2024-02-23 00:00:00+00:00,32.69792326479908,33.006565651197015,32.661611581017496,32.76146697998047,61000
2024-02-26 00:00:00+00:00,32.67976799171492,32.68884418138191,31.653985415703925,31.899084091186523,88800
2024-02-27 00:00:00+00:00,31.989857472304703,32.27126431804376,31.926310304725487,32.18048858642578,75100
2024-02-28 00:00:00+00:00,32.06247525474631,32.752383235974705,31.935387853696856,32.48004913330078,31600
2024-02-29 00:00:00+00:00,32.852237701416016,33.051948468793796,32.38019627307815,32.852237701416016,63100
2024-03-01 00:00:00+00:00,33.061027775836706,33.778167905554135,32.26219155670918,33.696468353271484,34700
2024-03-04 00:00:00+00:00,33.5693834564735,33.923413722048444,33.43321983433774,33.750938415527344,31700
2024-03-05 00:00:00+00:00,33.54215059023578,33.95972456166118,33.37875147743927,33.678314208984375,36500
2024-03-06 00:00:00+00:00,33.80540072316119,34.58608103968595,33.80540072316119,34.4045295715332,128100
2024-03-07 00:00:00+00:00,34.73132607555145,34.73132607555145,34.10496516736435,34.42268371582031,73300
2024-03-08 00:00:00+00:00,34.64962780139233,35.1579809605127,34.54977587025265,35.049049377441406,56600
2024-03-11 00:00:00+00:00,35.12166933624529,35.257836412462616,34.894726517798155,35.24876022338867,28200
2024-03-12 00:00:00+00:00,35.17613084372897,35.6118605650873,34.93103222617641,35.34860610961914,46700
2024-03-13 00:00:00+00:00,35.25783829683588,35.52109281139376,34.94919590873731,35.14890670776367,61400
2024-03-14 00:00:00+00:00,35.012734919327,35.130746144972896,33.5875344118538,33.72370147705078,83900
2024-03-15 00:00:00+00:00,33.46952116548251,33.66015573782317,32.96117154023304,33.42413330078125,166800
2024-03-18 00:00:00+00:00,33.40598617741285,33.923415588314874,33.24258705156242,33.45137405395508,55000
2024-03-19 00:00:00+00:00,33.32428395221619,33.91433668874498,33.01564156836421,33.678314208984375,52400
2024-03-20 00:00:00+00:00,33.62384721004737,34.34098731325816,33.560303500939824,34.26836395263672,46500
2024-03-21 00:00:00+00:00,34.36821789275374,34.59516069081696,33.98695219131394,34.4045295715332,76000
2024-03-22 00:00:00+00:00,34.531618230980705,34.531618230980705,33.76001061198734,33.83263397216797,40900
2024-03-25 00:00:00+00:00,33.8507906643511,34.17758886764573,33.59661236019278,33.74185562133789,31600
2024-03-26 00:00:00+00:00,33.85986285469492,33.986950260330225,33.478600637788986,33.823551177978516,49400
2024-03-27 00:00:00+00:00,34.12312274450961,34.67686378246539,34.12312274450961,34.60424041748047,43000
