"('date', '')","('open', 'ABCB')","('high', 'ABCB')","('low', 'ABCB')","('close', 'ABCB')","('volume', 'ABCB')"
2025-09-26 00:00:00+00:00,74.83000183105469,75.52999877929688,74.38999938964844,74.86000061035156,325867
