"('date', '')","('open', 'BNT')","('high', 'BNT')","('low', 'BNT')","('close', 'BNT')","('volume', 'BNT')"
2021-06-28 00:00:00+00:00,51.127865154072616,81.99751958672023,51.127865154072616,59.90642166137695,162200
2021-06-29 00:00:00+00:00,55.95124897203947,57.05001568176637,52.092542146381575,54.986572265625,195900
2021-06-30 00:00:00+00:00,56.337122208613884,56.337122208613884,49.719439286717325,50.1824836730957,250100
2021-07-01 00:00:00+00:00,50.1631846395245,52.98968745303212,50.1631846395245,50.83845901489258,290400
2021-07-02 00:00:00+00:00,50.1342486554896,51.43656071237592,49.51685616393018,50.6262321472168,284800
2021-07-06 00:00:00+00:00,50.404358659775625,50.404358659775625,49.19851275882406,49.4879150390625,214900
2021-07-07 00:00:00+00:00,49.19850998015864,50.442943762844635,49.111688932995676,49.217803955078125,106600
2021-07-08 00:00:00+00:00,48.64864697058989,49.256394330660534,47.69361540476458,49.0827522277832,214300
2021-07-09 00:00:00+00:00,49.1502760097321,50.59729098344385,49.1502760097321,50.27894592285156,97000
2021-07-12 00:00:00+00:00,50.18248500132077,50.192130149647625,49.487916563394606,49.52650451660156,149900
2021-07-13 00:00:00+00:00,49.23710778322279,49.430043891078164,48.81264760995093,49.22745895385742,125400
2021-07-14 00:00:00+00:00,49.25640386823092,50.15355368016333,49.25640386823092,49.47827911376953,190500
2021-07-15 00:00:00+00:00,49.169577496092224,49.58438881299084,48.909114319438444,49.4396858215332,98100
2021-07-16 00:00:00+00:00,49.47826224004061,49.54578930565599,48.23382857950168,48.55217361450195,95500
2021-07-19 00:00:00+00:00,47.867251824125326,47.867251824125326,46.28518279015625,46.62282180786133,90700
2021-07-20 00:00:00+00:00,46.74823141979496,47.9444321321568,46.65176522296961,47.81902313232422,92800
2021-07-21 00:00:00+00:00,47.89620671313252,49.75803331398219,47.89620671313252,49.352867126464844,70200
2021-07-22 00:00:00+00:00,49.42039254100179,50.40436332892114,49.42039254100179,50.298248291015625,70500
2021-07-23 00:00:00+00:00,50.47188069765522,50.934925035804895,49.806255151555554,49.95095443725586,56000
2021-07-26 00:00:00+00:00,49.950963499962754,49.99920028389717,49.05767404953861,49.24674987792969,128000
2021-07-27 00:00:00+00:00,49.401088537938584,50.983157596689125,48.979524592509044,50.770931243896484,63100
2021-07-28 00:00:00+00:00,50.905985198785075,52.353000115135025,50.88669122497317,52.04430389404297,42500
2021-07-29 00:00:00+00:00,52.07324756665063,53.31768138667875,51.81278441734594,53.04757308959961,59600
2021-07-30 00:00:00+00:00,52.854643784244125,53.172985220868114,52.16972412609704,52.285484313964844,39400
2021-08-02 00:00:00+00:00,52.09254041719243,52.959783069414286,52.09254041719243,52.43017578125,32800
2021-08-03 00:00:00+00:00,52.21795610426226,52.75817275595501,52.073253112587444,52.603824615478516,137000
2021-08-04 00:00:00+00:00,52.227597338811954,54.43188350976275,52.227597338811954,53.636024475097656,39400
2021-08-05 00:00:00+00:00,53.3369713287351,54.38846899421208,53.3369713287351,54.32094192504883,26500
2021-08-06 00:00:00+00:00,54.465650129701416,55.52679679594585,54.465650129701416,55.43997573852539,107600
2021-08-09 00:00:00+00:00,55.93195343017578,56.038068453702,54.89492526382796,55.93195343017578,128900
2021-08-10 00:00:00+00:00,55.95125286061678,56.83875372582305,55.95125286061678,56.616878509521484,126600
2021-08-11 00:00:00+00:00,56.73263844230843,57.745548248291016,56.53102136389573,57.745548248291016,68800
2021-08-12 00:00:00+00:00,57.78413987652795,57.880606081350265,55.74867130720849,57.842018127441406,148900
2021-08-13 00:00:00+00:00,59.52054829855576,63.523954070888436,57.78413111537837,59.337257385253906,103200
2021-08-16 00:00:00+00:00,59.559140643593345,59.85818806324858,59.112494127721426,59.59772491455078,70700
2021-08-17 00:00:00+00:00,59.06715749988593,59.94501320319826,57.44650025070167,57.67802429199219,75800
2021-08-18 00:00:00+00:00,57.562261695327535,59.26974003749493,57.4532542201356,58.79705047607422,77300
2021-08-19 00:00:00+00:00,58.43046218601114,58.62822265815668,57.68283633855983,58.09282684326172,74400
2021-08-20 00:00:00+00:00,58.09283128908693,58.28576368259494,56.55320664842413,58.20859146118164,46600
2021-08-23 00:00:00+00:00,58.67163284149892,60.12829662596672,58.66198769429454,59.0671501159668,74200
2021-08-24 00:00:00+00:00,59.395139551248725,59.665247828866846,58.60410501255341,59.047855377197266,37700
2021-08-25 00:00:00+00:00,58.80668633820124,59.327612600318695,58.256820954838126,58.85491943359375,58400
2021-08-26 00:00:00+00:00,58.70057788864114,59.375852339543734,58.70057788864114,59.31797409057617,55100
2021-08-27 00:00:00+00:00,59.23114616396699,60.51416415984521,59.23114616396699,60.36946487426758,59000
2021-08-30 00:00:00+00:00,60.80356640205613,60.80356640205613,59.578426648608456,60.27299499511719,69900
2021-08-31 00:00:00+00:00,60.02219021200851,60.27300455472305,58.941749572753906,58.941749572753906,43200
2021-09-01 00:00:00+00:00,59.01892168090291,60.10900739855185,59.01892168090291,59.87748336791992,22600
2021-09-02 00:00:00+00:00,60.05112665090907,60.418668986787786,58.478702545166016,58.478702545166016,25500
2021-09-03 00:00:00+00:00,58.45941030687827,58.92245839100723,57.76484554058443,58.276123046875,26600
2021-09-07 00:00:00+00:00,58.40153217299583,59.2600939041234,57.60084869253765,59.018924713134766,22900
2021-09-08 00:00:00+00:00,58.661992151706976,58.903161329584485,58.05424479306976,58.295413970947266,29900
2021-09-09 00:00:00+00:00,58.121769649580344,58.72951698501575,58.01565462657342,58.18929672241211,20800
2021-09-10 00:00:00+00:00,58.36294048228908,58.84527883338238,57.6104938321674,58.034950256347656,40700
2021-09-13 00:00:00+00:00,58.189626471342116,58.68267904625393,57.89959749735084,58.06394958496094,53300
2021-09-14 00:00:00+00:00,58.160633991781,58.56667757071077,56.4784597726475,56.903839111328125,23700
2021-09-15 00:00:00+00:00,57.019846965658054,57.019846965658054,56.043415121365584,56.681480407714844,15700
2021-09-16 00:00:00+00:00,56.2077624778844,56.54613271736055,55.26033244560507,55.38601303100586,35900
2021-09-17 00:00:00+00:00,55.28932710155443,55.81138144620669,53.065766807713516,53.88751983642578,54500
2021-09-20 00:00:00+00:00,52.93043212306035,52.93043212306035,51.431945741178545,52.389041900634766,32600
2021-09-21 00:00:00+00:00,52.46638381975219,54.64160701117847,52.46638381975219,54.196895599365234,32800
2021-09-22 00:00:00+00:00,54.312900818686195,55.65670463815778,54.196889959832475,55.11531448364258,39200
2021-09-23 00:00:00+00:00,55.48269028595313,56.40111856025445,55.42468669653384,55.9080696105957,38600
2021-09-24 00:00:00+00:00,55.74370899109845,56.05307371383044,55.153981335916086,55.81138229370117,19500
2021-09-27 00:00:00+00:00,56.091751295798275,56.091751295798275,55.115315787582354,55.22166061401367,34600
2021-09-28 00:00:00+00:00,55.115310029857895,55.115310029857895,53.58782216664201,53.75217056274414,27000
2021-09-29 00:00:00+00:00,54.07120210127775,54.07120210127775,52.89174684991885,53.45247268676758,33600
2021-09-30 00:00:00+00:00,53.732840548231735,54.43084182895159,53.433141847044,53.713504791259766,9800
2021-10-01 00:00:00+00:00,53.36547393589621,55.328007367946476,52.978766133204644,54.94130325317383,36300
2021-10-04 00:00:00+00:00,54.51592170503805,54.51592170503805,53.44281109994061,53.78118133544922,51500
2021-10-05 00:00:00+00:00,53.47181027878484,54.51591527965752,53.47181027878484,54.28389358520508,28900
2021-10-06 00:00:00+00:00,53.42348377587673,54.486928513753526,53.26880137428439,54.11955642700195,10500
2021-10-07 00:00:00+00:00,54.55459912304714,56.12075882233447,54.55459912304714,55.33768081665039,22800
2021-10-08 00:00:00+00:00,55.81138017296665,56.46878110577166,55.34733310650164,56.00473403930664,9600
2021-10-11 00:00:00+00:00,56.169090882751036,56.169090882751036,55.58516425750806,55.782386779785156,5000
2021-10-12 00:00:00+00:00,55.97573552779599,56.720141871728664,55.47301692104254,55.99506759643555,31400
2021-10-13 00:00:00+00:00,56.3624454356938,56.53742980957031,55.5310262571359,56.53742980957031,8400
2021-10-14 00:00:00+00:00,57.16485921477397,57.749752044677734,56.74914965171532,57.749752044677734,14900
2021-10-15 00:00:00+00:00,57.81258916885679,58.6440082759729,57.81258916885679,58.23796844482422,29700
2021-10-18 00:00:00+00:00,57.89959390564726,58.58599662869443,57.59989891587869,58.228294372558594,13300
2021-10-19 00:00:00+00:00,58.68268214478319,58.68268214478319,58.08328840849658,58.20896530151367,16600
2021-10-20 00:00:00+00:00,58.58599847365534,59.378746032714844,58.04461205551814,59.378746032714844,21100
2021-10-21 00:00:00+00:00,59.13706139523451,59.87664031982422,59.13706139523451,59.87664031982422,23400
2021-10-22 00:00:00+00:00,59.881467246276074,61.09959411621094,59.881467246276074,61.09959411621094,11000
2021-10-25 00:00:00+00:00,61.11894250064248,61.331628494763585,60.210180177683874,60.96426010131836,26300
2021-10-26 00:00:00+00:00,61.32195442077058,61.51917325548549,60.74189642131345,60.87724304199219,7100
2021-10-27 00:00:00+00:00,60.80957071441001,60.906245819908975,60.10382843017578,60.10382843017578,22400
2021-10-28 00:00:00+00:00,60.59688778210268,61.370299775687535,60.258521187384076,61.11894226074219,23400
2021-10-29 00:00:00+00:00,60.78056412049224,61.254280979776226,59.552771125938655,59.601112365722656,35900
2021-11-01 00:00:00+00:00,59.74612274660603,60.14249655747953,59.39808648575735,59.79446029663086,19100
2021-11-02 00:00:00+00:00,59.46576080860484,60.529205366900186,59.46576080860484,60.45186233520508,55200
2021-11-03 00:00:00+00:00,60.45187165712277,60.96426010131836,59.910485103447996,60.96426010131836,91000
2021-11-04 00:00:00+00:00,60.90624185168547,61.06865778854292,60.11349423690338,60.57754135131836,35900
2021-11-05 00:00:00+00:00,60.88690695666343,61.902010264319046,60.88690695666343,61.31228256225586,18700
2021-11-08 00:00:00+00:00,61.669987513854636,61.77633233544949,60.75155932216656,61.4476318359375,23300
2021-11-09 00:00:00+00:00,61.6313206333373,61.6313206333373,60.58721178417146,61.22528076171875,13300
2021-11-10 00:00:00+00:00,61.19626977726194,61.20593949976567,59.69294877684796,59.92013931274414,23500
2021-11-11 00:00:00+00:00,59.76546009883399,59.76546009883399,58.16062905492693,58.315311431884766,33200
2021-11-12 00:00:00+00:00,58.247642068384586,60.70322819587016,58.247642068384586,59.91048049926758,18400
2021-11-15 00:00:00+00:00,60.41319933302215,60.41319933302215,58.818034212118306,59.436763763427734,25900
2021-11-16 00:00:00+00:00,59.4947623356152,60.37451897912817,59.3594157270622,60.28750991821289,32700
2021-11-17 00:00:00+00:00,60.12316680879254,60.480872828147696,59.35942459106445,59.35942459106445,62700
2021-11-18 00:00:00+00:00,59.14673174906531,59.84280430296369,58.91470633512624,59.21440505981445,15000
2021-11-19 00:00:00+00:00,59.06939023583196,59.16606903076172,58.498998253462666,59.16606903076172,13700
2021-11-22 00:00:00+00:00,59.31107633932706,59.6204410793488,58.00594407285526,58.10261917114258,26200
2021-11-23 00:00:00+00:00,57.93827635933947,58.2186393345226,56.95217477236083,57.58057403564453,19700
2021-11-24 00:00:00+00:00,57.08751951087837,58.57633972167969,57.08751951087837,58.57633972167969,11600
2021-11-26 00:00:00+00:00,57.13585643943272,57.13585643943272,56.101417344134205,56.97150802612305,23600
2021-11-29 00:00:00+00:00,57.47422957590519,57.74492282932419,56.584803090798665,56.95217514038086,41800
2021-11-30 00:00:00+00:00,56.61379668065209,56.61379668065209,55.14431247893929,55.43434143066406,36000
2021-12-01 00:00:00+00:00,56.439783891942575,56.52195809322517,54.593261510146,54.74794387817383,28700
2021-12-02 00:00:00+00:00,54.82528154622269,56.39144462364958,54.82528154622269,56.062744140625,20100
2021-12-03 00:00:00+00:00,56.256099414989016,56.256099414989016,54.15821944242447,54.738277435302734,23700
2021-12-06 00:00:00+00:00,54.979967984804645,56.81682441219829,54.979967984804645,56.468788146972656,22300
2021-12-07 00:00:00+00:00,57.21319756151449,58.63434439865636,57.21319756151449,58.04461669921875,8900
