"('date', '')","('open', 'BNL')","('high', 'BNL')","('low', 'BNL')","('close', 'BNL')","('volume', 'BNL')"
2020-09-17 00:00:00+00:00,12.196829260929283,12.196829260929283,11.753307914912392,12.048988342285156,8143400
2020-09-18 00:00:00+00:00,12.196829496924558,12.492509930018413,12.074860525195863,12.381629943847656,2323900
2020-09-21 00:00:00+00:00,12.30770966143647,12.30770966143647,11.81244440010945,12.159870147705078,794200
2020-09-22 00:00:00+00:00,12.048987004601933,12.359451771354289,11.834619247274182,12.01941967010498,610900
2020-09-23 00:00:00+00:00,11.90115012986159,12.285535432272201,11.87158137894586,12.093342781066895,3064600
2020-09-24 00:00:00+00:00,12.196827504773552,12.381627921512544,11.878970562396036,12.248571395874023,1450200
2020-09-25 00:00:00+00:00,12.307707915638025,12.529469269652473,12.133996476396012,12.26335620880127,787000
2020-09-28 00:00:00+00:00,12.233786874482629,12.573820370278233,12.048986460004551,12.566428184509277,602500
2020-09-29 00:00:00+00:00,12.592507834771004,12.629764628672334,12.49564301303029,12.51054573059082,331400
2020-09-30 00:00:00+00:00,12.48073964430791,12.599958536169375,12.279557231341204,12.503093719482422,327300
2020-10-01 00:00:00+00:00,12.540350692895455,12.592508787100488,12.421131785797815,12.428583145141602,337500
2020-10-02 00:00:00+00:00,12.331716518974359,12.570155747102934,12.301912503709183,12.555253028869629,277600
2020-10-05 00:00:00+00:00,12.540349838180289,12.74153226314608,12.480740388694281,12.637214660644531,1266900
2020-10-06 00:00:00+00:00,12.555250468009417,12.618584875780666,12.48073831324237,12.547799110412598,251300
2020-10-07 00:00:00+00:00,12.599958400901587,12.607409759213096,12.473288152008497,12.51799488067627,154300
2020-10-08 00:00:00+00:00,12.570154388856832,12.592507042590078,12.488190868631515,12.51799488067627,368500
2020-10-09 00:00:00+00:00,12.644663943526517,12.644663943526517,12.488189697265625,12.488189697265625,251700
2020-10-12 00:00:00+00:00,12.59996062934372,12.6595700851771,12.495644436935686,12.592509269714355,417000
2020-10-13 00:00:00+00:00,12.637212585913929,12.637212585913929,12.47328698204045,12.488189697265625,501600
2020-10-14 00:00:00+00:00,12.51799682944858,12.592509002962268,12.45093601540641,12.45838737487793,191600
2020-10-15 00:00:00+00:00,12.436033563989534,12.577605117210473,12.391325411307939,12.51054573059082,764800
2020-10-16 00:00:00+00:00,12.53289857711934,12.689374271491712,12.473289127168291,12.681922912597656,432000
2020-10-19 00:00:00+00:00,12.711726446094186,12.726629163318535,12.331715684081352,12.376423835754395,320900
2020-10-20 00:00:00+00:00,12.428583057058587,12.629765494310604,12.383876322514183,12.465838432312012,361200
2020-10-21 00:00:00+00:00,12.510545752996167,12.547801125762847,12.219948444850848,12.368972778320312,303800
2020-10-22 00:00:00+00:00,12.316815288867888,12.510546363349217,12.257205836812204,12.354070663452148,255800
2020-10-23 00:00:00+00:00,12.406227780398037,12.667019645576646,12.406227780398037,12.49564266204834,259800
2020-10-26 00:00:00+00:00,12.480740848856748,12.585057034003032,12.219948964789603,12.473289489746094,227000
2020-10-27 00:00:00+00:00,12.413681635106853,12.659570832586818,12.383877616031326,12.480742454528809,349300
2020-10-28 00:00:00+00:00,12.44348461029092,12.447209578986827,12.197595461522361,12.212496757507324,210300
2020-10-29 00:00:00+00:00,12.29446096000685,12.480740671522105,12.227400150165245,12.383875846862793,373900
2020-10-30 00:00:00+00:00,12.443483661048628,12.480739029971035,12.115631013966777,12.294459342956543,217400
2020-11-02 00:00:00+00:00,12.354070350243576,12.361521709211805,12.212497372250041,12.279558181762695,136300
2020-11-03 00:00:00+00:00,12.331715773708124,12.425601755942806,12.056022609060648,12.115632057189941,340800
2020-11-04 00:00:00+00:00,12.078375952131813,12.32426653852848,11.966608408170602,12.063474655151367,418000
2020-11-05 00:00:00+00:00,12.145435024864458,12.443483661048628,12.145435024864458,12.294459342956543,164100
2020-11-06 00:00:00+00:00,12.22740039062217,12.927812517629821,12.22740039062217,12.272107124328613,525100
2020-11-09 00:00:00+00:00,12.391325960730338,12.920361087975278,12.391325960730338,12.473289489746094,906200
2020-11-10 00:00:00+00:00,12.450935298641996,12.778787990507789,12.339167755406349,12.652117729187012,586400
2020-11-11 00:00:00+00:00,12.652118127320838,12.741533017443894,12.555253299122203,12.689374923706055,113400
2020-11-12 00:00:00+00:00,12.711726574980167,12.719177933667892,12.495642857841576,12.667019844055176,152200
2020-11-13 00:00:00+00:00,12.614862752137086,12.816045189012863,12.57015601767629,12.689374923706055,271900
2020-11-16 00:00:00+00:00,12.801141070141428,12.987420768085975,12.667019460229147,12.935262680053711,718300
2020-11-17 00:00:00+00:00,12.890557198555658,13.337628850438858,12.830947739718006,13.255666732788086,433800
2020-11-18 00:00:00+00:00,13.263113479345579,13.389783726538036,12.935262245248493,12.95761489868164,259800
2020-11-19 00:00:00+00:00,13.009775905614752,13.19605563911692,12.860752971533964,13.061935424804688,370000
2020-11-20 00:00:00+00:00,13.047030750247359,13.233310455839923,12.979969942537927,13.039579391479492,292100
2020-11-23 00:00:00+00:00,13.07683309989516,13.2482114873429,12.972516932823552,13.009772300720215,304600
2020-11-24 00:00:00+00:00,13.069383561169442,13.315272691896515,12.828708817753514,13.188602447509766,525400
2020-11-25 00:00:00+00:00,13.292919706668545,13.710185843040719,13.242251036282747,13.479199409484863,295400
2020-11-27 00:00:00+00:00,13.479197252843335,13.613318844804143,13.106637906819364,13.367429733276367,110100
2020-11-30 00:00:00+00:00,13.315273858172167,13.336881803558562,12.920360374328874,13.136444091796875,414300
2020-12-01 00:00:00+00:00,13.188603168219656,13.680381456547723,13.188603168219656,13.60586929321289,353700
2020-12-02 00:00:00+00:00,13.5984163023055,13.762341905002252,13.553709578152047,13.658025741577148,323000
2020-12-03 00:00:00+00:00,13.658029905155683,13.807054259364666,13.620774527204222,13.672932624816895,188900
2020-12-04 00:00:00+00:00,13.702735989884417,13.848780077441214,13.57606572120418,13.665480613708496,449200
2020-12-07 00:00:00+00:00,13.72508775589614,13.993330967013732,13.635672878456523,13.851758003234863,314300
2020-12-08 00:00:00+00:00,13.851759208973268,13.94862403186338,13.773522072654172,13.821953773498535,133300
2020-12-09 00:00:00+00:00,13.88901775563968,13.985884021864308,13.814506992330532,13.896469116210938,436000
2020-12-10 00:00:00+00:00,13.792147311571803,14.02313371070294,13.792147311571803,14.000781059265137,257300
2020-12-11 00:00:00+00:00,14.06039226222722,14.23176924368722,14.008232752859936,14.157257080078125,313800
2020-12-14 00:00:00+00:00,14.269022206287833,14.377064754223431,13.866658864639536,13.874110221862793,519600
2020-12-15 00:00:00+00:00,14.194512384666593,14.27647590637207,13.92627058661456,14.27647590637207,687700
2020-12-16 00:00:00+00:00,14.380792956566905,14.753352374314249,14.380792956566905,14.619232177734375,788700
2020-12-17 00:00:00+00:00,14.656485879951452,14.783156124391143,14.615504121279606,14.730998039245605,766100
2020-12-18 00:00:00+00:00,14.81295822993371,14.894921736734082,14.529813766479492,14.529813766479492,6027200
2020-12-21 00:00:00+00:00,14.529816731131286,14.529816731131286,13.747442552550906,14.350988388061523,466800
2020-12-22 00:00:00+00:00,14.328635495744232,14.552172008946114,14.112551762970682,14.544720649719238,400600
2020-12-23 00:00:00+00:00,14.58197632737306,14.790610126452416,14.529818232903592,14.537269592285156,492300
2020-12-24 00:00:00+00:00,14.60433037211194,14.798061451985028,14.567073575289339,14.678842544555664,63800
2020-12-28 00:00:00+00:00,14.671392790632286,14.716099530510036,14.477661689559858,14.604331970214844,259500
