"('date', '')","('open', 'AUB')","('high', 'AUB')","('low', 'AUB')","('close', 'AUB')","('volume', 'AUB')"
2025-09-26 00:00:00+00:00,35.66999816894531,36.05500030517578,35.39500045776367,35.970001220703125,666148
