"('date', '')","('open', 'BOND')","('high', 'BOND')","('low', 'BOND')","('close', 'BOND')","('volume', 'BOND')"
2012-03-01 00:00:00+00:00,62.80576587577068,62.80576587577068,62.69910388415387,62.717926025390625,550900
2012-03-02 00:00:00+00:00,63.0191491737973,63.02542003502692,62.856015830404836,62.93758010864258,331600
2012-03-05 00:00:00+00:00,63.075607497252264,63.075607497252264,62.918749822271764,62.93130111694336,237800
2012-03-06 00:00:00+00:00,63.2136573791504,63.27012385725259,63.063075317293766,63.21365737915039,176500
2012-03-07 00:00:00+00:00,63.3077740619565,63.35796967908595,63.301498413085945,63.30149841308594,182600
2012-03-08 00:00:00+00:00,63.426970024402365,63.703041076660156,63.408147868460524,63.703041076660156,323000
2012-03-09 00:00:00+00:00,63.61520136180555,63.62775265708477,63.51481493415474,63.55873489379883,243700
2012-03-12 00:00:00+00:00,63.615211929636814,63.615211929636814,63.558745452249816,63.59638977050781,119300
2012-03-13 00:00:00+00:00,63.60268723960684,63.60895810352296,63.45210034107767,63.50857162475586,152000
2012-03-14 00:00:00+00:00,63.389306372035,63.389306372035,63.04422244891664,63.08814239501953,183900
2012-03-15 00:00:00+00:00,63.0881284630152,63.11949711078137,62.994012945888606,63.04420852661133,200800
2012-03-16 00:00:00+00:00,63.0630782371584,63.27012678670372,62.99406045833741,63.251304626464844,211400
2012-03-19 00:00:00+00:00,63.36423381757809,63.414429429381364,63.21992741728994,63.27639389038086,137200
2012-03-20 00:00:00+00:00,63.263841102359876,63.27638761060703,63.1634498887165,63.23246765136719,116500
2012-03-21 00:00:00+00:00,63.29522276421538,63.301498413085945,63.245031934003464,63.30149841308594,212800
2012-03-22 00:00:00+00:00,63.35796876337833,63.38933743344272,63.32031965761663,63.326595306396484,101000
2012-03-23 00:00:00+00:00,63.521087206372485,63.57128281477157,63.502265049951994,63.53990936279297,36500
2012-03-26 00:00:00+00:00,63.55873445423535,63.59637876597949,63.46461888795845,63.57755661010742,74700
2012-03-27 00:00:00+00:00,63.7218313404374,63.740653486958934,63.59634717235106,63.73438262939453,117900
2012-03-28 00:00:00+00:00,63.803476756744466,63.80974762181765,63.73445894558021,63.747005462646484,193800
2012-03-29 00:00:00+00:00,63.916361198370005,63.916361198370005,63.803423491378354,63.84734344482422,186300
2012-03-30 00:00:00+00:00,64.01067270333473,64.01067270333473,63.79709191489679,63.83478546142578,241400
2012-04-02 00:00:00+00:00,63.91645077555011,64.0106774600228,63.885040283203125,63.885040283203125,186900
2012-04-03 00:00:00+00:00,64.00441275463471,64.05466763977186,63.68404385259744,63.709171295166016,249200
2012-04-04 00:00:00+00:00,63.696583644291614,63.88503219681546,63.696583644291614,63.84734344482422,174200
2012-04-05 00:00:00+00:00,63.916500091552734,63.9479106081351,63.866245182049724,63.916500091552734,207400
2012-04-09 00:00:00+00:00,64.13634475705415,64.29338771913929,64.13634475705415,64.23685455322266,224100
2012-04-10 00:00:00+00:00,64.43158329358937,64.55721574038151,64.39389451806585,64.50696563720703,291400
2012-04-11 00:00:00+00:00,64.36871407564108,64.45037461956804,64.30589790396135,64.42524719238281,200800
2012-04-12 00:00:00+00:00,64.46923764801076,64.46923764801076,64.3624496459961,64.3624496459961,208800
2012-04-13 00:00:00+00:00,64.47550221363313,64.55716275777147,64.4692191586789,64.54460144042969,96800
2012-04-16 00:00:00+00:00,64.55719700763333,64.69539553454561,64.55719700763333,64.6200180053711,388100
2012-04-17 00:00:00+00:00,64.65776489761144,64.67660929684628,64.58866557203467,64.67032623291016,183000
2012-04-18 00:00:00+00:00,64.65141246227141,64.66397857666016,64.63256808325671,64.66397857666016,246200
2012-04-19 00:00:00+00:00,64.67654441361508,64.75192672750478,64.66398309091784,64.69538879394531,221000
2012-04-20 00:00:00+00:00,64.70162630821497,64.72047067528068,64.65765452087317,64.71418762207031,144800
2012-04-23 00:00:00+00:00,64.82102609963641,64.83358742235612,64.78961560398403,64.81474304199219,212300
2012-04-24 00:00:00+00:00,64.82734209267238,64.83990821527401,64.75196452734875,64.77709197998047,500200
2012-04-25 00:00:00+00:00,64.77077122362012,64.84615353764457,64.6388557685039,64.81474304199219,207700
2012-04-26 00:00:00+00:00,64.9843399161109,65.00318908691406,64.93408983834046,65.00318908691406,341200
2012-04-27 00:00:00+00:00,64.99689123371509,65.05970741105448,64.99689123371509,65.04086303710938,401000
2012-04-30 00:00:00+00:00,65.06604185804795,65.10379624490707,64.95906789467118,65.0408706665039,360100
2012-05-01 00:00:00+00:00,65.15415000853018,65.17302720525704,65.00312763380059,65.08493041992188,232900
2012-05-02 00:00:00+00:00,65.1227035522461,65.14158075440481,65.08494914792865,65.1227035522461,232000
2012-05-03 00:00:00+00:00,65.1415823918902,65.20451280188932,65.09753398544056,65.18563079833984,191000
2012-05-04 00:00:00+00:00,65.23591277694794,65.29883832774192,65.22332958715387,65.29254913330078,339800
2012-05-07 00:00:00+00:00,65.4184288373856,65.43101683359524,65.32403806946884,65.40584564208984,270000
2012-05-08 00:00:00+00:00,65.4499030700555,65.49395146104753,65.40585467906347,65.46248626708984,384300
2012-05-09 00:00:00+00:00,65.50023160909271,65.53799079680775,65.38696844868927,65.40584564208984,306000
2012-05-10 00:00:00+00:00,65.39329395294175,65.4499303655025,65.36183354677826,65.4310531616211,305200
2012-05-11 00:00:00+00:00,65.46877869575722,65.51282708569273,65.4310243046452,65.49394989013672,388400
2012-05-14 00:00:00+00:00,65.55058504556284,65.63868183023008,65.54429584731139,65.6260986328125,357000
2012-05-15 00:00:00+00:00,65.67008740726763,65.70155257361836,65.61974506147062,65.68267059326172,602400
2012-05-16 00:00:00+00:00,65.66385103905876,65.75824182003598,65.60721945102115,65.73936462402344,646000
2012-05-17 00:00:00+00:00,65.77077680264424,65.87775550315021,65.70785126175961,65.83999633789062,585100
2012-05-18 00:00:00+00:00,65.9217699795166,65.95952432446026,65.78962497130523,65.89659881591797,579700
2012-05-21 00:00:00+00:00,65.97219500781205,65.97219500781205,65.85263782327999,65.93444061279297,871900
2012-05-22 00:00:00+00:00,65.89670160000541,65.89670160000541,65.726797180929,65.75196838378906,430600
2012-05-23 00:00:00+00:00,65.7896671746773,65.92181226765835,65.75820199976731,65.85888671875,528000
2012-05-24 00:00:00+00:00,65.94704564841892,65.94704564841892,65.7708472240095,65.81489562988281,1104100
2012-05-25 00:00:00+00:00,65.85267222100234,65.89672063850465,65.80862380350001,65.89042663574219,378100
2012-05-29 00:00:00+00:00,65.93441254915062,65.93441254915062,65.82114461138865,65.83373260498047,445100
2012-05-30 00:00:00+00:00,65.85895814418728,65.9973925815561,65.85895814418728,65.97222137451172,410900
2012-05-31 00:00:00+00:00,66.16762061411643,66.26219178462145,66.07305425370095,66.18653869628906,430400
2012-06-01 00:00:00+00:00,66.36939101101343,66.50809479656834,66.33156445498612,66.48918151855469,427700
2012-06-04 00:00:00+00:00,66.46398236063585,66.46398236063585,66.33158456431097,66.37571716308594,445200
2012-06-05 00:00:00+00:00,66.22443383103825,66.37574497450994,66.2055205393661,66.28117370605469,431200
2012-06-06 00:00:00+00:00,66.27483508211367,66.28113630238548,66.10460593293877,66.15504455566406,354000
2012-06-07 00:00:00+00:00,66.14872604506623,66.26851654891504,66.11720551937873,66.24960327148438,587100
2012-06-08 00:00:00+00:00,66.41981227237657,66.41981227237657,66.26219524998835,66.28741455078125,420900
2012-06-11 00:00:00+00:00,66.2937185530106,66.47655487060547,66.28110649795461,66.47655487060547,723700
