"('date', '')","('open', 'AMP')","('high', 'AMP')","('low', 'AMP')","('close', 'AMP')","('volume', 'AMP')"
2024-02-05 00:00:00+00:00,379.039362670286,382.02037253717157,376.84024822925284,381.2482604980469,395200
2024-02-06 00:00:00+00:00,381.2482609490705,383.58419367006195,377.3680444932057,379.27392578125,365000
2024-02-07 00:00:00+00:00,380.290381998349,384.27812589374605,377.9642030306001,382.509033203125,423900
2024-02-08 00:00:00+00:00,382.4403917376382,387.42267630079004,380.6259663016332,387.236328125,329200
2024-02-09 00:00:00+00:00,387.05000290666305,390.5415319312322,385.39250385542954,389.3057556152344,306800
2024-02-12 00:00:00+00:00,389.51170803473957,394.5920752152988,386.37327078761814,389.72747802734375,415700
2024-02-13 00:00:00+00:00,385.0295937878586,388.80555368601944,378.3407838909738,382.391357421875,405300
2024-02-14 00:00:00+00:00,384.8824970220145,386.01037340939513,382.00885607112366,383.83306884765625,329100
2024-02-15 00:00:00+00:00,386.17710220002266,392.0518884118763,383.7840277309859,390.1786193847656,306500
2024-02-16 00:00:00+00:00,389.36462906718856,393.0523237968651,388.30541352283655,390.14923095703125,299100
2024-02-20 00:00:00+00:00,386.6184678541741,390.43363695127715,382.7934515759737,389.1488342285156,359400
2024-02-21 00:00:00+00:00,389.0704191367874,389.5411683084728,385.14734974264036,387.75616455078125,466400
2024-02-22 00:00:00+00:00,390.5317173109443,395.98478087730496,389.32536280717267,395.5728454589844,341100
2024-02-23 00:00:00+00:00,397.2107561421199,400.43748893679265,396.23980609380044,399.28997802734375,319000
2024-02-26 00:00:00+00:00,397.98555473149474,402.81091288851115,395.9161202494005,400.0843811035156,517500
2024-02-27 00:00:00+00:00,400.32959027894753,402.7030603200526,397.16173104805483,400.8493957519531,362600
2024-02-28 00:00:00+00:00,400.1040430659407,405.39036339511784,399.4567330383722,402.7423095703125,354200
2024-02-29 00:00:00+00:00,404.27226938312265,404.6057266539389,397.35784236421745,399.52532958984375,789700
2024-03-01 00:00:00+00:00,399.82941358405907,403.0070900202924,396.26922353868684,402.6932373046875,442300
2024-03-04 00:00:00+00:00,401.5849683497486,406.67515300676627,399.17228918390975,404.4488220214844,436200
2024-03-05 00:00:00+00:00,401.68303107902517,409.4016645200187,401.68303107902517,404.6547546386719,419500
2024-03-06 00:00:00+00:00,406.59665512779276,407.6852923258842,403.26205271724183,407.4793395996094,357900
2024-03-07 00:00:00+00:00,408.9897819483742,411.1768738749584,404.06631093956923,404.84112548828125,589200
2024-03-08 00:00:00+00:00,405.0568875315316,408.6661039465214,402.7226566110912,404.0859375,371800
2024-03-11 00:00:00+00:00,402.4382052092919,405.1255277782897,399.65282986158894,403.7720642089844,395300
2024-03-12 00:00:00+00:00,405.3020977057614,406.51823961290444,402.2028693621176,405.0470886230469,274000
2024-03-13 00:00:00+00:00,405.72380893818706,409.24475994880237,405.3511125757825,408.7347717285156,430100
2024-03-14 00:00:00+00:00,410.7551314331791,410.7551314331791,402.38918795012086,405.9886169433594,508000
2024-03-15 00:00:00+00:00,402.4970699161356,413.7366537687893,402.4970699161356,411.4220275878906,1263500
2024-03-18 00:00:00+00:00,412.4224343949339,419.5133622594374,410.42166088004876,416.1983642578125,695000
2024-03-19 00:00:00+00:00,416.8457020340571,420.9649366165399,416.8457020340571,420.7393493652344,613900
2024-03-20 00:00:00+00:00,420.0527900429642,425.45679693092353,417.1889366660202,422.8381652832031,629700
2024-03-21 00:00:00+00:00,422.71069150366355,428.8208823438171,421.44549335036993,427.3497314453125,543800
2024-03-22 00:00:00+00:00,428.0852969791289,428.0852969791289,421.5239617293225,421.8868408203125,445100
2024-03-25 00:00:00+00:00,420.79819787560416,424.78992796789856,420.79819787560416,423.2109069824219,515100
2024-03-26 00:00:00+00:00,423.36784041870357,425.8589678509951,422.57339135664284,422.9264831542969,354500
2024-03-27 00:00:00+00:00,427.1437351900421,429.5760487066079,422.5733562856419,427.59490966796875,488700
2024-03-28 00:00:00+00:00,429.73298524201226,432.16529881623256,426.90837075082516,430.0075988769531,446300
2024-04-01 00:00:00+00:00,429.37013383581194,429.8212784228862,425.3489818336335,426.467041015625,434300
2024-04-02 00:00:00+00:00,426.3101373376992,427.6929928978229,422.8774517725837,424.868408203125,523100
2024-04-03 00:00:00+00:00,425.01549452447676,429.8212480718385,423.36781272491976,427.8302917480469,374400
2024-04-04 00:00:00+00:00,431.9201201952247,432.19473383855393,420.4843700290103,420.64129638671875,419500
2024-04-05 00:00:00+00:00,421.70050817392547,427.2516545650725,421.70050817392547,426.4474182128906,295600
2024-04-08 00:00:00+00:00,427.0456714368868,429.4289285720987,425.63336426106343,427.388916015625,288900
2024-04-09 00:00:00+00:00,428.9483398827121,430.41949072269324,418.92492755972245,421.3277893066406,376900
2024-04-10 00:00:00+00:00,417.73817512589375,422.70085486814287,415.7177970457199,417.7872314453125,473300
2024-04-11 00:00:00+00:00,416.95358041558086,419.42510307874375,412.8539805466929,414.35455322265625,467600
2024-04-12 00:00:00+00:00,411.7064596918104,413.41298506552045,404.6057146437716,405.743408203125,630600
2024-04-15 00:00:00+00:00,412.2556817401579,415.4039360752737,401.3201334334516,403.2718505859375,589000
2024-04-16 00:00:00+00:00,403.50728671936275,406.0082313062236,400.9082294879229,402.9482421875,583200
2024-04-17 00:00:00+00:00,406.1063075644661,408.26397758356916,403.3012976297981,403.85052490234375,518300
2024-04-18 00:00:00+00:00,405.7140065775435,408.41111654895104,402.6442002575479,404.6940002441406,365800
2024-04-19 00:00:00+00:00,406.35154053116827,409.8823090198366,403.69363943058147,408.98980712890625,1159100
2024-04-22 00:00:00+00:00,411.90265809559986,417.04186912820376,406.51822530933777,413.2757263183594,538100
2024-04-23 00:00:00+00:00,412.03011139993714,415.4333749246728,394.9549800668693,399.8489990234375,992000
2024-04-24 00:00:00+00:00,398.2307157000968,407.2635730825283,398.2307157000968,404.9195251464844,675500
2024-04-25 00:00:00+00:00,402.0459173842877,404.50765279495414,393.9644047060069,403.007080078125,652400
2024-04-26 00:00:00+00:00,400.7121128247408,404.53709940292526,400.7121128247408,402.1244201660156,454200
2024-04-29 00:00:00+00:00,403.43866194978847,411.90268910642317,403.43866194978847,408.3424987792969,395500
2024-04-30 00:00:00+00:00,406.91053211687455,408.0187739496542,403.2914986286439,403.8701477050781,507700
2024-05-01 00:00:00+00:00,403.8701737832837,412.54997035153883,401.339777394792,405.4884338378906,490500
2024-05-02 00:00:00+00:00,407.60689070115865,410.10783531221097,404.1251488718917,408.469970703125,295700
2024-05-03 00:00:00+00:00,411.0290548948944,413.79483704021226,407.84001598672677,412.3578186035156,279700
2024-05-06 00:00:00+00:00,415.45824054371536,418.6177226162175,414.84800108195793,418.2732238769531,436000
2024-05-07 00:00:00+00:00,419.31656059725884,420.241772091668,417.3382083910298,418.1846618652344,398200
2024-05-08 00:00:00+00:00,417.54488653739577,420.56658720254893,416.8066878103156,419.2378234863281,352000
2024-05-09 00:00:00+00:00,418.381512475761,423.529198976882,418.381512475761,423.2634582519531,279000
2024-05-10 00:00:00+00:00,425.5271925551665,427.90912661441195,423.381502475996,426.7279968261719,330000
2024-05-13 00:00:00+00:00,427.7122884822286,429.52336228116803,424.64138688491585,425.14337158203125,328900
2024-05-14 00:00:00+00:00,426.1276335755481,429.47412811315155,425.2024221983298,428.4800109863281,238700
2024-05-15 00:00:00+00:00,430.12378861075325,433.0667312366538,429.68085736267693,432.4761962890625,404000
2024-05-16 00:00:00+00:00,433.07654600494334,435.1336559939812,429.07058074542635,429.11981201171875,403700
2024-05-17 00:00:00+00:00,431.5214503025186,432.68287572837545,426.9544465408422,427.2890930175781,931800
2024-05-20 00:00:00+00:00,426.4229377236896,429.10013959168145,425.01544605284886,426.28515625,343800
2024-05-21 00:00:00+00:00,426.57057967721397,430.46826027301586,425.61584152216307,427.24969482421875,344800
2024-05-22 00:00:00+00:00,426.59028521013187,431.2360170804596,425.53711448089496,431.09820556640625,441200
2024-05-23 00:00:00+00:00,432.0824420626809,432.0824420626809,425.16306096555263,427.318603515625,359600
2024-05-24 00:00:00+00:00,428.84424562387426,434.04116329650134,428.3422608933888,434.03131103515625,295600
2024-05-28 00:00:00+00:00,433.6277699639553,435.822691646258,427.67297894908273,428.125732421875,544200
2024-05-29 00:00:00+00:00,424.91698582493575,425.222105536821,419.621635928532,421.2456970214844,385000
2024-05-30 00:00:00+00:00,421.89529989704494,425.3402268734747,419.8480121872627,423.7358703613281,344200
2024-05-31 00:00:00+00:00,423.2043951352763,429.8580357051946,418.95236340879427,429.7398986816406,1094400
2024-06-03 00:00:00+00:00,428.48001250585486,428.48001250585486,420.09408662954985,424.2575378417969,436800
2024-06-04 00:00:00+00:00,421.60003187799526,424.1985056825793,416.62950605107807,417.8696594238281,447000
2024-06-05 00:00:00+00:00,419.17879068661506,421.25557545672376,416.2259956325109,420.9209289550781,489800
2024-06-06 00:00:00+00:00,421.2457107461553,424.50362522427423,418.4110229741334,418.8145751953125,282900
2024-06-07 00:00:00+00:00,418.6078116167256,423.9622145853315,418.6078116167256,419.9169006347656,297000
2024-06-10 00:00:00+00:00,418.13543583005395,423.20439422490927,415.28107353330466,421.7279968261719,349300
2024-06-11 00:00:00+00:00,419.1984389207747,419.1984389207747,414.23773513008126,415.3794860839844,266200
2024-06-12 00:00:00+00:00,420.09412867075986,424.02133628188074,417.8795324923293,421.5705261230469,456700
2024-06-13 00:00:00+00:00,419.8578584429452,420.6157315534641,416.5113640068936,420.1925048828125,354900
2024-06-14 00:00:00+00:00,416.58025131312445,418.46020080733433,414.3755076303308,417.19049072265625,248900
2024-06-17 00:00:00+00:00,417.5251864530248,426.0292196481668,413.39126181987353,425.7437744140625,429700
2024-06-18 00:00:00+00:00,425.96030047253777,430.5273039247641,424.5921879114465,430.1926574707031,387600
2024-06-20 00:00:00+00:00,430.300923668942,435.6848538971589,428.893432064712,435.2616271972656,460900
2024-06-21 00:00:00+00:00,436.1966935611563,437.98803286968575,431.3934759923931,433.9427185058594,838400
2024-06-24 00:00:00+00:00,435.025376974144,439.2970826984458,433.13557529887913,433.4210205078125,460300
2024-06-25 00:00:00+00:00,432.88955028146694,434.2675151563222,429.0213963707506,431.2359924316406,373600
2024-06-26 00:00:00+00:00,428.89342698865755,430.9603892707778,425.10400114433384,427.0528564453125,352500
2024-06-27 00:00:00+00:00,425.586334158542,426.23592258960815,422.8992800441481,423.5685729980469,403500
2024-06-28 00:00:00+00:00,421.9740331694064,427.2201516715378,419.8972186895185,420.4681091308594,1293200
2024-07-01 00:00:00+00:00,423.2732646680954,426.009519750658,418.09602194313254,419.3854064941406,496900
2024-07-02 00:00:00+00:00,419.3559229154228,427.78122849892617,419.3559229154228,427.04302978515625,404800
2024-07-03 00:00:00+00:00,428.28318359707976,431.44266546289714,425.0744704646552,427.17095947265625,182900
2024-07-05 00:00:00+00:00,425.97015882671246,427.38750267441065,422.06262600334935,425.3500671386719,232200
2024-07-08 00:00:00+00:00,426.078460817668,429.4741568105292,419.96615396323034,420.3401794433594,476700
2024-07-09 00:00:00+00:00,419.2082278468759,429.70049430131525,419.2082278468759,426.47210693359375,420800
2024-07-10 00:00:00+00:00,428.7457898337279,433.8738014731575,425.98000791038277,433.6671142578125,274900
2024-07-11 00:00:00+00:00,433.6966356888646,435.29113997674995,431.29502699634725,432.8993835449219,361400
2024-07-12 00:00:00+00:00,434.8974601690498,442.4369330478994,433.6868035060536,439.2478942871094,348000
2024-07-15 00:00:00+00:00,440.1633038170881,442.860180205881,438.55894712014646,438.7853088378906,404100
2024-07-16 00:00:00+00:00,431.2950545727225,433.1159507112243,421.4819319624041,422.2988586425781,1066800
2024-07-17 00:00:00+00:00,420.6945045430874,423.1453144608701,413.2731390023911,414.92669677734375,1078600
2024-07-18 00:00:00+00:00,415.00546319770683,417.682634866235,410.91091764529443,411.4128723144531,717800
2024-07-19 00:00:00+00:00,412.64324065370784,412.64324065370784,404.36556856640937,404.4246520996094,616600
2024-07-22 00:00:00+00:00,406.294729047589,413.55860904023154,404.5230341503644,413.401123046875,441400
2024-07-23 00:00:00+00:00,412.5940349837034,416.1373948815175,410.3794388022425,414.7594299316406,494400
2024-07-24 00:00:00+00:00,415.7338312189756,425.8225468795968,413.37160136445294,417.57440185546875,995500
2024-07-25 00:00:00+00:00,415.35983109650397,438.4999109195541,415.35983109650397,434.7203369140625,781000
2024-07-26 00:00:00+00:00,435.1140295449727,437.69279900216304,430.1041243710068,432.62384033203125,530900
2024-07-29 00:00:00+00:00,431.8757616941861,433.6376043167485,423.6374690950055,425.25164794921875,360700
2024-07-30 00:00:00+00:00,427.91903349321996,430.7635435408547,423.71620298957106,425.0744934082031,478200
2024-07-31 00:00:00+00:00,427.1316008884711,427.6335856150578,422.54492270722,423.3028259277344,352800
2024-08-01 00:00:00+00:00,424.6020072597761,425.84216048460763,407.9482335971353,411.7770080566406,600100
2024-08-02 00:00:00+00:00,403.0269756095099,405.1037602635394,394.1489164565226,396.27490234375,679600
2024-08-05 00:00:00+00:00,388.8162522228327,390.8612050083798,381.07114805712666,386.79107666015625,723100
2024-08-06 00:00:00+00:00,387.17638012357054,395.55372251212043,386.6231303892602,390.7821960449219,385800
2024-08-07 00:00:00+00:00,395.3857854708702,396.3934289415546,387.35418294673406,387.9765625,625500
2024-08-08 00:00:00+00:00,390.3573831889023,396.45268686314984,387.93702504125054,395.68212890625,491300
2024-08-09 00:00:00+00:00,394.91159764072944,402.0244639914773,394.1706753187018,400.0881652832031,310600
2024-08-12 00:00:00+00:00,401.07604740522083,401.9750367416633,396.2847740122569,399.64361572265625,455500
2024-08-13 00:00:00+00:00,402.1430043597741,403.7532803538324,399.001500968535,403.318603515625,301400
2024-08-14 00:00:00+00:00,405.225255345722,415.8352537835968,405.225255345722,414.7880859375,581700
2024-08-15 00:00:00+00:00,420.754951064252,423.31359907213096,417.30720234350554,418.9372253417969,469800
2024-08-16 00:00:00+00:00,419.5793879652657,427.95676084470625,419.5793879652657,426.1686706542969,570500
2024-08-19 00:00:00+00:00,426.0204196470103,430.1893435215743,426.01056118411964,430.07080078125,441800
2024-08-20 00:00:00+00:00,429.5768966082335,429.5768966082335,425.595675047372,428.7767028808594,427100
2024-08-21 00:00:00+00:00,429.734945876182,429.734945876182,423.43216184628494,428.36175537109375,387100
2024-08-22 00:00:00+00:00,427.99622954001427,430.59440191303696,425.94141827953496,428.45068359375,252300
2024-08-23 00:00:00+00:00,431.63170283880123,437.3614898263168,429.013753293683,434.3582763671875,240700
2024-08-26 00:00:00+00:00,436.0476379394531,439.4558626765229,434.2891532782548,436.0476379394531,276400
2024-08-27 00:00:00+00:00,436.09701995253556,437.72704309773576,432.67890660921415,434.0125427246094,263900
2024-08-28 00:00:00+00:00,434.53611140477074,437.5689606956285,432.1058946162983,434.1607360839844,349100
2024-08-29 00:00:00+00:00,435.76112845950666,438.6852934988348,432.88634618320697,437.6084899902344,489600
2024-08-30 00:00:00+00:00,438.3790498905091,444.89917249316994,436.71939108931025,444.00018310546875,463800
2024-09-03 00:00:00+00:00,442.2614559054225,443.23949384837005,434.5954002938586,436.6106872558594,387700
2024-09-04 00:00:00+00:00,437.60846570756553,440.99694309452286,434.4570738071202,437.5491943359375,311700
2024-09-05 00:00:00+00:00,439.0804334277736,441.17476900986287,430.51538836817224,434.2298583984375,537500
2024-09-06 00:00:00+00:00,433.54823257331907,436.808309029939,421.7329991731098,424.96343994140625,561900
2024-09-09 00:00:00+00:00,429.1026691635855,433.4592959391866,425.249879203321,431.068603515625,477100
2024-09-10 00:00:00+00:00,432.50105856592734,433.04441970840105,423.6495147168775,428.80633544921875,347800
2024-09-11 00:00:00+00:00,427.5813291634971,430.9796952078846,417.4455024027666,430.49560546875,317500
2024-09-12 00:00:00+00:00,430.8216076284036,431.1278530874384,426.3661854076913,430.1103210449219,255900
2024-09-13 00:00:00+00:00,432.570174261155,436.6304439771799,432.4911558175774,435.0596923828125,321400
2024-09-16 00:00:00+00:00,437.76654632745334,440.8092540421616,435.6722107364169,439.7522277832031,260200
2024-09-17 00:00:00+00:00,440.7302345021734,448.5049745007532,440.7302345021734,446.75640869140625,286700
2024-09-18 00:00:00+00:00,446.8946691856189,452.68375750166354,443.7630546239781,445.86724853515625,371500
2024-09-19 00:00:00+00:00,450.7277406725739,458.8482504337428,446.5291808964458,458.1270751953125,423800
2024-09-20 00:00:00+00:00,458.45308584982297,460.18190453574306,453.0591498430444,455.0349426269531,1061000
2024-09-23 00:00:00+00:00,457.40591994594416,459.4903668703043,454.39281784930944,456.477294921875,515000
2024-09-24 00:00:00+00:00,457.3565240904324,458.9371644125635,454.94605438252887,457.7714538574219,262800
2024-09-25 00:00:00+00:00,459.1545022150337,461.3476334988365,455.9142031257239,457.4849548339844,350200
2024-09-26 00:00:00+00:00,457.3169997205259,463.7086904243498,455.96355637252293,461.8514404296875,608500
2024-09-27 00:00:00+00:00,461.920577367348,465.86230443518315,461.13027232045346,462.947998046875,603800
2024-09-30 00:00:00+00:00,462.5331279026615,464.60768631991624,457.484961388431,464.1236267089844,446100
2024-10-01 00:00:00+00:00,463.53090447033804,470.41654422402854,460.359765173197,467.4133605957031,565700
2024-10-02 00:00:00+00:00,469.22118489202916,476.3933228708472,468.7568723478427,474.52618408203125,485300
2024-10-03 00:00:00+00:00,474.4471570086842,475.76104601722164,468.91493087904894,473.7358703613281,441500
2024-10-04 00:00:00+00:00,479.2779520959599,484.3063413604987,477.4503376513286,481.0462951660156,451900
2024-10-07 00:00:00+00:00,480.1868195879271,483.42711863610987,474.02232543298453,474.7336120605469,354000
2024-10-08 00:00:00+00:00,475.4053798659806,478.9815598932242,474.56566192382235,477.8849792480469,302400
2024-10-09 00:00:00+00:00,477.87514509753737,488.25791594917774,477.87514509753737,487.27001953125,331700
2024-10-10 00:00:00+00:00,487.82328023697346,489.2557422230078,483.9211071461291,485.4226989746094,255800
2024-10-11 00:00:00+00:00,487.2107366001836,496.8822507437615,487.2107366001836,496.4179382324219,369600
2024-10-14 00:00:00+00:00,497.4453812475799,498.70988748334804,492.8220030012405,498.2455749511719,252200
2024-10-15 00:00:00+00:00,503.24431864433234,511.5525311496012,503.24431864433234,505.04229736328125,489000
2024-10-16 00:00:00+00:00,504.5187588391564,511.77977405646567,504.5187588391564,511.30560302734375,468500
2024-10-17 00:00:00+00:00,514.0518922363076,517.2625556900471,511.740248315607,515.0990600585938,384500
2024-10-18 00:00:00+00:00,516.7883867080376,518.5369827214465,513.083775016181,516.827880859375,480100
2024-10-21 00:00:00+00:00,516.4327517332579,517.5391909204411,513.3208538340468,516.314208984375,360400
2024-10-22 00:00:00+00:00,513.7061612309751,515.4152028186792,510.69308907534565,513.271484375,338600
2024-10-23 00:00:00+00:00,512.1255176699249,517.084716594345,511.3253239981073,514.17041015625,387800
2024-10-24 00:00:00+00:00,494.48167584001885,500.5967570092111,481.23398140868443,498.10723876953125,726500
2024-10-25 00:00:00+00:00,500.8140982641795,500.9523880848315,494.5310614050173,498.3739929199219,430000
2024-10-28 00:00:00+00:00,503.5505837956211,508.9148844753897,502.19717047182604,507.1860656738281,347800
2024-10-29 00:00:00+00:00,507.6009689822929,511.8884058752486,506.6822325052309,510.0608215332031,365600
2024-10-30 00:00:00+00:00,509.8435037754002,514.7434315619768,507.5515767831828,507.8182678222656,380900
2024-10-31 00:00:00+00:00,509.91259375327286,512.5503206294874,504.0148810203076,504.12353515625,396900
2024-11-01 00:00:00+00:00,504.8150617770668,509.2112128283411,499.68787703522406,501.0412902832031,550300
2024-11-04 00:00:00+00:00,500.59544392356577,504.24153510054384,496.5827661658098,501.923095703125,369300
2024-11-05 00:00:00+00:00,499.5848747272609,509.6413634700444,499.5848747272609,509.21533203125,311900
2024-11-06 00:00:00+00:00,548.6882784732993,564.2238217823253,540.1774463075012,562.20263671875,798300
2024-11-07 00:00:00+00:00,557.6846768020904,561.1722689133264,542.0599351712689,542.5652465820312,469100
2024-11-08 00:00:00+00:00,543.5758749805273,549.2035420077441,542.5652521486337,546.9049072265625,384100
2024-11-11 00:00:00+00:00,555.80208380235,561.499112429137,553.1566978767514,558.80419921875,332600
2024-11-12 00:00:00+00:00,556.8127053519978,557.2585718599297,551.4525711239277,556.1389770507812,519000
2024-11-13 00:00:00+00:00,557.4864136060816,560.0624975187886,554.5438036107219,554.7320556640625,501700
2024-11-14 00:00:00+00:00,556.3273336187598,559.7158108644035,554.8709046218457,556.366943359375,526700
2024-11-15 00:00:00+00:00,557.0307441498044,562.2521539219348,554.1178260520576,557.2586059570312,730100
2024-11-18 00:00:00+00:00,556.5452333672728,562.9061338908906,555.7030880181588,559.8346557617188,533800
2024-11-19 00:00:00+00:00,553.8503007979944,559.1113808428311,551.7200831442349,557.3775024414062,338500
2024-11-20 00:00:00+00:00,558.1206494939289,560.9542879680821,552.1560878399386,556.228271484375,311800
2024-11-21 00:00:00+00:00,561.2713304902353,568.1573172960213,557.9323806839257,564.9570922851562,412000
2024-11-22 00:00:00+00:00,567.0575412354564,570.0695140730173,565.7893039525579,566.7999267578125,514000
2024-11-25 00:00:00+00:00,568.7121560049158,571.6845191896103,562.9061544309709,564.9570922851562,1144900
2024-11-26 00:00:00+00:00,565.0264272031906,569.2471319229634,560.3300428025561,568.7220458984375,377500
2024-11-27 00:00:00+00:00,569.6830828667481,571.1593468393964,565.8388218172126,566.641357421875,245500
2024-11-29 00:00:00+00:00,569.5146613023143,571.5160717580304,568.1771221296189,568.682373046875,214000
2024-12-02 00:00:00+00:00,569.9704432324266,569.9704432324266,558.6853571386239,560.16162109375,558700
2024-12-03 00:00:00+00:00,562.8169752659704,563.3718139929434,559.02224121079,560.5084228515625,484800
2024-12-04 00:00:00+00:00,559.7652699047234,561.6874003657072,553.7413245298472,556.2479858398438,543500
2024-12-05 00:00:00+00:00,558.8735394396383,563.8473122817621,555.8615670640467,560.0030517578125,457900
2024-12-06 00:00:00+00:00,558.7942942056236,564.2931533437671,554.8905886052829,556.3767700195312,331700
2024-12-09 00:00:00+00:00,558.2493594542351,558.2493594542351,545.1313415011367,548.7279052734375,597400
2024-12-10 00:00:00+00:00,548.7080385743112,549.7186612043956,540.1773724699863,541.306884765625,493500
2024-12-11 00:00:00+00:00,544.9431295983318,546.7760625769714,540.1873609332328,545.725830078125,472100
2024-12-12 00:00:00+00:00,547.8164223353886,550.9770376427119,542.3175624767792,542.7832641601562,508000
2024-12-13 00:00:00+00:00,547.6182089042243,547.6182089042243,541.8220654490474,544.6953735351562,401800
2024-12-16 00:00:00+00:00,544.9827074096983,547.5092036956992,542.3174863461755,545.1709594726562,426400
2024-12-17 00:00:00+00:00,540.623349298634,541.4456595744151,533.5788025758804,536.8682250976562,554600
2024-12-18 00:00:00+00:00,537.6013830222756,541.6834235174916,516.9633187260127,519.1033935546875,735900
2024-12-19 00:00:00+00:00,524.4338492771274,529.2094533772637,519.0142694382723,520.9165649414062,493400
2024-12-20 00:00:00+00:00,516.4480390798433,530.6262072877532,516.2498694642782,527.2178955078125,1498700
2024-12-23 00:00:00+00:00,524.9093720551161,529.4868062015496,523.5916680092105,529.3084716796875,427100
2024-12-24 00:00:00+00:00,531.9340686656603,534.9163491134146,528.0303629769612,533.8165893554688,145100
2024-12-26 00:00:00+00:00,531.7953363169996,538.0175115839364,531.7953363169996,537.393310546875,213700
2024-12-27 00:00:00+00:00,535.4613225388788,538.810189899849,529.2788167872059,531.0126953125,308300
2024-12-30 00:00:00+00:00,523.9185874072174,528.496021579958,520.0446342465979,525.6524658203125,321000
2024-12-31 00:00:00+00:00,527.4161133162072,529.4571335499868,525.4543730304732,527.5250854492188,269200
2025-01-02 00:00:00+00:00,530.5668230474619,531.5972205040575,521.3128391522537,525.077880859375,511400
2025-01-03 00:00:00+00:00,527.8322084926627,531.210828279227,521.9271527396928,530.9036865234375,275000
2025-01-06 00:00:00+00:00,530.7946411493165,534.6389020167559,525.2660896781346,525.9199829101562,359600
2025-01-07 00:00:00+00:00,528.258298042366,529.9426493448078,517.062408343491,523.9583129882812,372800
2025-01-08 00:00:00+00:00,524.6022699514194,530.071437593426,522.8683914172353,530.0020751953125,568400
2025-01-10 00:00:00+00:00,523.4529412732255,523.6213582422101,509.6611940446888,510.731201171875,437000
2025-01-13 00:00:00+00:00,507.29316563728594,513.8125649376674,503.29037529165726,512.82177734375,432800
2025-01-14 00:00:00+00:00,513.9314842348367,522.0757296993029,513.7630067936891,521.818115234375,329800
2025-01-15 00:00:00+00:00,533.013997252956,536.9375380745679,530.6063905463573,532.3006591796875,549800
2025-01-16 00:00:00+00:00,533.0437850710886,542.3274610252953,529.9426147178815,541.3961181640625,461900
2025-01-17 00:00:00+00:00,544.4873942136013,547.251730730095,539.1569512974555,547.1030883789062,942200
2025-01-21 00:00:00+00:00,549.5106113120503,555.3463647623311,549.5106113120503,553.5926513671875,469400
2025-01-22 00:00:00+00:00,553.5927192314341,557.9026820834173,551.0860577537286,556.3570556640625,511900
2025-01-23 00:00:00+00:00,555.1086381417358,561.6973399931137,555.1086381417358,558.2196655273438,296000
2025-01-24 00:00:00+00:00,555.1383100289078,562.777304605805,554.1970496637317,558.3881225585938,367700
2025-01-27 00:00:00+00:00,553.8008280693098,558.5466796482417,548.1037984747937,556.2084350585938,380900
