"('date', '')","('open', 'AGM')","('high', 'AGM')","('low', 'AGM')","('close', 'AGM')","('volume', 'AGM')"
2024-02-13 00:00:00+00:00,172.65659935710667,174.9039373036771,168.7877547040058,171.51870727539062,100900
2024-02-14 00:00:00+00:00,173.14968879066507,174.63842717208033,171.082505423661,174.29705810546875,83200
2024-02-15 00:00:00+00:00,175.69097213679615,179.47447790397928,175.33063412018387,178.50726318359375,86100
2024-02-16 00:00:00+00:00,176.5823371280186,177.92884445132535,175.15049115379617,175.42547607421875,80700
2024-02-20 00:00:00+00:00,173.42468985828506,175.35910510319314,173.42468985828506,175.09359741210938,48800
2024-02-21 00:00:00+00:00,175.0272236760948,175.956500573397,173.63330109559968,175.472900390625,78000
2024-02-22 00:00:00+00:00,175.41602360265364,177.96679305562415,175.41602360265364,176.96165466308594,70300
2024-02-23 00:00:00+00:00,181.10546674752618,182.06318977654357,169.17653309775235,171.2152557373047,158500
2024-02-26 00:00:00+00:00,170.02995568219524,172.38160126463248,166.18007996775307,168.17140197753906,125000
2024-02-27 00:00:00+00:00,170.8833966173941,171.89801218635415,168.82569032239695,171.3101043701172,78400
2024-02-28 00:00:00+00:00,170.12479872189985,171.20579845852708,166.57835388183594,166.57835388183594,75500
2024-02-29 00:00:00+00:00,168.7972399172233,170.12479279942917,166.7490398611322,169.61273193359375,102400
2024-03-01 00:00:00+00:00,168.87310443414307,172.8083334974952,167.6024584340127,171.7747344970703,86000
2024-03-04 00:00:00+00:00,173.2350295844964,187.73370167313192,173.08330678210586,184.64242553710938,165700
2024-03-05 00:00:00+00:00,182.96401907226175,189.08020141649249,182.96401907226175,188.26470947265625,91900
2024-03-06 00:00:00+00:00,182.07268659081834,184.37693160796235,171.82215092162807,172.2299041748047,242100
2024-03-07 00:00:00+00:00,173.54795489569523,175.24530855558757,172.23937102744418,172.9979705810547,97600
2024-03-08 00:00:00+00:00,174.22119520819854,176.21251715783578,173.76604127965496,175.5771942138672,62600
2024-03-11 00:00:00+00:00,175.57721351952196,179.7305207036902,175.57721351952196,178.53573608398438,55600
2024-03-12 00:00:00+00:00,178.184881057214,181.37098769038832,177.18922002139388,181.3614959716797,77600
2024-03-13 00:00:00+00:00,181.16237008157418,185.00276861585363,180.85892446852583,183.9122772216797,79700
2024-03-14 00:00:00+00:00,183.94093330729746,183.94093330729746,175.7458272237123,176.64366149902344,78100
2024-03-15 00:00:00+00:00,175.89868499579558,181.1997178971525,175.89868499579558,179.80520629882812,332600
2024-03-18 00:00:00+00:00,179.34672590050556,180.1872395837561,175.7840415379906,176.59591674804688,75200
2024-03-19 00:00:00+00:00,174.61876681557635,179.13657661700063,174.61876681557635,178.0763702392578,38300
2024-03-20 00:00:00+00:00,177.34091641208232,184.02689921558843,177.17854429291148,183.28189086914062,47100
2024-03-21 00:00:00+00:00,183.28186932152832,185.20169605408688,182.13570389053388,183.41558837890625,71800
2024-03-22 00:00:00+00:00,184.60954780959412,184.60954780959412,180.22545657543975,181.07553100585938,35900
2024-03-25 00:00:00+00:00,181.5722074040768,183.35831540176773,181.0946371737392,181.50534057617188,46600
2024-03-26 00:00:00+00:00,182.8807421905626,182.8807421905626,179.64281666462162,181.4766845703125,44600
2024-03-27 00:00:00+00:00,183.06222652014526,186.74906932823487,182.17393830178548,186.36700439453125,47300
2024-03-28 00:00:00+00:00,186.49116638357407,188.05759608418296,184.58088554993952,188.0480499267578,83400
2024-04-01 00:00:00+00:00,188.04804415185285,188.17220249171163,182.3267479840738,182.68014526367188,48700
2024-04-02 00:00:00+00:00,181.0086409131179,181.0086409131179,178.9932942091117,179.84336853027344,48900
2024-04-03 00:00:00+00:00,178.4966366134,181.21877791729005,178.2673976783658,178.5348358154297,40600
2024-04-04 00:00:00+00:00,180.3591547489599,181.48621337073698,174.2749153592953,175.85089111328125,53300
2024-04-05 00:00:00+00:00,175.74583098017067,178.73542505137652,175.67896415751022,178.37246704101562,44800
2024-04-08 00:00:00+00:00,179.95800332522145,180.86538377555738,178.5157320172139,180.69345092773438,32700
2024-04-09 00:00:00+00:00,180.97043620158342,184.64773223495598,179.8433630540419,182.01153564453125,48500
2024-04-10 00:00:00+00:00,178.02863113204958,178.85959867489865,173.93108493967418,176.19476318359375,53400
2024-04-11 00:00:00+00:00,175.3637942042902,177.21675445342893,174.15076173985312,177.05438232421875,41300
2024-04-12 00:00:00+00:00,174.76203447189184,176.22339807043554,172.65116784383682,173.7495880126953,35400
2024-04-15 00:00:00+00:00,173.7495909233472,175.74583083005567,171.02743499653695,171.26622009277344,42000
2024-04-16 00:00:00+00:00,170.7504685517711,171.25669184278183,168.90703983744243,169.35595703125,41500
2024-04-17 00:00:00+00:00,171.6673920884473,172.76581237029555,170.6453993671761,171.83932495117188,44000
2024-04-18 00:00:00+00:00,171.77242697024082,173.300657270311,171.38081595188373,172.26910400390625,38300
2024-04-19 00:00:00+00:00,171.94439552948361,175.61213152261647,171.94439552948361,175.0294952392578,32600
2024-04-22 00:00:00+00:00,175.7267189231103,178.73541979433824,175.58345369917407,177.88534545898438,42800
2024-04-23 00:00:00+00:00,180.40692766562907,182.98580389152264,180.24455554271836,182.35540771484375,43500
2024-04-24 00:00:00+00:00,181.10418307930547,182.34586859131085,178.420240720433,181.79188537597656,33600
2024-04-25 00:00:00+00:00,179.95802488418147,181.046884469887,178.14324919181394,180.60751342773438,35000
2024-04-26 00:00:00+00:00,181.57217574087997,184.11283784676849,179.37535014955975,182.46044921875,32300
2024-04-29 00:00:00+00:00,182.0497754590275,184.35165286529076,181.09463500976562,181.09463500976562,48100
2024-04-30 00:00:00+00:00,181.19013237213886,181.19013237213886,177.65611577955332,177.78028869628906,39600
2024-05-01 00:00:00+00:00,179.3753818934089,183.96005903136026,177.04483683145025,181.36207580566406,42700
2024-05-02 00:00:00+00:00,183.2341506317982,185.40232365481228,182.34587695950083,184.67642211914062,30000
2024-05-03 00:00:00+00:00,186.2523783425445,188.00028702667345,184.70505555547024,185.5073699951172,33500
2024-05-06 00:00:00+00:00,178.07638717856773,182.81387563163975,176.70098260371245,176.9302215576172,71300
2024-05-07 00:00:00+00:00,176.3380309871007,177.31227835878988,165.46854222083698,165.47808837890625,98900
2024-05-08 00:00:00+00:00,163.54869884963566,171.34264859468965,163.54869884963566,170.9796905517578,89000
2024-05-09 00:00:00+00:00,171.0560804269645,172.1926997663352,168.75418870389322,170.2728729248047,38200
2024-05-10 00:00:00+00:00,170.1200786484665,172.30734402720083,170.1200786484665,171.44772338867188,34900
2024-05-13 00:00:00+00:00,173.071432217048,173.071432217048,168.42944943351887,168.582275390625,37500
2024-05-14 00:00:00+00:00,171.0083292199288,172.78489093045084,169.81440373098349,172.7275848388672,44500
2024-05-15 00:00:00+00:00,174.06478547953023,174.77158002255533,172.66072797610826,174.22715759277344,46300
2024-05-16 00:00:00+00:00,174.63785558800694,174.63785558800694,172.00167350661067,173.262451171875,30200
2024-05-17 00:00:00+00:00,174.14120187701465,174.3035739934461,173.1765007612414,173.68272399902344,27700
2024-05-20 00:00:00+00:00,173.6923001201624,173.83556536079993,171.22803596118828,171.6005401611328,44400
2024-05-21 00:00:00+00:00,170.9701246736987,172.44103441742377,170.1869025817712,172.1449432373047,36800
2024-05-22 00:00:00+00:00,171.28534308573614,171.9157392968997,168.19068270080456,168.27664184570312,36800
2024-05-23 00:00:00+00:00,168.25754562460543,168.25754562460543,165.11512537401137,166.83438110351562,43100
2024-05-24 00:00:00+00:00,167.90414133017865,168.36261926161183,167.00632150660192,167.87548828125,27300
2024-05-28 00:00:00+00:00,169.14580214627222,169.14580214627222,165.08645563327076,165.9460906982422,40200
2024-05-29 00:00:00+00:00,164.2363767848556,165.77415329871698,163.71104668863867,164.21726989746094,39200
2024-05-30 00:00:00+00:00,165.29659728769153,167.837274280193,165.01005224937498,167.73220825195312,58500
2024-05-31 00:00:00+00:00,168.24798489253612,168.24798489253612,165.47808340976414,166.83438110351562,61000
2024-06-03 00:00:00+00:00,167.14955710268524,168.2193096043713,166.11800380136592,167.493408203125,36200
2024-06-04 00:00:00+00:00,165.9938265609349,167.37879165733662,165.06735387695585,165.90786743164062,32200
2024-06-05 00:00:00+00:00,167.0540337140065,168.04738779399042,164.1981735261928,167.94232177734375,35600
2024-06-06 00:00:00+00:00,168.44857418962107,168.44857418962107,165.75507106348726,166.67201232910156,37000
2024-06-07 00:00:00+00:00,165.5353813872593,166.4141088116276,164.20773680624936,166.318603515625,42600
2024-06-10 00:00:00+00:00,164.9145460334702,165.25839716267603,162.48848124010513,163.85433959960938,49700
2024-06-11 00:00:00+00:00,163.18573901369464,163.64420231321844,161.64796242588736,162.93739318847656,33500
2024-06-12 00:00:00+00:00,167.42656101836585,170.36839531726963,166.42367521757137,166.66246032714844,41700
2024-06-13 00:00:00+00:00,165.40165672492867,166.10846584803943,163.63465577858,165.59268188476562,35200
2024-06-14 00:00:00+00:00,163.28170261681785,164.20609391546918,162.8965273316008,163.17578125,27200
2024-06-17 00:00:00+00:00,163.1180058571995,167.6918580162212,162.90616310808363,167.61483764648438,31800
2024-06-18 00:00:00+00:00,168.02888433037685,170.4169124979556,167.0178193370797,168.25035095214844,44500
2024-06-20 00:00:00+00:00,167.45110839370057,170.07987999595687,166.3533845980436,168.1444091796875,48100
2024-06-21 00:00:00+00:00,168.2599719501906,169.55989992618913,167.73036513347964,168.08663940429688,83800
2024-06-24 00:00:00+00:00,169.31917241860344,172.20792087080275,168.7703178530115,171.58203125,52300
2024-06-25 00:00:00+00:00,172.08274706271965,172.45828376353205,169.46361402882098,170.0798797607422,39500
2024-06-26 00:00:00+00:00,168.62588613298956,171.57240745705286,167.248922971496,170.62875366210938,48700
2024-06-27 00:00:00+00:00,171.6783206208152,173.15159590533054,170.0606284782701,171.65907287597656,44400
2024-06-28 00:00:00+00:00,173.35380517330805,175.06779486217786,170.99466338293652,174.11451721191406,345300
2024-07-01 00:00:00+00:00,173.76786285657732,176.14625233856427,172.3619987482643,174.61521911621094,58000
2024-07-02 00:00:00+00:00,173.5945288757476,176.2040382052868,173.5945288757476,175.81886291503906,32600
2024-07-03 00:00:00+00:00,176.21367820477872,177.48473473952097,174.52857472467838,174.74041748046875,21800
2024-07-05 00:00:00+00:00,174.61520474978633,176.20402515513277,173.8352450475862,174.8077850341797,43900
2024-07-08 00:00:00+00:00,176.21366193167492,178.79427025598903,174.54782104492188,174.54782104492188,55200
2024-07-09 00:00:00+00:00,174.0470987381495,176.44476530482868,173.73895850935153,176.2906951904297,27700
2024-07-10 00:00:00+00:00,176.21366359234486,180.80677795410156,176.21366359234486,180.80677795410156,34700
2024-07-11 00:00:00+00:00,183.68588607561446,188.8856422879543,181.6541323384931,188.20196533203125,69700
2024-07-12 00:00:00+00:00,189.68486707431828,194.63425574277727,189.39598927642135,192.5254669189453,77600
2024-07-15 00:00:00+00:00,194.6053698537238,197.773357686125,192.8624791900474,196.78155517578125,59900
2024-07-16 00:00:00+00:00,197.98520162778627,204.02269035112303,197.8985426955838,203.57974243164062,61500
2024-07-17 00:00:00+00:00,201.23986586799728,205.72704428123137,200.82580425356312,204.6967315673828,69400
2024-07-18 00:00:00+00:00,204.2923130098115,207.90324890990178,201.81761122034047,203.53160095214844,52800
2024-07-19 00:00:00+00:00,203.6086132316439,203.71453459391185,201.61538447815371,202.0872039794922,35700
2024-07-22 00:00:00+00:00,202.0390807599179,204.1478548606083,199.56437911466887,202.0775909423828,59100
2024-07-23 00:00:00+00:00,201.65390059749518,207.9995145697902,199.882138388227,206.98846435546875,52400
2024-07-24 00:00:00+00:00,206.48774260827898,207.76842285745218,199.39105524838254,199.4295654296875,52300
2024-07-25 00:00:00+00:00,200.286563628052,209.53056474959752,200.286563628052,204.80264282226562,53500
2024-07-26 00:00:00+00:00,207.9321125312718,208.3846842901315,204.6581888566923,207.20028686523438,49200
2024-07-29 00:00:00+00:00,202.35683907046229,204.23453746600936,198.1392759906585,198.69776916503906,71400
2024-07-30 00:00:00+00:00,199.16960258153367,202.23168403458033,198.50518798828125,198.50518798828125,41600
2024-07-31 00:00:00+00:00,199.98805872507285,202.1064713289928,197.85038368401754,198.57257080078125,48500
2024-08-01 00:00:00+00:00,198.17779449513958,198.17779449513958,189.4441515966524,191.0618438720703,47100
2024-08-02 00:00:00+00:00,187.2487025900022,188.26939147585267,184.11922474156754,187.5664520263672,35200
2024-08-05 00:00:00+00:00,181.3459903121429,181.8755971040825,173.97004948277896,180.54676818847656,78300
2024-08-06 00:00:00+00:00,178.64021095827036,179.9786638392545,168.1444159490948,169.71397399902344,136100
2024-08-07 00:00:00+00:00,171.58202522184277,175.66478015403445,168.89548102764,169.03028869628906,79600
2024-08-08 00:00:00+00:00,170.70578301764823,173.0071521513967,169.31918133669038,172.14053344726562,32900
2024-08-09 00:00:00+00:00,171.76497960997307,171.76497960997307,167.46074344272424,168.32736206054688,52200
2024-08-12 00:00:00+00:00,169.91617671789226,171.55313110351562,167.9903445717628,171.55313110351562,50900
2024-08-13 00:00:00+00:00,173.4886100305494,173.4886100305494,171.49538113641958,172.7760467529297,51400
2024-08-14 00:00:00+00:00,173.7678667864721,175.47221790970423,173.4019539226902,174.11451721191406,25400
2024-08-15 00:00:00+00:00,178.28392277111448,179.29498768691286,175.27962902628235,175.46258544921875,32100
2024-08-16 00:00:00+00:00,175.22184956386616,177.90837910493065,175.22184956386616,177.0995330810547,38100
2024-08-19 00:00:00+00:00,178.5438937621055,180.6334198454092,178.5438937621055,180.59490966796875,38700
2024-08-20 00:00:00+00:00,179.49721918442515,180.12310886101824,178.48615419744453,179.36241149902344,28200
2024-08-21 00:00:00+00:00,179.71865657760387,183.4451371053433,178.83277554718484,182.2222442626953,48600
2024-08-22 00:00:00+00:00,183.37775400574355,183.6377454803345,181.7119131798212,182.4726104736328,23400
2024-08-23 00:00:00+00:00,183.63773704776122,190.21444112223207,183.63773704776122,187.02719116210938,38900
2024-08-26 00:00:00+00:00,188.7411893908074,188.7411893908074,185.48654279295482,185.77540588378906,41800
2024-08-27 00:00:00+00:00,185.48652892787734,187.5856789266787,185.36134513591702,186.82498168945312,49500
2024-08-28 00:00:00+00:00,186.82500279421518,187.80716672645445,184.38882601551697,186.8057403564453,35200
2024-08-29 00:00:00+00:00,188.7893389287642,190.72480980307807,187.3834895710263,188.22122192382812,40600
2024-08-30 00:00:00+00:00,187.90346768780222,190.14706420898438,187.48942077219104,190.14706420898438,19300
2024-09-03 00:00:00+00:00,187.9130839767903,189.14561549422294,183.02148278175528,183.90736389160156,41200
2024-09-04 00:00:00+00:00,184.07107491627667,185.14953642063028,181.4326790869132,181.62525939941406,40900
2024-09-05 00:00:00+00:00,182.9540609806142,183.38737029171836,180.7778758605115,181.02822875976562,26800
2024-09-06 00:00:00+00:00,180.9511983146238,181.26896240230585,176.97434997558594,176.97434997558594,34800
2024-09-09 00:00:00+00:00,176.5314247798205,178.9290913539086,174.89447021484375,174.89447021484375,54100
2024-09-10 00:00:00+00:00,174.62485853041758,177.15731814207817,172.22719190593705,175.98255920410156,44900
2024-09-11 00:00:00+00:00,174.32635345286516,175.78999028382825,171.39909448387516,175.52999877929688,38000
2024-09-12 00:00:00+00:00,176.64699006287535,180.16164332919783,175.25076438411668,177.98544311523438,54100
2024-09-13 00:00:00+00:00,179.97866201657627,183.00221815487384,179.8534782147156,181.4904327392578,42200
2024-09-16 00:00:00+00:00,182.2471536050481,182.2471536050481,180.21960179844734,181.10240173339844,27500
2024-09-17 00:00:00+00:00,183.1978463392821,184.0806609669683,179.82182571378743,179.8412322998047,42200
2024-09-18 00:00:00+00:00,179.7830232603399,184.44930789654725,177.27039593070802,180.8889617919922,37100
2024-09-19 00:00:00+00:00,185.0507907835783,185.0507907835783,181.34491725201477,182.72250366210938,22300
2024-09-20 00:00:00+00:00,182.78070250590778,182.78070250590778,177.72636001500186,177.87188720703125,139100
2024-09-23 00:00:00+00:00,178.4636735337216,180.11287819401122,178.20173641383374,178.80320739746094,25300
2024-09-24 00:00:00+00:00,178.18232830006838,178.18232830006838,176.01896011368322,176.02865600585938,38500
2024-09-25 00:00:00+00:00,176.0286582588799,176.19357724531804,173.8167809775262,174.24363708496094,39600
2024-09-26 00:00:00+00:00,176.4846120149326,179.49199646925078,176.00924685323147,179.2494659423828,40900
2024-09-27 00:00:00+00:00,181.18972131082714,181.81059890571296,179.03604891543486,180.29721069335938,38900
2024-09-30 00:00:00+00:00,179.14275678337,182.02402070503808,178.07561651501553,181.8105926513672,45600
2024-10-01 00:00:00+00:00,180.694945443715,180.7240479238411,176.84355934287353,177.80398559570312,32900
2024-10-02 00:00:00+00:00,176.8823634492782,179.89944375840582,176.29058837890625,176.29058837890625,37700
2024-10-03 00:00:00+00:00,175.06823592714753,176.75623886147906,174.4570542838134,176.62042236328125,42400
2024-10-04 00:00:00+00:00,179.08455420356847,180.67555393205504,178.06592298894657,180.2098846435547,33200
2024-10-07 00:00:00+00:00,178.78380643267715,179.77333518112647,176.14508777496133,177.40623474121094,24000
2024-10-08 00:00:00+00:00,178.51216127646558,178.51216127646558,176.92116163363175,177.60995483398438,20400
2024-10-09 00:00:00+00:00,176.95997480702852,179.3561775646284,176.92116163363175,177.60995483398438,27500
2024-10-10 00:00:00+00:00,176.8920670818596,177.5808603130782,176.07716803867152,177.2510223388672,26000
2024-10-11 00:00:00+00:00,177.69726659479204,179.82183640187844,177.64875752830963,179.68601989746094,27100
2024-10-14 00:00:00+00:00,179.3464712060965,180.30689743189416,178.58008124619732,180.28749084472656,20600
2024-10-15 00:00:00+00:00,179.47258058602003,184.27468180869002,179.47258058602003,180.85984802246094,46700
2024-10-16 00:00:00+00:00,182.80012006003395,185.54556767769128,182.38297461709487,184.0806884765625,40600
2024-10-17 00:00:00+00:00,184.17768401933196,184.3231964111328,182.03370769517375,184.3231964111328,27000
2024-10-18 00:00:00+00:00,184.3717130620859,184.3717130620859,181.6262656683371,182.4605712890625,51900
2024-10-21 00:00:00+00:00,182.0240147241324,182.38295516492627,176.7562440130902,177.8621826171875,56300
2024-10-22 00:00:00+00:00,176.27119223432342,180.8792724609375,176.27119223432342,180.8792724609375,64700
2024-10-23 00:00:00+00:00,178.8129105959764,182.14042225671807,178.8129105959764,179.7636260986328,78100
2024-10-24 00:00:00+00:00,179.0748190848508,180.01583862304688,177.41591872984873,180.01583862304688,50700
2024-10-25 00:00:00+00:00,181.31580948692755,181.31580948692755,176.4458073395036,177.93978881835938,30700
2024-10-28 00:00:00+00:00,179.34647574790463,180.9859845371997,178.93902622439938,180.44271850585938,28700
2024-10-29 00:00:00+00:00,178.90991134088458,180.04495239257812,178.49276595391424,180.04495239257812,54100
2024-10-30 00:00:00+00:00,179.06515273390525,181.89790770691417,179.06515273390525,180.5494384765625,42500
2024-10-31 00:00:00+00:00,180.5979487757485,181.4128478551315,177.78458556898858,177.79429626464844,61000
2024-11-01 00:00:00+00:00,179.67632481313277,180.0934702204017,177.47414345035142,178.85171508789062,64800
2024-11-04 00:00:00+00:00,177.47413911976867,180.0546674552239,174.6219777808854,176.77565002441406,59500
2024-11-05 00:00:00+00:00,175.2040525322586,188.5626228367201,175.2040525322586,187.7283172607422,66200
2024-11-06 00:00:00+00:00,198.8944334955198,207.3441885443313,197.1773132647158,206.77182006835938,105900
2024-11-07 00:00:00+00:00,204.93830708215594,205.40396157592411,201.50408113592042,202.88165283203125,60500
2024-11-08 00:00:00+00:00,202.45477645603634,203.70622740873415,200.0585737671989,201.52345275878906,68300
2024-11-11 00:00:00+00:00,204.98681016182866,207.56733859457563,203.30850301246738,207.10166931152344,48700
2024-11-12 00:00:00+00:00,206.69421129673984,208.0232738306375,204.69576214849158,205.77259826660156,45900
2024-11-13 00:00:00+00:00,207.88745146738492,207.88745146738492,203.5219021607773,204.0457763671875,38700
2024-11-14 00:00:00+00:00,204.6957634994098,204.6957634994098,201.05780561731126,201.5816650390625,48600
2024-11-15 00:00:00+00:00,202.67790779920173,202.6876036911831,198.16684594548494,200.07798767089844,61000
2024-11-18 00:00:00+00:00,200.87347809546054,200.90258057400317,198.8459264749209,200.54364013671875,62100
2024-11-19 00:00:00+00:00,197.99220916953487,199.26306670928057,197.99220916953487,199.0011444091797,45000
2024-11-20 00:00:00+00:00,198.11834289261802,198.11834289261802,195.17887401820448,195.74154663085938,41900
2024-11-21 00:00:00+00:00,197.10941065472412,198.87504006704765,196.0616917628646,197.74969482421875,45600
2024-11-22 00:00:00+00:00,197.80789362156443,199.36009492902866,197.56536309245368,198.96234130859375,55500
2024-11-25 00:00:00+00:00,201.40707319393414,207.4703370240067,200.33993283868529,204.64727783203125,55100
2024-11-26 00:00:00+00:00,203.55101143131571,205.42333984375,201.61076737139837,205.42333984375,38000
2024-11-27 00:00:00+00:00,205.62709400604652,206.11215507297607,203.90026298911943,204.9965057373047,27900
2024-11-29 00:00:00+00:00,207.38300431064184,209.15832952013378,205.7434956022805,207.0919647216797,28100
2024-12-02 00:00:00+00:00,206.45168654499182,207.36360370871105,204.2204027024022,206.5972137451172,32500
2024-12-03 00:00:00+00:00,205.70469904898036,206.9755715300335,204.81218842617002,206.14126586914062,35800
2024-12-04 00:00:00+00:00,206.27708171304693,209.6822052001953,204.7345762127825,209.6822052001953,43700
2024-12-05 00:00:00+00:00,208.87699865110844,210.19636537292823,206.37408171694048,206.47109985351562,41300
2024-12-06 00:00:00+00:00,206.93672898985497,207.70313368739036,205.46213935133008,207.41209411621094,39000
2024-12-09 00:00:00+00:00,206.7427359502279,206.99496238503315,203.9875925439939,204.7539825439453,32700
2024-12-10 00:00:00+00:00,204.22039048159826,207.1016541975741,202.62939088783452,205.78228759765625,30000
2024-12-11 00:00:00+00:00,208.576266488322,210.6523273393925,206.26737098748012,209.98294067382812,54100
2024-12-12 00:00:00+00:00,209.5463821554898,209.8859308255085,203.67714025027905,205.06442260742188,40300
2024-12-13 00:00:00+00:00,204.67635254722978,204.9576962403958,202.56149351559534,203.94876098632812,24500
2024-12-16 00:00:00+00:00,204.564061502518,205.68717529334924,203.54836225145684,205.21839904785156,27200
2024-12-17 00:00:00+00:00,203.4604704137521,204.33942774077553,202.5814981846004,204.3003692626953,35400
2024-12-18 00:00:00+00:00,204.68124541053155,205.63833456148686,193.0593889689921,194.74896240234375,55000
2024-12-19 00:00:00+00:00,197.12215854856882,198.09878440134864,193.81139750373032,194.6317596435547,41500
2024-12-20 00:00:00+00:00,192.84454219129043,198.36247214826636,192.84454219129043,194.86614990234375,72300
2024-12-23 00:00:00+00:00,193.40121229850516,194.70988733673727,191.5749267615375,192.6296844482422,28600
2024-12-24 00:00:00+00:00,192.19997757344714,193.90907287597656,191.9362844113181,193.90907287597656,13600
2024-12-26 00:00:00+00:00,191.9460415481946,194.8270997806233,184.3478934869919,193.62583923339844,93700
2024-12-27 00:00:00+00:00,192.6589867629557,193.35238277544212,189.69003581587478,192.6394500732422,29100
2024-12-30 00:00:00+00:00,191.94603094006584,192.62968093161555,189.2896224357569,191.67257690429688,24700
2024-12-31 00:00:00+00:00,193.00078831183214,194.15321451977348,191.28193224647092,192.34645080566406,32900
2025-01-02 00:00:00+00:00,193.15705901032635,193.15705901032635,187.60983134713686,187.66842651367188,29200
2025-01-03 00:00:00+00:00,188.93805439381777,190.39321745687383,184.61159387970832,190.23695373535156,29900
2025-01-06 00:00:00+00:00,190.23693656989644,192.57107167930513,187.0726784562957,187.25823974609375,28700
2025-01-07 00:00:00+00:00,187.12153159803333,187.99072806779938,181.77938664158648,182.51185607910156,49200
2025-01-08 00:00:00+00:00,181.59382543520618,185.19757745414773,180.66603379425774,183.37127685546875,50100
2025-01-10 00:00:00+00:00,180.08980431023895,181.7012459356118,174.96251849720628,178.50767517089844,49500
2025-01-13 00:00:00+00:00,176.193080965393,180.82227816171127,176.193080965393,180.509765625,35200
2025-01-14 00:00:00+00:00,181.33012606297618,184.5725311503226,181.03713531740067,183.2052459716797,38300
2025-01-15 00:00:00+00:00,188.469249250129,188.86966941853163,186.57459274805572,188.00047302246094,30100
2025-01-16 00:00:00+00:00,186.6625071264812,189.73887265324083,186.6625071264812,189.02593994140625,25300
2025-01-17 00:00:00+00:00,190.5689940310544,192.25855246504887,188.9673283411235,191.0475311279297,41100
2025-01-21 00:00:00+00:00,190.9596708470652,193.3035671666521,190.3541675266333,192.06326293945312,32800
2025-01-22 00:00:00+00:00,192.39530056678728,193.48911679625238,191.19405489320485,191.45773315429688,34600
2025-01-23 00:00:00+00:00,190.28577003657503,192.9714910252631,188.99663171111095,191.67257690429688,34500
2025-01-24 00:00:00+00:00,190.20765320572863,192.67851551829935,190.20765320572863,191.45773315429688,21400
