"('date', '')","('open', 'A')","('high', 'A')","('low', 'A')","('close', 'A')","('volume', 'A')"
2025-09-26 00:00:00+00:00,122.05000305175781,124.05000305175781,121.55000305175781,123.38999938964844,838625
