"('date', '')","('open', 'BHV')","('high', 'BHV')","('low', 'BHV')","('close', 'BHV')","('volume', 'BHV')"
2024-04-04 00:00:00+00:00,10.23838301078691,10.23838301078691,10.081437486078846,10.09990119934082,1400
2024-04-05 00:00:00+00:00,10.09990119934082,10.09990119934082,10.09990119934082,10.09990119934082,0
2024-04-08 00:00:00+00:00,10.090669189940561,10.090669189940561,9.924491378146993,9.94295597076416,7700
2024-04-09 00:00:00+00:00,9.924492925635215,10.044510155039928,9.924492925635215,9.970653533935547,5600
2024-04-10 00:00:00+00:00,9.942956380771944,9.942956380771944,9.878331184387207,9.878331184387207,1000
2024-04-11 00:00:00+00:00,9.832170581381044,9.878331184387207,9.832170581381044,9.878331184387207,1300
2024-04-12 00:00:00+00:00,9.915397644042969,9.915397644042969,9.915397644042969,9.915397644042969,0
2024-04-15 00:00:00+00:00,9.915400109516009,9.915400109516009,9.785666465759277,9.785666465759277,4500
2024-04-16 00:00:00+00:00,9.757863584276254,10.045132518976846,9.757863584276254,9.794930458068848,6300
2024-04-17 00:00:00+00:00,9.831998563435986,10.035866836704168,9.831998563435986,9.8597993850708,7800
2024-04-18 00:00:00+00:00,9.943198654259737,10.035866287146513,9.887598781522904,9.989532470703125,7000
2024-04-19 00:00:00+00:00,10.15633473703045,10.15633473703045,9.896866579691341,9.998800277709961,8000
2024-04-22 00:00:00+00:00,9.896864891052246,9.896864891052246,9.896864891052246,9.896864891052246,800
2024-04-23 00:00:00+00:00,9.961732951472893,9.980266832323956,9.91539913308932,9.952466011047363,1200
2024-04-24 00:00:00+00:00,10.082199011676781,10.091465950710647,9.915397644042969,9.915397644042969,4500
2024-04-25 00:00:00+00:00,9.878332382416586,9.878332382416586,9.8597993850708,9.8597993850708,2300
2024-04-26 00:00:00+00:00,9.8597993850708,9.8597993850708,9.8597993850708,9.8597993850708,0
2024-04-29 00:00:00+00:00,9.869065529248148,9.915399348638967,9.785665714837593,9.850532531738281,13600
2024-04-30 00:00:00+00:00,9.794932277644364,9.813466159855636,9.794932277644364,9.80419921875,1600
2024-05-01 00:00:00+00:00,9.887599921212434,9.887599921212434,9.785666220282874,9.80419921875,2400
2024-05-02 00:00:00+00:00,9.887599832776255,9.887599832776255,9.80419913105977,9.81346607208252,1800
2024-05-03 00:00:00+00:00,9.85979958706881,9.924666404724121,9.85979958706881,9.924666404724121,900
2024-05-06 00:00:00+00:00,9.924666404724121,9.924666404724121,9.924666404724121,9.924666404724121,0
2024-05-07 00:00:00+00:00,10.026601791381836,10.026601791381836,10.026601791381836,10.026601791381836,1000
2024-05-08 00:00:00+00:00,10.03586626763195,10.165600776672363,10.03586626763195,10.165600776672363,3200
2024-05-09 00:00:00+00:00,10.174867426785584,10.174867426785584,10.110000610351562,10.110000610351562,900
2024-05-10 00:00:00+00:00,10.072933402362617,10.137800216674805,10.072933402362617,10.137800216674805,300
2024-05-13 00:00:00+00:00,10.193400382995605,10.193400382995605,10.193400382995605,10.193400382995605,100
2024-05-14 00:00:00+00:00,10.137598317795865,10.137598317795865,10.091096281166948,10.100396156311035,2400
2024-05-15 00:00:00+00:00,10.193399429321289,10.193399429321289,10.193399429321289,10.193399429321289,500
2024-05-16 00:00:00+00:00,10.193399429321289,10.193399429321289,10.193399429321289,10.193399429321289,0
2024-05-17 00:00:00+00:00,10.165499687194824,10.165499687194824,10.165499687194824,10.165499687194824,100
2024-05-20 00:00:00+00:00,10.13759672579546,10.13759672579546,10.128296852111816,10.128296852111816,800
2024-05-21 00:00:00+00:00,10.091094103776083,10.202700564148854,10.091094103776083,10.137596130371094,3600
2024-05-22 00:00:00+00:00,10.06319296348541,10.072493724645788,10.053893089294434,10.053893089294434,5900
2024-05-23 00:00:00+00:00,10.025991439819336,10.025991439819336,10.025991439819336,10.025991439819336,300
2024-05-24 00:00:00+00:00,10.044591206092326,10.072492599487305,9.914383225300249,10.072492599487305,3100
2024-05-28 00:00:00+00:00,10.072492599487305,10.072492599487305,10.072492599487305,10.072492599487305,200
2024-05-29 00:00:00+00:00,9.979487611602877,9.988788372506608,9.88648266347371,9.895783424377441,11700
2024-05-30 00:00:00+00:00,10.081794207605153,10.081794207605153,9.88648266347371,9.895783424377441,3600
2024-05-31 00:00:00+00:00,9.951586298700878,9.951586298700878,9.942285537719727,9.942285537719727,1600
2024-06-03 00:00:00+00:00,9.951586723327637,9.951586723327637,9.951586723327637,9.951586723327637,900
2024-06-04 00:00:00+00:00,9.96088640902832,10.053892238825851,9.96088640902832,10.035290718078613,1500
2024-06-05 00:00:00+00:00,10.007392521114205,10.17480182647705,10.007392521114205,10.17480182647705,1400
2024-06-06 00:00:00+00:00,10.184100151062012,10.184100151062012,10.146897993560128,10.184100151062012,3300
2024-06-07 00:00:00+00:00,10.184100881316406,10.184100881316406,10.016691604038485,10.091095924377441,10200
2024-06-10 00:00:00+00:00,10.137598317795865,10.146899079909446,10.091096281166948,10.100396156311035,5200
2024-06-11 00:00:00+00:00,10.146896890477818,10.146896890477818,10.137596130371094,10.137596130371094,2400
2024-06-12 00:00:00+00:00,10.14689677274451,10.221301078796387,10.14689677274451,10.221301078796387,4900
2024-06-13 00:00:00+00:00,10.258503913879395,10.267804674496583,10.258503913879395,10.258503913879395,1800
2024-06-14 00:00:00+00:00,10.277174949645996,10.277174949645996,10.277174949645996,10.277174949645996,400
2024-06-17 00:00:00+00:00,10.258502708720304,10.2958402633667,10.239834376495867,10.2958402633667,4300
2024-06-18 00:00:00+00:00,10.2958402633667,10.2958402633667,10.2958402633667,10.2958402633667,0
2024-06-20 00:00:00+00:00,10.305177639092491,10.314512252807617,10.305177639092491,10.314512252807617,400
2024-06-21 00:00:00+00:00,10.323845863342285,10.323845863342285,10.323845863342285,10.323845863342285,1300
2024-06-24 00:00:00+00:00,10.323845863342285,10.323845863342285,10.323845863342285,10.323845863342285,700
2024-06-25 00:00:00+00:00,10.323845863342285,10.323845863342285,10.323845863342285,10.323845863342285,0
2024-06-26 00:00:00+00:00,10.267840385437012,10.267840385437012,10.267840385437012,10.267840385437012,1400
2024-06-27 00:00:00+00:00,10.323845005314517,10.323845005314517,10.295841169217741,10.30517578125,1400
2024-06-28 00:00:00+00:00,10.323846605729011,10.351849555969238,10.323846605729011,10.351849555969238,4500
2024-07-01 00:00:00+00:00,10.37985068923161,10.37985068923161,10.314510186709596,10.333178520202637,4000
2024-07-02 00:00:00+00:00,10.333177818013095,10.333177818013095,10.2958402633667,10.2958402633667,2800
2024-07-03 00:00:00+00:00,10.342514991760254,10.342514991760254,10.342514991760254,10.342514991760254,2300
2024-07-05 00:00:00+00:00,10.342514942489917,10.351849555969238,10.342514942489917,10.351849555969238,1200
2024-07-08 00:00:00+00:00,10.277172629525934,10.407853634569962,10.277172629525934,10.333178520202637,5500
2024-07-09 00:00:00+00:00,10.277173433717486,10.361183166503906,10.277173433717486,10.361183166503906,700
2024-07-10 00:00:00+00:00,10.38918595367923,10.38918595367923,10.379851341247559,10.379851341247559,500
2024-07-11 00:00:00+00:00,10.43585645854165,10.641212558047508,10.426521847601158,10.482527732849121,6000
2024-07-12 00:00:00+00:00,10.473196983337402,10.473196983337402,10.473196983337402,10.473196983337402,400
2024-07-15 00:00:00+00:00,10.510666847229004,10.510666847229004,10.510666847229004,10.510666847229004,0
2024-07-16 00:00:00+00:00,10.510666847229004,10.510666847229004,10.510666847229004,10.510666847229004,0
2024-07-17 00:00:00+00:00,10.59497755100914,10.59497755100914,10.463828086853027,10.463828086853027,800
2024-07-18 00:00:00+00:00,10.416988269045074,10.416988269045074,10.323310852050781,10.323310852050781,2500
2024-07-19 00:00:00+00:00,10.323311053311121,10.323311053311121,10.295207023620605,10.295207023620605,1900
2024-07-22 00:00:00+00:00,10.295208793574577,10.313944816589355,10.295208793574577,10.313944816589355,2500
2024-07-23 00:00:00+00:00,10.313944816589355,10.313944816589355,10.313944816589355,10.313944816589355,400
2024-07-24 00:00:00+00:00,10.323310852050781,10.323310852050781,10.323310852050781,10.323310852050781,400
2024-07-25 00:00:00+00:00,10.313944816589355,10.313944816589355,10.313944816589355,10.313944816589355,600
2024-07-26 00:00:00+00:00,10.36078186998317,10.36078186998317,10.332677841186523,10.332677841186523,1600
2024-07-29 00:00:00+00:00,10.351413143244327,10.416987419128418,10.351413143244327,10.416987419128418,7400
2024-07-30 00:00:00+00:00,10.342045850785405,10.342045850785405,10.332677841186523,10.332677841186523,1200
2024-07-31 00:00:00+00:00,10.388886255597209,10.407621383666992,10.388886255597209,10.407621383666992,1300
2024-08-01 00:00:00+00:00,10.62308138807547,10.62308138807547,10.491931915283203,10.491931915283203,800
2024-08-02 00:00:00+00:00,10.538771698000186,10.538771698000186,10.529403686523438,10.529403686523438,500
2024-08-05 00:00:00+00:00,10.529403686523438,10.529403686523438,10.529403686523438,10.529403686523438,0
2024-08-06 00:00:00+00:00,10.726126282425238,10.726126282425238,10.557506561279297,10.557506561279297,3000
2024-08-07 00:00:00+00:00,10.698024199179438,10.698024199179438,10.651185035705566,10.651185035705566,500
2024-08-08 00:00:00+00:00,10.538770540383831,10.557506561279297,10.538770540383831,10.557506561279297,500
2024-08-09 00:00:00+00:00,10.62308120727539,10.62308120727539,10.62308120727539,10.62308120727539,500
2024-08-12 00:00:00+00:00,10.613712505773002,10.613712505773002,10.594977378845215,10.594977378845215,300
2024-08-13 00:00:00+00:00,10.754229586179063,10.754229586179063,10.632449022011699,10.641816139221191,1800
2024-08-14 00:00:00+00:00,10.660552978515625,10.660552978515625,10.660552978515625,10.660552978515625,500
2024-08-15 00:00:00+00:00,10.632350708817443,10.660552978515625,10.632350708817443,10.660552978515625,1200
2024-08-16 00:00:00+00:00,10.62294811181605,10.62294811181605,10.604146003723145,10.604146003723145,700
2024-08-19 00:00:00+00:00,10.651149332655192,10.669951438903809,10.651149332655192,10.669951438903809,1000
2024-08-20 00:00:00+00:00,10.669954033926349,10.669954033926349,10.660552978515625,10.660552978515625,700
2024-08-21 00:00:00+00:00,10.660552978515625,10.660552978515625,10.660552978515625,10.660552978515625,0
2024-08-22 00:00:00+00:00,10.585345268249512,10.585345268249512,10.585345268249512,10.585345268249512,800
2024-08-23 00:00:00+00:00,10.679351952462191,10.679351952462191,10.4819343129217,10.613546371459961,4100
2024-08-26 00:00:00+00:00,10.810964555949102,10.810964555949102,10.632349014282227,10.632349014282227,700
2024-08-27 00:00:00+00:00,10.58534410767812,10.613546371459961,10.58534410767812,10.613546371459961,1200
2024-08-28 00:00:00+00:00,10.56654321596126,10.632349701065086,10.56654321596126,10.62294864654541,4000
2024-08-29 00:00:00+00:00,10.62294864654541,10.62294864654541,10.60414653750606,10.62294864654541,700
2024-08-30 00:00:00+00:00,10.604145852544946,10.632349014282227,10.604145852544946,10.632349014282227,900
2024-09-03 00:00:00+00:00,10.726357134529582,10.754559400444817,10.669952602699109,10.679352760314941,1200
2024-09-04 00:00:00+00:00,10.632349701065086,10.632349701065086,10.62294864654541,10.62294864654541,900
2024-09-05 00:00:00+00:00,10.632349014282227,10.632349014282227,10.632349014282227,10.632349014282227,400
2024-09-06 00:00:00+00:00,10.698156356811523,10.698156356811523,10.698156356811523,10.698156356811523,600
2024-09-09 00:00:00+00:00,10.754559162529755,10.754559162529755,10.444331554723483,10.528939247131348,10700
2024-09-10 00:00:00+00:00,10.632348271622737,10.641748428344727,10.622947218366965,10.641748428344727,2000
2024-09-11 00:00:00+00:00,10.669954086973132,10.698156356811523,10.669954086973132,10.698156356811523,1800
2024-09-12 00:00:00+00:00,10.707556247685913,10.75455972679301,10.688754138815959,10.726357460021973,4000
2024-09-13 00:00:00+00:00,10.763960269819291,10.904973390042564,10.763960269819291,10.848567962646484,14400
2024-09-16 00:00:00+00:00,10.886301987463069,10.895735740661621,10.867435380718188,10.895735740661621,11500
2024-09-17 00:00:00+00:00,10.886302947998047,10.886302947998047,10.886302947998047,10.886302947998047,200
2024-09-18 00:00:00+00:00,10.876868315870809,10.876868315870809,10.81083384228995,10.858001708984375,1900
2024-09-19 00:00:00+00:00,10.876870217937547,10.886303972856584,10.867437362670898,10.867437362670898,1600
2024-09-20 00:00:00+00:00,10.80140010283524,10.839134216308594,10.773099742643282,10.839134216308594,7000
2024-09-23 00:00:00+00:00,10.848567179581732,10.848567179581732,10.754231452941895,10.754231452941895,2400
2024-09-24 00:00:00+00:00,10.782532691955566,10.782532691955566,10.782532691955566,10.782532691955566,1300
2024-09-25 00:00:00+00:00,10.782532691955566,10.782532691955566,10.782532691955566,10.782532691955566,0
2024-09-26 00:00:00+00:00,10.829699655541216,10.848567160697206,10.763665186799576,10.782532691955566,13500
2024-09-27 00:00:00+00:00,10.820266742195091,10.820266742195091,10.79196548461914,10.79196548461914,800
2024-09-30 00:00:00+00:00,10.848568037676703,10.848568037676703,10.820267677307129,10.820267677307129,1000
2024-10-01 00:00:00+00:00,10.933470826233428,10.933470826233428,10.876869201660156,10.876869201660156,2200
2024-10-02 00:00:00+00:00,10.924036972062062,10.942904479964305,10.763666753502156,10.933470726013184,18600
2024-10-03 00:00:00+00:00,10.933469853803606,10.942903607002158,10.876868234264519,10.895735740661621,3600
2024-10-04 00:00:00+00:00,10.848569001706878,10.848569001706878,10.801401130464646,10.810834884643555,8700
2024-10-07 00:00:00+00:00,10.839134373917494,10.839134373917494,10.773099899291992,10.773099899291992,3500
2024-10-08 00:00:00+00:00,10.79196548461914,10.801399237144459,10.79196548461914,10.79196548461914,3000
2024-10-09 00:00:00+00:00,10.782535570495655,10.782535570495655,10.763668060302734,10.763668060302734,4300
2024-10-10 00:00:00+00:00,10.763668060302734,10.773101815399194,10.763668060302734,10.763668060302734,6800
2024-10-11 00:00:00+00:00,10.773099899291992,10.773099899291992,10.754232392454853,10.773099899291992,9900
2024-10-14 00:00:00+00:00,10.773100946978865,10.773100946978865,10.716499320615167,10.725933074951172,8700
2024-10-15 00:00:00+00:00,10.746780829645198,10.746780829645198,10.72782663800617,10.737303733825684,800
2024-10-16 00:00:00+00:00,10.718350445972257,10.737303733825684,10.708873350152745,10.737303733825684,5300
2024-10-17 00:00:00+00:00,10.70887458591762,10.727827875958187,10.670967102050781,10.670967102050781,12500
2024-10-18 00:00:00+00:00,10.746783256530762,10.746783256530762,10.746783256530762,10.746783256530762,1000
2024-10-21 00:00:00+00:00,10.718351682830756,10.718351682830756,10.670967102050781,10.670967102050781,5800
2024-10-22 00:00:00+00:00,10.67096467410253,10.67096467410253,10.661487579345703,10.661487579345703,400
2024-10-23 00:00:00+00:00,10.727828289034012,10.727828289034012,10.500383377075195,10.500383377075195,8900
2024-10-24 00:00:00+00:00,10.462473833000313,10.462473833000313,10.443520545959473,10.443520545959473,4100
2024-10-25 00:00:00+00:00,10.46247462785832,10.557243781619038,10.46247462785832,10.54776668548584,2100
2024-10-28 00:00:00+00:00,10.490907120673874,10.500384218711545,10.46247673034668,10.46247673034668,2700
2024-10-29 00:00:00+00:00,10.471952117835182,10.471952117835182,10.377182960510254,10.377182960510254,10000
2024-10-30 00:00:00+00:00,10.377182092480739,10.415089571482696,10.377182092480739,10.396136283874512,800
2024-10-31 00:00:00+00:00,10.415090678285566,10.452998161315918,10.396137388663231,10.452998161315918,3200
2024-11-01 00:00:00+00:00,10.642537074133335,10.642537074133335,10.45299963230901,10.46247673034668,2500
2024-11-04 00:00:00+00:00,10.595152019057794,10.595152019057794,10.3392758279009,10.49090576171875,10300
2024-11-05 00:00:00+00:00,10.500383344422364,10.500383344422364,10.481430053710938,10.481430053710938,1800
2024-11-06 00:00:00+00:00,10.377184028513188,10.415091514587402,10.339276542438974,10.415091514587402,5900
2024-11-07 00:00:00+00:00,10.566720812497483,10.566720812497483,10.509860038757324,10.509860038757324,1400
2024-11-08 00:00:00+00:00,10.604627454713764,10.964748973704609,10.54776668548584,10.54776668548584,31300
2024-11-11 00:00:00+00:00,10.633059418078945,10.642535611028043,10.614105224609375,10.614105224609375,500
2024-11-12 00:00:00+00:00,10.670967222170972,10.670967222170972,10.538290575250679,10.566720962524414,1500
2024-11-13 00:00:00+00:00,10.652012825012207,10.652012825012207,10.633059535119703,10.652012825012207,3500
2024-11-14 00:00:00+00:00,10.604628874324296,10.718352235575223,10.604628874324296,10.699398040771484,11300
2024-11-15 00:00:00+00:00,10.606094169792518,10.606094169792518,10.568011283874512,10.568011283874512,800
2024-11-18 00:00:00+00:00,10.510886877359269,10.758426098673342,10.510886877359269,10.644177436828613,7600
2024-11-19 00:00:00+00:00,10.672738492580516,10.68225944060537,10.663217544555664,10.663217544555664,5100
2024-11-20 00:00:00+00:00,10.872673038352852,10.872673038352852,10.596571922302246,10.596571922302246,2300
2024-11-21 00:00:00+00:00,10.568009988357014,10.596571922302246,10.568009988357014,10.596571922302246,3600
2024-11-22 00:00:00+00:00,10.491844830013921,10.625134468078613,10.491844830013921,10.625134468078613,300
2024-11-25 00:00:00+00:00,10.682260277726083,11.196379707778801,10.672739328955117,10.920278549194336,21900
2024-11-26 00:00:00+00:00,10.710821760379684,10.777466583005744,10.701300812013788,10.739383697509766,1100
2024-11-27 00:00:00+00:00,10.739384462917219,10.93931985301262,10.701301574707031,10.701301574707031,4600
2024-11-29 00:00:00+00:00,10.920278048574291,10.920278048574291,10.815549432830055,10.82507038116455,1000
2024-12-02 00:00:00+00:00,10.929798208283474,10.929798208283474,10.786987613577123,10.844112396240234,5300
2024-12-03 00:00:00+00:00,10.85363231820043,10.85363231820043,10.758425558758297,10.82507038116455,4300
2024-12-04 00:00:00+00:00,10.682260129301287,10.7965087890625,10.682260129301287,10.7965087890625,300
2024-12-05 00:00:00+00:00,10.815549778372217,10.844112624288249,10.7965087890625,10.7965087890625,2500
2024-12-06 00:00:00+00:00,10.81554966015764,10.81554966015764,10.748904836350606,10.777466773986816,6400
2024-12-09 00:00:00+00:00,10.80602980972937,10.815549850463867,10.777466963622953,10.815549850463867,1800
2024-12-10 00:00:00+00:00,10.815549587473981,10.815549587473981,10.75842571258545,10.75842571258545,700
2024-12-11 00:00:00+00:00,10.786986471228508,10.815548405551526,10.786986471228508,10.806028366088867,1900
2024-12-12 00:00:00+00:00,10.682258773399088,10.815548405551526,10.682258773399088,10.806028366088867,1600
2024-12-13 00:00:00+00:00,11.053567657502722,11.053567657502722,10.777466512471934,10.910757064819336,17500
2024-12-16 00:00:00+00:00,10.960489598299533,10.960489598299533,10.788335020114305,10.826591491699219,1300
2024-12-17 00:00:00+00:00,10.673567043797245,10.941362380981445,10.673567043797245,10.941362380981445,4800
2024-12-18 00:00:00+00:00,10.883976642825656,10.931797460279295,10.740514190464737,10.817028045654297,19100
2024-12-19 00:00:00+00:00,10.826593856942225,10.979619776712847,10.711824417114258,10.711824417114258,12800
2024-12-20 00:00:00+00:00,10.702258712147918,10.711823058947513,10.558797158579255,10.616182327270508,4900
2024-12-23 00:00:00+00:00,10.711824417114258,10.711824417114258,10.711824417114258,10.711824417114258,300
2024-12-24 00:00:00+00:00,10.711822456307898,10.711822456307898,10.702258110046387,10.702258110046387,800
2024-12-26 00:00:00+00:00,10.730953113138801,10.730953113138801,10.711824417114258,10.711824417114258,2600
2024-12-27 00:00:00+00:00,10.683132285183873,10.711824417114258,10.673567937171603,10.711824417114258,3900
2024-12-30 00:00:00+00:00,10.597053813994313,10.874413491158002,10.597053813994313,10.664002418518066,4300
2024-12-31 00:00:00+00:00,10.83615729978452,10.855285994211199,10.434463837887835,10.510976791381836,27200
2025-01-02 00:00:00+00:00,10.415335940358325,10.530105369329808,10.415335940358325,10.482284545898438,2500
2025-01-03 00:00:00+00:00,10.510977517118812,10.530106212866242,10.453593254089355,10.453593254089355,600
2025-01-06 00:00:00+00:00,10.549233320777933,10.568362015300078,10.50141249657893,10.520541191101074,5100
2025-01-07 00:00:00+00:00,10.510975944260975,10.558796764367248,10.510975944260975,10.530104637145996,3600
2025-01-08 00:00:00+00:00,10.463156689856655,10.463156689856655,10.453593254089355,10.453593254089355,1700
2025-01-10 00:00:00+00:00,10.89354309559554,10.89354309559554,10.644875526428223,10.644875526428223,3200
2025-01-13 00:00:00+00:00,10.396207141593122,10.568361739372232,10.396207141593122,10.463155746459961,4200
2025-01-14 00:00:00+00:00,10.405772375171583,10.444028854370117,10.405772375171583,10.444028854370117,1200
2025-01-15 00:00:00+00:00,10.513219379612027,10.580489233598112,10.407510918306093,10.43634033203125,4100
2025-01-16 00:00:00+00:00,10.436340237017665,10.436340237017665,10.417120933532715,10.417120933532715,5000
2025-01-17 00:00:00+00:00,10.522829489677259,10.53243959974249,10.43634033203125,10.43634033203125,2200
2025-01-21 00:00:00+00:00,10.484390324481565,10.513219739192767,10.484390324481565,10.494000434875488,4800
2025-01-22 00:00:00+00:00,10.503610610961914,10.513219804945367,10.503610610961914,10.503610610961914,1700
2025-01-23 00:00:00+00:00,10.445950346995405,10.513219283898527,10.417120933532715,10.417120933532715,900
2025-01-24 00:00:00+00:00,10.465168952941895,10.465168952941895,10.426729435429866,10.465168952941895,1000
2025-01-27 00:00:00+00:00,10.57087964568952,10.580489756229449,10.52283000946045,10.52283000946045,4800
